sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.58 | Public IP: 182.57.231.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 2d 10h:18m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 5762088301 | Bytes Rx: 1166439592 | IP Addr: 10.150.237.58 | Public IP: 182.57.231.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 2d 10h:18m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 5762088301 | Bytes Rx: 1166439592 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 |Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 ||
Username: bkanawad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.194 | Public IP: 106.210.185.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:47:03 IST Thu Jun 25 2020 | Duration: 10h:46m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 187961355 | Bytes Rx: 82277571 | IP Addr: 10.150.237.194 | Public IP: 106.210.185.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:47:03 IST Thu Jun 25 2020 | Duration: 10h:46m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 187961355 | Bytes Rx: 82277571 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62525 | Audit Session ID: 0a96cf690f43d0005ef4cdff | Security Group Tag: none | EasyVPN: 0 |Session ID: 62525 | Audit Session ID: 0a96cf690f43d0005ef4cdff | Security Group Tag: none | EasyVPN: 0 ||
Username: skalwal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.78 | Public IP: 103.204.38.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:53:00 IST Thu Jun 25 2020 | Duration: 10h:40m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 3599926942 | Bytes Rx: 128018678 | IP Addr: 10.150.237.78 | Public IP: 103.204.38.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:53:00 IST Thu Jun 25 2020 | Duration: 10h:40m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 3599926942 | Bytes Rx: 128018678 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62536 | Audit Session ID: 0a96cf690f4480005ef4cf64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62536 | Audit Session ID: 0a96cf690f4480005ef4cf64 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.32 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:23:14 IST Thu Jun 25 2020 | Duration: 10h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 146013380 | Bytes Rx: 70892236 | IP Addr: 10.150.236.32 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:23:14 IST Thu Jun 25 2020 | Duration: 10h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 146013380 | Bytes Rx: 70892236 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62608 | Audit Session ID: 0a96cf690f4900005ef4d67a | Security Group Tag: none | EasyVPN: 0 |Session ID: 62608 | Audit Session ID: 0a96cf690f4900005ef4d67a | Security Group Tag: none | EasyVPN: 0 ||
Username: sipandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.180 | Public IP: 103.141.116.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:26 IST Fri Jun 26 2020 | Duration: 3h:41m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 63476124 | Bytes Rx: 37662557 | IP Addr: 10.150.237.180 | Public IP: 103.141.116.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:26 IST Fri Jun 26 2020 | Duration: 3h:41m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 63476124 | Bytes Rx: 37662557 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62928 | Audit Session ID: 0a96cf690f5d00005ef53176 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62928 | Audit Session ID: 0a96cf690f5d00005ef53176 | Security Group Tag: none | EasyVPN: 0 ||
Username: CKadekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.53 | Public IP: 103.220.80.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:23:38 IST Fri Jun 26 2020 | Duration: 3h:09m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 4625053638 | Bytes Rx: 479231535 | IP Addr: 10.150.237.53 | Public IP: 103.220.80.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:23:38 IST Fri Jun 26 2020 | Duration: 3h:09m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 4625053638 | Bytes Rx: 479231535 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62941 | Audit Session ID: 0a96cf690f5dd0005ef53902 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62941 | Audit Session ID: 0a96cf690f5dd0005ef53902 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArchanaP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.179 | Public IP: 49.35.196.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:53:08 IST Fri Jun 26 2020 | Duration: 2h:40m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 747806043 | Bytes Rx: 51494014 | IP Addr: 10.150.237.179 | Public IP: 49.35.196.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:53:08 IST Fri Jun 26 2020 | Duration: 2h:40m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 747806043 | Bytes Rx: 51494014 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62959 | Audit Session ID: 0a96cf690f5ef0005ef53fec | Security Group Tag: none | EasyVPN: 0 |Session ID: 62959 | Audit Session ID: 0a96cf690f5ef0005ef53fec | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.188 | Public IP: 103.249.89.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:13 IST Fri Jun 26 2020 | Duration: 2h:33m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 45205543 | Bytes Rx: 9265571 | IP Addr: 10.150.237.188 | Public IP: 103.249.89.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:13 IST Fri Jun 26 2020 | Duration: 2h:33m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 45205543 | Bytes Rx: 9265571 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62969 | Audit Session ID: 0a96cf690f5f90005ef54195 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62969 | Audit Session ID: 0a96cf690f5f90005ef54195 | Security Group Tag: none | EasyVPN: 0 ||
Username: kumsumit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.193 | Public IP: 47.8.18.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:40 IST Fri Jun 26 2020 | Duration: 2h:17m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 75634069 | Bytes Rx: 19617597 | IP Addr: 10.150.237.193 | Public IP: 47.8.18.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:40 IST Fri Jun 26 2020 | Duration: 2h:17m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 75634069 | Bytes Rx: 19617597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62980 | Audit Session ID: 0a96cf690f6040005ef54534 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62980 | Audit Session ID: 0a96cf690f6040005ef54534 | Security Group Tag: none | EasyVPN: 0 ||
Username: karparde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.197 | Public IP: 106.193.227.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:19:17 IST Fri Jun 26 2020 | Duration: 2h:14m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 151939925 | Bytes Rx: 29810379 | IP Addr: 10.150.237.197 | Public IP: 106.193.227.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:19:17 IST Fri Jun 26 2020 | Duration: 2h:14m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 151939925 | Bytes Rx: 29810379 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62985 | Audit Session ID: 0a96cf690f6090005ef5460d | Security Group Tag: none | EasyVPN: 0 |Session ID: 62985 | Audit Session ID: 0a96cf690f6090005ef5460d | Security Group Tag: none | EasyVPN: 0 ||
Username: prlandge | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.42 | Public IP: 106.210.255.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:36 IST Fri Jun 26 2020 | Duration: 2h:08m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 151657931 | Bytes Rx: 36709542 | IP Addr: 10.150.237.42 | Public IP: 106.210.255.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:36 IST Fri Jun 26 2020 | Duration: 2h:08m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 151657931 | Bytes Rx: 36709542 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62990 | Audit Session ID: 0a96cf690f60e0005ef5474c | Security Group Tag: none | EasyVPN: 0 |Session ID: 62990 | Audit Session ID: 0a96cf690f60e0005ef5474c | Security Group Tag: none | EasyVPN: 0 ||
Username: pkasle | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.203 | Public IP: 106.210.217.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:02 IST Fri Jun 26 2020 | Duration: 2h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 281672572 | Bytes Rx: 45514250 | IP Addr: 10.150.236.203 | Public IP: 106.210.217.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:27:02 IST Fri Jun 26 2020 | Duration: 2h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 281672572 | Bytes Rx: 45514250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62991 | Audit Session ID: 0a96cf690f60f0005ef547de | Security Group Tag: none | EasyVPN: 0 |Session ID: 62991 | Audit Session ID: 0a96cf690f60f0005ef547de | Security Group Tag: none | EasyVPN: 0 ||
Username: AtulP | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.214 | Public IP: 49.35.27.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:40 IST Fri Jun 26 2020 | Duration: 1h:59m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 227155066 | Bytes Rx: 47975449 | IP Addr: 10.150.237.214 | Public IP: 49.35.27.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:40 IST Fri Jun 26 2020 | Duration: 1h:59m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 227155066 | Bytes Rx: 47975449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63004 | Audit Session ID: 0a96cf690f61c0005ef5496c | Security Group Tag: none | EasyVPN: 0 |Session ID: 63004 | Audit Session ID: 0a96cf690f61c0005ef5496c | Security Group Tag: none | EasyVPN: 0 ||
Username: MuruKupp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.200 | Public IP: 117.222.169.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:15 IST Fri Jun 26 2020 | Duration: 1h:57m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 380193670 | Bytes Rx: 77950783 | IP Addr: 10.150.237.200 | Public IP: 117.222.169.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:15 IST Fri Jun 26 2020 | Duration: 1h:57m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 380193670 | Bytes Rx: 77950783 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63010 | Audit Session ID: 0a96cf690f6220005ef54a07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63010 | Audit Session ID: 0a96cf690f6220005ef54a07 | Security Group Tag: none | EasyVPN: 0 ||
Username: swsukale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.201 | Public IP: 49.35.95.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:24 IST Fri Jun 26 2020 | Duration: 1h:56m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 547148970 | Bytes Rx: 61812522 | IP Addr: 10.150.237.201 | Public IP: 49.35.95.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:24 IST Fri Jun 26 2020 | Duration: 1h:56m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 547148970 | Bytes Rx: 61812522 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63011 | Audit Session ID: 0a96cf690f6230005ef54a4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 63011 | Audit Session ID: 0a96cf690f6230005ef54a4c | Security Group Tag: none | EasyVPN: 0 ||
Username: apayadav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.202 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:03 IST Fri Jun 26 2020 | Duration: 1h:55m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 53544357 | Bytes Rx: 21813942 | IP Addr: 10.150.237.202 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:03 IST Fri Jun 26 2020 | Duration: 1h:55m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 53544357 | Bytes Rx: 21813942 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63015 | Audit Session ID: 0a96cf690f6270005ef54a73 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63015 | Audit Session ID: 0a96cf690f6270005ef54a73 | Security Group Tag: none | EasyVPN: 0 ||
Username: Pareshnath.swain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.205 | Public IP: 175.101.9.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:14 IST Fri Jun 26 2020 | Duration: 1h:52m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 156089122 | Bytes Rx: 26749326 | IP Addr: 10.150.237.205 | Public IP: 175.101.9.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:14 IST Fri Jun 26 2020 | Duration: 1h:52m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 156089122 | Bytes Rx: 26749326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63018 | Audit Session ID: 0a96cf690f62a0005ef54b32 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63018 | Audit Session ID: 0a96cf690f62a0005ef54b32 | Security Group Tag: none | EasyVPN: 0 ||
Username: kgorival | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.49 | Public IP: 49.35.200.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:11 IST Fri Jun 26 2020 | Duration: 1h:44m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 157442336 | Bytes Rx: 32610774 | IP Addr: 10.150.236.49 | Public IP: 49.35.200.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:11 IST Fri Jun 26 2020 | Duration: 1h:44m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 157442336 | Bytes Rx: 32610774 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63024 | Audit Session ID: 0a96cf690f6300005ef54d0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 63024 | Audit Session ID: 0a96cf690f6300005ef54d0f | Security Group Tag: none | EasyVPN: 0 ||
Username: prgadade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.50 | Public IP: 49.35.51.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:08 IST Fri Jun 26 2020 | Duration: 1h:43m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 71898616 | Bytes Rx: 8458588 | IP Addr: 10.150.236.50 | Public IP: 49.35.51.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:08 IST Fri Jun 26 2020 | Duration: 1h:43m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 71898616 | Bytes Rx: 8458588 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63025 | Audit Session ID: 0a96cf690f6310005ef54d48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63025 | Audit Session ID: 0a96cf690f6310005ef54d48 | Security Group Tag: none | EasyVPN: 0 ||
Username: IDhokale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.51 | Public IP: 106.193.204.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Fri Jun 26 2020 | Duration: 1h:43m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 43893088 | Bytes Rx: 15037121 | IP Addr: 10.150.236.51 | Public IP: 106.193.204.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Fri Jun 26 2020 | Duration: 1h:43m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 43893088 | Bytes Rx: 15037121 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63026 | Audit Session ID: 0a96cf690f6320005ef54d4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 63026 | Audit Session ID: 0a96cf690f6320005ef54d4d | Security Group Tag: none | EasyVPN: 0 ||
