sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ganemuth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.200 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:14:50 IST Sat Jul 18 2020 | Duration: 1d 14h:15m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 42160968 | Bytes Rx: 25982086 | IP Addr: 10.149.232.200 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:14:50 IST Sat Jul 18 2020 | Duration: 1d 14h:15m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 42160968 | Bytes Rx: 25982086 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13968 | Audit Session ID: 0a95072a036900005f12eec2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13968 | Audit Session ID: 0a95072a036900005f12eec2 | Security Group Tag: none | EasyVPN: 0 ||
Username: lvajja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.122 | Public IP: 160.238.74.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:23:19 IST Mon Jul 20 2020 | Duration: 2h:06m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 258019466 | Bytes Rx: 76329630 | IP Addr: 10.149.232.122 | Public IP: 160.238.74.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:23:19 IST Mon Jul 20 2020 | Duration: 2h:06m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 258019466 | Bytes Rx: 76329630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15164 | Audit Session ID: 0a95072a03b3c0005f14eaff | Security Group Tag: none | EasyVPN: 0 |Session ID: 15164 | Audit Session ID: 0a95072a03b3c0005f14eaff | Security Group Tag: none | EasyVPN: 0 ||
Username: goprasad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.123 | Public IP: 157.48.57.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:04 IST Mon Jul 20 2020 | Duration: 2h:06m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 119531590 | Bytes Rx: 24295748 | IP Addr: 10.149.232.123 | Public IP: 157.48.57.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:04 IST Mon Jul 20 2020 | Duration: 2h:06m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 119531590 | Bytes Rx: 24295748 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15165 | Audit Session ID: 0a95072a03b3d0005f14eb2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15165 | Audit Session ID: 0a95072a03b3d0005f14eb2c | Security Group Tag: none | EasyVPN: 0 ||
Username: AlagChan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.126 | Public IP: 157.50.194.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:57 IST Mon Jul 20 2020 | Duration: 1h:52m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 50746229 | Bytes Rx: 47231494 | IP Addr: 10.149.232.126 | Public IP: 157.50.194.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:57 IST Mon Jul 20 2020 | Duration: 1h:52m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 50746229 | Bytes Rx: 47231494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15169 | Audit Session ID: 0a95072a03b410005f14ee6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 15169 | Audit Session ID: 0a95072a03b410005f14ee6d | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.127 | Public IP: 49.205.79.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:06 IST Mon Jul 20 2020 | Duration: 1h:52m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 5439783 | Bytes Rx: 1917982 | IP Addr: 10.149.232.127 | Public IP: 49.205.79.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:06 IST Mon Jul 20 2020 | Duration: 1h:52m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 5439783 | Bytes Rx: 1917982 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15170 | Audit Session ID: 0a95072a03b420005f14ee76 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15170 | Audit Session ID: 0a95072a03b420005f14ee76 | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.129 | Public IP: 106.203.84.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:37 IST Mon Jul 20 2020 | Duration: 1h:51m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 17066544 | Bytes Rx: 9794219 | IP Addr: 10.149.232.129 | Public IP: 106.203.84.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:37 IST Mon Jul 20 2020 | Duration: 1h:51m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 17066544 | Bytes Rx: 9794219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15171 | Audit Session ID: 0a95072a03b430005f14ee95 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15171 | Audit Session ID: 0a95072a03b430005f14ee95 | Security Group Tag: none | EasyVPN: 0 ||
Username: MARIMUTK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.128 | Public IP: 157.50.84.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:07 IST Mon Jul 20 2020 | Duration: 1h:51m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 361113558 | Bytes Rx: 49456234 | IP Addr: 10.149.232.128 | Public IP: 157.50.84.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:07 IST Mon Jul 20 2020 | Duration: 1h:51m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 361113558 | Bytes Rx: 49456234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15172 | Audit Session ID: 0a95072a03b440005f14eeb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15172 | Audit Session ID: 0a95072a03b440005f14eeb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.130 | Public IP: 157.50.223.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:44 IST Mon Jul 20 2020 | Duration: 1h:50m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 73814332 | Bytes Rx: 41340763 | IP Addr: 10.149.232.130 | Public IP: 157.50.223.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:44 IST Mon Jul 20 2020 | Duration: 1h:50m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 73814332 | Bytes Rx: 41340763 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15173 | Audit Session ID: 0a95072a03b450005f14eed8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15173 | Audit Session ID: 0a95072a03b450005f14eed8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ATenniso | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.132 | Public IP: 182.65.211.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:30 IST Mon Jul 20 2020 | Duration: 1h:49m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 44047387 | Bytes Rx: 20287207 | IP Addr: 10.149.232.132 | Public IP: 182.65.211.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:30 IST Mon Jul 20 2020 | Duration: 1h:49m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 44047387 | Bytes Rx: 20287207 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15175 | Audit Session ID: 0a95072a03b470005f14ef06 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15175 | Audit Session ID: 0a95072a03b470005f14ef06 | Security Group Tag: none | EasyVPN: 0 ||
Username: shimacha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.125 | Public IP: 157.48.205.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:58 IST Mon Jul 20 2020 | Duration: 1h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 227900400 | Bytes Rx: 32188206 | IP Addr: 10.149.232.125 | Public IP: 157.48.205.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:58 IST Mon Jul 20 2020 | Duration: 1h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 227900400 | Bytes Rx: 32188206 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15178 | Audit Session ID: 0a95072a03b4a0005f14f102 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15178 | Audit Session ID: 0a95072a03b4a0005f14f102 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuryTrip | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.133 | Public IP: 103.84.81.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:15 IST Mon Jul 20 2020 | Duration: 1h:40m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 146069673 | Bytes Rx: 64932568 | IP Addr: 10.149.232.133 | Public IP: 103.84.81.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:15 IST Mon Jul 20 2020 | Duration: 1h:40m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 146069673 | Bytes Rx: 64932568 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15179 | Audit Session ID: 0a95072a03b4b0005f14f113 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15179 | Audit Session ID: 0a95072a03b4b0005f14f113 | Security Group Tag: none | EasyVPN: 0 ||
Username: PChikane | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.119 | Public IP: 103.97.104.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:57 IST Mon Jul 20 2020 | Duration: 1h:32m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 34361332 | Bytes Rx: 11569225 | IP Addr: 10.149.232.119 | Public IP: 103.97.104.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:57 IST Mon Jul 20 2020 | Duration: 1h:32m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 34361332 | Bytes Rx: 11569225 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15180 | Audit Session ID: 0a95072a03b4c0005f14f31d | Security Group Tag: none | EasyVPN: 0 |Session ID: 15180 | Audit Session ID: 0a95072a03b4c0005f14f31d | Security Group Tag: none | EasyVPN: 0 ||
Username: DhaiMane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 106.193.128.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:07 IST Mon Jul 20 2020 | Duration: 1h:25m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 104684295 | Bytes Rx: 22403011 | IP Addr: 10.149.232.199 | Public IP: 106.193.128.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:07 IST Mon Jul 20 2020 | Duration: 1h:25m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 104684295 | Bytes Rx: 22403011 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15182 | Audit Session ID: 0a95072a03b4e0005f14f4cb | Security Group Tag: none | EasyVPN: 0 |Session ID: 15182 | Audit Session ID: 0a95072a03b4e0005f14f4cb | Security Group Tag: none | EasyVPN: 0 ||
Username: syeafzal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.124 | Public IP: 223.228.156.197 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:07:15 IST Mon Jul 20 2020 | Duration: 1h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 99805496 | Bytes Rx: 32374062 | IP Addr: 10.149.232.124 | Public IP: 223.228.156.197 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:07:15 IST Mon Jul 20 2020 | Duration: 1h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 99805496 | Bytes Rx: 32374062 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15183 | Audit Session ID: 0a95072a03b4f0005f14f54b | Security Group Tag: none | EasyVPN: 0 |Session ID: 15183 | Audit Session ID: 0a95072a03b4f0005f14f54b | Security Group Tag: none | EasyVPN: 0 ||
Username: udayasri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 27.5.203.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:45 IST Mon Jul 20 2020 | Duration: 1h:16m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 150396433 | Bytes Rx: 68385685 | IP Addr: 10.149.232.131 | Public IP: 27.5.203.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:45 IST Mon Jul 20 2020 | Duration: 1h:16m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 150396433 | Bytes Rx: 68385685 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15185 | Audit Session ID: 0a95072a03b510005f14f6d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15185 | Audit Session ID: 0a95072a03b510005f14f6d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: gnanavel.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 27.62.64.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:46 IST Mon Jul 20 2020 | Duration: 1h:15m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 51445370 | Bytes Rx: 36610692 | IP Addr: 10.149.232.134 | Public IP: 27.62.64.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:46 IST Mon Jul 20 2020 | Duration: 1h:15m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 51445370 | Bytes Rx: 36610692 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15186 | Audit Session ID: 0a95072a03b520005f14f70e | Security Group Tag: none | EasyVPN: 0 |Session ID: 15186 | Audit Session ID: 0a95072a03b520005f14f70e | Security Group Tag: none | EasyVPN: 0 ||
Username: Hmavale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.167 | Public IP: 106.209.171.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:28 IST Mon Jul 20 2020 | Duration: 1h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 33791614 | Bytes Rx: 15896656 | IP Addr: 10.149.232.167 | Public IP: 106.209.171.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:28 IST Mon Jul 20 2020 | Duration: 1h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 33791614 | Bytes Rx: 15896656 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15187 | Audit Session ID: 0a95072a03b530005f14f828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15187 | Audit Session ID: 0a95072a03b530005f14f828 | Security Group Tag: none | EasyVPN: 0 ||
Username: asambath | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.168 | Public IP: 157.50.222.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:55 IST Mon Jul 20 2020 | Duration: 1h:09m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 246157173 | Bytes Rx: 28414846 | IP Addr: 10.149.232.168 | Public IP: 157.50.222.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:55 IST Mon Jul 20 2020 | Duration: 1h:09m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 246157173 | Bytes Rx: 28414846 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15188 | Audit Session ID: 0a95072a03b540005f14f87f | Security Group Tag: none | EasyVPN: 0 |Session ID: 15188 | Audit Session ID: 0a95072a03b540005f14f87f | Security Group Tag: none | EasyVPN: 0 ||
Username: asmuruga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.169 | Public IP: 157.50.32.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:04 IST Mon Jul 20 2020 | Duration: 1h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 56103083 | Bytes Rx: 31064263 | IP Addr: 10.149.232.169 | Public IP: 157.50.32.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:04 IST Mon Jul 20 2020 | Duration: 1h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 56103083 | Bytes Rx: 31064263 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15189 | Audit Session ID: 0a95072a03b550005f14f888 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15189 | Audit Session ID: 0a95072a03b550005f14f888 | Security Group Tag: none | EasyVPN: 0 ||
Username: BRaviNGB | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.223 | Public IP: 49.207.128.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:40 IST Mon Jul 20 2020 | Duration: 1h:04m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 303157458 | Bytes Rx: 59473001 | IP Addr: 10.149.232.223 | Public IP: 49.207.128.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:40 IST Mon Jul 20 2020 | Duration: 1h:04m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 303157458 | Bytes Rx: 59473001 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15190 | Audit Session ID: 0a95072a03b560005f14f99c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15190 | Audit Session ID: 0a95072a03b560005f14f99c | Security Group Tag: none | EasyVPN: 0 ||
Username: prrajago | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 157.50.68.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:17 IST Mon Jul 20 2020 | Duration: 1h:03m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 54475103 | Bytes Rx: 15853307 | IP Addr: 10.149.232.224 | Public IP: 157.50.68.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:17 IST Mon Jul 20 2020 | Duration: 1h:03m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 54475103 | Bytes Rx: 15853307 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15191 | Audit Session ID: 0a95072a03b570005f14f9c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15191 | Audit Session ID: 0a95072a03b570005f14f9c1 | Security Group Tag: none | EasyVPN: 0 ||
