sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.173 | Public IP: 219.91.250.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 3d 2h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 3719469090 | Bytes Rx: 1810827525 | IP Addr: 10.150.244.173 | Public IP: 219.91.250.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 3d 2h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 3719469090 | Bytes Rx: 1810827525 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 ||
Username: KirankB | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.51 | Public IP: 103.110.242.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:52 IST Thu Jun 25 2020 | Duration: 5h:57m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1141784094 | Bytes Rx: 157413964 | IP Addr: 10.150.237.51 | Public IP: 103.110.242.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:52 IST Thu Jun 25 2020 | Duration: 5h:57m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1141784094 | Bytes Rx: 157413964 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59079 | Audit Session ID: 0a96cf690e6c70005ef3fec4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59079 | Audit Session ID: 0a96cf690e6c70005ef3fec4 | Security Group Tag: none | EasyVPN: 0 ||
Username: shthorat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.135 | Public IP: 125.99.149.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:19 IST Thu Jun 25 2020 | Duration: 5h:53m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 34781516 | Bytes Rx: 14120476 | IP Addr: 10.150.237.135 | Public IP: 125.99.149.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:19 IST Thu Jun 25 2020 | Duration: 5h:53m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 34781516 | Bytes Rx: 14120476 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59087 | Audit Session ID: 0a96cf690e6cf0005ef3ffcf | Security Group Tag: none | EasyVPN: 0 |Session ID: 59087 | Audit Session ID: 0a96cf690e6cf0005ef3ffcf | Security Group Tag: none | EasyVPN: 0 ||
Username: VarijP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.139 | Public IP: 43.250.165.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:36 IST Thu Jun 25 2020 | Duration: 5h:52m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 387837528 | Bytes Rx: 410377351 | IP Addr: 10.150.237.139 | Public IP: 43.250.165.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:36 IST Thu Jun 25 2020 | Duration: 5h:52m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 387837528 | Bytes Rx: 410377351 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59088 | Audit Session ID: 0a96cf690e6d00005ef3ffe0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59088 | Audit Session ID: 0a96cf690e6d00005ef3ffe0 | Security Group Tag: none | EasyVPN: 0 ||
Username: kapildev | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.166 | Public IP: 103.70.146.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:01 IST Thu Jun 25 2020 | Duration: 5h:52m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 871157080 | Bytes Rx: 152571456 | IP Addr: 10.150.237.166 | Public IP: 103.70.146.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:01 IST Thu Jun 25 2020 | Duration: 5h:52m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 871157080 | Bytes Rx: 152571456 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59093 | Audit Session ID: 0a96cf690e6d50005ef3fff9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59093 | Audit Session ID: 0a96cf690e6d50005ef3fff9 | Security Group Tag: none | EasyVPN: 0 ||
Username: suramast | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.168 | Public IP: 112.133.251.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:08 IST Thu Jun 25 2020 | Duration: 5h:52m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 318354186 | Bytes Rx: 77181893 | IP Addr: 10.150.237.168 | Public IP: 112.133.251.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:08 IST Thu Jun 25 2020 | Duration: 5h:52m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 318354186 | Bytes Rx: 77181893 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59095 | Audit Session ID: 0a96cf690e6d70005ef40000 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59095 | Audit Session ID: 0a96cf690e6d70005ef40000 | Security Group Tag: none | EasyVPN: 0 ||
Username: RohitNK | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.170 | Public IP: 103.144.114.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:31 IST Thu Jun 25 2020 | Duration: 5h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1045066101 | Bytes Rx: 270516121 | IP Addr: 10.150.237.170 | Public IP: 103.144.114.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:31 IST Thu Jun 25 2020 | Duration: 5h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1045066101 | Bytes Rx: 270516121 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59097 | Audit Session ID: 0a96cf690e6d90005ef40017 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59097 | Audit Session ID: 0a96cf690e6d90005ef40017 | Security Group Tag: none | EasyVPN: 0 ||
Username: PrYelmar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.169 | Public IP: 106.220.183.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:31 IST Thu Jun 25 2020 | Duration: 5h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1257196709 | Bytes Rx: 298293655 | IP Addr: 10.150.237.169 | Public IP: 106.220.183.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:31 IST Thu Jun 25 2020 | Duration: 5h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1257196709 | Bytes Rx: 298293655 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59098 | Audit Session ID: 0a96cf690e6da0005ef40017 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59098 | Audit Session ID: 0a96cf690e6da0005ef40017 | Security Group Tag: none | EasyVPN: 0 ||
Username: JayDevik | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.57 | Public IP: 106.193.219.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:42 IST Thu Jun 25 2020 | Duration: 5h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 364940568 | Bytes Rx: 222905001 | IP Addr: 10.150.236.57 | Public IP: 106.193.219.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:42 IST Thu Jun 25 2020 | Duration: 5h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 364940568 | Bytes Rx: 222905001 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59102 | Audit Session ID: 0a96cf690e6de0005ef4005e | Security Group Tag: none | EasyVPN: 0 |Session ID: 59102 | Audit Session ID: 0a96cf690e6de0005ef4005e | Security Group Tag: none | EasyVPN: 0 ||
Username: ShubhraS | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.58 | Public IP: 103.84.81.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:48 IST Thu Jun 25 2020 | Duration: 5h:50m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 508794051 | Bytes Rx: 135158099 | IP Addr: 10.150.236.58 | Public IP: 103.84.81.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:48 IST Thu Jun 25 2020 | Duration: 5h:50m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 508794051 | Bytes Rx: 135158099 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59103 | Audit Session ID: 0a96cf690e6df0005ef40064 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59103 | Audit Session ID: 0a96cf690e6df0005ef40064 | Security Group Tag: none | EasyVPN: 0 ||
Username: VMagdum | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.60 | Public IP: 106.200.110.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:27 IST Thu Jun 25 2020 | Duration: 5h:49m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 118625196 | Bytes Rx: 50078812 | IP Addr: 10.150.236.60 | Public IP: 106.200.110.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:27 IST Thu Jun 25 2020 | Duration: 5h:49m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 118625196 | Bytes Rx: 50078812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59105 | Audit Session ID: 0a96cf690e6e10005ef4008b | Security Group Tag: none | EasyVPN: 0 |Session ID: 59105 | Audit Session ID: 0a96cf690e6e10005ef4008b | Security Group Tag: none | EasyVPN: 0 ||
Username: RohanRP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.61 | Public IP: 103.207.8.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:51 IST Thu Jun 25 2020 | Duration: 5h:49m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 831947377 | Bytes Rx: 105175226 | IP Addr: 10.150.236.61 | Public IP: 103.207.8.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:51 IST Thu Jun 25 2020 | Duration: 5h:49m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 831947377 | Bytes Rx: 105175226 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59107 | Audit Session ID: 0a96cf690e6e30005ef400a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59107 | Audit Session ID: 0a96cf690e6e30005ef400a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajesh.rapelli | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.64 | Public IP: 103.151.184.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:37 IST Thu Jun 25 2020 | Duration: 5h:48m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 638278434 | Bytes Rx: 80179445 | IP Addr: 10.150.236.64 | Public IP: 103.151.184.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:37 IST Thu Jun 25 2020 | Duration: 5h:48m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 638278434 | Bytes Rx: 80179445 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59110 | Audit Session ID: 0a96cf690e6e60005ef400d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59110 | Audit Session ID: 0a96cf690e6e60005ef400d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: ruswarpe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.65 | Public IP: 157.33.217.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:44 IST Thu Jun 25 2020 | Duration: 5h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 229559400 | Bytes Rx: 92205642 | IP Addr: 10.150.236.65 | Public IP: 157.33.217.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:44 IST Thu Jun 25 2020 | Duration: 5h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 229559400 | Bytes Rx: 92205642 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59112 | Audit Session ID: 0a96cf690e6e80005ef400d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59112 | Audit Session ID: 0a96cf690e6e80005ef400d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: mjaiswal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.66 | Public IP: 106.193.211.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:05 IST Thu Jun 25 2020 | Duration: 5h:48m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1505944880 | Bytes Rx: 239539918 | IP Addr: 10.150.236.66 | Public IP: 106.193.211.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:05 IST Thu Jun 25 2020 | Duration: 5h:48m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1505944880 | Bytes Rx: 239539918 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59113 | Audit Session ID: 0a96cf690e6e90005ef400ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 59113 | Audit Session ID: 0a96cf690e6e90005ef400ed | Security Group Tag: none | EasyVPN: 0 ||
Username: nillokha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.67 | Public IP: 106.210.187.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:13 IST Thu Jun 25 2020 | Duration: 5h:48m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 334355639 | Bytes Rx: 210068600 | IP Addr: 10.150.236.67 | Public IP: 106.210.187.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:13 IST Thu Jun 25 2020 | Duration: 5h:48m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 334355639 | Bytes Rx: 210068600 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59114 | Audit Session ID: 0a96cf690e6ea0005ef400f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59114 | Audit Session ID: 0a96cf690e6ea0005ef400f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsalaria | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.68 | Public IP: 103.41.38.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:15 IST Thu Jun 25 2020 | Duration: 5h:48m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2013037068 | Bytes Rx: 134335263 | IP Addr: 10.150.236.68 | Public IP: 103.41.38.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:15 IST Thu Jun 25 2020 | Duration: 5h:48m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2013037068 | Bytes Rx: 134335263 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59115 | Audit Session ID: 0a96cf690e6eb0005ef400f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59115 | Audit Session ID: 0a96cf690e6eb0005ef400f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: KHSPATIL | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.69 | Public IP: 157.33.136.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:18 IST Thu Jun 25 2020 | Duration: 5h:48m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 146483549 | Bytes Rx: 61801375 | IP Addr: 10.150.236.69 | Public IP: 157.33.136.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:18 IST Thu Jun 25 2020 | Duration: 5h:48m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 146483549 | Bytes Rx: 61801375 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59116 | Audit Session ID: 0a96cf690e6ec0005ef400fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 59116 | Audit Session ID: 0a96cf690e6ec0005ef400fa | Security Group Tag: none | EasyVPN: 0 ||
Username: gthevar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.242 | Public IP: 106.210.128.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:52 IST Thu Jun 25 2020 | Duration: 5h:42m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 340302099 | Bytes Rx: 139062365 | IP Addr: 10.150.237.242 | Public IP: 106.210.128.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:52 IST Thu Jun 25 2020 | Duration: 5h:42m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 340302099 | Bytes Rx: 139062365 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59124 | Audit Session ID: 0a96cf690e6f40005ef40248 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59124 | Audit Session ID: 0a96cf690e6f40005ef40248 | Security Group Tag: none | EasyVPN: 0 ||
Username: visparde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.90 | Public IP: 157.47.59.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:20 IST Thu Jun 25 2020 | Duration: 5h:42m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1038092852 | Bytes Rx: 177928152 | IP Addr: 10.150.236.90 | Public IP: 157.47.59.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:20 IST Thu Jun 25 2020 | Duration: 5h:42m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1038092852 | Bytes Rx: 177928152 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59125 | Audit Session ID: 0a96cf690e6f50005ef40264 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59125 | Audit Session ID: 0a96cf690e6f50005ef40264 | Security Group Tag: none | EasyVPN: 0 ||
