sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.222 | Public IP: 122.177.64.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 21h:23m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 880001198 | Bytes Rx: 423660098 | IP Addr: 10.147.96.222 | Public IP: 122.177.64.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 21h:23m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 880001198 | Bytes Rx: 423660098 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: yashjai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.151 | Public IP: 49.36.140.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:41:36 IST Fri Jun 19 2020 | Duration: 1h:51m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 18505776 | Bytes Rx: 15878591 | IP Addr: 10.150.236.151 | Public IP: 49.36.140.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:41:36 IST Fri Jun 19 2020 | Duration: 1h:51m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 18505776 | Bytes Rx: 15878591 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37969 | Audit Session ID: 0a96cf69094510005eec2ce8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37969 | Audit Session ID: 0a96cf69094510005eec2ce8 | Security Group Tag: none | EasyVPN: 0 ||
Username: avenue.koul | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.154 | Public IP: 103.195.202.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:02 IST Fri Jun 19 2020 | Duration: 1h:51m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 1546971151 | Bytes Rx: 223605000 | IP Addr: 10.150.236.154 | Public IP: 103.195.202.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:02 IST Fri Jun 19 2020 | Duration: 1h:51m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 1546971151 | Bytes Rx: 223605000 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37971 | Audit Session ID: 0a96cf69094530005eec2d02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37971 | Audit Session ID: 0a96cf69094530005eec2d02 | Security Group Tag: none | EasyVPN: 0 ||
Username: amrupad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.153 | Public IP: 42.106.211.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:16 IST Fri Jun 19 2020 | Duration: 1h:51m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 100957682 | Bytes Rx: 30127044 | IP Addr: 10.150.236.153 | Public IP: 42.106.211.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:16 IST Fri Jun 19 2020 | Duration: 1h:51m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 100957682 | Bytes Rx: 30127044 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37972 | Audit Session ID: 0a96cf69094540005eec2d10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37972 | Audit Session ID: 0a96cf69094540005eec2d10 | Security Group Tag: none | EasyVPN: 0 ||
Username: tmgaikwa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.155 | Public IP: 223.229.208.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:27 IST Fri Jun 19 2020 | Duration: 1h:51m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 371999717 | Bytes Rx: 75118894 | IP Addr: 10.150.236.155 | Public IP: 223.229.208.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:27 IST Fri Jun 19 2020 | Duration: 1h:51m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 371999717 | Bytes Rx: 75118894 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37973 | Audit Session ID: 0a96cf69094550005eec2d1b | Security Group Tag: none | EasyVPN: 0 |Session ID: 37973 | Audit Session ID: 0a96cf69094550005eec2d1b | Security Group Tag: none | EasyVPN: 0 ||
Username: SwThorat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.157 | Public IP: 157.47.12.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:05 IST Fri Jun 19 2020 | Duration: 1h:50m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 327415107 | Bytes Rx: 24561003 | IP Addr: 10.150.236.157 | Public IP: 157.47.12.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:05 IST Fri Jun 19 2020 | Duration: 1h:50m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 327415107 | Bytes Rx: 24561003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37975 | Audit Session ID: 0a96cf69094570005eec2d41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37975 | Audit Session ID: 0a96cf69094570005eec2d41 | Security Group Tag: none | EasyVPN: 0 ||
Username: bdevados | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.158 | Public IP: 117.213.85.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:23 IST Fri Jun 19 2020 | Duration: 1h:50m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 124384655 | Bytes Rx: 31045594 | IP Addr: 10.150.236.158 | Public IP: 117.213.85.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:23 IST Fri Jun 19 2020 | Duration: 1h:50m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 124384655 | Bytes Rx: 31045594 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37977 | Audit Session ID: 0a96cf69094590005eec2d53 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37977 | Audit Session ID: 0a96cf69094590005eec2d53 | Security Group Tag: none | EasyVPN: 0 ||
Username: vn.kamble | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.156 | Public IP: 42.108.250.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:43 IST Fri Jun 19 2020 | Duration: 1h:49m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 35769940 | Bytes Rx: 16239541 | IP Addr: 10.150.236.156 | Public IP: 42.108.250.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:43:43 IST Fri Jun 19 2020 | Duration: 1h:49m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 35769940 | Bytes Rx: 16239541 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37978 | Audit Session ID: 0a96cf690945a0005eec2d67 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37978 | Audit Session ID: 0a96cf690945a0005eec2d67 | Security Group Tag: none | EasyVPN: 0 ||
Username: sbhongad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.160 | Public IP: 42.106.214.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:08 IST Fri Jun 19 2020 | Duration: 1h:49m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 62811507 | Bytes Rx: 25818251 | IP Addr: 10.150.236.160 | Public IP: 42.106.214.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:08 IST Fri Jun 19 2020 | Duration: 1h:49m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 62811507 | Bytes Rx: 25818251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37980 | Audit Session ID: 0a96cf690945c0005eec2d80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37980 | Audit Session ID: 0a96cf690945c0005eec2d80 | Security Group Tag: none | EasyVPN: 0 ||
Username: sganjale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.159 | Public IP: 183.87.152.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:12 IST Fri Jun 19 2020 | Duration: 1h:49m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 115398870 | Bytes Rx: 62146221 | IP Addr: 10.150.236.159 | Public IP: 183.87.152.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:12 IST Fri Jun 19 2020 | Duration: 1h:49m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 115398870 | Bytes Rx: 62146221 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37981 | Audit Session ID: 0a96cf690945d0005eec2d84 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37981 | Audit Session ID: 0a96cf690945d0005eec2d84 | Security Group Tag: none | EasyVPN: 0 ||
Username: manishma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.161 | Public IP: 103.86.182.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:45:11 IST Fri Jun 19 2020 | Duration: 1h:48m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 171122180 | Bytes Rx: 21271943 | IP Addr: 10.150.236.161 | Public IP: 103.86.182.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:45:11 IST Fri Jun 19 2020 | Duration: 1h:48m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 171122180 | Bytes Rx: 21271943 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37982 | Audit Session ID: 0a96cf690945e0005eec2dbf | Security Group Tag: none | EasyVPN: 0 |Session ID: 37982 | Audit Session ID: 0a96cf690945e0005eec2dbf | Security Group Tag: none | EasyVPN: 0 ||
Username: manoj.marathe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.162 | Public IP: 116.72.73.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:45:36 IST Fri Jun 19 2020 | Duration: 1h:47m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 474818721 | Bytes Rx: 27493503 | IP Addr: 10.150.236.162 | Public IP: 116.72.73.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:45:36 IST Fri Jun 19 2020 | Duration: 1h:47m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 474818721 | Bytes Rx: 27493503 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37983 | Audit Session ID: 0a96cf690945f0005eec2dd8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37983 | Audit Session ID: 0a96cf690945f0005eec2dd8 | Security Group Tag: none | EasyVPN: 0 ||
Username: shylendra.pandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.163 | Public IP: 103.207.8.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:46:53 IST Fri Jun 19 2020 | Duration: 1h:46m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 97889282 | Bytes Rx: 157426170 | IP Addr: 10.150.236.163 | Public IP: 103.207.8.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:46:53 IST Fri Jun 19 2020 | Duration: 1h:46m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 97889282 | Bytes Rx: 157426170 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37985 | Audit Session ID: 0a96cf69094610005eec2e25 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37985 | Audit Session ID: 0a96cf69094610005eec2e25 | Security Group Tag: none | EasyVPN: 0 ||
Username: PChokakk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.164 | Public IP: 157.33.139.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:26 IST Fri Jun 19 2020 | Duration: 1h:46m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 119615762 | Bytes Rx: 23052053 | IP Addr: 10.150.236.164 | Public IP: 157.33.139.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:26 IST Fri Jun 19 2020 | Duration: 1h:46m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 119615762 | Bytes Rx: 23052053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37986 | Audit Session ID: 0a96cf69094620005eec2e46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37986 | Audit Session ID: 0a96cf69094620005eec2e46 | Security Group Tag: none | EasyVPN: 0 ||
Username: AtulP | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.165 | Public IP: 157.33.142.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:47 IST Fri Jun 19 2020 | Duration: 1h:45m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 517712716 | Bytes Rx: 44819295 | IP Addr: 10.150.236.165 | Public IP: 157.33.142.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:47 IST Fri Jun 19 2020 | Duration: 1h:45m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 517712716 | Bytes Rx: 44819295 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37988 | Audit Session ID: 0a96cf69094640005eec2e5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 37988 | Audit Session ID: 0a96cf69094640005eec2e5b | Security Group Tag: none | EasyVPN: 0 ||
Username: FajaShai | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.166 | Public IP: 49.35.78.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:48:02 IST Fri Jun 19 2020 | Duration: 1h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 654465327 | Bytes Rx: 54151247 | IP Addr: 10.150.236.166 | Public IP: 49.35.78.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:48:02 IST Fri Jun 19 2020 | Duration: 1h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 654465327 | Bytes Rx: 54151247 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37989 | Audit Session ID: 0a96cf69094650005eec2e6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 37989 | Audit Session ID: 0a96cf69094650005eec2e6a | Security Group Tag: none | EasyVPN: 0 ||
Username: SAKATKAR | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.167 | Public IP: 106.220.186.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:48:31 IST Fri Jun 19 2020 | Duration: 1h:44m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 195830170 | Bytes Rx: 18881537 | IP Addr: 10.150.236.167 | Public IP: 106.220.186.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:48:31 IST Fri Jun 19 2020 | Duration: 1h:44m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 195830170 | Bytes Rx: 18881537 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37990 | Audit Session ID: 0a96cf69094660005eec2e87 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37990 | Audit Session ID: 0a96cf69094660005eec2e87 | Security Group Tag: none | EasyVPN: 0 ||
Username: NehaSin | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.169 | Public IP: 106.210.220.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:31 IST Fri Jun 19 2020 | Duration: 1h:43m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 187081774 | Bytes Rx: 15818488 | IP Addr: 10.150.236.169 | Public IP: 106.210.220.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:31 IST Fri Jun 19 2020 | Duration: 1h:43m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 187081774 | Bytes Rx: 15818488 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37992 | Audit Session ID: 0a96cf69094680005eec2ec3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37992 | Audit Session ID: 0a96cf69094680005eec2ec3 | Security Group Tag: none | EasyVPN: 0 ||
Username: snsrivas | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.168 | Public IP: 103.57.84.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:37 IST Fri Jun 19 2020 | Duration: 1h:43m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 35506271 | Bytes Rx: 21722680 | IP Addr: 10.150.236.168 | Public IP: 103.57.84.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:37 IST Fri Jun 19 2020 | Duration: 1h:43m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 35506271 | Bytes Rx: 21722680 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37993 | Audit Session ID: 0a96cf69094690005eec2ec9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37993 | Audit Session ID: 0a96cf69094690005eec2ec9 | Security Group Tag: none | EasyVPN: 0 ||
Username: smahapur | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.170 | Public IP: 42.106.214.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:46 IST Fri Jun 19 2020 | Duration: 1h:43m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 213203493 | Bytes Rx: 41571306 | IP Addr: 10.150.236.170 | Public IP: 42.106.214.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:46 IST Fri Jun 19 2020 | Duration: 1h:43m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 213203493 | Bytes Rx: 41571306 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37994 | Audit Session ID: 0a96cf690946a0005eec2ed2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37994 | Audit Session ID: 0a96cf690946a0005eec2ed2 | Security Group Tag: none | EasyVPN: 0 ||
Username: NMarathe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC10 | IP Addr: 10.150.245.19 | Public IP: 49.35.215.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:20 IST Fri Jun 19 2020 | Duration: 1h:43m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 72562331 | Bytes Rx: 64139447 | IP Addr: 10.150.245.19 | Public IP: 49.35.215.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:20 IST Fri Jun 19 2020 | Duration: 1h:43m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 72562331 | Bytes Rx: 64139447 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37995 | Audit Session ID: 0a96cf690946b0005eec2ef4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37995 | Audit Session ID: 0a96cf690946b0005eec2ef4 | Security Group Tag: none | EasyVPN: 0 ||
