sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: gvadivel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 157.46.1.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:20 IST Sun Jun 14 2020 | Duration: 7h:00m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 84342866 | Bytes Rx: 37180570 | IP Addr: 10.149.233.117 | Public IP: 157.46.1.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:20 IST Sun Jun 14 2020 | Duration: 7h:00m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 84342866 | Bytes Rx: 37180570 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150983 | Audit Session ID: 0a95072a24dc70005ee5afd4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150983 | Audit Session ID: 0a95072a24dc70005ee5afd4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sumukher | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.119 | Public IP: 42.106.197.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:59 IST Sun Jun 14 2020 | Duration: 6h:59m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 219002783 | Bytes Rx: 51222331 | IP Addr: 10.149.233.119 | Public IP: 42.106.197.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:59 IST Sun Jun 14 2020 | Duration: 6h:59m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 219002783 | Bytes Rx: 51222331 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150984 | Audit Session ID: 0a95072a24dc80005ee5affb | Security Group Tag: none | EasyVPN: 0 |Session ID: 150984 | Audit Session ID: 0a95072a24dc80005ee5affb | Security Group Tag: none | EasyVPN: 0 ||
Username: ajini.paul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.167 | Public IP: 157.46.216.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:03 IST Sun Jun 14 2020 | Duration: 6h:36m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 98543695 | Bytes Rx: 56200960 | IP Addr: 10.149.233.167 | Public IP: 157.46.216.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:03 IST Sun Jun 14 2020 | Duration: 6h:36m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 98543695 | Bytes Rx: 56200960 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151001 | Audit Session ID: 0a95072a24dd90005ee5b563 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151001 | Audit Session ID: 0a95072a24dd90005ee5b563 | Security Group Tag: none | EasyVPN: 0 ||
Username: rohitbp | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.172 | Public IP: 103.51.153.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:17 IST Sun Jun 14 2020 | Duration: 6h:09m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 144477971 | Bytes Rx: 156737481 | IP Addr: 10.149.233.172 | Public IP: 103.51.153.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:17 IST Sun Jun 14 2020 | Duration: 6h:09m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 144477971 | Bytes Rx: 156737481 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151020 | Audit Session ID: 0a95072a24dec0005ee5bbc5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151020 | Audit Session ID: 0a95072a24dec0005ee5bbc5 | Security Group Tag: none | EasyVPN: 0 ||
Username: SoumeeR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.176 | Public IP: 182.76.215.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:16 IST Sun Jun 14 2020 | Duration: 6h:08m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 125011954 | Bytes Rx: 182643838 | IP Addr: 10.149.233.176 | Public IP: 182.76.215.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:16 IST Sun Jun 14 2020 | Duration: 6h:08m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 125011954 | Bytes Rx: 182643838 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151022 | Audit Session ID: 0a95072a24dee0005ee5bc00 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151022 | Audit Session ID: 0a95072a24dee0005ee5bc00 | Security Group Tag: none | EasyVPN: 0 ||
Username: Jsheeba | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.181 | Public IP: 157.50.149.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:42 IST Sun Jun 14 2020 | Duration: 6h:05m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 260244750 | Bytes Rx: 68462946 | IP Addr: 10.149.233.181 | Public IP: 157.50.149.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:42 IST Sun Jun 14 2020 | Duration: 6h:05m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 260244750 | Bytes Rx: 68462946 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151028 | Audit Session ID: 0a95072a24df40005ee5bcce | Security Group Tag: none | EasyVPN: 0 |Session ID: 151028 | Audit Session ID: 0a95072a24df40005ee5bcce | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.187 | Public IP: 103.41.90.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:36 IST Sun Jun 14 2020 | Duration: 6h:02m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 2209754493 | Bytes Rx: 130045968 | IP Addr: 10.149.233.187 | Public IP: 103.41.90.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:36 IST Sun Jun 14 2020 | Duration: 6h:02m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 2209754493 | Bytes Rx: 130045968 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151035 | Audit Session ID: 0a95072a24dfb0005ee5bd7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151035 | Audit Session ID: 0a95072a24dfb0005ee5bd7c | Security Group Tag: none | EasyVPN: 0 ||
Username: pmuthuku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.188 | Public IP: 157.50.48.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:47:08 IST Sun Jun 14 2020 | Duration: 5h:47m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 411289483 | Bytes Rx: 40150226 | IP Addr: 10.149.233.188 | Public IP: 157.50.48.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:47:08 IST Sun Jun 14 2020 | Duration: 5h:47m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 411289483 | Bytes Rx: 40150226 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151047 | Audit Session ID: 0a95072a24e070005ee5c0e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151047 | Audit Session ID: 0a95072a24e070005ee5c0e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vigdevar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.155 | Public IP: 112.133.236.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:14 IST Sun Jun 14 2020 | Duration: 5h:15m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 681032456 | Bytes Rx: 58832936 | IP Addr: 10.149.233.155 | Public IP: 112.133.236.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:14 IST Sun Jun 14 2020 | Duration: 5h:15m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 681032456 | Bytes Rx: 58832936 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151075 | Audit Session ID: 0a95072a24e230005ee5c86a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151075 | Audit Session ID: 0a95072a24e230005ee5c86a | Security Group Tag: none | EasyVPN: 0 ||
Username: athomas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.146 | Public IP: 27.5.15.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:21 IST Sun Jun 14 2020 | Duration: 5h:15m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 473593296 | Bytes Rx: 101685557 | IP Addr: 10.149.233.146 | Public IP: 27.5.15.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:21 IST Sun Jun 14 2020 | Duration: 5h:15m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 473593296 | Bytes Rx: 101685557 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151076 | Audit Session ID: 0a95072a24e240005ee5c871 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151076 | Audit Session ID: 0a95072a24e240005ee5c871 | Security Group Tag: none | EasyVPN: 0 ||
Username: velmurugan.c | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 157.50.143.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:33 IST Sun Jun 14 2020 | Duration: 5h:09m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 61524770 | Bytes Rx: 35295971 | IP Addr: 10.149.233.198 | Public IP: 157.50.143.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:33 IST Sun Jun 14 2020 | Duration: 5h:09m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 61524770 | Bytes Rx: 35295971 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151081 | Audit Session ID: 0a95072a24e290005ee5c9e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151081 | Audit Session ID: 0a95072a24e290005ee5c9e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nikivaid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.199 | Public IP: 122.169.15.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:35:08 IST Sun Jun 14 2020 | Duration: 4h:59m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 84286982 | Bytes Rx: 34513439 | IP Addr: 10.149.233.199 | Public IP: 122.169.15.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:35:08 IST Sun Jun 14 2020 | Duration: 4h:59m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 84286982 | Bytes Rx: 34513439 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151084 | Audit Session ID: 0a95072a24e2c0005ee5cc24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151084 | Audit Session ID: 0a95072a24e2c0005ee5cc24 | Security Group Tag: none | EasyVPN: 0 ||
Username: aduraiar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 157.50.101.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:48 IST Sun Jun 14 2020 | Duration: 4h:25m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 63088610 | Bytes Rx: 47829180 | IP Addr: 10.149.233.213 | Public IP: 157.50.101.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:48 IST Sun Jun 14 2020 | Duration: 4h:25m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 63088610 | Bytes Rx: 47829180 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151118 | Audit Session ID: 0a95072a24e4e0005ee5d444 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151118 | Audit Session ID: 0a95072a24e4e0005ee5d444 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunShel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.182 | Public IP: 157.33.184.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:39 IST Sun Jun 14 2020 | Duration: 4h:23m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 813415556 | Bytes Rx: 126364514 | IP Addr: 10.149.233.182 | Public IP: 157.33.184.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:39 IST Sun Jun 14 2020 | Duration: 4h:23m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 813415556 | Bytes Rx: 126364514 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151123 | Audit Session ID: 0a95072a24e530005ee5d4b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151123 | Audit Session ID: 0a95072a24e530005ee5d4b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: svemu | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.196 | Public IP: 183.83.139.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:42:23 IST Sun Jun 14 2020 | Duration: 3h:52m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1180194318 | Bytes Rx: 52457744 | IP Addr: 10.149.233.196 | Public IP: 183.83.139.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:42:23 IST Sun Jun 14 2020 | Duration: 3h:52m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1180194318 | Bytes Rx: 52457744 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151129 | Audit Session ID: 0a95072a24e590005ee5dbe7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151129 | Audit Session ID: 0a95072a24e590005ee5dbe7 | Security Group Tag: none | EasyVPN: 0 ||
Username: cteliran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.193 | Public IP: 49.32.42.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:46:36 IST Sun Jun 14 2020 | Duration: 3h:48m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 171709003 | Bytes Rx: 598258907 | IP Addr: 10.149.233.193 | Public IP: 49.32.42.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:46:36 IST Sun Jun 14 2020 | Duration: 3h:48m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 171709003 | Bytes Rx: 598258907 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151132 | Audit Session ID: 0a95072a24e5c0005ee5dce4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151132 | Audit Session ID: 0a95072a24e5c0005ee5dce4 | Security Group Tag: none | EasyVPN: 0 ||
Username: AkshaTal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.209 | Public IP: 106.193.227.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:43 IST Sun Jun 14 2020 | Duration: 3h:40m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 801605208 | Bytes Rx: 108458189 | IP Addr: 10.149.233.209 | Public IP: 106.193.227.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:43 IST Sun Jun 14 2020 | Duration: 3h:40m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 801605208 | Bytes Rx: 108458189 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151138 | Audit Session ID: 0a95072a24e620005ee5decb | Security Group Tag: none | EasyVPN: 0 |Session ID: 151138 | Audit Session ID: 0a95072a24e620005ee5decb | Security Group Tag: none | EasyVPN: 0 ||
Username: vaishdev | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC2 | IP Addr: 10.149.248.98 | Public IP: 157.46.19.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:07 IST Sun Jun 14 2020 | Duration: 3h:38m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 129167733 | Bytes Rx: 50042825 | IP Addr: 10.149.248.98 | Public IP: 157.46.19.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:07 IST Sun Jun 14 2020 | Duration: 3h:38m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 129167733 | Bytes Rx: 50042825 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151139 | Audit Session ID: 0a95072a24e630005ee5df1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151139 | Audit Session ID: 0a95072a24e630005ee5df1f | Security Group Tag: none | EasyVPN: 0 ||
Username: dhnaraya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 157.50.136.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:59:02 IST Sun Jun 14 2020 | Duration: 3h:35m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 248940812 | Bytes Rx: 93763989 | IP Addr: 10.149.233.215 | Public IP: 157.50.136.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:59:02 IST Sun Jun 14 2020 | Duration: 3h:35m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 248940812 | Bytes Rx: 93763989 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151141 | Audit Session ID: 0a95072a24e650005ee5dfce | Security Group Tag: none | EasyVPN: 0 |Session ID: 151141 | Audit Session ID: 0a95072a24e650005ee5dfce | Security Group Tag: none | EasyVPN: 0 ||
