sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 7d 14h:45m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 5350792648 | Bytes Rx: 746916735 | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 7d 14h:45m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 5350792648 | Bytes Rx: 746916735 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 |Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 ||
Username: bkashyap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.14 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:57:31 UTC Tue Jun 9 2020 | Duration: 1d 7h:02m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 2540860490 | Bytes Rx: 692100166 | IP Addr: 10.145.232.14 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:57:31 UTC Tue Jun 9 2020 | Duration: 1d 7h:02m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 2540860490 | Bytes Rx: 692100166 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81824 | Audit Session ID: 0a91072813fa00005edfe9ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 81824 | Audit Session ID: 0a91072813fa00005edfe9ab | Security Group Tag: none | EasyVPN: 0 ||
Username: stevjen | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.202 | Public IP: 94.14.125.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:26 UTC Wed Jun 10 2020 | Duration: 20h:29m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 619913167 | Bytes Rx: 185428516 | IP Addr: 10.145.233.202 | Public IP: 94.14.125.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:26 UTC Wed Jun 10 2020 | Duration: 20h:29m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 619913167 | Bytes Rx: 185428516 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81904 | Audit Session ID: 0a91072813ff00005ee07e02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81904 | Audit Session ID: 0a91072813ff00005ee07e02 | Security Group Tag: none | EasyVPN: 0 ||
Username: mwainwri | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.163 | Public IP: 2.126.77.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:38 UTC Wed Jun 10 2020 | Duration: 20h:06m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 601439864 | Bytes Rx: 248040117 | IP Addr: 10.145.233.163 | Public IP: 2.126.77.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:38 UTC Wed Jun 10 2020 | Duration: 20h:06m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 601439864 | Bytes Rx: 248040117 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81919 | Audit Session ID: 0a91072813fff0005ee08372 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81919 | Audit Session ID: 0a91072813fff0005ee08372 | Security Group Tag: none | EasyVPN: 0 ||
Username: gjensen | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.3 | Public IP: 51.174.220.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:15 UTC Wed Jun 10 2020 | Duration: 19h:18m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 659837461 | Bytes Rx: 96987384 | IP Addr: 10.145.232.3 | Public IP: 51.174.220.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:15 UTC Wed Jun 10 2020 | Duration: 19h:18m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 659837461 | Bytes Rx: 96987384 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81964 | Audit Session ID: 0a9107281402c0005ee08ed7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81964 | Audit Session ID: 0a9107281402c0005ee08ed7 | Security Group Tag: none | EasyVPN: 0 ||
Username: maschneid | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.131 | Public IP: 2.0.13.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:40:12 UTC Wed Jun 10 2020 | Duration: 18h:20m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 447112822 | Bytes Rx: 146929154 | IP Addr: 10.145.233.131 | Public IP: 2.0.13.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:40:12 UTC Wed Jun 10 2020 | Duration: 18h:20m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 447112822 | Bytes Rx: 146929154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82021 | Audit Session ID: 0a910728140650005ee09c6c | Security Group Tag: none | EasyVPN: 0 |Session ID: 82021 | Audit Session ID: 0a910728140650005ee09c6c | Security Group Tag: none | EasyVPN: 0 ||
Username: PrasGupt | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.206 | Public IP: 42.108.201.155 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:47:25 UTC Wed Jun 10 2020 | Duration: 18h:12m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 58890880 | Bytes Rx: 22282265 | IP Addr: 10.145.233.206 | Public IP: 42.108.201.155 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:47:25 UTC Wed Jun 10 2020 | Duration: 18h:12m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 58890880 | Bytes Rx: 22282265 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82025 | Audit Session ID: 0a910728140690005ee09e1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 82025 | Audit Session ID: 0a910728140690005ee09e1d | Security Group Tag: none | EasyVPN: 0 ||
Username: Masanz | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.137 | Public IP: 37.10.158.8 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:59:23 UTC Wed Jun 10 2020 | Duration: 13h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 424878401 | Bytes Rx: 40435598 | IP Addr: 10.145.233.137 | Public IP: 37.10.158.8 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:59:23 UTC Wed Jun 10 2020 | Duration: 13h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 424878401 | Bytes Rx: 40435598 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82157 | Audit Session ID: 0a910728140ed0005ee0e73b | Security Group Tag: none | EasyVPN: 0 |Session ID: 82157 | Audit Session ID: 0a910728140ed0005ee0e73b | Security Group Tag: none | EasyVPN: 0 ||
Username: ighaouar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.224 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:04 UTC Wed Jun 10 2020 | Duration: 12h:08m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 273269746 | Bytes Rx: 130880297 | IP Addr: 10.145.233.224 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:04 UTC Wed Jun 10 2020 | Duration: 12h:08m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 273269746 | Bytes Rx: 130880297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82174 | Audit Session ID: 0a910728140fe0005ee0f394 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82174 | Audit Session ID: 0a910728140fe0005ee0f394 | Security Group Tag: none | EasyVPN: 0 ||
Username: zuhamyv | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.5 | Public IP: 86.129.191.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:38 UTC Wed Jun 10 2020 | Duration: 9h:59m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 107666420 | Bytes Rx: 55329849 | IP Addr: 10.145.232.5 | Public IP: 86.129.191.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:38 UTC Wed Jun 10 2020 | Duration: 9h:59m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 107666420 | Bytes Rx: 55329849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82200 | Audit Session ID: 0a910728141180005ee111b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82200 | Audit Session ID: 0a910728141180005ee111b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.161 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:13:56 UTC Wed Jun 10 2020 | Duration: 9h:46m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 428897202 | Bytes Rx: 47198030 | IP Addr: 10.145.233.161 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:13:56 UTC Wed Jun 10 2020 | Duration: 9h:46m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 428897202 | Bytes Rx: 47198030 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82204 | Audit Session ID: 0a9107281411c0005ee114d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82204 | Audit Session ID: 0a9107281411c0005ee114d4 | Security Group Tag: none | EasyVPN: 0 ||
