sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: snallapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.103 | Public IP: 157.44.155.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:40 IST Wed Jun 10 2020 | Duration: 5h:36m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 223188872 | Bytes Rx: 118305996 | IP Addr: 10.149.233.103 | Public IP: 157.44.155.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:40 IST Wed Jun 10 2020 | Duration: 5h:36m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 223188872 | Bytes Rx: 118305996 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143424 | Audit Session ID: 0a95072a230400005ee02938 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143424 | Audit Session ID: 0a95072a230400005ee02938 | Security Group Tag: none | EasyVPN: 0 ||
Username: cmveeras | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 49.207.141.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:39 IST Wed Jun 10 2020 | Duration: 1h:49m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 141200418 | Bytes Rx: 25306918 | IP Addr: 10.149.233.198 | Public IP: 49.207.141.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:39 IST Wed Jun 10 2020 | Duration: 1h:49m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 141200418 | Bytes Rx: 25306918 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143678 | Audit Session ID: 0a95072a2313e0005ee05e6b | Security Group Tag: none | EasyVPN: 0 |Session ID: 143678 | Audit Session ID: 0a95072a2313e0005ee05e6b | Security Group Tag: none | EasyVPN: 0 ||
Username: paulrajs | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.230 | Public IP: 115.97.14.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:46 IST Wed Jun 10 2020 | Duration: 1h:49m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 200126871 | Bytes Rx: 149805871 | IP Addr: 10.149.233.230 | Public IP: 115.97.14.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:46 IST Wed Jun 10 2020 | Duration: 1h:49m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 200126871 | Bytes Rx: 149805871 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143679 | Audit Session ID: 0a95072a2313f0005ee05e72 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143679 | Audit Session ID: 0a95072a2313f0005ee05e72 | Security Group Tag: none | EasyVPN: 0 ||
Username: balamurugan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 42.109.134.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:46 IST Wed Jun 10 2020 | Duration: 1h:49m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 111422535 | Bytes Rx: 34556553 | IP Addr: 10.149.233.232 | Public IP: 42.109.134.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:46 IST Wed Jun 10 2020 | Duration: 1h:49m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 111422535 | Bytes Rx: 34556553 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143680 | Audit Session ID: 0a95072a231400005ee05e72 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143680 | Audit Session ID: 0a95072a231400005ee05e72 | Security Group Tag: none | EasyVPN: 0 ||
Username: SGholve | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.231 | Public IP: 103.115.201.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:49 IST Wed Jun 10 2020 | Duration: 1h:49m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 612667300 | Bytes Rx: 57619513 | IP Addr: 10.149.233.231 | Public IP: 103.115.201.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:49 IST Wed Jun 10 2020 | Duration: 1h:49m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 612667300 | Bytes Rx: 57619513 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143681 | Audit Session ID: 0a95072a231410005ee05e75 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143681 | Audit Session ID: 0a95072a231410005ee05e75 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramesh.nagvekar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.233 | Public IP: 116.74.195.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:59 IST Wed Jun 10 2020 | Duration: 1h:49m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 190651603 | Bytes Rx: 19618165 | IP Addr: 10.149.233.233 | Public IP: 116.74.195.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:59 IST Wed Jun 10 2020 | Duration: 1h:49m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 190651603 | Bytes Rx: 19618165 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143682 | Audit Session ID: 0a95072a231420005ee05e7f | Security Group Tag: none | EasyVPN: 0 |Session ID: 143682 | Audit Session ID: 0a95072a231420005ee05e7f | Security Group Tag: none | EasyVPN: 0 ||
Username: abhirgho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.235 | Public IP: 103.244.240.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:11 IST Wed Jun 10 2020 | Duration: 1h:49m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 104578005 | Bytes Rx: 22887770 | IP Addr: 10.149.233.235 | Public IP: 103.244.240.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:11 IST Wed Jun 10 2020 | Duration: 1h:49m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 104578005 | Bytes Rx: 22887770 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143684 | Audit Session ID: 0a95072a231440005ee05e8b | Security Group Tag: none | EasyVPN: 0 |Session ID: 143684 | Audit Session ID: 0a95072a231440005ee05e8b | Security Group Tag: none | EasyVPN: 0 ||
Username: RNarayan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.236 | Public IP: 49.207.143.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:17 IST Wed Jun 10 2020 | Duration: 1h:49m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 163030663 | Bytes Rx: 13256684 | IP Addr: 10.149.233.236 | Public IP: 49.207.143.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:17 IST Wed Jun 10 2020 | Duration: 1h:49m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 163030663 | Bytes Rx: 13256684 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143685 | Audit Session ID: 0a95072a231450005ee05e91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143685 | Audit Session ID: 0a95072a231450005ee05e91 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.237 | Public IP: 157.50.148.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:29 IST Wed Jun 10 2020 | Duration: 1h:49m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 679401265 | Bytes Rx: 65399168 | IP Addr: 10.149.233.237 | Public IP: 157.50.148.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:29 IST Wed Jun 10 2020 | Duration: 1h:49m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 679401265 | Bytes Rx: 65399168 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143686 | Audit Session ID: 0a95072a231460005ee05e9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 143686 | Audit Session ID: 0a95072a231460005ee05e9d | Security Group Tag: none | EasyVPN: 0 ||
Username: harish.ps | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.238 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:39 IST Wed Jun 10 2020 | Duration: 1h:48m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 188634708 | Bytes Rx: 47388897 | IP Addr: 10.149.233.238 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:39 IST Wed Jun 10 2020 | Duration: 1h:48m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 188634708 | Bytes Rx: 47388897 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143687 | Audit Session ID: 0a95072a231470005ee05ea7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143687 | Audit Session ID: 0a95072a231470005ee05ea7 | Security Group Tag: none | EasyVPN: 0 ||
Username: SRSRINIV | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.239 | Public IP: 117.193.176.169 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:46:43 IST Wed Jun 10 2020 | Duration: 1h:48m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 759948322 | Bytes Rx: 40453411 | IP Addr: 10.149.233.239 | Public IP: 117.193.176.169 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:46:43 IST Wed Jun 10 2020 | Duration: 1h:48m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 759948322 | Bytes Rx: 40453411 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143688 | Audit Session ID: 0a95072a231480005ee05eab | Security Group Tag: none | EasyVPN: 0 |Session ID: 143688 | Audit Session ID: 0a95072a231480005ee05eab | Security Group Tag: none | EasyVPN: 0 ||
Username: mahendra.khandare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.242 | Public IP: 103.137.93.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:58 IST Wed Jun 10 2020 | Duration: 1h:48m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 130600908 | Bytes Rx: 64505454 | IP Addr: 10.149.233.242 | Public IP: 103.137.93.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:58 IST Wed Jun 10 2020 | Duration: 1h:48m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 130600908 | Bytes Rx: 64505454 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143689 | Audit Session ID: 0a95072a231490005ee05eba | Security Group Tag: none | EasyVPN: 0 |Session ID: 143689 | Audit Session ID: 0a95072a231490005ee05eba | Security Group Tag: none | EasyVPN: 0 ||
Username: srrnarra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.240 | Public IP: 157.44.50.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:04 IST Wed Jun 10 2020 | Duration: 1h:48m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 78490010 | Bytes Rx: 7457349 | IP Addr: 10.149.233.240 | Public IP: 157.44.50.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:04 IST Wed Jun 10 2020 | Duration: 1h:48m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 78490010 | Bytes Rx: 7457349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143690 | Audit Session ID: 0a95072a2314a0005ee05ec0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143690 | Audit Session ID: 0a95072a2314a0005ee05ec0 | Security Group Tag: none | EasyVPN: 0 ||
Username: prachava | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.241 | Public IP: 103.220.80.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:09 IST Wed Jun 10 2020 | Duration: 1h:48m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 92838963 | Bytes Rx: 39277624 | IP Addr: 10.149.233.241 | Public IP: 103.220.80.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:09 IST Wed Jun 10 2020 | Duration: 1h:48m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 92838963 | Bytes Rx: 39277624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143691 | Audit Session ID: 0a95072a2314b0005ee05ec5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143691 | Audit Session ID: 0a95072a2314b0005ee05ec5 | Security Group Tag: none | EasyVPN: 0 ||
Username: yavvaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.250 | Public IP: 157.44.162.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:53 IST Wed Jun 10 2020 | Duration: 1h:47m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 63494291 | Bytes Rx: 37680557 | IP Addr: 10.149.233.250 | Public IP: 157.44.162.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:53 IST Wed Jun 10 2020 | Duration: 1h:47m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 63494291 | Bytes Rx: 37680557 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143699 | Audit Session ID: 0a95072a231530005ee05ef1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143699 | Audit Session ID: 0a95072a231530005ee05ef1 | Security Group Tag: none | EasyVPN: 0 ||
Username: tbhople | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.249 | Public IP: 103.110.253.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:57 IST Wed Jun 10 2020 | Duration: 1h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 73771002 | Bytes Rx: 24297801 | IP Addr: 10.149.233.249 | Public IP: 103.110.253.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:57 IST Wed Jun 10 2020 | Duration: 1h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 73771002 | Bytes Rx: 24297801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143700 | Audit Session ID: 0a95072a231540005ee05ef5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143700 | Audit Session ID: 0a95072a231540005ee05ef5 | Security Group Tag: none | EasyVPN: 0 ||
Username: gkaliyap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.254 | Public IP: 106.198.97.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:29 IST Wed Jun 10 2020 | Duration: 1h:47m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 136472716 | Bytes Rx: 21116730 | IP Addr: 10.149.233.254 | Public IP: 106.198.97.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:29 IST Wed Jun 10 2020 | Duration: 1h:47m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 136472716 | Bytes Rx: 21116730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143702 | Audit Session ID: 0a95072a231560005ee05f15 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143702 | Audit Session ID: 0a95072a231560005ee05f15 | Security Group Tag: none | EasyVPN: 0 ||
Username: shilbhuj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.1 | Public IP: 103.221.72.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:37 IST Wed Jun 10 2020 | Duration: 1h:46m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 144505233 | Bytes Rx: 35554820 | IP Addr: 10.149.232.1 | Public IP: 103.221.72.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:37 IST Wed Jun 10 2020 | Duration: 1h:46m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 144505233 | Bytes Rx: 35554820 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143703 | Audit Session ID: 0a95072a231570005ee05f1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 143703 | Audit Session ID: 0a95072a231570005ee05f1d | Security Group Tag: none | EasyVPN: 0 ||
Username: uvsathya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC22 | IP Addr: 10.149.248.108 | Public IP: 49.207.135.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:12 IST Wed Jun 10 2020 | Duration: 1h:45m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 355010040 | Bytes Rx: 111117133 | IP Addr: 10.149.248.108 | Public IP: 49.207.135.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:12 IST Wed Jun 10 2020 | Duration: 1h:45m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 355010040 | Bytes Rx: 111117133 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143705 | Audit Session ID: 0a95072a231590005ee05f7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 143705 | Audit Session ID: 0a95072a231590005ee05f7c | Security Group Tag: none | EasyVPN: 0 ||
Username: senraja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 103.103.11.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:19 IST Wed Jun 10 2020 | Duration: 1h:44m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 231290378 | Bytes Rx: 56156395 | IP Addr: 10.149.233.71 | Public IP: 103.103.11.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:19 IST Wed Jun 10 2020 | Duration: 1h:44m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 231290378 | Bytes Rx: 56156395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143706 | Audit Session ID: 0a95072a2315a0005ee05fbf | Security Group Tag: none | EasyVPN: 0 |Session ID: 143706 | Audit Session ID: 0a95072a2315a0005ee05fbf | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.munjal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.77 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:52 IST Wed Jun 10 2020 | Duration: 1h:43m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 242586881 | Bytes Rx: 72074525 | IP Addr: 10.149.233.77 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:52 IST Wed Jun 10 2020 | Duration: 1h:43m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 242586881 | Bytes Rx: 72074525 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143707 | Audit Session ID: 0a95072a2315b0005ee05fe0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 143707 | Audit Session ID: 0a95072a2315b0005ee05fe0 | Security Group Tag: none | EasyVPN: 0 ||
