sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: martiner | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.204 | Public IP: 31.21.198.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:52 IST Tue Jun 2 2020 | Duration: 3d 1h:26m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2766315960 | Bytes Rx: 1451721979 | IP Addr: 10.150.236.204 | Public IP: 31.21.198.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:52 IST Tue Jun 2 2020 | Duration: 3d 1h:26m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2766315960 | Bytes Rx: 1451721979 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 274897 | Audit Session ID: 0a96cf69431d10005ed632cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 274897 | Audit Session ID: 0a96cf69431d10005ed632cc | Security Group Tag: none | EasyVPN: 0 ||
Username: sprashar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.117 | Public IP: 219.91.249.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:55 IST Fri Jun 5 2020 | Duration: 7h:57m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 658322961 | Bytes Rx: 270127908 | IP Addr: 10.150.237.117 | Public IP: 219.91.249.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:55 IST Fri Jun 5 2020 | Duration: 7h:57m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 658322961 | Bytes Rx: 270127908 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285041 | Audit Session ID: 0a96cf69459710005ed9cbab | Security Group Tag: none | EasyVPN: 0 |Session ID: 285041 | Audit Session ID: 0a96cf69459710005ed9cbab | Security Group Tag: none | EasyVPN: 0 ||
Username: hravi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.23 | Public IP: 49.37.198.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:06:26 IST Fri Jun 5 2020 | Duration: 7h:56m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 355681427 | Bytes Rx: 117148866 | IP Addr: 10.150.237.23 | Public IP: 49.37.198.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:06:26 IST Fri Jun 5 2020 | Duration: 7h:56m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 355681427 | Bytes Rx: 117148866 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285048 | Audit Session ID: 0a96cf69459780005ed9cbca | Security Group Tag: none | EasyVPN: 0 |Session ID: 285048 | Audit Session ID: 0a96cf69459780005ed9cbca | Security Group Tag: none | EasyVPN: 0 ||
Username: shaisalu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.121 | Public IP: 157.33.186.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:02 IST Fri Jun 5 2020 | Duration: 7h:55m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 474964705 | Bytes Rx: 90571725 | IP Addr: 10.150.237.121 | Public IP: 157.33.186.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:02 IST Fri Jun 5 2020 | Duration: 7h:55m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 474964705 | Bytes Rx: 90571725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285054 | Audit Session ID: 0a96cf694597e0005ed9cbee | Security Group Tag: none | EasyVPN: 0 |Session ID: 285054 | Audit Session ID: 0a96cf694597e0005ed9cbee | Security Group Tag: none | EasyVPN: 0 ||
Username: manikasi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.123 | Public IP: 45.252.72.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:12 IST Fri Jun 5 2020 | Duration: 7h:55m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 704246967 | Bytes Rx: 304142468 | IP Addr: 10.150.237.123 | Public IP: 45.252.72.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:12 IST Fri Jun 5 2020 | Duration: 7h:55m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 704246967 | Bytes Rx: 304142468 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285058 | Audit Session ID: 0a96cf69459820005ed9cbf8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285058 | Audit Session ID: 0a96cf69459820005ed9cbf8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ohadawal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.126 | Public IP: 49.36.13.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:27 IST Fri Jun 5 2020 | Duration: 7h:55m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 413817993 | Bytes Rx: 102977921 | IP Addr: 10.150.237.126 | Public IP: 49.36.13.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:27 IST Fri Jun 5 2020 | Duration: 7h:55m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 413817993 | Bytes Rx: 102977921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285060 | Audit Session ID: 0a96cf69459840005ed9cc07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285060 | Audit Session ID: 0a96cf69459840005ed9cc07 | Security Group Tag: none | EasyVPN: 0 ||
Username: digendra.shukla | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.127 | Public IP: 106.193.144.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:32 IST Fri Jun 5 2020 | Duration: 7h:55m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 227469748 | Bytes Rx: 166528764 | IP Addr: 10.150.237.127 | Public IP: 106.193.144.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:32 IST Fri Jun 5 2020 | Duration: 7h:55m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 227469748 | Bytes Rx: 166528764 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285061 | Audit Session ID: 0a96cf69459850005ed9cc0c | Security Group Tag: none | EasyVPN: 0 |Session ID: 285061 | Audit Session ID: 0a96cf69459850005ed9cc0c | Security Group Tag: none | EasyVPN: 0 ||
Username: anshyad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.129 | Public IP: 106.215.208.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:38 IST Fri Jun 5 2020 | Duration: 7h:55m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 1473095613 | Bytes Rx: 308165897 | IP Addr: 10.150.237.129 | Public IP: 106.215.208.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:38 IST Fri Jun 5 2020 | Duration: 7h:55m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 1473095613 | Bytes Rx: 308165897 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285063 | Audit Session ID: 0a96cf69459870005ed9cc12 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285063 | Audit Session ID: 0a96cf69459870005ed9cc12 | Security Group Tag: none | EasyVPN: 0 ||
Username: HTorani | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.134 | Public IP: 49.35.0.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:59 IST Fri Jun 5 2020 | Duration: 7h:54m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 265010401 | Bytes Rx: 231874991 | IP Addr: 10.150.237.134 | Public IP: 49.35.0.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:07:59 IST Fri Jun 5 2020 | Duration: 7h:54m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 265010401 | Bytes Rx: 231874991 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285067 | Audit Session ID: 0a96cf694598b0005ed9cc27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285067 | Audit Session ID: 0a96cf694598b0005ed9cc27 | Security Group Tag: none | EasyVPN: 0 ||
Username: MFulpaga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.19 | Public IP: 157.33.143.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:06 IST Fri Jun 5 2020 | Duration: 7h:51m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 928297604 | Bytes Rx: 214774308 | IP Addr: 10.150.236.19 | Public IP: 157.33.143.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:06 IST Fri Jun 5 2020 | Duration: 7h:51m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 928297604 | Bytes Rx: 214774308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285081 | Audit Session ID: 0a96cf69459990005ed9cce2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285081 | Audit Session ID: 0a96cf69459990005ed9cce2 | Security Group Tag: none | EasyVPN: 0 ||
Username: akberali | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.22 | Public IP: 183.82.92.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:16 IST Fri Jun 5 2020 | Duration: 7h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 91460154 | Bytes Rx: 97501257 | IP Addr: 10.150.236.22 | Public IP: 183.82.92.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:16 IST Fri Jun 5 2020 | Duration: 7h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 91460154 | Bytes Rx: 97501257 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285084 | Audit Session ID: 0a96cf694599c0005ed9ccec | Security Group Tag: none | EasyVPN: 0 |Session ID: 285084 | Audit Session ID: 0a96cf694599c0005ed9ccec | Security Group Tag: none | EasyVPN: 0 ||
Username: msane | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.28 | Public IP: 106.193.248.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:25 IST Fri Jun 5 2020 | Duration: 7h:51m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 216792171 | Bytes Rx: 116327535 | IP Addr: 10.150.236.28 | Public IP: 106.193.248.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:25 IST Fri Jun 5 2020 | Duration: 7h:51m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 216792171 | Bytes Rx: 116327535 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285087 | Audit Session ID: 0a96cf694599f0005ed9ccf5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285087 | Audit Session ID: 0a96cf694599f0005ed9ccf5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mghaneka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.30 | Public IP: 116.75.143.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:36 IST Fri Jun 5 2020 | Duration: 7h:51m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 803034038 | Bytes Rx: 646031640 | IP Addr: 10.150.236.30 | Public IP: 116.75.143.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:36 IST Fri Jun 5 2020 | Duration: 7h:51m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 803034038 | Bytes Rx: 646031640 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285090 | Audit Session ID: 0a96cf69459a20005ed9cd00 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285090 | Audit Session ID: 0a96cf69459a20005ed9cd00 | Security Group Tag: none | EasyVPN: 0 ||
Username: sohakhen | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.142 | Public IP: 202.136.69.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:42 IST Fri Jun 5 2020 | Duration: 7h:51m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 279405895 | Bytes Rx: 244759931 | IP Addr: 10.150.237.142 | Public IP: 202.136.69.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:42 IST Fri Jun 5 2020 | Duration: 7h:51m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 279405895 | Bytes Rx: 244759931 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285092 | Audit Session ID: 0a96cf69459a40005ed9cd06 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285092 | Audit Session ID: 0a96cf69459a40005ed9cd06 | Security Group Tag: none | EasyVPN: 0 ||
Username: poonarya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.146 | Public IP: 117.236.130.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:25 IST Fri Jun 5 2020 | Duration: 7h:47m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 768948054 | Bytes Rx: 101755095 | IP Addr: 10.150.236.146 | Public IP: 117.236.130.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:25 IST Fri Jun 5 2020 | Duration: 7h:47m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 768948054 | Bytes Rx: 101755095 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285115 | Audit Session ID: 0a96cf69459bb0005ed9cde5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285115 | Audit Session ID: 0a96cf69459bb0005ed9cde5 | Security Group Tag: none | EasyVPN: 0 ||
Username: PHCHAVAN | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.238 | Public IP: 103.229.247.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:08 IST Fri Jun 5 2020 | Duration: 7h:46m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 791136291 | Bytes Rx: 114402051 | IP Addr: 10.150.236.238 | Public IP: 103.229.247.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:08 IST Fri Jun 5 2020 | Duration: 7h:46m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 791136291 | Bytes Rx: 114402051 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285118 | Audit Session ID: 0a96cf69459be0005ed9ce10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285118 | Audit Session ID: 0a96cf69459be0005ed9ce10 | Security Group Tag: none | EasyVPN: 0 ||
Username: MSavkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.155 | Public IP: 103.59.190.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:15 IST Fri Jun 5 2020 | Duration: 7h:46m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1062722619 | Bytes Rx: 141282308 | IP Addr: 10.150.237.155 | Public IP: 103.59.190.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:15 IST Fri Jun 5 2020 | Duration: 7h:46m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1062722619 | Bytes Rx: 141282308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285119 | Audit Session ID: 0a96cf69459bf0005ed9ce17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285119 | Audit Session ID: 0a96cf69459bf0005ed9ce17 | Security Group Tag: none | EasyVPN: 0 ||
Username: raghunandan.singh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.158 | Public IP: 111.91.228.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:40 IST Fri Jun 5 2020 | Duration: 7h:46m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 511845054 | Bytes Rx: 137388523 | IP Addr: 10.150.237.158 | Public IP: 111.91.228.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:40 IST Fri Jun 5 2020 | Duration: 7h:46m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 511845054 | Bytes Rx: 137388523 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285123 | Audit Session ID: 0a96cf69459c30005ed9ce30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285123 | Audit Session ID: 0a96cf69459c30005ed9ce30 | Security Group Tag: none | EasyVPN: 0 ||
Username: mahavirj | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.159 | Public IP: 183.87.236.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:56 IST Fri Jun 5 2020 | Duration: 7h:46m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 310218035 | Bytes Rx: 1230418878 | IP Addr: 10.150.237.159 | Public IP: 183.87.236.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:56 IST Fri Jun 5 2020 | Duration: 7h:46m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 310218035 | Bytes Rx: 1230418878 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285125 | Audit Session ID: 0a96cf69459c50005ed9ce40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285125 | Audit Session ID: 0a96cf69459c50005ed9ce40 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashprasa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.167 | Public IP: 106.223.103.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:28 IST Fri Jun 5 2020 | Duration: 7h:45m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 2526643564 | Bytes Rx: 194267691 | IP Addr: 10.150.237.167 | Public IP: 106.223.103.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:28 IST Fri Jun 5 2020 | Duration: 7h:45m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 2526643564 | Bytes Rx: 194267691 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285134 | Audit Session ID: 0a96cf69459ce0005ed9ce60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285134 | Audit Session ID: 0a96cf69459ce0005ed9ce60 | Security Group Tag: none | EasyVPN: 0 ||
