sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: surgunja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.5 | Public IP: 183.83.38.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:31 IST Sun Jun 7 2020 | Duration: 7h:32m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 287164578 | Bytes Rx: 596981739 | IP Addr: 10.149.232.5 | Public IP: 183.83.38.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:31 IST Sun Jun 7 2020 | Duration: 7h:32m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 287164578 | Bytes Rx: 596981739 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137803 | Audit Session ID: 0a95072a21a4b0005edc6da3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137803 | Audit Session ID: 0a95072a21a4b0005edc6da3 | Security Group Tag: none | EasyVPN: 0 ||
Username: KumVivek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.34 | Public IP: 202.142.86.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:08:42 IST Sun Jun 7 2020 | Duration: 7h:25m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 792556810 | Bytes Rx: 115772909 | IP Addr: 10.149.232.34 | Public IP: 202.142.86.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:08:42 IST Sun Jun 7 2020 | Duration: 7h:25m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 792556810 | Bytes Rx: 115772909 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137809 | Audit Session ID: 0a95072a21a510005edc6f52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137809 | Audit Session ID: 0a95072a21a510005edc6f52 | Security Group Tag: none | EasyVPN: 0 ||
Username: asyadav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.201 | Public IP: 106.193.184.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:48 IST Sun Jun 7 2020 | Duration: 7h:02m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 81509119 | Bytes Rx: 36970947 | IP Addr: 10.149.233.201 | Public IP: 106.193.184.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:48 IST Sun Jun 7 2020 | Duration: 7h:02m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 81509119 | Bytes Rx: 36970947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137822 | Audit Session ID: 0a95072a21a5e0005edc7480 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137822 | Audit Session ID: 0a95072a21a5e0005edc7480 | Security Group Tag: none | EasyVPN: 0 ||
Username: rosratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.39 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:26 IST Sun Jun 7 2020 | Duration: 6h:15m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1330030295 | Bytes Rx: 163549284 | IP Addr: 10.149.232.39 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:26 IST Sun Jun 7 2020 | Duration: 6h:15m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1330030295 | Bytes Rx: 163549284 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137839 | Audit Session ID: 0a95072a21a6f0005edc7faa | Security Group Tag: none | EasyVPN: 0 |Session ID: 137839 | Audit Session ID: 0a95072a21a6f0005edc7faa | Security Group Tag: none | EasyVPN: 0 ||
Username: YuvaPeru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.42 | Public IP: 157.46.5.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:54 IST Sun Jun 7 2020 | Duration: 6h:04m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 90973821 | Bytes Rx: 34531052 | IP Addr: 10.149.232.42 | Public IP: 157.46.5.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:54 IST Sun Jun 7 2020 | Duration: 6h:04m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 90973821 | Bytes Rx: 34531052 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137844 | Audit Session ID: 0a95072a21a740005edc821e | Security Group Tag: none | EasyVPN: 0 |Session ID: 137844 | Audit Session ID: 0a95072a21a740005edc821e | Security Group Tag: none | EasyVPN: 0 ||
Username: santosh.shinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.41 | Public IP: 106.200.110.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:20 IST Sun Jun 7 2020 | Duration: 6h:02m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1088973694 | Bytes Rx: 741498290 | IP Addr: 10.149.232.41 | Public IP: 106.200.110.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:20 IST Sun Jun 7 2020 | Duration: 6h:02m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1088973694 | Bytes Rx: 741498290 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137848 | Audit Session ID: 0a95072a21a780005edc82b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137848 | Audit Session ID: 0a95072a21a780005edc82b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: skrishna | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.51 | Public IP: 42.111.3.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:28 IST Sun Jun 7 2020 | Duration: 5h:59m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 188504922 | Bytes Rx: 130307855 | IP Addr: 10.149.232.51 | Public IP: 42.111.3.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:28 IST Sun Jun 7 2020 | Duration: 5h:59m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 188504922 | Bytes Rx: 130307855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137852 | Audit Session ID: 0a95072a21a7c0005edc836c | Security Group Tag: none | EasyVPN: 0 |Session ID: 137852 | Audit Session ID: 0a95072a21a7c0005edc836c | Security Group Tag: none | EasyVPN: 0 ||
Username: saratku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.53 | Public IP: 157.51.106.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:51 IST Sun Jun 7 2020 | Duration: 5h:44m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 510332468 | Bytes Rx: 88280026 | IP Addr: 10.149.232.53 | Public IP: 157.51.106.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:51 IST Sun Jun 7 2020 | Duration: 5h:44m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 510332468 | Bytes Rx: 88280026 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137857 | Audit Session ID: 0a95072a21a810005edc86cb | Security Group Tag: none | EasyVPN: 0 |Session ID: 137857 | Audit Session ID: 0a95072a21a810005edc86cb | Security Group Tag: none | EasyVPN: 0 ||
Username: karlkris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.54 | Public IP: 157.51.104.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:07 IST Sun Jun 7 2020 | Duration: 5h:44m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 319456899 | Bytes Rx: 82768540 | IP Addr: 10.149.232.54 | Public IP: 157.51.104.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:07 IST Sun Jun 7 2020 | Duration: 5h:44m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 319456899 | Bytes Rx: 82768540 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137859 | Audit Session ID: 0a95072a21a830005edc86db | Security Group Tag: none | EasyVPN: 0 |Session ID: 137859 | Audit Session ID: 0a95072a21a830005edc86db | Security Group Tag: none | EasyVPN: 0 ||
Username: Rashadar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.188 | Public IP: 137.97.183.101 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:52:42 IST Sun Jun 7 2020 | Duration: 5h:41m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 69306009 | Bytes Rx: 29430278 | IP Addr: 10.149.233.188 | Public IP: 137.97.183.101 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:52:42 IST Sun Jun 7 2020 | Duration: 5h:41m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 69306009 | Bytes Rx: 29430278 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137863 | Audit Session ID: 0a95072a21a870005edc87b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137863 | Audit Session ID: 0a95072a21a870005edc87b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: jnagaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 49.206.127.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:53:55 IST Sun Jun 7 2020 | Duration: 5h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 186749181 | Bytes Rx: 555071375 | IP Addr: 10.149.233.203 | Public IP: 49.206.127.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:53:55 IST Sun Jun 7 2020 | Duration: 5h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 186749181 | Bytes Rx: 555071375 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137865 | Audit Session ID: 0a95072a21a890005edc87fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 137865 | Audit Session ID: 0a95072a21a890005edc87fb | Security Group Tag: none | EasyVPN: 0 ||
Username: rmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 115.97.51.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:16 IST Sun Jun 7 2020 | Duration: 5h:39m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 109410545 | Bytes Rx: 183503347 | IP Addr: 10.149.233.205 | Public IP: 115.97.51.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:16 IST Sun Jun 7 2020 | Duration: 5h:39m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 109410545 | Bytes Rx: 183503347 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137866 | Audit Session ID: 0a95072a21a8a0005edc8810 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137866 | Audit Session ID: 0a95072a21a8a0005edc8810 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuryTrip | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.220 | Public IP: 103.84.81.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:42 IST Sun Jun 7 2020 | Duration: 5h:39m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2164487672 | Bytes Rx: 174108849 | IP Addr: 10.149.233.220 | Public IP: 103.84.81.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:42 IST Sun Jun 7 2020 | Duration: 5h:39m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2164487672 | Bytes Rx: 174108849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137867 | Audit Session ID: 0a95072a21a8b0005edc882a | Security Group Tag: none | EasyVPN: 0 |Session ID: 137867 | Audit Session ID: 0a95072a21a8b0005edc882a | Security Group Tag: none | EasyVPN: 0 ||
Username: kulbisht | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 43.247.40.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:08:13 IST Sun Jun 7 2020 | Duration: 5h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 194485507 | Bytes Rx: 35737282 | IP Addr: 10.149.233.202 | Public IP: 43.247.40.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:08:13 IST Sun Jun 7 2020 | Duration: 5h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 194485507 | Bytes Rx: 35737282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137872 | Audit Session ID: 0a95072a21a900005edc8b55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137872 | Audit Session ID: 0a95072a21a900005edc8b55 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.43 | Public IP: 103.141.116.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:23:38 IST Sun Jun 7 2020 | Duration: 5h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 602295109 | Bytes Rx: 274974336 | IP Addr: 10.149.232.43 | Public IP: 103.141.116.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:23:38 IST Sun Jun 7 2020 | Duration: 5h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 602295109 | Bytes Rx: 274974336 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137895 | Audit Session ID: 0a95072a21aa70005edc8ef2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137895 | Audit Session ID: 0a95072a21aa70005edc8ef2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ksmurthy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.14 | Public IP: 27.62.67.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:08:41 IST Sun Jun 7 2020 | Duration: 4h:25m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 743239185 | Bytes Rx: 55508478 | IP Addr: 10.149.232.14 | Public IP: 27.62.67.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:08:41 IST Sun Jun 7 2020 | Duration: 4h:25m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 743239185 | Bytes Rx: 55508478 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137929 | Audit Session ID: 0a95072a21ac90005edc9981 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137929 | Audit Session ID: 0a95072a21ac90005edc9981 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShrKatka | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.26 | Public IP: 43.241.27.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:56 IST Sun Jun 7 2020 | Duration: 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 69462893 | Bytes Rx: 37474682 | IP Addr: 10.149.232.26 | Public IP: 43.241.27.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:56 IST Sun Jun 7 2020 | Duration: 4h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 69462893 | Bytes Rx: 37474682 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137933 | Audit Session ID: 0a95072a21acd0005edc9c60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137933 | Audit Session ID: 0a95072a21acd0005edc9c60 | Security Group Tag: none | EasyVPN: 0 ||
Username: kgopikum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.70 | Public IP: 157.50.207.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:35 IST Sun Jun 7 2020 | Duration: 4h:11m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 16626702 | Bytes Rx: 10778133 | IP Addr: 10.149.232.70 | Public IP: 157.50.207.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:35 IST Sun Jun 7 2020 | Duration: 4h:11m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 16626702 | Bytes Rx: 10778133 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137934 | Audit Session ID: 0a95072a21ace0005edc9cc3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137934 | Audit Session ID: 0a95072a21ace0005edc9cc3 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdowlath | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.243 | Public IP: 157.46.11.18 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:33:24 IST Sun Jun 7 2020 | Duration: 4h:00m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 135819986 | Bytes Rx: 101734772 | IP Addr: 10.149.233.243 | Public IP: 157.46.11.18 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:33:24 IST Sun Jun 7 2020 | Duration: 4h:00m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 135819986 | Bytes Rx: 101734772 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137950 | Audit Session ID: 0a95072a21ade0005edc9f4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 137950 | Audit Session ID: 0a95072a21ade0005edc9f4c | Security Group Tag: none | EasyVPN: 0 ||
Username: VenkaSri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.22 | Public IP: 157.51.236.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:26 IST Sun Jun 7 2020 | Duration: 4h:00m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 126099288 | Bytes Rx: 50985828 | IP Addr: 10.149.232.22 | Public IP: 157.51.236.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:26 IST Sun Jun 7 2020 | Duration: 4h:00m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 126099288 | Bytes Rx: 50985828 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137951 | Audit Session ID: 0a95072a21adf0005edc9f4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 137951 | Audit Session ID: 0a95072a21adf0005edc9f4e | Security Group Tag: none | EasyVPN: 0 ||
