sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ayshanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.49 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:00 IST Mon Jun 22 2020 | Duration: 1d 22h:53m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 658135521 | Bytes Rx: 167088784 | IP Addr: 10.149.232.49 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:00 IST Mon Jun 22 2020 | Duration: 1d 22h:53m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 658135521 | Bytes Rx: 167088784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165421 | Audit Session ID: 0a95072a2862d0005ef02f18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165421 | Audit Session ID: 0a95072a2862d0005ef02f18 | Security Group Tag: none | EasyVPN: 0 ||
Username: damodSR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.162 | Public IP: 122.171.170.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:54 IST Wed Jun 24 2020 | Duration: 1h:58m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 91126829 | Bytes Rx: 92989357 | IP Addr: 10.149.232.162 | Public IP: 122.171.170.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:54 IST Wed Jun 24 2020 | Duration: 1h:58m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 91126829 | Bytes Rx: 92989357 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169857 | Audit Session ID: 0a95072a297810005ef2a6b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169857 | Audit Session ID: 0a95072a297810005ef2a6b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.164 | Public IP: 223.228.183.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:08 IST Wed Jun 24 2020 | Duration: 1h:56m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 994466452 | Bytes Rx: 35975873 | IP Addr: 10.149.232.164 | Public IP: 223.228.183.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:08 IST Wed Jun 24 2020 | Duration: 1h:56m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 994466452 | Bytes Rx: 35975873 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169859 | Audit Session ID: 0a95072a297830005ef2a73c | Security Group Tag: none | EasyVPN: 0 |Session ID: 169859 | Audit Session ID: 0a95072a297830005ef2a73c | Security Group Tag: none | EasyVPN: 0 ||
Username: akskadak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 106.51.108.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:08 IST Wed Jun 24 2020 | Duration: 1h:55m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 407154632 | Bytes Rx: 650567253 | IP Addr: 10.149.232.165 | Public IP: 106.51.108.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:08 IST Wed Jun 24 2020 | Duration: 1h:55m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 407154632 | Bytes Rx: 650567253 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169860 | Audit Session ID: 0a95072a297840005ef2a778 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169860 | Audit Session ID: 0a95072a297840005ef2a778 | Security Group Tag: none | EasyVPN: 0 ||
Username: SRSRINIV | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.166 | Public IP: 42.111.165.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:27 IST Wed Jun 24 2020 | Duration: 1h:52m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 204318681 | Bytes Rx: 65474870 | IP Addr: 10.149.232.166 | Public IP: 42.111.165.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:27 IST Wed Jun 24 2020 | Duration: 1h:52m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 204318681 | Bytes Rx: 65474870 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169861 | Audit Session ID: 0a95072a297850005ef2a803 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169861 | Audit Session ID: 0a95072a297850005ef2a803 | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.14 | Public IP: 115.97.14.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:31 IST Wed Jun 24 2020 | Duration: 1h:48m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 161106187 | Bytes Rx: 39287483 | IP Addr: 10.149.233.14 | Public IP: 115.97.14.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:31 IST Wed Jun 24 2020 | Duration: 1h:48m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 161106187 | Bytes Rx: 39287483 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169863 | Audit Session ID: 0a95072a297870005ef2a8f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169863 | Audit Session ID: 0a95072a297870005ef2a8f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: aadikhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.15 | Public IP: 219.91.250.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:02 IST Wed Jun 24 2020 | Duration: 1h:48m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 116788463 | Bytes Rx: 47144150 | IP Addr: 10.149.233.15 | Public IP: 219.91.250.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:02 IST Wed Jun 24 2020 | Duration: 1h:48m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 116788463 | Bytes Rx: 47144150 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169864 | Audit Session ID: 0a95072a297880005ef2a916 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169864 | Audit Session ID: 0a95072a297880005ef2a916 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramakodi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.16 | Public IP: 49.37.198.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:25 IST Wed Jun 24 2020 | Duration: 1h:47m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 248881597 | Bytes Rx: 31810787 | IP Addr: 10.149.233.16 | Public IP: 49.37.198.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:25 IST Wed Jun 24 2020 | Duration: 1h:47m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 248881597 | Bytes Rx: 31810787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169865 | Audit Session ID: 0a95072a297890005ef2a92d | Security Group Tag: none | EasyVPN: 0 |Session ID: 169865 | Audit Session ID: 0a95072a297890005ef2a92d | Security Group Tag: none | EasyVPN: 0 ||
Username: Spuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.17 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:53 IST Wed Jun 24 2020 | Duration: 1h:47m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 259893310 | Bytes Rx: 73716768 | IP Addr: 10.149.233.17 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:53 IST Wed Jun 24 2020 | Duration: 1h:47m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 259893310 | Bytes Rx: 73716768 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169866 | Audit Session ID: 0a95072a2978a0005ef2a949 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169866 | Audit Session ID: 0a95072a2978a0005ef2a949 | Security Group Tag: none | EasyVPN: 0 ||
Username: Kragotha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.20 | Public IP: 157.50.181.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:25 IST Wed Jun 24 2020 | Duration: 1h:43m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 207934408 | Bytes Rx: 23793998 | IP Addr: 10.149.233.20 | Public IP: 157.50.181.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:25 IST Wed Jun 24 2020 | Duration: 1h:43m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 207934408 | Bytes Rx: 23793998 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169869 | Audit Session ID: 0a95072a2978d0005ef2aa1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 169869 | Audit Session ID: 0a95072a2978d0005ef2aa1d | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.21 | Public IP: 103.41.90.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:46 IST Wed Jun 24 2020 | Duration: 1h:43m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1307964087 | Bytes Rx: 70973459 | IP Addr: 10.149.233.21 | Public IP: 103.41.90.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:46 IST Wed Jun 24 2020 | Duration: 1h:43m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1307964087 | Bytes Rx: 70973459 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169870 | Audit Session ID: 0a95072a2978e0005ef2aa32 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169870 | Audit Session ID: 0a95072a2978e0005ef2aa32 | Security Group Tag: none | EasyVPN: 0 ||
Username: apalani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.22 | Public IP: 157.50.100.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:08 IST Wed Jun 24 2020 | Duration: 1h:41m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 71410553 | Bytes Rx: 27601949 | IP Addr: 10.149.233.22 | Public IP: 157.50.100.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:08 IST Wed Jun 24 2020 | Duration: 1h:41m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 71410553 | Bytes Rx: 27601949 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169871 | Audit Session ID: 0a95072a2978f0005ef2aac0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169871 | Audit Session ID: 0a95072a2978f0005ef2aac0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.18 | Public IP: 106.193.205.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:19 IST Wed Jun 24 2020 | Duration: 1h:39m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 229455066 | Bytes Rx: 90875692 | IP Addr: 10.149.233.18 | Public IP: 106.193.205.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:19 IST Wed Jun 24 2020 | Duration: 1h:39m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 229455066 | Bytes Rx: 90875692 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169872 | Audit Session ID: 0a95072a297900005ef2ab43 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169872 | Audit Session ID: 0a95072a297900005ef2ab43 | Security Group Tag: none | EasyVPN: 0 ||
Username: sosuryaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.23 | Public IP: 157.33.157.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:26 IST Wed Jun 24 2020 | Duration: 1h:38m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 249849764 | Bytes Rx: 39894627 | IP Addr: 10.149.233.23 | Public IP: 157.33.157.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:26 IST Wed Jun 24 2020 | Duration: 1h:38m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 249849764 | Bytes Rx: 39894627 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169873 | Audit Session ID: 0a95072a297910005ef2ab4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 169873 | Audit Session ID: 0a95072a297910005ef2ab4a | Security Group Tag: none | EasyVPN: 0 ||
Username: JulieT | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.24 | Public IP: 157.47.34.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:06 IST Wed Jun 24 2020 | Duration: 1h:37m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 17950881 | Bytes Rx: 6606576 | IP Addr: 10.149.233.24 | Public IP: 157.47.34.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:06 IST Wed Jun 24 2020 | Duration: 1h:37m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 17950881 | Bytes Rx: 6606576 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169874 | Audit Session ID: 0a95072a297920005ef2abae | Security Group Tag: none | EasyVPN: 0 |Session ID: 169874 | Audit Session ID: 0a95072a297920005ef2abae | Security Group Tag: none | EasyVPN: 0 ||
Username: sives | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.50.129.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:19 IST Wed Jun 24 2020 | Duration: 1h:22m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 180690265 | Bytes Rx: 26200823 | IP Addr: 10.149.232.156 | Public IP: 157.50.129.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:19 IST Wed Jun 24 2020 | Duration: 1h:22m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 180690265 | Bytes Rx: 26200823 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169875 | Audit Session ID: 0a95072a297930005ef2af3f | Security Group Tag: none | EasyVPN: 0 |Session ID: 169875 | Audit Session ID: 0a95072a297930005ef2af3f | Security Group Tag: none | EasyVPN: 0 ||
Username: balazi.nayak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.168 | Public IP: 157.44.99.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:53 IST Wed Jun 24 2020 | Duration: 1h:21m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 97429095 | Bytes Rx: 17918184 | IP Addr: 10.149.232.168 | Public IP: 157.44.99.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:53 IST Wed Jun 24 2020 | Duration: 1h:21m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 97429095 | Bytes Rx: 17918184 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169876 | Audit Session ID: 0a95072a297940005ef2af61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169876 | Audit Session ID: 0a95072a297940005ef2af61 | Security Group Tag: none | EasyVPN: 0 ||
Username: stalla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.169 | Public IP: 112.133.245.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:48 IST Wed Jun 24 2020 | Duration: 1h:20m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 110083370 | Bytes Rx: 29437818 | IP Addr: 10.149.232.169 | Public IP: 112.133.245.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:48 IST Wed Jun 24 2020 | Duration: 1h:20m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 110083370 | Bytes Rx: 29437818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169877 | Audit Session ID: 0a95072a297950005ef2af98 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169877 | Audit Session ID: 0a95072a297950005ef2af98 | Security Group Tag: none | EasyVPN: 0 ||
Username: mutraman | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC7 | IP Addr: 10.149.248.103 | Public IP: 223.181.231.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:15 IST Wed Jun 24 2020 | Duration: 1h:14m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 54984351 | Bytes Rx: 34967092 | IP Addr: 10.149.248.103 | Public IP: 223.181.231.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:15 IST Wed Jun 24 2020 | Duration: 1h:14m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 54984351 | Bytes Rx: 34967092 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169878 | Audit Session ID: 0a95072a297960005ef2b11b | Security Group Tag: none | EasyVPN: 0 |Session ID: 169878 | Audit Session ID: 0a95072a297960005ef2b11b | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.170 | Public IP: 157.50.109.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:02 IST Wed Jun 24 2020 | Duration: 1h:00m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 26704109 | Bytes Rx: 20698644 | IP Addr: 10.149.232.170 | Public IP: 157.50.109.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:02 IST Wed Jun 24 2020 | Duration: 1h:00m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 26704109 | Bytes Rx: 20698644 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169881 | Audit Session ID: 0a95072a297990005ef2b456 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169881 | Audit Session ID: 0a95072a297990005ef2b456 | Security Group Tag: none | EasyVPN: 0 ||
