sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.102 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:25 IST Thu Jun 18 2020 | Duration: 2d 20h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 3340526402 | Bytes Rx: 2477008470 | IP Addr: 10.150.236.102 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:25 IST Thu Jun 18 2020 | Duration: 2d 20h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 3340526402 | Bytes Rx: 2477008470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 36537 | Audit Session ID: 0a96cf6908eb90005eeb55f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 36537 | Audit Session ID: 0a96cf6908eb90005eeb55f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Satpatro | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.181 | Public IP: 157.41.4.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:56 IST Sun Jun 21 2020 | Duration: 6h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 130087680 | Bytes Rx: 54993702 | IP Addr: 10.150.237.181 | Public IP: 157.41.4.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:56 IST Sun Jun 21 2020 | Duration: 6h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 130087680 | Bytes Rx: 54993702 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45107 | Audit Session ID: 0a96cf690b0330005eeebe2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 45107 | Audit Session ID: 0a96cf690b0330005eeebe2c | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhday | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC67 | IP Addr: 10.150.245.45 | Public IP: 106.193.129.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:23 IST Sun Jun 21 2020 | Duration: 6h:05m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 421975769 | Bytes Rx: 60511674 | IP Addr: 10.150.245.45 | Public IP: 106.193.129.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:23 IST Sun Jun 21 2020 | Duration: 6h:05m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 421975769 | Bytes Rx: 60511674 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45108 | Audit Session ID: 0a96cf690b0340005eeebe47 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45108 | Audit Session ID: 0a96cf690b0340005eeebe47 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vkapse | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 45.250.226.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:00 IST Sun Jun 21 2020 | Duration: 6h:04m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 451081783 | Bytes Rx: 119405978 | IP Addr: 10.150.237.182 | Public IP: 45.250.226.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:00 IST Sun Jun 21 2020 | Duration: 6h:04m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 451081783 | Bytes Rx: 119405978 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45109 | Audit Session ID: 0a96cf690b0350005eeebe6c | Security Group Tag: none | EasyVPN: 0 |Session ID: 45109 | Audit Session ID: 0a96cf690b0350005eeebe6c | Security Group Tag: none | EasyVPN: 0 ||
Username: MSavkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.213 | Public IP: 103.59.190.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:11 IST Sun Jun 21 2020 | Duration: 5h:51m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 79899921 | Bytes Rx: 42462413 | IP Addr: 10.150.237.213 | Public IP: 103.59.190.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:11 IST Sun Jun 21 2020 | Duration: 5h:51m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 79899921 | Bytes Rx: 42462413 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45119 | Audit Session ID: 0a96cf690b03f0005eeec183 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45119 | Audit Session ID: 0a96cf690b03f0005eeec183 | Security Group Tag: none | EasyVPN: 0 ||
Username: Bhusmali | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.212 | Public IP: 49.35.196.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:15 IST Sun Jun 21 2020 | Duration: 5h:51m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 467066495 | Bytes Rx: 76723654 | IP Addr: 10.150.237.212 | Public IP: 49.35.196.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:15 IST Sun Jun 21 2020 | Duration: 5h:51m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 467066495 | Bytes Rx: 76723654 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45120 | Audit Session ID: 0a96cf690b0400005eeec187 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45120 | Audit Session ID: 0a96cf690b0400005eeec187 | Security Group Tag: none | EasyVPN: 0 ||
Username: subokulk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.27 | Public IP: 106.193.229.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:19 IST Sun Jun 21 2020 | Duration: 5h:47m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 687643825 | Bytes Rx: 550788139 | IP Addr: 10.150.237.27 | Public IP: 106.193.229.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:19 IST Sun Jun 21 2020 | Duration: 5h:47m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 687643825 | Bytes Rx: 550788139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45122 | Audit Session ID: 0a96cf690b0420005eeec27b | Security Group Tag: none | EasyVPN: 0 |Session ID: 45122 | Audit Session ID: 0a96cf690b0420005eeec27b | Security Group Tag: none | EasyVPN: 0 ||
Username: nthakre | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.137 | Public IP: 106.220.139.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:50 IST Sun Jun 21 2020 | Duration: 5h:47m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 840020038 | Bytes Rx: 172433273 | IP Addr: 10.150.237.137 | Public IP: 106.220.139.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:50 IST Sun Jun 21 2020 | Duration: 5h:47m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 840020038 | Bytes Rx: 172433273 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45123 | Audit Session ID: 0a96cf690b0430005eeec29a | Security Group Tag: none | EasyVPN: 0 |Session ID: 45123 | Audit Session ID: 0a96cf690b0430005eeec29a | Security Group Tag: none | EasyVPN: 0 ||
Username: KislayD | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.138 | Public IP: 106.193.177.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:29 IST Sun Jun 21 2020 | Duration: 5h:46m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1037948849 | Bytes Rx: 107967651 | IP Addr: 10.150.237.138 | Public IP: 106.193.177.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:29 IST Sun Jun 21 2020 | Duration: 5h:46m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1037948849 | Bytes Rx: 107967651 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45125 | Audit Session ID: 0a96cf690b0450005eeec2c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45125 | Audit Session ID: 0a96cf690b0450005eeec2c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: aasaxena | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.170 | Public IP: 49.35.110.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:07 IST Sun Jun 21 2020 | Duration: 5h:37m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 682344100 | Bytes Rx: 62511672 | IP Addr: 10.150.237.170 | Public IP: 49.35.110.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:07 IST Sun Jun 21 2020 | Duration: 5h:37m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 682344100 | Bytes Rx: 62511672 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45138 | Audit Session ID: 0a96cf690b0520005eeec4c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45138 | Audit Session ID: 0a96cf690b0520005eeec4c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: ARupanaw | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.101 | Public IP: 106.210.135.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:13 IST Sun Jun 21 2020 | Duration: 5h:31m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 2461614100 | Bytes Rx: 141809368 | IP Addr: 10.150.236.101 | Public IP: 106.210.135.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:13 IST Sun Jun 21 2020 | Duration: 5h:31m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 2461614100 | Bytes Rx: 141809368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45142 | Audit Session ID: 0a96cf690b0560005eeec635 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45142 | Audit Session ID: 0a96cf690b0560005eeec635 | Security Group Tag: none | EasyVPN: 0 ||
Username: apavsale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.41 | Public IP: 106.193.227.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:21 IST Sun Jun 21 2020 | Duration: 4h:59m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 287307271 | Bytes Rx: 98518409 | IP Addr: 10.150.237.41 | Public IP: 106.193.227.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:21 IST Sun Jun 21 2020 | Duration: 4h:59m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 287307271 | Bytes Rx: 98518409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45170 | Audit Session ID: 0a96cf690b0720005eeecdbd | Security Group Tag: none | EasyVPN: 0 |Session ID: 45170 | Audit Session ID: 0a96cf690b0720005eeecdbd | Security Group Tag: none | EasyVPN: 0 ||
Username: ruswarpe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.112 | Public IP: 106.193.176.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:16 IST Sun Jun 21 2020 | Duration: 4h:42m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 295078184 | Bytes Rx: 325553214 | IP Addr: 10.150.237.112 | Public IP: 106.193.176.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:16 IST Sun Jun 21 2020 | Duration: 4h:42m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 295078184 | Bytes Rx: 325553214 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45178 | Audit Session ID: 0a96cf690b07a0005eeed1b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45178 | Audit Session ID: 0a96cf690b07a0005eeed1b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sarvaidy | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.92 | Public IP: 45.115.54.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:51:21 IST Sun Jun 21 2020 | Duration: 4h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 302598035 | Bytes Rx: 97203062 | IP Addr: 10.150.236.92 | Public IP: 45.115.54.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:51:21 IST Sun Jun 21 2020 | Duration: 4h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 302598035 | Bytes Rx: 97203062 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45181 | Audit Session ID: 0a96cf690b07d0005eeed231 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45181 | Audit Session ID: 0a96cf690b07d0005eeed231 | Security Group Tag: none | EasyVPN: 0 ||
Username: nchavan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.45 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:02 IST Sun Jun 21 2020 | Duration: 4h:39m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 580500062 | Bytes Rx: 227644516 | IP Addr: 10.150.236.45 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:02 IST Sun Jun 21 2020 | Duration: 4h:39m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 580500062 | Bytes Rx: 227644516 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45183 | Audit Session ID: 0a96cf690b07f0005eeed25a | Security Group Tag: none | EasyVPN: 0 |Session ID: 45183 | Audit Session ID: 0a96cf690b07f0005eeed25a | Security Group Tag: none | EasyVPN: 0 ||
Username: PratDesa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.46 | Public IP: 157.47.2.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:34 IST Sun Jun 21 2020 | Duration: 4h:39m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 157934496 | Bytes Rx: 74850271 | IP Addr: 10.150.236.46 | Public IP: 157.47.2.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:34 IST Sun Jun 21 2020 | Duration: 4h:39m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 157934496 | Bytes Rx: 74850271 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45185 | Audit Session ID: 0a96cf690b0810005eeed27a | Security Group Tag: none | EasyVPN: 0 |Session ID: 45185 | Audit Session ID: 0a96cf690b0810005eeed27a | Security Group Tag: none | EasyVPN: 0 ||
Username: VINAYACH | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.171 | Public IP: 103.132.148.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:15 IST Sun Jun 21 2020 | Duration: 4h:37m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 216294789 | Bytes Rx: 104184209 | IP Addr: 10.150.237.171 | Public IP: 103.132.148.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:15 IST Sun Jun 21 2020 | Duration: 4h:37m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 216294789 | Bytes Rx: 104184209 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45187 | Audit Session ID: 0a96cf690b0830005eeed2df | Security Group Tag: none | EasyVPN: 0 |Session ID: 45187 | Audit Session ID: 0a96cf690b0830005eeed2df | Security Group Tag: none | EasyVPN: 0 ||
Username: sashisod | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.119 | Public IP: 106.220.94.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:28 IST Sun Jun 21 2020 | Duration: 4h:36m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 403329573 | Bytes Rx: 72489377 | IP Addr: 10.150.236.119 | Public IP: 106.220.94.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:28 IST Sun Jun 21 2020 | Duration: 4h:36m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 403329573 | Bytes Rx: 72489377 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45191 | Audit Session ID: 0a96cf690b0870005eeed328 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45191 | Audit Session ID: 0a96cf690b0870005eeed328 | Security Group Tag: none | EasyVPN: 0 ||
Username: SRajput | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.122 | Public IP: 157.33.232.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:30 IST Sun Jun 21 2020 | Duration: 4h:35m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 133937950 | Bytes Rx: 52385514 | IP Addr: 10.150.236.122 | Public IP: 157.33.232.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:30 IST Sun Jun 21 2020 | Duration: 4h:35m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 133937950 | Bytes Rx: 52385514 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45194 | Audit Session ID: 0a96cf690b08a0005eeed366 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45194 | Audit Session ID: 0a96cf690b08a0005eeed366 | Security Group Tag: none | EasyVPN: 0 ||
Username: Phake | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.124 | Public IP: 103.51.93.177 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:56:46 IST Sun Jun 21 2020 | Duration: 4h:35m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 320377539 | Bytes Rx: 132153850 | IP Addr: 10.150.236.124 | Public IP: 103.51.93.177 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:56:46 IST Sun Jun 21 2020 | Duration: 4h:35m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 320377539 | Bytes Rx: 132153850 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45196 | Audit Session ID: 0a96cf690b08c0005eeed376 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45196 | Audit Session ID: 0a96cf690b08c0005eeed376 | Security Group Tag: none | EasyVPN: 0 ||
Username: simanjar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC15 | IP Addr: 10.150.245.24 | Public IP: 124.66.170.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:11 IST Sun Jun 21 2020 | Duration: 4h:34m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 83090046 | Bytes Rx: 63248855 | IP Addr: 10.150.245.24 | Public IP: 124.66.170.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:11 IST Sun Jun 21 2020 | Duration: 4h:34m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 83090046 | Bytes Rx: 63248855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45198 | Audit Session ID: 0a96cf690b08e0005eeed38f | Security Group Tag: none | EasyVPN: 0 |Session ID: 45198 | Audit Session ID: 0a96cf690b08e0005eeed38f | Security Group Tag: none | EasyVPN: 0 ||
