sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 1h:14m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1511939322 | Bytes Rx: 342015121 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 1h:14m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1511939322 | Bytes Rx: 342015121 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: r.ravikumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.250 | Public IP: 106.220.64.69 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:53:35 IST Wed Jun 24 2020 | Duration: 4h:11m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 327838665 | Bytes Rx: 75879668 | IP Addr: 10.149.232.250 | Public IP: 106.220.64.69 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:53:35 IST Wed Jun 24 2020 | Duration: 4h:11m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 327838665 | Bytes Rx: 75879668 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170136 | Audit Session ID: 0a95072a298980005ef2d547 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170136 | Audit Session ID: 0a95072a298980005ef2d547 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudhakup | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.86 | Public IP: 115.97.93.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:12 IST Wed Jun 24 2020 | Duration: 4h:10m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 124842324 | Bytes Rx: 30850680 | IP Addr: 10.149.233.86 | Public IP: 115.97.93.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:12 IST Wed Jun 24 2020 | Duration: 4h:10m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 124842324 | Bytes Rx: 30850680 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170139 | Audit Session ID: 0a95072a2989b0005ef2d56c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170139 | Audit Session ID: 0a95072a2989b0005ef2d56c | Security Group Tag: none | EasyVPN: 0 ||
Username: yavvaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.87 | Public IP: 157.44.115.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:19 IST Wed Jun 24 2020 | Duration: 4h:10m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 440067856 | Bytes Rx: 98918362 | IP Addr: 10.149.233.87 | Public IP: 157.44.115.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:19 IST Wed Jun 24 2020 | Duration: 4h:10m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 440067856 | Bytes Rx: 98918362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170140 | Audit Session ID: 0a95072a2989c0005ef2d573 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170140 | Audit Session ID: 0a95072a2989c0005ef2d573 | Security Group Tag: none | EasyVPN: 0 ||
Username: monagara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.88 | Public IP: 157.50.37.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Wed Jun 24 2020 | Duration: 4h:10m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 133444652 | Bytes Rx: 45950300 | IP Addr: 10.149.233.88 | Public IP: 157.50.37.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Wed Jun 24 2020 | Duration: 4h:10m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 133444652 | Bytes Rx: 45950300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170142 | Audit Session ID: 0a95072a2989e0005ef2d584 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170142 | Audit Session ID: 0a95072a2989e0005ef2d584 | Security Group Tag: none | EasyVPN: 0 ||
Username: kdhavale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.92 | Public IP: 106.193.129.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:49 IST Wed Jun 24 2020 | Duration: 4h:10m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 491018036 | Bytes Rx: 140535700 | IP Addr: 10.149.233.92 | Public IP: 106.193.129.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:49 IST Wed Jun 24 2020 | Duration: 4h:10m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 491018036 | Bytes Rx: 140535700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170145 | Audit Session ID: 0a95072a298a10005ef2d591 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170145 | Audit Session ID: 0a95072a298a10005ef2d591 | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC25 | IP Addr: 10.149.248.111 | Public IP: 49.207.131.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:55 IST Wed Jun 24 2020 | Duration: 4h:10m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 762667456 | Bytes Rx: 215016493 | IP Addr: 10.149.248.111 | Public IP: 49.207.131.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:55 IST Wed Jun 24 2020 | Duration: 4h:10m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 762667456 | Bytes Rx: 215016493 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170147 | Audit Session ID: 0a95072a298a30005ef2d597 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170147 | Audit Session ID: 0a95072a298a30005ef2d597 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsakkara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.93 | Public IP: 106.198.87.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:17 IST Wed Jun 24 2020 | Duration: 4h:09m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 130318093 | Bytes Rx: 80032199 | IP Addr: 10.149.233.93 | Public IP: 106.198.87.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:17 IST Wed Jun 24 2020 | Duration: 4h:09m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 130318093 | Bytes Rx: 80032199 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170148 | Audit Session ID: 0a95072a298a40005ef2d5ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 170148 | Audit Session ID: 0a95072a298a40005ef2d5ad | Security Group Tag: none | EasyVPN: 0 ||
Username: christop | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.95 | Public IP: 157.50.47.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:02 IST Wed Jun 24 2020 | Duration: 4h:09m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 350002873 | Bytes Rx: 85140211 | IP Addr: 10.149.233.95 | Public IP: 157.50.47.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:02 IST Wed Jun 24 2020 | Duration: 4h:09m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 350002873 | Bytes Rx: 85140211 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170149 | Audit Session ID: 0a95072a298a50005ef2d5da | Security Group Tag: none | EasyVPN: 0 |Session ID: 170149 | Audit Session ID: 0a95072a298a50005ef2d5da | Security Group Tag: none | EasyVPN: 0 ||
Username: gourou.radjane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.96 | Public IP: 49.206.125.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:48 IST Wed Jun 24 2020 | Duration: 4h:06m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 162074789 | Bytes Rx: 53139673 | IP Addr: 10.149.233.96 | Public IP: 49.206.125.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:48 IST Wed Jun 24 2020 | Duration: 4h:06m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 162074789 | Bytes Rx: 53139673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170152 | Audit Session ID: 0a95072a298a80005ef2d680 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170152 | Audit Session ID: 0a95072a298a80005ef2d680 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrajakum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.97 | Public IP: 106.198.80.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:49 IST Wed Jun 24 2020 | Duration: 4h:06m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1394473598 | Bytes Rx: 250077605 | IP Addr: 10.149.233.97 | Public IP: 106.198.80.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:49 IST Wed Jun 24 2020 | Duration: 4h:06m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1394473598 | Bytes Rx: 250077605 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170154 | Audit Session ID: 0a95072a298aa0005ef2d681 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170154 | Audit Session ID: 0a95072a298aa0005ef2d681 | Security Group Tag: none | EasyVPN: 0 ||
Username: TGanguly | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.98 | Public IP: 223.176.41.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:57 IST Wed Jun 24 2020 | Duration: 4h:06m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 151592240 | Bytes Rx: 49191593 | IP Addr: 10.149.233.98 | Public IP: 223.176.41.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:57 IST Wed Jun 24 2020 | Duration: 4h:06m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 151592240 | Bytes Rx: 49191593 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170157 | Audit Session ID: 0a95072a298ad0005ef2d689 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170157 | Audit Session ID: 0a95072a298ad0005ef2d689 | Security Group Tag: none | EasyVPN: 0 ||
Username: kchari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.100 | Public IP: 27.57.30.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:58 IST Wed Jun 24 2020 | Duration: 4h:06m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 9898355540 | Bytes Rx: 527528349 | IP Addr: 10.149.233.100 | Public IP: 27.57.30.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:58 IST Wed Jun 24 2020 | Duration: 4h:06m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 9898355540 | Bytes Rx: 527528349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170158 | Audit Session ID: 0a95072a298ae0005ef2d68a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170158 | Audit Session ID: 0a95072a298ae0005ef2d68a | Security Group Tag: none | EasyVPN: 0 ||
Username: prachava | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.80 | Public IP: 103.220.80.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:03 IST Wed Jun 24 2020 | Duration: 4h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 671164672 | Bytes Rx: 131359912 | IP Addr: 10.149.233.80 | Public IP: 103.220.80.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:03 IST Wed Jun 24 2020 | Duration: 4h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 671164672 | Bytes Rx: 131359912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170160 | Audit Session ID: 0a95072a298b00005ef2d68f | Security Group Tag: none | EasyVPN: 0 |Session ID: 170160 | Audit Session ID: 0a95072a298b00005ef2d68f | Security Group Tag: none | EasyVPN: 0 ||
Username: lkalaska | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.106 | Public IP: 106.193.130.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Wed Jun 24 2020 | Duration: 4h:05m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 476282661 | Bytes Rx: 116934105 | IP Addr: 10.149.233.106 | Public IP: 106.193.130.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Wed Jun 24 2020 | Duration: 4h:05m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 476282661 | Bytes Rx: 116934105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170168 | Audit Session ID: 0a95072a298b80005ef2d6c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170168 | Audit Session ID: 0a95072a298b80005ef2d6c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: prer | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.108 | Public IP: 27.62.73.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:15 IST Wed Jun 24 2020 | Duration: 4h:04m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 140621546 | Bytes Rx: 70381371 | IP Addr: 10.149.233.108 | Public IP: 27.62.73.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:15 IST Wed Jun 24 2020 | Duration: 4h:04m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 140621546 | Bytes Rx: 70381371 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170170 | Audit Session ID: 0a95072a298ba0005ef2d6d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170170 | Audit Session ID: 0a95072a298ba0005ef2d6d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rnataraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.111 | Public IP: 157.50.158.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:29 IST Wed Jun 24 2020 | Duration: 4h:04m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 3396980119 | Bytes Rx: 169315251 | IP Addr: 10.149.233.111 | Public IP: 157.50.158.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:29 IST Wed Jun 24 2020 | Duration: 4h:04m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 3396980119 | Bytes Rx: 169315251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170173 | Audit Session ID: 0a95072a298bd0005ef2d6e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170173 | Audit Session ID: 0a95072a298bd0005ef2d6e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.113 | Public IP: 157.44.64.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:46 IST Wed Jun 24 2020 | Duration: 4h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 476369934 | Bytes Rx: 218489014 | IP Addr: 10.149.233.113 | Public IP: 157.44.64.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:46 IST Wed Jun 24 2020 | Duration: 4h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 476369934 | Bytes Rx: 218489014 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170176 | Audit Session ID: 0a95072a298c00005ef2d6f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170176 | Audit Session ID: 0a95072a298c00005ef2d6f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: bsendray | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.26 | Public IP: 157.46.34.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:00 IST Wed Jun 24 2020 | Duration: 4h:04m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 5600112100 | Bytes Rx: 272059122 | IP Addr: 10.149.233.26 | Public IP: 157.46.34.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:00 IST Wed Jun 24 2020 | Duration: 4h:04m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 5600112100 | Bytes Rx: 272059122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170178 | Audit Session ID: 0a95072a298c20005ef2d704 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170178 | Audit Session ID: 0a95072a298c20005ef2d704 | Security Group Tag: none | EasyVPN: 0 ||
Username: azarshaj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.116 | Public IP: 49.205.78.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:19 IST Wed Jun 24 2020 | Duration: 4h:03m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 478786690 | Bytes Rx: 509383529 | IP Addr: 10.149.233.116 | Public IP: 49.205.78.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:19 IST Wed Jun 24 2020 | Duration: 4h:03m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 478786690 | Bytes Rx: 509383529 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170181 | Audit Session ID: 0a95072a298c50005ef2d717 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170181 | Audit Session ID: 0a95072a298c50005ef2d717 | Security Group Tag: none | EasyVPN: 0 ||
Username: rabnkhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.223 | Public IP: 27.5.176.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:47 IST Wed Jun 24 2020 | Duration: 4h:03m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 634446481 | Bytes Rx: 49042914 | IP Addr: 10.149.232.223 | Public IP: 27.5.176.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:47 IST Wed Jun 24 2020 | Duration: 4h:03m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 634446481 | Bytes Rx: 49042914 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170182 | Audit Session ID: 0a95072a298c60005ef2d733 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170182 | Audit Session ID: 0a95072a298c60005ef2d733 | Security Group Tag: none | EasyVPN: 0 ||
