sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: pmuthuku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.188 | Public IP: 157.50.48.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:47:08 IST Sun Jun 14 2020 | Duration: 6h:17m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 412144568 | Bytes Rx: 40729911 | IP Addr: 10.149.233.188 | Public IP: 157.50.48.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:47:08 IST Sun Jun 14 2020 | Duration: 6h:17m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 412144568 | Bytes Rx: 40729911 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151047 | Audit Session ID: 0a95072a24e070005ee5c0e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151047 | Audit Session ID: 0a95072a24e070005ee5c0e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vigdevar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.155 | Public IP: 112.133.236.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:14 IST Sun Jun 14 2020 | Duration: 5h:45m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 685400226 | Bytes Rx: 61945722 | IP Addr: 10.149.233.155 | Public IP: 112.133.236.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:14 IST Sun Jun 14 2020 | Duration: 5h:45m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 685400226 | Bytes Rx: 61945722 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151075 | Audit Session ID: 0a95072a24e230005ee5c86a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151075 | Audit Session ID: 0a95072a24e230005ee5c86a | Security Group Tag: none | EasyVPN: 0 ||
Username: athomas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.146 | Public IP: 27.5.15.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:21 IST Sun Jun 14 2020 | Duration: 5h:45m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 531398129 | Bytes Rx: 115339122 | IP Addr: 10.149.233.146 | Public IP: 27.5.15.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:21 IST Sun Jun 14 2020 | Duration: 5h:45m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 531398129 | Bytes Rx: 115339122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151076 | Audit Session ID: 0a95072a24e240005ee5c871 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151076 | Audit Session ID: 0a95072a24e240005ee5c871 | Security Group Tag: none | EasyVPN: 0 ||
Username: velmurugan.c | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 157.50.143.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:33 IST Sun Jun 14 2020 | Duration: 5h:39m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 62134038 | Bytes Rx: 35861376 | IP Addr: 10.149.233.198 | Public IP: 157.50.143.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:33 IST Sun Jun 14 2020 | Duration: 5h:39m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 62134038 | Bytes Rx: 35861376 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151081 | Audit Session ID: 0a95072a24e290005ee5c9e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151081 | Audit Session ID: 0a95072a24e290005ee5c9e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nikivaid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.199 | Public IP: 122.169.15.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:35:08 IST Sun Jun 14 2020 | Duration: 5h:29m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 89637030 | Bytes Rx: 36677192 | IP Addr: 10.149.233.199 | Public IP: 122.169.15.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:35:08 IST Sun Jun 14 2020 | Duration: 5h:29m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 89637030 | Bytes Rx: 36677192 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151084 | Audit Session ID: 0a95072a24e2c0005ee5cc24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151084 | Audit Session ID: 0a95072a24e2c0005ee5cc24 | Security Group Tag: none | EasyVPN: 0 ||
Username: aduraiar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 157.50.101.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:48 IST Sun Jun 14 2020 | Duration: 4h:54m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 64786714 | Bytes Rx: 49413689 | IP Addr: 10.149.233.213 | Public IP: 157.50.101.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:48 IST Sun Jun 14 2020 | Duration: 4h:54m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 64786714 | Bytes Rx: 49413689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151118 | Audit Session ID: 0a95072a24e4e0005ee5d444 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151118 | Audit Session ID: 0a95072a24e4e0005ee5d444 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunShel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.182 | Public IP: 157.33.184.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:39 IST Sun Jun 14 2020 | Duration: 4h:52m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 960029389 | Bytes Rx: 145176721 | IP Addr: 10.149.233.182 | Public IP: 157.33.184.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:39 IST Sun Jun 14 2020 | Duration: 4h:52m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 960029389 | Bytes Rx: 145176721 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151123 | Audit Session ID: 0a95072a24e530005ee5d4b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151123 | Audit Session ID: 0a95072a24e530005ee5d4b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: svemu | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.196 | Public IP: 183.83.139.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:42:23 IST Sun Jun 14 2020 | Duration: 4h:22m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1180435258 | Bytes Rx: 52689548 | IP Addr: 10.149.233.196 | Public IP: 183.83.139.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:42:23 IST Sun Jun 14 2020 | Duration: 4h:22m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1180435258 | Bytes Rx: 52689548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151129 | Audit Session ID: 0a95072a24e590005ee5dbe7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151129 | Audit Session ID: 0a95072a24e590005ee5dbe7 | Security Group Tag: none | EasyVPN: 0 ||
Username: cteliran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.193 | Public IP: 49.32.42.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:46:36 IST Sun Jun 14 2020 | Duration: 4h:18m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 185843201 | Bytes Rx: 658074826 | IP Addr: 10.149.233.193 | Public IP: 49.32.42.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:46:36 IST Sun Jun 14 2020 | Duration: 4h:18m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 185843201 | Bytes Rx: 658074826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151132 | Audit Session ID: 0a95072a24e5c0005ee5dce4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151132 | Audit Session ID: 0a95072a24e5c0005ee5dce4 | Security Group Tag: none | EasyVPN: 0 ||
Username: AkshaTal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.209 | Public IP: 106.193.227.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:43 IST Sun Jun 14 2020 | Duration: 4h:09m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 858660998 | Bytes Rx: 121728291 | IP Addr: 10.149.233.209 | Public IP: 106.193.227.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:43 IST Sun Jun 14 2020 | Duration: 4h:09m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 858660998 | Bytes Rx: 121728291 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151138 | Audit Session ID: 0a95072a24e620005ee5decb | Security Group Tag: none | EasyVPN: 0 |Session ID: 151138 | Audit Session ID: 0a95072a24e620005ee5decb | Security Group Tag: none | EasyVPN: 0 ||
Username: vaishdev | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC2 | IP Addr: 10.149.248.98 | Public IP: 157.46.19.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:07 IST Sun Jun 14 2020 | Duration: 4h:08m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 136578094 | Bytes Rx: 56517251 | IP Addr: 10.149.248.98 | Public IP: 157.46.19.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:07 IST Sun Jun 14 2020 | Duration: 4h:08m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 136578094 | Bytes Rx: 56517251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151139 | Audit Session ID: 0a95072a24e630005ee5df1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151139 | Audit Session ID: 0a95072a24e630005ee5df1f | Security Group Tag: none | EasyVPN: 0 ||
Username: dhnaraya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 157.50.136.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:59:02 IST Sun Jun 14 2020 | Duration: 4h:05m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 273315931 | Bytes Rx: 99459917 | IP Addr: 10.149.233.215 | Public IP: 157.50.136.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:59:02 IST Sun Jun 14 2020 | Duration: 4h:05m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 273315931 | Bytes Rx: 99459917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151141 | Audit Session ID: 0a95072a24e650005ee5dfce | Security Group Tag: none | EasyVPN: 0 |Session ID: 151141 | Audit Session ID: 0a95072a24e650005ee5dfce | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.219 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:08 IST Sun Jun 14 2020 | Duration: 4h:04m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 313542586 | Bytes Rx: 62870344 | IP Addr: 10.149.233.219 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:08 IST Sun Jun 14 2020 | Duration: 4h:04m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 313542586 | Bytes Rx: 62870344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151146 | Audit Session ID: 0a95072a24e6a0005ee5e010 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151146 | Audit Session ID: 0a95072a24e6a0005ee5e010 | Security Group Tag: none | EasyVPN: 0 ||
Username: nghare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 49.32.6.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:16 IST Sun Jun 14 2020 | Duration: 4h:04m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 62434732 | Bytes Rx: 20331965 | IP Addr: 10.149.233.221 | Public IP: 49.32.6.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:16 IST Sun Jun 14 2020 | Duration: 4h:04m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 62434732 | Bytes Rx: 20331965 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151148 | Audit Session ID: 0a95072a24e6c0005ee5e018 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151148 | Audit Session ID: 0a95072a24e6c0005ee5e018 | Security Group Tag: none | EasyVPN: 0 ||
Username: ebinjohn | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.222 | Public IP: 106.208.73.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:18 IST Sun Jun 14 2020 | Duration: 4h:04m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 273223234 | Bytes Rx: 93027530 | IP Addr: 10.149.233.222 | Public IP: 106.208.73.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:18 IST Sun Jun 14 2020 | Duration: 4h:04m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 273223234 | Bytes Rx: 93027530 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151149 | Audit Session ID: 0a95072a24e6d0005ee5e01a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151149 | Audit Session ID: 0a95072a24e6d0005ee5e01a | Security Group Tag: none | EasyVPN: 0 ||
Username: Spuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:12:35 IST Sun Jun 14 2020 | Duration: 3h:52m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2514351567 | Bytes Rx: 189846834 | IP Addr: 10.149.233.71 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:12:35 IST Sun Jun 14 2020 | Duration: 3h:52m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2514351567 | Bytes Rx: 189846834 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151152 | Audit Session ID: 0a95072a24e700005ee5e2fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 151152 | Audit Session ID: 0a95072a24e700005ee5e2fb | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.156 | Public IP: 157.44.230.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:47 IST Sun Jun 14 2020 | Duration: 3h:49m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 418689338 | Bytes Rx: 72710591 | IP Addr: 10.149.233.156 | Public IP: 157.44.230.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:47 IST Sun Jun 14 2020 | Duration: 3h:49m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 418689338 | Bytes Rx: 72710591 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151155 | Audit Session ID: 0a95072a24e730005ee5e37f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151155 | Audit Session ID: 0a95072a24e730005ee5e37f | Security Group Tag: none | EasyVPN: 0 ||
Username: hemdutta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.157 | Public IP: 106.200.150.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:02 IST Sun Jun 14 2020 | Duration: 3h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 181499128 | Bytes Rx: 123752849 | IP Addr: 10.149.233.157 | Public IP: 106.200.150.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:02 IST Sun Jun 14 2020 | Duration: 3h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 181499128 | Bytes Rx: 123752849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151156 | Audit Session ID: 0a95072a24e740005ee5e3ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 151156 | Audit Session ID: 0a95072a24e740005ee5e3ca | Security Group Tag: none | EasyVPN: 0 ||
Username: Kragotha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 157.50.66.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:17:04 IST Sun Jun 14 2020 | Duration: 3h:47m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 238905710 | Bytes Rx: 118920292 | IP Addr: 10.149.233.214 | Public IP: 157.50.66.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:17:04 IST Sun Jun 14 2020 | Duration: 3h:47m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 238905710 | Bytes Rx: 118920292 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151158 | Audit Session ID: 0a95072a24e760005ee5e408 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151158 | Audit Session ID: 0a95072a24e760005ee5e408 | Security Group Tag: none | EasyVPN: 0 ||
