sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: divykaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.144 | Public IP: 171.61.236.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:55 IST Mon Jun 8 2020 | Duration: 1d 1h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 977115056 | Bytes Rx: 1002127857 | IP Addr: 10.149.233.144 | Public IP: 171.61.236.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:55 IST Mon Jun 8 2020 | Duration: 1d 1h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 977115056 | Bytes Rx: 1002127857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139344 | Audit Session ID: 0a95072a220500005eddd3db | Security Group Tag: none | EasyVPN: 0 |Session ID: 139344 | Audit Session ID: 0a95072a220500005eddd3db | Security Group Tag: none | EasyVPN: 0 ||
Username: ksangle | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.102 | Public IP: 49.35.5.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:55 IST Tue Jun 9 2020 | Duration: 2h:46m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 1257467605 | Bytes Rx: 84425103 | IP Addr: 10.149.233.102 | Public IP: 49.35.5.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:55 IST Tue Jun 9 2020 | Duration: 2h:46m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 1257467605 | Bytes Rx: 84425103 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141344 | Audit Session ID: 0a95072a228200005edf0c83 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141344 | Audit Session ID: 0a95072a228200005edf0c83 | Security Group Tag: none | EasyVPN: 0 ||
Username: renganas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.104 | Public IP: 110.172.187.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:07 IST Tue Jun 9 2020 | Duration: 2h:46m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 181357165 | Bytes Rx: 20941280 | IP Addr: 10.149.233.104 | Public IP: 110.172.187.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:07 IST Tue Jun 9 2020 | Duration: 2h:46m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 181357165 | Bytes Rx: 20941280 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141346 | Audit Session ID: 0a95072a228220005edf0c8f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141346 | Audit Session ID: 0a95072a228220005edf0c8f | Security Group Tag: none | EasyVPN: 0 ||
Username: chetrana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.105 | Public IP: 103.77.2.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:07 IST Tue Jun 9 2020 | Duration: 2h:46m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 162139423 | Bytes Rx: 66412399 | IP Addr: 10.149.233.105 | Public IP: 103.77.2.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:07 IST Tue Jun 9 2020 | Duration: 2h:46m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 162139423 | Bytes Rx: 66412399 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141347 | Audit Session ID: 0a95072a228230005edf0c8f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141347 | Audit Session ID: 0a95072a228230005edf0c8f | Security Group Tag: none | EasyVPN: 0 ||
Username: bparthas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.107 | Public IP: 49.37.204.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:50 IST Tue Jun 9 2020 | Duration: 2h:45m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 99001646 | Bytes Rx: 14164795 | IP Addr: 10.149.233.107 | Public IP: 49.37.204.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:50 IST Tue Jun 9 2020 | Duration: 2h:45m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 99001646 | Bytes Rx: 14164795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141349 | Audit Session ID: 0a95072a228250005edf0cba | Security Group Tag: none | EasyVPN: 0 |Session ID: 141349 | Audit Session ID: 0a95072a228250005edf0cba | Security Group Tag: none | EasyVPN: 0 ||
Username: ralreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.106 | Public IP: 157.44.163.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:55 IST Tue Jun 9 2020 | Duration: 2h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 681863723 | Bytes Rx: 69155131 | IP Addr: 10.149.233.106 | Public IP: 157.44.163.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:55 IST Tue Jun 9 2020 | Duration: 2h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 681863723 | Bytes Rx: 69155131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141350 | Audit Session ID: 0a95072a228260005edf0cbf | Security Group Tag: none | EasyVPN: 0 |Session ID: 141350 | Audit Session ID: 0a95072a228260005edf0cbf | Security Group Tag: none | EasyVPN: 0 ||
Username: vrajaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.109 | Public IP: 117.213.78.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:09 IST Tue Jun 9 2020 | Duration: 2h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 88447945 | Bytes Rx: 27335376 | IP Addr: 10.149.233.109 | Public IP: 117.213.78.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:09 IST Tue Jun 9 2020 | Duration: 2h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 88447945 | Bytes Rx: 27335376 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141352 | Audit Session ID: 0a95072a228280005edf0ccd | Security Group Tag: none | EasyVPN: 0 |Session ID: 141352 | Audit Session ID: 0a95072a228280005edf0ccd | Security Group Tag: none | EasyVPN: 0 ||
Username: Aprasoon | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.110 | Public IP: 103.121.153.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:11 IST Tue Jun 9 2020 | Duration: 2h:45m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 168000119 | Bytes Rx: 45903056 | IP Addr: 10.149.233.110 | Public IP: 103.121.153.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:11 IST Tue Jun 9 2020 | Duration: 2h:45m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 168000119 | Bytes Rx: 45903056 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141353 | Audit Session ID: 0a95072a228290005edf0ccf | Security Group Tag: none | EasyVPN: 0 |Session ID: 141353 | Audit Session ID: 0a95072a228290005edf0ccf | Security Group Tag: none | EasyVPN: 0 ||
Username: pkarve | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.111 | Public IP: 27.106.96.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:23 IST Tue Jun 9 2020 | Duration: 2h:45m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 385307383 | Bytes Rx: 22300340 | IP Addr: 10.149.233.111 | Public IP: 27.106.96.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:23 IST Tue Jun 9 2020 | Duration: 2h:45m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 385307383 | Bytes Rx: 22300340 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141354 | Audit Session ID: 0a95072a2282a0005edf0cdb | Security Group Tag: none | EasyVPN: 0 |Session ID: 141354 | Audit Session ID: 0a95072a2282a0005edf0cdb | Security Group Tag: none | EasyVPN: 0 ||
Username: ysivakum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.112 | Public IP: 49.207.131.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:57 IST Tue Jun 9 2020 | Duration: 2h:40m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 118942354 | Bytes Rx: 146392937 | IP Addr: 10.149.233.112 | Public IP: 49.207.131.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:57 IST Tue Jun 9 2020 | Duration: 2h:40m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 118942354 | Bytes Rx: 146392937 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141356 | Audit Session ID: 0a95072a2282c0005edf0ded | Security Group Tag: none | EasyVPN: 0 |Session ID: 141356 | Audit Session ID: 0a95072a2282c0005edf0ded | Security Group Tag: none | EasyVPN: 0 ||
Username: amahaboo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.114 | Public IP: 27.5.184.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:50 IST Tue Jun 9 2020 | Duration: 2h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 62337920 | Bytes Rx: 46250703 | IP Addr: 10.149.233.114 | Public IP: 27.5.184.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:50 IST Tue Jun 9 2020 | Duration: 2h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 62337920 | Bytes Rx: 46250703 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141358 | Audit Session ID: 0a95072a2282e0005edf0e22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141358 | Audit Session ID: 0a95072a2282e0005edf0e22 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramesh.nagvekar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.116 | Public IP: 116.74.233.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:25 IST Tue Jun 9 2020 | Duration: 2h:38m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 54516871 | Bytes Rx: 57063176 | IP Addr: 10.149.233.116 | Public IP: 116.74.233.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:25 IST Tue Jun 9 2020 | Duration: 2h:38m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 54516871 | Bytes Rx: 57063176 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141360 | Audit Session ID: 0a95072a228300005edf0e45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141360 | Audit Session ID: 0a95072a228300005edf0e45 | Security Group Tag: none | EasyVPN: 0 ||
Username: drajades | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.118 | Public IP: 157.50.225.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:37 IST Tue Jun 9 2020 | Duration: 2h:38m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 138445011 | Bytes Rx: 26488612 | IP Addr: 10.149.233.118 | Public IP: 157.50.225.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:37 IST Tue Jun 9 2020 | Duration: 2h:38m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 138445011 | Bytes Rx: 26488612 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141362 | Audit Session ID: 0a95072a228320005edf0e51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141362 | Audit Session ID: 0a95072a228320005edf0e51 | Security Group Tag: none | EasyVPN: 0 ||
Username: rabnkhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.252 | Public IP: 27.62.57.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:47 IST Tue Jun 9 2020 | Duration: 2h:38m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 134509491 | Bytes Rx: 31557343 | IP Addr: 10.149.232.252 | Public IP: 27.62.57.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:47 IST Tue Jun 9 2020 | Duration: 2h:38m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 134509491 | Bytes Rx: 31557343 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141363 | Audit Session ID: 0a95072a228330005edf0e5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141363 | Audit Session ID: 0a95072a228330005edf0e5b | Security Group Tag: none | EasyVPN: 0 ||
Username: absamuel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.2 | Public IP: 171.60.226.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:51 IST Tue Jun 9 2020 | Duration: 2h:38m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 147826812 | Bytes Rx: 35221627 | IP Addr: 10.149.233.2 | Public IP: 171.60.226.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:51 IST Tue Jun 9 2020 | Duration: 2h:38m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 147826812 | Bytes Rx: 35221627 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141364 | Audit Session ID: 0a95072a228340005edf0e5f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141364 | Audit Session ID: 0a95072a228340005edf0e5f | Security Group Tag: none | EasyVPN: 0 ||
Username: harish.ps | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.65 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:59 IST Tue Jun 9 2020 | Duration: 2h:38m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 381669156 | Bytes Rx: 74348964 | IP Addr: 10.149.233.65 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:59 IST Tue Jun 9 2020 | Duration: 2h:38m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 381669156 | Bytes Rx: 74348964 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141366 | Audit Session ID: 0a95072a228360005edf0e67 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141366 | Audit Session ID: 0a95072a228360005edf0e67 | Security Group Tag: none | EasyVPN: 0 ||
Username: BENNYCAR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.120 | Public IP: 49.207.140.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:09 IST Tue Jun 9 2020 | Duration: 2h:38m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 124234933 | Bytes Rx: 94208832 | IP Addr: 10.149.233.120 | Public IP: 49.207.140.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:09 IST Tue Jun 9 2020 | Duration: 2h:38m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 124234933 | Bytes Rx: 94208832 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141368 | Audit Session ID: 0a95072a228380005edf0e71 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141368 | Audit Session ID: 0a95072a228380005edf0e71 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmuthukr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.121 | Public IP: 171.76.48.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:16 IST Tue Jun 9 2020 | Duration: 2h:38m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 484528382 | Bytes Rx: 77544838 | IP Addr: 10.149.233.121 | Public IP: 171.76.48.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:16 IST Tue Jun 9 2020 | Duration: 2h:38m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 484528382 | Bytes Rx: 77544838 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141369 | Audit Session ID: 0a95072a228390005edf0e78 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141369 | Audit Session ID: 0a95072a228390005edf0e78 | Security Group Tag: none | EasyVPN: 0 ||
Username: sbandaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.123 | Public IP: 103.132.244.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:52 IST Tue Jun 9 2020 | Duration: 2h:37m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 212230536 | Bytes Rx: 34648747 | IP Addr: 10.149.233.123 | Public IP: 103.132.244.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:52 IST Tue Jun 9 2020 | Duration: 2h:37m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 212230536 | Bytes Rx: 34648747 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141373 | Audit Session ID: 0a95072a2283d0005edf0e9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 141373 | Audit Session ID: 0a95072a2283d0005edf0e9c | Security Group Tag: none | EasyVPN: 0 ||
Username: upaul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.58 | Public IP: 106.210.242.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:07 IST Tue Jun 9 2020 | Duration: 2h:37m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 4147662823 | Bytes Rx: 242021169 | IP Addr: 10.149.233.58 | Public IP: 106.210.242.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:07 IST Tue Jun 9 2020 | Duration: 2h:37m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 4147662823 | Bytes Rx: 242021169 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141375 | Audit Session ID: 0a95072a2283f0005edf0eab | Security Group Tag: none | EasyVPN: 0 |Session ID: 141375 | Audit Session ID: 0a95072a2283f0005edf0eab | Security Group Tag: none | EasyVPN: 0 ||
Username: tbhople | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.124 | Public IP: 103.110.253.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:27 IST Tue Jun 9 2020 | Duration: 2h:36m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 157057382 | Bytes Rx: 22509903 | IP Addr: 10.149.233.124 | Public IP: 103.110.253.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:27 IST Tue Jun 9 2020 | Duration: 2h:36m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 157057382 | Bytes Rx: 22509903 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141377 | Audit Session ID: 0a95072a228410005edf0ebf | Security Group Tag: none | EasyVPN: 0 |Session ID: 141377 | Audit Session ID: 0a95072a228410005edf0ebf | Security Group Tag: none | EasyVPN: 0 ||
