sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 106.203.25.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 14h:47m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 8796581071 | Bytes Rx: 435891156 | IP Addr: 10.149.233.202 | Public IP: 106.203.25.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 14h:47m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 8796581071 | Bytes Rx: 435891156 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 ||
Username: sdandapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.10 | Public IP: 122.172.223.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:38 IST Thu Jun 11 2020 | Duration: 1h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 428063351 | Bytes Rx: 23360621 | IP Addr: 10.149.233.10 | Public IP: 122.172.223.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:38 IST Thu Jun 11 2020 | Duration: 1h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 428063351 | Bytes Rx: 23360621 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145736 | Audit Session ID: 0a95072a239480005ee1aa0e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145736 | Audit Session ID: 0a95072a239480005ee1aa0e | Security Group Tag: none | EasyVPN: 0 ||
Username: s.hariharan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.73 | Public IP: 49.37.200.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:42 IST Thu Jun 11 2020 | Duration: 1h:38m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 726452918 | Bytes Rx: 258317860 | IP Addr: 10.149.233.73 | Public IP: 49.37.200.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:42 IST Thu Jun 11 2020 | Duration: 1h:38m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 726452918 | Bytes Rx: 258317860 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145739 | Audit Session ID: 0a95072a2394b0005ee1aa4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145739 | Audit Session ID: 0a95072a2394b0005ee1aa4e | Security Group Tag: none | EasyVPN: 0 ||
Username: MThangap | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.74 | Public IP: 157.46.57.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:01 IST Thu Jun 11 2020 | Duration: 1h:38m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 60913060 | Bytes Rx: 37359308 | IP Addr: 10.149.233.74 | Public IP: 157.46.57.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:01 IST Thu Jun 11 2020 | Duration: 1h:38m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 60913060 | Bytes Rx: 37359308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145740 | Audit Session ID: 0a95072a2394c0005ee1aa61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145740 | Audit Session ID: 0a95072a2394c0005ee1aa61 | Security Group Tag: none | EasyVPN: 0 ||
Username: k.mariappan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.75 | Public IP: 27.62.106.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:10 IST Thu Jun 11 2020 | Duration: 1h:38m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 134722214 | Bytes Rx: 31298373 | IP Addr: 10.149.233.75 | Public IP: 27.62.106.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:10 IST Thu Jun 11 2020 | Duration: 1h:38m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 134722214 | Bytes Rx: 31298373 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145741 | Audit Session ID: 0a95072a2394d0005ee1aa6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 145741 | Audit Session ID: 0a95072a2394d0005ee1aa6a | Security Group Tag: none | EasyVPN: 0 ||
Username: vpesari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.77 | Public IP: 183.83.131.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:24 IST Thu Jun 11 2020 | Duration: 1h:37m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 75223948 | Bytes Rx: 1134789419 | IP Addr: 10.149.233.77 | Public IP: 183.83.131.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:24 IST Thu Jun 11 2020 | Duration: 1h:37m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 75223948 | Bytes Rx: 1134789419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145743 | Audit Session ID: 0a95072a2394f0005ee1aa78 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145743 | Audit Session ID: 0a95072a2394f0005ee1aa78 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgokul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.79 | Public IP: 27.57.53.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:32 IST Thu Jun 11 2020 | Duration: 1h:36m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 16587575 | Bytes Rx: 5290461 | IP Addr: 10.149.233.79 | Public IP: 27.57.53.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:32 IST Thu Jun 11 2020 | Duration: 1h:36m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 16587575 | Bytes Rx: 5290461 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145745 | Audit Session ID: 0a95072a239510005ee1aabc | Security Group Tag: none | EasyVPN: 0 |Session ID: 145745 | Audit Session ID: 0a95072a239510005ee1aabc | Security Group Tag: none | EasyVPN: 0 ||
Username: kapil.gadgil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.80 | Public IP: 117.215.29.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:38 IST Thu Jun 11 2020 | Duration: 1h:36m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 246647224 | Bytes Rx: 394343464 | IP Addr: 10.149.233.80 | Public IP: 117.215.29.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:38 IST Thu Jun 11 2020 | Duration: 1h:36m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 246647224 | Bytes Rx: 394343464 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145747 | Audit Session ID: 0a95072a239530005ee1aac2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145747 | Audit Session ID: 0a95072a239530005ee1aac2 | Security Group Tag: none | EasyVPN: 0 ||
Username: kasriniv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.81 | Public IP: 117.196.48.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:43 IST Thu Jun 11 2020 | Duration: 1h:36m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 164270951 | Bytes Rx: 22060601 | IP Addr: 10.149.233.81 | Public IP: 117.196.48.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:43 IST Thu Jun 11 2020 | Duration: 1h:36m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 164270951 | Bytes Rx: 22060601 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145748 | Audit Session ID: 0a95072a239540005ee1aac7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145748 | Audit Session ID: 0a95072a239540005ee1aac7 | Security Group Tag: none | EasyVPN: 0 ||
Username: anand.vr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.218 | Public IP: 137.97.150.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:03 IST Thu Jun 11 2020 | Duration: 1h:36m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 221466271 | Bytes Rx: 47486145 | IP Addr: 10.149.232.218 | Public IP: 137.97.150.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:03 IST Thu Jun 11 2020 | Duration: 1h:36m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 221466271 | Bytes Rx: 47486145 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145751 | Audit Session ID: 0a95072a239570005ee1aadb | Security Group Tag: none | EasyVPN: 0 |Session ID: 145751 | Audit Session ID: 0a95072a239570005ee1aadb | Security Group Tag: none | EasyVPN: 0 ||
Username: kshitizs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.59 | Public IP: 1.186.107.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:07 IST Thu Jun 11 2020 | Duration: 1h:36m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 42587426 | Bytes Rx: 110938491 | IP Addr: 10.149.233.59 | Public IP: 1.186.107.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:07 IST Thu Jun 11 2020 | Duration: 1h:36m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 42587426 | Bytes Rx: 110938491 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145752 | Audit Session ID: 0a95072a239580005ee1aadf | Security Group Tag: none | EasyVPN: 0 |Session ID: 145752 | Audit Session ID: 0a95072a239580005ee1aadf | Security Group Tag: none | EasyVPN: 0 ||
Username: PasuGane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.65 | Public IP: 49.205.77.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:11 IST Thu Jun 11 2020 | Duration: 1h:36m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 125582005 | Bytes Rx: 54024877 | IP Addr: 10.149.233.65 | Public IP: 49.205.77.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:11 IST Thu Jun 11 2020 | Duration: 1h:36m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 125582005 | Bytes Rx: 54024877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145753 | Audit Session ID: 0a95072a239590005ee1aae3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145753 | Audit Session ID: 0a95072a239590005ee1aae3 | Security Group Tag: none | EasyVPN: 0 ||
Username: dinesdin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.84 | Public IP: 157.51.235.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:21 IST Thu Jun 11 2020 | Duration: 1h:36m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 153755691 | Bytes Rx: 20651462 | IP Addr: 10.149.233.84 | Public IP: 157.51.235.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:21 IST Thu Jun 11 2020 | Duration: 1h:36m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 153755691 | Bytes Rx: 20651462 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145754 | Audit Session ID: 0a95072a2395a0005ee1aaed | Security Group Tag: none | EasyVPN: 0 |Session ID: 145754 | Audit Session ID: 0a95072a2395a0005ee1aaed | Security Group Tag: none | EasyVPN: 0 ||
Username: karthikeyan.l | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.85 | Public IP: 157.51.85.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:47 IST Thu Jun 11 2020 | Duration: 1h:35m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 637160773 | Bytes Rx: 56469197 | IP Addr: 10.149.233.85 | Public IP: 157.51.85.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:47 IST Thu Jun 11 2020 | Duration: 1h:35m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 637160773 | Bytes Rx: 56469197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145755 | Audit Session ID: 0a95072a2395b0005ee1ab07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145755 | Audit Session ID: 0a95072a2395b0005ee1ab07 | Security Group Tag: none | EasyVPN: 0 ||
Username: aravinth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.86 | Public IP: 42.111.128.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:49 IST Thu Jun 11 2020 | Duration: 1h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 424154462 | Bytes Rx: 273375785 | IP Addr: 10.149.233.86 | Public IP: 42.111.128.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:49 IST Thu Jun 11 2020 | Duration: 1h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 424154462 | Bytes Rx: 273375785 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145756 | Audit Session ID: 0a95072a2395c0005ee1ab09 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145756 | Audit Session ID: 0a95072a2395c0005ee1ab09 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsekhar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.87 | Public IP: 49.206.124.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:07 IST Thu Jun 11 2020 | Duration: 1h:35m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 96805023 | Bytes Rx: 67550250 | IP Addr: 10.149.233.87 | Public IP: 49.206.124.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:07 IST Thu Jun 11 2020 | Duration: 1h:35m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 96805023 | Bytes Rx: 67550250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145757 | Audit Session ID: 0a95072a2395d0005ee1ab1b | Security Group Tag: none | EasyVPN: 0 |Session ID: 145757 | Audit Session ID: 0a95072a2395d0005ee1ab1b | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.munjal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.88 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:13 IST Thu Jun 11 2020 | Duration: 1h:35m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 39219039 | Bytes Rx: 8243205 | IP Addr: 10.149.233.88 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:13 IST Thu Jun 11 2020 | Duration: 1h:35m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 39219039 | Bytes Rx: 8243205 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145758 | Audit Session ID: 0a95072a2395e0005ee1ab21 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145758 | Audit Session ID: 0a95072a2395e0005ee1ab21 | Security Group Tag: none | EasyVPN: 0 ||
Username: lsingara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.221 | Public IP: 183.83.152.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:26 IST Thu Jun 11 2020 | Duration: 1h:34m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 101797814 | Bytes Rx: 18051446 | IP Addr: 10.149.232.221 | Public IP: 183.83.152.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:26 IST Thu Jun 11 2020 | Duration: 1h:34m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 101797814 | Bytes Rx: 18051446 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145759 | Audit Session ID: 0a95072a2395f0005ee1ab2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145759 | Audit Session ID: 0a95072a2395f0005ee1ab2e | Security Group Tag: none | EasyVPN: 0 ||
Username: pthambir | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.216 | Public IP: 106.208.25.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:02 IST Thu Jun 11 2020 | Duration: 1h:34m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 587119924 | Bytes Rx: 96652362 | IP Addr: 10.149.232.216 | Public IP: 106.208.25.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:02 IST Thu Jun 11 2020 | Duration: 1h:34m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 587119924 | Bytes Rx: 96652362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145761 | Audit Session ID: 0a95072a239610005ee1ab52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145761 | Audit Session ID: 0a95072a239610005ee1ab52 | Security Group Tag: none | EasyVPN: 0 ||
Username: hatrived | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.89 | Public IP: 183.87.108.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:36 IST Thu Jun 11 2020 | Duration: 1h:29m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 9208592 | Bytes Rx: 2974251 | IP Addr: 10.149.233.89 | Public IP: 183.87.108.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:36 IST Thu Jun 11 2020 | Duration: 1h:29m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 9208592 | Bytes Rx: 2974251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145762 | Audit Session ID: 0a95072a239620005ee1ac64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145762 | Audit Session ID: 0a95072a239620005ee1ac64 | Security Group Tag: none | EasyVPN: 0 ||
