sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: JGosavi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC13 | IP Addr: 10.150.245.22 | Public IP: 106.193.107.177 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:03:24 IST Sun Jun 7 2020 | Duration: 7h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1827081740 | Bytes Rx: 360136124 | IP Addr: 10.150.245.22 | Public IP: 106.193.107.177 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:03:24 IST Sun Jun 7 2020 | Duration: 7h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1827081740 | Bytes Rx: 360136124 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290949 | Audit Session ID: 0a96cf69470850005edc6004 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290949 | Audit Session ID: 0a96cf69470850005edc6004 | Security Group Tag: none | EasyVPN: 0 ||
Username: SHadole | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.245 | Public IP: 157.47.23.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:57 IST Sun Jun 7 2020 | Duration: 4h:05m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 102881063 | Bytes Rx: 47317402 | IP Addr: 10.150.237.245 | Public IP: 157.47.23.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:57 IST Sun Jun 7 2020 | Duration: 4h:05m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 102881063 | Bytes Rx: 47317402 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291341 | Audit Session ID: 0a96cf694720d0005edc9685 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291341 | Audit Session ID: 0a96cf694720d0005edc9685 | Security Group Tag: none | EasyVPN: 0 ||
Username: Anikbelo | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.19 | Public IP: 103.110.253.161 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:56:08 IST Sun Jun 7 2020 | Duration: 4h:04m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1722746577 | Bytes Rx: 118882504 | IP Addr: 10.150.236.19 | Public IP: 103.110.253.161 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:56:08 IST Sun Jun 7 2020 | Duration: 4h:04m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1722746577 | Bytes Rx: 118882504 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291342 | Audit Session ID: 0a96cf694720e0005edc9690 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291342 | Audit Session ID: 0a96cf694720e0005edc9690 | Security Group Tag: none | EasyVPN: 0 ||
Username: PriyaGaw | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.2 | Public IP: 49.32.18.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:08:52 IST Sun Jun 7 2020 | Duration: 3h:52m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 129972300 | Bytes Rx: 87451950 | IP Addr: 10.150.236.2 | Public IP: 49.32.18.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:08:52 IST Sun Jun 7 2020 | Duration: 3h:52m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 129972300 | Bytes Rx: 87451950 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291369 | Audit Session ID: 0a96cf69472290005edc998c | Security Group Tag: none | EasyVPN: 0 |Session ID: 291369 | Audit Session ID: 0a96cf69472290005edc998c | Security Group Tag: none | EasyVPN: 0 ||
Username: SachWagh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.29 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:31 IST Sun Jun 7 2020 | Duration: 3h:49m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 581739284 | Bytes Rx: 136912836 | IP Addr: 10.150.236.29 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:31 IST Sun Jun 7 2020 | Duration: 3h:49m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 581739284 | Bytes Rx: 136912836 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291375 | Audit Session ID: 0a96cf694722f0005edc9a2b | Security Group Tag: none | EasyVPN: 0 |Session ID: 291375 | Audit Session ID: 0a96cf694722f0005edc9a2b | Security Group Tag: none | EasyVPN: 0 ||
Username: PrYelmar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.15 | Public IP: 106.220.139.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:12:27 IST Sun Jun 7 2020 | Duration: 3h:48m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 535204711 | Bytes Rx: 107333957 | IP Addr: 10.150.236.15 | Public IP: 106.220.139.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:12:27 IST Sun Jun 7 2020 | Duration: 3h:48m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 535204711 | Bytes Rx: 107333957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291377 | Audit Session ID: 0a96cf69472310005edc9a63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291377 | Audit Session ID: 0a96cf69472310005edc9a63 | Security Group Tag: none | EasyVPN: 0 ||
Username: MinaPard | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.30 | Public IP: 157.33.129.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:33 IST Sun Jun 7 2020 | Duration: 3h:46m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 176610147 | Bytes Rx: 59524089 | IP Addr: 10.150.236.30 | Public IP: 157.33.129.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:33 IST Sun Jun 7 2020 | Duration: 3h:46m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 176610147 | Bytes Rx: 59524089 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291380 | Audit Session ID: 0a96cf69472340005edc9ae1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291380 | Audit Session ID: 0a96cf69472340005edc9ae1 | Security Group Tag: none | EasyVPN: 0 ||
Username: JGehlot | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.31 | Public IP: 49.35.37.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:02 IST Sun Jun 7 2020 | Duration: 3h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 460596247 | Bytes Rx: 133885508 | IP Addr: 10.150.236.31 | Public IP: 49.35.37.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:02 IST Sun Jun 7 2020 | Duration: 3h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 460596247 | Bytes Rx: 133885508 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291381 | Audit Session ID: 0a96cf69472350005edc9afe | Security Group Tag: none | EasyVPN: 0 |Session ID: 291381 | Audit Session ID: 0a96cf69472350005edc9afe | Security Group Tag: none | EasyVPN: 0 ||
Username: anildond | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.216 | Public IP: 157.47.26.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:44 IST Sun Jun 7 2020 | Duration: 3h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 228913234 | Bytes Rx: 77308926 | IP Addr: 10.150.237.216 | Public IP: 157.47.26.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:44 IST Sun Jun 7 2020 | Duration: 3h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 228913234 | Bytes Rx: 77308926 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291391 | Audit Session ID: 0a96cf694723f0005edc9c18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291391 | Audit Session ID: 0a96cf694723f0005edc9c18 | Security Group Tag: none | EasyVPN: 0 ||
Username: SYkharat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.223 | Public IP: 49.35.73.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:30:23 IST Sun Jun 7 2020 | Duration: 3h:30m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1757613934 | Bytes Rx: 93405375 | IP Addr: 10.150.237.223 | Public IP: 49.35.73.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:30:23 IST Sun Jun 7 2020 | Duration: 3h:30m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1757613934 | Bytes Rx: 93405375 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291410 | Audit Session ID: 0a96cf69472520005edc9e97 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291410 | Audit Session ID: 0a96cf69472520005edc9e97 | Security Group Tag: none | EasyVPN: 0 ||
Username: artrajes | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.37 | Public IP: 180.151.149.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:30:39 IST Sun Jun 7 2020 | Duration: 3h:30m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 273040505 | Bytes Rx: 86009570 | IP Addr: 10.150.236.37 | Public IP: 180.151.149.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:30:39 IST Sun Jun 7 2020 | Duration: 3h:30m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 273040505 | Bytes Rx: 86009570 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291411 | Audit Session ID: 0a96cf69472530005edc9ea7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291411 | Audit Session ID: 0a96cf69472530005edc9ea7 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrchaud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.40 | Public IP: 103.195.83.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:31:49 IST Sun Jun 7 2020 | Duration: 3h:29m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 76982788 | Bytes Rx: 69648244 | IP Addr: 10.150.236.40 | Public IP: 103.195.83.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:31:49 IST Sun Jun 7 2020 | Duration: 3h:29m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 76982788 | Bytes Rx: 69648244 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291416 | Audit Session ID: 0a96cf69472580005edc9eed | Security Group Tag: none | EasyVPN: 0 |Session ID: 291416 | Audit Session ID: 0a96cf69472580005edc9eed | Security Group Tag: none | EasyVPN: 0 ||
Username: ckhivesa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.43 | Public IP: 59.88.77.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:29 IST Sun Jun 7 2020 | Duration: 3h:28m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 510503540 | Bytes Rx: 89384967 | IP Addr: 10.150.236.43 | Public IP: 59.88.77.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:29 IST Sun Jun 7 2020 | Duration: 3h:28m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 510503540 | Bytes Rx: 89384967 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291417 | Audit Session ID: 0a96cf69472590005edc9f15 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291417 | Audit Session ID: 0a96cf69472590005edc9f15 | Security Group Tag: none | EasyVPN: 0 ||
Username: panjadha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC4 | IP Addr: 10.150.245.251 | Public IP: 103.101.68.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:49 IST Sun Jun 7 2020 | Duration: 3h:28m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 535658540 | Bytes Rx: 281459982 | IP Addr: 10.150.245.251 | Public IP: 103.101.68.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:49 IST Sun Jun 7 2020 | Duration: 3h:28m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 535658540 | Bytes Rx: 281459982 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291422 | Audit Session ID: 0a96cf694725e0005edc9f29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291422 | Audit Session ID: 0a96cf694725e0005edc9f29 | Security Group Tag: none | EasyVPN: 0 ||
Username: KirankB | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.45 | Public IP: 103.110.242.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:20 IST Sun Jun 7 2020 | Duration: 3h:27m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1691587886 | Bytes Rx: 101423049 | IP Addr: 10.150.236.45 | Public IP: 103.110.242.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:20 IST Sun Jun 7 2020 | Duration: 3h:27m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1691587886 | Bytes Rx: 101423049 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291424 | Audit Session ID: 0a96cf69472600005edc9f48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291424 | Audit Session ID: 0a96cf69472600005edc9f48 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanirali | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.173 | Public IP: 45.117.50.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:36:44 IST Sun Jun 7 2020 | Duration: 3h:24m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 517001172 | Bytes Rx: 447080734 | IP Addr: 10.150.237.173 | Public IP: 45.117.50.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:36:44 IST Sun Jun 7 2020 | Duration: 3h:24m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 517001172 | Bytes Rx: 447080734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291429 | Audit Session ID: 0a96cf69472650005edca014 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291429 | Audit Session ID: 0a96cf69472650005edca014 | Security Group Tag: none | EasyVPN: 0 ||
Username: majagdal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.210 | Public IP: 49.35.69.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:48:52 IST Sun Jun 7 2020 | Duration: 3h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 542999283 | Bytes Rx: 79629725 | IP Addr: 10.150.237.210 | Public IP: 49.35.69.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:48:52 IST Sun Jun 7 2020 | Duration: 3h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 542999283 | Bytes Rx: 79629725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291444 | Audit Session ID: 0a96cf69472740005edca2ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 291444 | Audit Session ID: 0a96cf69472740005edca2ec | Security Group Tag: none | EasyVPN: 0 ||
Username: TuDawale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.251 | Public IP: 223.178.145.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:49:02 IST Sun Jun 7 2020 | Duration: 3h:11m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 168448001 | Bytes Rx: 60370614 | IP Addr: 10.150.237.251 | Public IP: 223.178.145.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:49:02 IST Sun Jun 7 2020 | Duration: 3h:11m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 168448001 | Bytes Rx: 60370614 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291446 | Audit Session ID: 0a96cf69472760005edca2f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291446 | Audit Session ID: 0a96cf69472760005edca2f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: vijmohit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC11 | IP Addr: 10.150.245.244 | Public IP: 106.193.99.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:06 IST Sun Jun 7 2020 | Duration: 3h:06m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 112869434 | Bytes Rx: 238053654 | IP Addr: 10.150.245.244 | Public IP: 106.193.99.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:06 IST Sun Jun 7 2020 | Duration: 3h:06m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 112869434 | Bytes Rx: 238053654 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291460 | Audit Session ID: 0a96cf69472840005edca426 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291460 | Audit Session ID: 0a96cf69472840005edca426 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraTatte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.38 | Public IP: 157.36.214.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:24 IST Sun Jun 7 2020 | Duration: 3h:06m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 419450249 | Bytes Rx: 79176345 | IP Addr: 10.150.236.38 | Public IP: 157.36.214.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:54:24 IST Sun Jun 7 2020 | Duration: 3h:06m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 419450249 | Bytes Rx: 79176345 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291461 | Audit Session ID: 0a96cf69472850005edca438 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291461 | Audit Session ID: 0a96cf69472850005edca438 | Security Group Tag: none | EasyVPN: 0 ||
Username: LokPatil | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.202 | Public IP: 49.35.223.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:58:41 IST Sun Jun 7 2020 | Duration: 3h:02m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 54114875 | Bytes Rx: 22978462 | IP Addr: 10.150.237.202 | Public IP: 49.35.223.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:58:41 IST Sun Jun 7 2020 | Duration: 3h:02m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 54114875 | Bytes Rx: 22978462 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291469 | Audit Session ID: 0a96cf694728d0005edca539 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291469 | Audit Session ID: 0a96cf694728d0005edca539 | Security Group Tag: none | EasyVPN: 0 ||
