sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 20h:27m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 6010444107 | Bytes Rx: 1901150253 | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 20h:27m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 6010444107 | Bytes Rx: 1901150253 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.198 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:11 UTC Thu May 28 2020 | Duration: 1d 13h:39m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 921165513 | Bytes Rx: 252978957 | IP Addr: 10.145.232.198 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:11 UTC Thu May 28 2020 | Duration: 1d 13h:39m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 921165513 | Bytes Rx: 252978957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77543 | Audit Session ID: 0a91072812ee70005ecfd6e7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77543 | Audit Session ID: 0a91072812ee70005ecfd6e7 | Security Group Tag: none | EasyVPN: 0 ||
Username: srmariva | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.139 | Public IP: 45.123.25.42 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:46:04 UTC Thu May 28 2020 | Duration: 1d 12h:14m:14s | Inactivity:  1d 11h:33m:12s | Bytes Tx: 77261832 | Bytes Rx: 75960758 | IP Addr: 10.145.232.139 | Public IP: 45.123.25.42 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:46:04 UTC Thu May 28 2020 | Duration: 1d 12h:14m:14s | Inactivity:  1d 11h:33m:12s | Bytes Tx: 77261832 | Bytes Rx: 75960758 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77563 | Audit Session ID: 0a91072812efb0005ecfeacc | Security Group Tag: none | EasyVPN: 0 |Session ID: 77563 | Audit Session ID: 0a91072812efb0005ecfeacc | Security Group Tag: none | EasyVPN: 0 ||
Username: lwalgate | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.216 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:22:38 UTC Thu May 28 2020 | Duration: 1d 7h:37m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 730067986 | Bytes Rx: 297557451 | IP Addr: 10.145.232.216 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:22:38 UTC Thu May 28 2020 | Duration: 1d 7h:37m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 730067986 | Bytes Rx: 297557451 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77588 | Audit Session ID: 0a91072812f140005ed02b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 77588 | Audit Session ID: 0a91072812f140005ed02b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: krahi | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.79 | Public IP: 47.31.109.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:13 UTC Fri May 29 2020 | Duration: 1d 1h:22m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 258642996 | Bytes Rx: 79726015 | IP Addr: 10.145.232.79 | Public IP: 47.31.109.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:13 UTC Fri May 29 2020 | Duration: 1d 1h:22m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 258642996 | Bytes Rx: 79726015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77609 | Audit Session ID: 0a91072812f290005ed083a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77609 | Audit Session ID: 0a91072812f290005ed083a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: hashete | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.248 | Public IP: 103.38.37.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:39:26 UTC Fri May 29 2020 | Duration: 23h:20m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 67310271 | Bytes Rx: 13096490 | IP Addr: 10.145.232.248 | Public IP: 103.38.37.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:39:26 UTC Fri May 29 2020 | Duration: 23h:20m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 67310271 | Bytes Rx: 13096490 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77672 | Audit Session ID: 0a91072812f680005ed0a00e | Security Group Tag: none | EasyVPN: 0 |Session ID: 77672 | Audit Session ID: 0a91072812f680005ed0a00e | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesday | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.208 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:22 UTC Fri May 29 2020 | Duration: 21h:42m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 403185451 | Bytes Rx: 276628602 | IP Addr: 10.145.232.208 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:22 UTC Fri May 29 2020 | Duration: 21h:42m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 403185451 | Bytes Rx: 276628602 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77735 | Audit Session ID: 0a91072812fa70005ed0b702 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77735 | Audit Session ID: 0a91072812fa70005ed0b702 | Security Group Tag: none | EasyVPN: 0 ||
Username: AzharSha | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.42 | Public IP: 157.47.10.36 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:55:39 UTC Fri May 29 2020 | Duration: 21h:04m:39s | Inactivity:  13h:53m:05s | Bytes Tx: 213841309 | Bytes Rx: 101402746 | IP Addr: 10.145.233.42 | Public IP: 157.47.10.36 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:55:39 UTC Fri May 29 2020 | Duration: 21h:04m:39s | Inactivity:  13h:53m:05s | Bytes Tx: 213841309 | Bytes Rx: 101402746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77776 | Audit Session ID: 0a91072812fd00005ed0bffb | Security Group Tag: none | EasyVPN: 0 |Session ID: 77776 | Audit Session ID: 0a91072812fd00005ed0bffb | Security Group Tag: none | EasyVPN: 0 ||
Username: mhakonse | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.45 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:43 UTC Fri May 29 2020 | Duration: 21h:02m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1545180166 | Bytes Rx: 122607384 | IP Addr: 10.145.233.45 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:43 UTC Fri May 29 2020 | Duration: 21h:02m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1545180166 | Bytes Rx: 122607384 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77781 | Audit Session ID: 0a91072812fd50005ed0c077 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77781 | Audit Session ID: 0a91072812fd50005ed0c077 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkashyap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.48 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:21 UTC Fri May 29 2020 | Duration: 20h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 380672257 | Bytes Rx: 152522940 | IP Addr: 10.145.233.48 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:21 UTC Fri May 29 2020 | Duration: 20h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 380672257 | Bytes Rx: 152522940 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77817 | Audit Session ID: 0a91072812ff90005ed0cc19 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77817 | Audit Session ID: 0a91072812ff90005ed0cc19 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdzialow | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.239 | Public IP: 90.248.49.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:12 UTC Fri May 29 2020 | Duration: 13h:14m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 208431183 | Bytes Rx: 149839218 | IP Addr: 10.145.232.239 | Public IP: 90.248.49.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:12 UTC Fri May 29 2020 | Duration: 13h:14m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 208431183 | Bytes Rx: 149839218 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77984 | Audit Session ID: 0a910728130a00005ed12e44 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77984 | Audit Session ID: 0a910728130a00005ed12e44 | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.205 | Public IP: 1.38.53.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:51:09 UTC Sat May 30 2020 | Duration: 3h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 8733973999 | Bytes Rx: 303299064 | IP Addr: 10.145.232.205 | Public IP: 1.38.53.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:51:09 UTC Sat May 30 2020 | Duration: 3h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 8733973999 | Bytes Rx: 303299064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78019 | Audit Session ID: 0a910728130c30005ed1bc0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 78019 | Audit Session ID: 0a910728130c30005ed1bc0d | Security Group Tag: none | EasyVPN: 0 ||
