sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: pawarast | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.116 | Public IP: 42.111.24.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:36:36 UTC Thu Jun 25 2020 | Duration: 4h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 93742931 | Bytes Rx: 47397689 | IP Addr: 10.145.232.116 | Public IP: 42.111.24.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:36:36 UTC Thu Jun 25 2020 | Duration: 4h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 93742931 | Bytes Rx: 47397689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5 | Audit Session ID: 0a910728000050005ef437e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5 | Audit Session ID: 0a910728000050005ef437e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: prmondal | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.81 | Public IP: 47.11.228.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:08 UTC Thu Jun 25 2020 | Duration: 3h:44m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 631394616 | Bytes Rx: 28847395 | IP Addr: 10.145.232.81 | Public IP: 47.11.228.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:08 UTC Thu Jun 25 2020 | Duration: 3h:44m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 631394616 | Bytes Rx: 28847395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47 | Audit Session ID: 0a9107280002f0005ef44830 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47 | Audit Session ID: 0a9107280002f0005ef44830 | Security Group Tag: none | EasyVPN: 0 ||
Username: ahamadac | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.93 | Public IP: 46.208.217.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:53 UTC Thu Jun 25 2020 | Duration: 3h:40m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 523052991 | Bytes Rx: 231360044 | IP Addr: 10.145.232.93 | Public IP: 46.208.217.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:53 UTC Thu Jun 25 2020 | Duration: 3h:40m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 523052991 | Bytes Rx: 231360044 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 51 | Audit Session ID: 0a910728000330005ef44911 | Security Group Tag: none | EasyVPN: 0 |Session ID: 51 | Audit Session ID: 0a910728000330005ef44911 | Security Group Tag: none | EasyVPN: 0 ||
Username: PVaratha | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.132 | Public IP: 42.111.167.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:23 UTC Thu Jun 25 2020 | Duration: 3h:40m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 141069108 | Bytes Rx: 46767761 | IP Addr: 10.145.232.132 | Public IP: 42.111.167.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:23 UTC Thu Jun 25 2020 | Duration: 3h:40m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 141069108 | Bytes Rx: 46767761 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52 | Audit Session ID: 0a910728000340005ef4492f | Security Group Tag: none | EasyVPN: 0 |Session ID: 52 | Audit Session ID: 0a910728000340005ef4492f | Security Group Tag: none | EasyVPN: 0 ||
Username: drini | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.120 | Public IP: 188.211.163.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:59 UTC Thu Jun 25 2020 | Duration: 3h:39m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 320263638 | Bytes Rx: 158738566 | IP Addr: 10.145.248.120 | Public IP: 188.211.163.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:59 UTC Thu Jun 25 2020 | Duration: 3h:39m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 320263638 | Bytes Rx: 158738566 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54 | Audit Session ID: 0a910728000360005ef44953 | Security Group Tag: none | EasyVPN: 0 |Session ID: 54 | Audit Session ID: 0a910728000360005ef44953 | Security Group Tag: none | EasyVPN: 0 ||
Username: pvalk | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.129 | Public IP: 77.171.21.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:03 UTC Thu Jun 25 2020 | Duration: 3h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 86372532 | Bytes Rx: 65454280 | IP Addr: 10.145.232.129 | Public IP: 77.171.21.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:03 UTC Thu Jun 25 2020 | Duration: 3h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 86372532 | Bytes Rx: 65454280 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 56 | Audit Session ID: 0a910728000380005ef44a0b | Security Group Tag: none | EasyVPN: 0 |Session ID: 56 | Audit Session ID: 0a910728000380005ef44a0b | Security Group Tag: none | EasyVPN: 0 ||
Username: JJayaman | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.138 | Public IP: 42.109.140.199 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:56:52 UTC Thu Jun 25 2020 | Duration: 3h:33m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 72571096 | Bytes Rx: 30553623 | IP Addr: 10.145.232.138 | Public IP: 42.109.140.199 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:56:52 UTC Thu Jun 25 2020 | Duration: 3h:33m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 72571096 | Bytes Rx: 30553623 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62 | Audit Session ID: 0a9107280003e0005ef44ab4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62 | Audit Session ID: 0a9107280003e0005ef44ab4 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkuttata | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.121 | Public IP: 86.141.115.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:53 UTC Thu Jun 25 2020 | Duration: 3h:33m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 922052516 | Bytes Rx: 116076496 | IP Addr: 10.145.248.121 | Public IP: 86.141.115.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:53 UTC Thu Jun 25 2020 | Duration: 3h:33m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 922052516 | Bytes Rx: 116076496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63 | Audit Session ID: 0a9107280003f0005ef44ab5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63 | Audit Session ID: 0a9107280003f0005ef44ab5 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rvaldes | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.139 | Public IP: 176.82.102.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:08 UTC Thu Jun 25 2020 | Duration: 3h:33m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 254425198 | Bytes Rx: 40107693 | IP Addr: 10.145.232.139 | Public IP: 176.82.102.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:08 UTC Thu Jun 25 2020 | Duration: 3h:33m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 254425198 | Bytes Rx: 40107693 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 64 | Audit Session ID: 0a910728000400005ef44ac4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 64 | Audit Session ID: 0a910728000400005ef44ac4 | Security Group Tag: none | EasyVPN: 0 ||
Username: ALindsay | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.140 | Public IP: 89.36.69.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:15 UTC Thu Jun 25 2020 | Duration: 3h:33m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 520279549 | Bytes Rx: 43660480 | IP Addr: 10.145.232.140 | Public IP: 89.36.69.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:15 UTC Thu Jun 25 2020 | Duration: 3h:33m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 520279549 | Bytes Rx: 43660480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 65 | Audit Session ID: 0a910728000410005ef44acb | Security Group Tag: none | EasyVPN: 0 |Session ID: 65 | Audit Session ID: 0a910728000410005ef44acb | Security Group Tag: none | EasyVPN: 0 ||
Username: puchandr | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.142 | Public IP: 78.148.142.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:05 UTC Thu Jun 25 2020 | Duration: 3h:30m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 543281199 | Bytes Rx: 120268116 | IP Addr: 10.145.232.142 | Public IP: 78.148.142.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:05 UTC Thu Jun 25 2020 | Duration: 3h:30m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 543281199 | Bytes Rx: 120268116 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 67 | Audit Session ID: 0a910728000430005ef44b75 | Security Group Tag: none | EasyVPN: 0 |Session ID: 67 | Audit Session ID: 0a910728000430005ef44b75 | Security Group Tag: none | EasyVPN: 0 ||
Username: sachiver | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.117 | Public IP: 1.38.44.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:38 UTC Thu Jun 25 2020 | Duration: 3h:28m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 586490031 | Bytes Rx: 47760993 | IP Addr: 10.145.232.117 | Public IP: 1.38.44.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:38 UTC Thu Jun 25 2020 | Duration: 3h:28m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 586490031 | Bytes Rx: 47760993 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69 | Audit Session ID: 0a910728000450005ef44bd2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69 | Audit Session ID: 0a910728000450005ef44bd2 | Security Group Tag: none | EasyVPN: 0 ||
Username: esoremi | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.144 | Public IP: 86.9.13.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:51 UTC Thu Jun 25 2020 | Duration: 3h:27m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 190029755 | Bytes Rx: 220589373 | IP Addr: 10.145.232.144 | Public IP: 86.9.13.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:51 UTC Thu Jun 25 2020 | Duration: 3h:27m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 190029755 | Bytes Rx: 220589373 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 71 | Audit Session ID: 0a910728000470005ef44c1b | Security Group Tag: none | EasyVPN: 0 |Session ID: 71 | Audit Session ID: 0a910728000470005ef44c1b | Security Group Tag: none | EasyVPN: 0 ||
Username: dmbua | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.122 | Public IP: 80.195.7.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:29 UTC Thu Jun 25 2020 | Duration: 3h:24m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 547476087 | Bytes Rx: 101207049 | IP Addr: 10.145.248.122 | Public IP: 80.195.7.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:29 UTC Thu Jun 25 2020 | Duration: 3h:24m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 547476087 | Bytes Rx: 101207049 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77 | Audit Session ID: 0a9107280004d0005ef44cb9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77 | Audit Session ID: 0a9107280004d0005ef44cb9 | Security Group Tag: none | EasyVPN: 0 ||
Username: prbhoyar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.147 | Public IP: 157.33.207.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:01 UTC Thu Jun 25 2020 | Duration: 3h:24m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 309469372 | Bytes Rx: 42689904 | IP Addr: 10.145.232.147 | Public IP: 157.33.207.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:01 UTC Thu Jun 25 2020 | Duration: 3h:24m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 309469372 | Bytes Rx: 42689904 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78 | Audit Session ID: 0a9107280004e0005ef44cd9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78 | Audit Session ID: 0a9107280004e0005ef44cd9 | Security Group Tag: none | EasyVPN: 0 ||
Username: aausten | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.148 | Public IP: 95.222.193.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:05 UTC Thu Jun 25 2020 | Duration: 3h:24m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 190663521 | Bytes Rx: 50062707 | IP Addr: 10.145.232.148 | Public IP: 95.222.193.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:05 UTC Thu Jun 25 2020 | Duration: 3h:24m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 190663521 | Bytes Rx: 50062707 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79 | Audit Session ID: 0a9107280004f0005ef44cdd | Security Group Tag: none | EasyVPN: 0 |Session ID: 79 | Audit Session ID: 0a9107280004f0005ef44cdd | Security Group Tag: none | EasyVPN: 0 ||
Username: PLAO | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.149 | Public IP: 92.184.96.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:19 UTC Thu Jun 25 2020 | Duration: 3h:24m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 628548165 | Bytes Rx: 115039033 | IP Addr: 10.145.232.149 | Public IP: 92.184.96.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:19 UTC Thu Jun 25 2020 | Duration: 3h:24m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 628548165 | Bytes Rx: 115039033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80 | Audit Session ID: 0a910728000500005ef44ceb | Security Group Tag: none | EasyVPN: 0 |Session ID: 80 | Audit Session ID: 0a910728000500005ef44ceb | Security Group Tag: none | EasyVPN: 0 ||
Username: sanketa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.151 | Public IP: 106.193.115.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:10 UTC Thu Jun 25 2020 | Duration: 3h:23m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 364713825 | Bytes Rx: 69221761 | IP Addr: 10.145.232.151 | Public IP: 106.193.115.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:10 UTC Thu Jun 25 2020 | Duration: 3h:23m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 364713825 | Bytes Rx: 69221761 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82 | Audit Session ID: 0a910728000520005ef44d1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 82 | Audit Session ID: 0a910728000520005ef44d1e | Security Group Tag: none | EasyVPN: 0 ||
Username: mbouwman | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.153 | Public IP: 86.85.162.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:21 UTC Thu Jun 25 2020 | Duration: 3h:22m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 305567972 | Bytes Rx: 131984833 | IP Addr: 10.145.232.153 | Public IP: 86.85.162.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:21 UTC Thu Jun 25 2020 | Duration: 3h:22m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 305567972 | Bytes Rx: 131984833 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83 | Audit Session ID: 0a910728000530005ef44d65 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83 | Audit Session ID: 0a910728000530005ef44d65 | Security Group Tag: none | EasyVPN: 0 ||
Username: dirkhage | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.152 | Public IP: 79.231.205.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:21 UTC Thu Jun 25 2020 | Duration: 3h:22m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1756996911 | Bytes Rx: 4057361718 | IP Addr: 10.145.232.152 | Public IP: 79.231.205.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:21 UTC Thu Jun 25 2020 | Duration: 3h:22m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1756996911 | Bytes Rx: 4057361718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 84 | Audit Session ID: 0a910728000540005ef44d65 | Security Group Tag: none | EasyVPN: 0 |Session ID: 84 | Audit Session ID: 0a910728000540005ef44d65 | Security Group Tag: none | EasyVPN: 0 ||
Username: eshawyer | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.154 | Public IP: 147.148.39.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:44 UTC Thu Jun 25 2020 | Duration: 3h:21m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 222240923 | Bytes Rx: 90440101 | IP Addr: 10.145.232.154 | Public IP: 147.148.39.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:44 UTC Thu Jun 25 2020 | Duration: 3h:21m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 222240923 | Bytes Rx: 90440101 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 85 | Audit Session ID: 0a910728000550005ef44d7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 85 | Audit Session ID: 0a910728000550005ef44d7c | Security Group Tag: none | EasyVPN: 0 ||
