sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 22h:14m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 812745665 | Bytes Rx: 182988912 | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 22h:14m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 812745665 | Bytes Rx: 182988912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 ||
Username: VRathore | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.101 | Public IP: 49.36.24.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:56 IST Sat May 30 2020 | Duration: 3h:12m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 465607858 | Bytes Rx: 134067369 | IP Addr: 10.149.232.101 | Public IP: 49.36.24.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:56 IST Sat May 30 2020 | Duration: 3h:12m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 465607858 | Bytes Rx: 134067369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123875 | Audit Session ID: 0a95072a1e3e30005ed1bb4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 123875 | Audit Session ID: 0a95072a1e3e30005ed1bb4c | Security Group Tag: none | EasyVPN: 0 ||
Username: damodSR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.169 | Public IP: 122.172.185.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:43 IST Sat May 30 2020 | Duration: 3h:05m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1065736175 | Bytes Rx: 152129688 | IP Addr: 10.149.233.169 | Public IP: 122.172.185.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:43 IST Sat May 30 2020 | Duration: 3h:05m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1065736175 | Bytes Rx: 152129688 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123878 | Audit Session ID: 0a95072a1e3e60005ed1bce3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123878 | Audit Session ID: 0a95072a1e3e60005ed1bce3 | Security Group Tag: none | EasyVPN: 0 ||
Username: TejalBan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.170 | Public IP: 202.179.72.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:11 IST Sat May 30 2020 | Duration: 3h:05m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 490712483 | Bytes Rx: 398128649 | IP Addr: 10.149.233.170 | Public IP: 202.179.72.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:11 IST Sat May 30 2020 | Duration: 3h:05m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 490712483 | Bytes Rx: 398128649 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123879 | Audit Session ID: 0a95072a1e3e70005ed1bcff | Security Group Tag: none | EasyVPN: 0 |Session ID: 123879 | Audit Session ID: 0a95072a1e3e70005ed1bcff | Security Group Tag: none | EasyVPN: 0 ||
Username: JinsonA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.172 | Public IP: 111.125.208.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:59 IST Sat May 30 2020 | Duration: 2h:54m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 487571454 | Bytes Rx: 29894542 | IP Addr: 10.149.232.172 | Public IP: 111.125.208.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:59 IST Sat May 30 2020 | Duration: 2h:54m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 487571454 | Bytes Rx: 29894542 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123882 | Audit Session ID: 0a95072a1e3ea0005ed1bf87 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123882 | Audit Session ID: 0a95072a1e3ea0005ed1bf87 | Security Group Tag: none | EasyVPN: 0 ||
Username: hasrat.jamal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.110 | Public IP: 42.110.131.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:59 IST Sat May 30 2020 | Duration: 2h:35m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 6615018874 | Bytes Rx: 222871720 | IP Addr: 10.149.232.110 | Public IP: 42.110.131.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:59 IST Sat May 30 2020 | Duration: 2h:35m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 6615018874 | Bytes Rx: 222871720 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123890 | Audit Session ID: 0a95072a1e3f20005ed1c3fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 123890 | Audit Session ID: 0a95072a1e3f20005ed1c3fb | Security Group Tag: none | EasyVPN: 0 ||
Username: sumbaric | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.152 | Public IP: 47.11.168.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:15 IST Sat May 30 2020 | Duration: 2h:31m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 252748143 | Bytes Rx: 54092328 | IP Addr: 10.149.233.152 | Public IP: 47.11.168.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:15 IST Sat May 30 2020 | Duration: 2h:31m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 252748143 | Bytes Rx: 54092328 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123891 | Audit Session ID: 0a95072a1e3f30005ed1c4bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 123891 | Audit Session ID: 0a95072a1e3f30005ed1c4bf | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.159 | Public IP: 106.220.92.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:32 IST Sat May 30 2020 | Duration: 2h:31m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 183764111 | Bytes Rx: 92001784 | IP Addr: 10.149.233.159 | Public IP: 106.220.92.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:32 IST Sat May 30 2020 | Duration: 2h:31m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 183764111 | Bytes Rx: 92001784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123892 | Audit Session ID: 0a95072a1e3f40005ed1c4d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123892 | Audit Session ID: 0a95072a1e3f40005ed1c4d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: keshav.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.171 | Public IP: 115.97.48.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:17:25 IST Sat May 30 2020 | Duration: 2h:12m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 210260309 | Bytes Rx: 30242050 | IP Addr: 10.149.232.171 | Public IP: 115.97.48.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:17:25 IST Sat May 30 2020 | Duration: 2h:12m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 210260309 | Bytes Rx: 30242050 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123895 | Audit Session ID: 0a95072a1e3f70005ed1c93d | Security Group Tag: none | EasyVPN: 0 |Session ID: 123895 | Audit Session ID: 0a95072a1e3f70005ed1c93d | Security Group Tag: none | EasyVPN: 0 ||
Username: utungala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.178 | Public IP: 117.197.221.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:05 IST Sat May 30 2020 | Duration: 2h:12m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 166015012 | Bytes Rx: 27844243 | IP Addr: 10.149.232.178 | Public IP: 117.197.221.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:05 IST Sat May 30 2020 | Duration: 2h:12m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 166015012 | Bytes Rx: 27844243 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123896 | Audit Session ID: 0a95072a1e3f80005ed1c965 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123896 | Audit Session ID: 0a95072a1e3f80005ed1c965 | Security Group Tag: none | EasyVPN: 0 ||
Username: pvictor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.232 | Public IP: 157.50.127.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:43 IST Sat May 30 2020 | Duration: 2h:03m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 350444015 | Bytes Rx: 30571690 | IP Addr: 10.149.232.232 | Public IP: 157.50.127.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:43 IST Sat May 30 2020 | Duration: 2h:03m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 350444015 | Bytes Rx: 30571690 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123898 | Audit Session ID: 0a95072a1e3fa0005ed1cb6b | Security Group Tag: none | EasyVPN: 0 |Session ID: 123898 | Audit Session ID: 0a95072a1e3fa0005ed1cb6b | Security Group Tag: none | EasyVPN: 0 ||
Username: Vaibhmor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.174 | Public IP: 43.241.24.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:35:36 IST Sat May 30 2020 | Duration: 1h:54m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 7630702 | Bytes Rx: 4459342 | IP Addr: 10.149.232.174 | Public IP: 43.241.24.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:35:36 IST Sat May 30 2020 | Duration: 1h:54m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 7630702 | Bytes Rx: 4459342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123901 | Audit Session ID: 0a95072a1e3fd0005ed1cd80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123901 | Audit Session ID: 0a95072a1e3fd0005ed1cd80 | Security Group Tag: none | EasyVPN: 0 ||
Username: zubshaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.179 | Public IP: 103.195.83.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:36:41 IST Sat May 30 2020 | Duration: 1h:53m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 56903587 | Bytes Rx: 33572456 | IP Addr: 10.149.232.179 | Public IP: 103.195.83.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:36:41 IST Sat May 30 2020 | Duration: 1h:53m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 56903587 | Bytes Rx: 33572456 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123902 | Audit Session ID: 0a95072a1e3fe0005ed1cdc1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123902 | Audit Session ID: 0a95072a1e3fe0005ed1cdc1 | Security Group Tag: none | EasyVPN: 0 ||
Username: vishalp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.169 | Public IP: 157.47.19.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:40:04 IST Sat May 30 2020 | Duration: 1h:50m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 1330156627 | Bytes Rx: 104072382 | IP Addr: 10.149.232.169 | Public IP: 157.47.19.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:40:04 IST Sat May 30 2020 | Duration: 1h:50m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 1330156627 | Bytes Rx: 104072382 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123903 | Audit Session ID: 0a95072a1e3ff0005ed1ce8c | Security Group Tag: none | EasyVPN: 0 |Session ID: 123903 | Audit Session ID: 0a95072a1e3ff0005ed1ce8c | Security Group Tag: none | EasyVPN: 0 ||
Username: BHaribab | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.183 | Public IP: 106.208.105.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:45:38 IST Sat May 30 2020 | Duration: 1h:44m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 13077747 | Bytes Rx: 6325234 | IP Addr: 10.149.232.183 | Public IP: 106.208.105.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:45:38 IST Sat May 30 2020 | Duration: 1h:44m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 13077747 | Bytes Rx: 6325234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123908 | Audit Session ID: 0a95072a1e4040005ed1cfda | Security Group Tag: none | EasyVPN: 0 |Session ID: 123908 | Audit Session ID: 0a95072a1e4040005ed1cfda | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.munjal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.182 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:46:05 IST Sat May 30 2020 | Duration: 1h:44m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 107979783 | Bytes Rx: 218013840 | IP Addr: 10.149.232.182 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:46:05 IST Sat May 30 2020 | Duration: 1h:44m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 107979783 | Bytes Rx: 218013840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123910 | Audit Session ID: 0a95072a1e4060005ed1cff5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123910 | Audit Session ID: 0a95072a1e4060005ed1cff5 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.184 | Public IP: 115.118.5.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:48:05 IST Sat May 30 2020 | Duration: 1h:42m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 592282830 | Bytes Rx: 46997094 | IP Addr: 10.149.232.184 | Public IP: 115.118.5.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:48:05 IST Sat May 30 2020 | Duration: 1h:42m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 592282830 | Bytes Rx: 46997094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123911 | Audit Session ID: 0a95072a1e4070005ed1d06d | Security Group Tag: none | EasyVPN: 0 |Session ID: 123911 | Audit Session ID: 0a95072a1e4070005ed1d06d | Security Group Tag: none | EasyVPN: 0 ||
Username: lswamina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.185 | Public IP: 106.208.88.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:05 IST Sat May 30 2020 | Duration: 1h:37m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 25653510 | Bytes Rx: 12254121 | IP Addr: 10.149.232.185 | Public IP: 106.208.88.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:05 IST Sat May 30 2020 | Duration: 1h:37m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 25653510 | Bytes Rx: 12254121 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123913 | Audit Session ID: 0a95072a1e4090005ed1d199 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123913 | Audit Session ID: 0a95072a1e4090005ed1d199 | Security Group Tag: none | EasyVPN: 0 ||
Username: kpraveen | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.173 | Public IP: 157.45.146.135 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:01:20 IST Sat May 30 2020 | Duration: 1h:28m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 21350785 | Bytes Rx: 7141925 | IP Addr: 10.149.232.173 | Public IP: 157.45.146.135 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:01:20 IST Sat May 30 2020 | Duration: 1h:28m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 21350785 | Bytes Rx: 7141925 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123919 | Audit Session ID: 0a95072a1e40f0005ed1d388 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123919 | Audit Session ID: 0a95072a1e40f0005ed1d388 | Security Group Tag: none | EasyVPN: 0 ||
Username: DAgrahar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.176 | Public IP: 115.99.196.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:20 IST Sat May 30 2020 | Duration: 1h:28m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 23525546 | Bytes Rx: 8332899 | IP Addr: 10.149.232.176 | Public IP: 115.99.196.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:20 IST Sat May 30 2020 | Duration: 1h:28m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 23525546 | Bytes Rx: 8332899 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123920 | Audit Session ID: 0a95072a1e4100005ed1d388 | Security Group Tag: none | EasyVPN: 0 |Session ID: 123920 | Audit Session ID: 0a95072a1e4100005ed1d388 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.18 | Public IP: 157.51.228.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:00 IST Sat May 30 2020 | Duration: 1h:27m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 22218482 | Bytes Rx: 11786084 | IP Addr: 10.149.233.18 | Public IP: 157.51.228.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:00 IST Sat May 30 2020 | Duration: 1h:27m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 22218482 | Bytes Rx: 11786084 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 123922 | Audit Session ID: 0a95072a1e4120005ed1d3ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 123922 | Audit Session ID: 0a95072a1e4120005ed1d3ec | Security Group Tag: none | EasyVPN: 0 ||
