sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.14 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:21 IST Sun Jun 7 2020 | Duration: 6h:01m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 152705367 | Bytes Rx: 240182390 | IP Addr: 10.150.238.14 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:21 IST Sun Jun 7 2020 | Duration: 6h:01m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 152705367 | Bytes Rx: 240182390 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265322 | Audit Session ID: 0a96cf6a40c6a0005edc6079 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265322 | Audit Session ID: 0a96cf6a40c6a0005edc6079 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashishah | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.148 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:20:59 IST Sun Jun 7 2020 | Duration: 3h:45m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 34031077 | Bytes Rx: 13041762 | IP Addr: 10.150.238.148 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:20:59 IST Sun Jun 7 2020 | Duration: 3h:45m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 34031077 | Bytes Rx: 13041762 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265567 | Audit Session ID: 0a96cf6a40d5f0005edc8043 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265567 | Audit Session ID: 0a96cf6a40d5f0005edc8043 | Security Group Tag: none | EasyVPN: 0 ||
Username: SSahu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.146 | Public IP: 49.36.61.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:22 IST Sun Jun 7 2020 | Duration: 3h:41m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 524083960 | Bytes Rx: 41343714 | IP Addr: 10.150.238.146 | Public IP: 49.36.61.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:22 IST Sun Jun 7 2020 | Duration: 3h:41m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 524083960 | Bytes Rx: 41343714 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265568 | Audit Session ID: 0a96cf6a40d600005edc814a | Security Group Tag: none | EasyVPN: 0 |Session ID: 265568 | Audit Session ID: 0a96cf6a40d600005edc814a | Security Group Tag: none | EasyVPN: 0 ||
Username: ChKhande | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.115 | Public IP: 106.220.166.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:40 IST Sun Jun 7 2020 | Duration: 3h:34m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 723923860 | Bytes Rx: 184322861 | IP Addr: 10.150.238.115 | Public IP: 106.220.166.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:40 IST Sun Jun 7 2020 | Duration: 3h:34m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 723923860 | Bytes Rx: 184322861 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265573 | Audit Session ID: 0a96cf6a40d650005edc82c4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265573 | Audit Session ID: 0a96cf6a40d650005edc82c4 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajesh.garg | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.99 | Public IP: 106.202.9.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:53 IST Sun Jun 7 2020 | Duration: 3h:24m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 546353245 | Bytes Rx: 61376909 | IP Addr: 10.150.238.99 | Public IP: 106.202.9.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:53 IST Sun Jun 7 2020 | Duration: 3h:24m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 546353245 | Bytes Rx: 61376909 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265585 | Audit Session ID: 0a96cf6a40d710005edc8529 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265585 | Audit Session ID: 0a96cf6a40d710005edc8529 | Security Group Tag: none | EasyVPN: 0 ||
Username: shundeka | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.70 | Public IP: 49.35.217.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:06 IST Sun Jun 7 2020 | Duration: 3h:23m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 509039916 | Bytes Rx: 106298727 | IP Addr: 10.150.238.70 | Public IP: 49.35.217.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:06 IST Sun Jun 7 2020 | Duration: 3h:23m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 509039916 | Bytes Rx: 106298727 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265590 | Audit Session ID: 0a96cf6a40d760005edc8572 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265590 | Audit Session ID: 0a96cf6a40d760005edc8572 | Security Group Tag: none | EasyVPN: 0 ||
Username: rtpawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.20 | Public IP: 106.193.225.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:20 IST Sun Jun 7 2020 | Duration: 3h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 254694679 | Bytes Rx: 53764946 | IP Addr: 10.150.238.20 | Public IP: 106.193.225.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:20 IST Sun Jun 7 2020 | Duration: 3h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 254694679 | Bytes Rx: 53764946 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265592 | Audit Session ID: 0a96cf6a40d780005edc85f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265592 | Audit Session ID: 0a96cf6a40d780005edc85f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: BNangare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.36 | Public IP: 183.87.152.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:35 IST Sun Jun 7 2020 | Duration: 3h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 452087566 | Bytes Rx: 61268492 | IP Addr: 10.150.238.36 | Public IP: 183.87.152.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:35 IST Sun Jun 7 2020 | Duration: 3h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 452087566 | Bytes Rx: 61268492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265594 | Audit Session ID: 0a96cf6a40d7a0005edc8607 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265594 | Audit Session ID: 0a96cf6a40d7a0005edc8607 | Security Group Tag: none | EasyVPN: 0 ||
Username: atulchir | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.116 | Public IP: 106.66.244.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:20 IST Sun Jun 7 2020 | Duration: 3h:17m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 115809880 | Bytes Rx: 59124049 | IP Addr: 10.150.238.116 | Public IP: 106.66.244.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:20 IST Sun Jun 7 2020 | Duration: 3h:17m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 115809880 | Bytes Rx: 59124049 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265598 | Audit Session ID: 0a96cf6a40d7e0005edc86e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265598 | Audit Session ID: 0a96cf6a40d7e0005edc86e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ANMore | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.153 | Public IP: 103.252.52.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:21 IST Sun Jun 7 2020 | Duration: 3h:17m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 249395218 | Bytes Rx: 15687454 | IP Addr: 10.150.238.153 | Public IP: 103.252.52.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:21 IST Sun Jun 7 2020 | Duration: 3h:17m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 249395218 | Bytes Rx: 15687454 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265599 | Audit Session ID: 0a96cf6a40d7f0005edc86e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265599 | Audit Session ID: 0a96cf6a40d7f0005edc86e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: NZende | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.155 | Public IP: 49.35.46.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:00 IST Sun Jun 7 2020 | Duration: 3h:16m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 462049680 | Bytes Rx: 52389571 | IP Addr: 10.150.238.155 | Public IP: 49.35.46.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:00 IST Sun Jun 7 2020 | Duration: 3h:16m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 462049680 | Bytes Rx: 52389571 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265600 | Audit Session ID: 0a96cf6a40d800005edc8710 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265600 | Audit Session ID: 0a96cf6a40d800005edc8710 | Security Group Tag: none | EasyVPN: 0 ||
Username: prrajput | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.86 | Public IP: 106.210.201.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:35 IST Sun Jun 7 2020 | Duration: 3h:11m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 76726784 | Bytes Rx: 24077861 | IP Addr: 10.150.238.86 | Public IP: 106.210.201.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:35 IST Sun Jun 7 2020 | Duration: 3h:11m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 76726784 | Bytes Rx: 24077861 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265607 | Audit Session ID: 0a96cf6a40d870005edc8823 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265607 | Audit Session ID: 0a96cf6a40d870005edc8823 | Security Group Tag: none | EasyVPN: 0 ||
Username: nmadina | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.158 | Public IP: 43.242.224.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:12 IST Sun Jun 7 2020 | Duration: 3h:11m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 638552688 | Bytes Rx: 70685661 | IP Addr: 10.150.238.158 | Public IP: 43.242.224.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:12 IST Sun Jun 7 2020 | Duration: 3h:11m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 638552688 | Bytes Rx: 70685661 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265609 | Audit Session ID: 0a96cf6a40d890005edc8848 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265609 | Audit Session ID: 0a96cf6a40d890005edc8848 | Security Group Tag: none | EasyVPN: 0 ||
Username: lalita.gupta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.159 | Public IP: 182.70.109.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:19 IST Sun Jun 7 2020 | Duration: 3h:11m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 48990150 | Bytes Rx: 30385057 | IP Addr: 10.150.238.159 | Public IP: 182.70.109.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:55:19 IST Sun Jun 7 2020 | Duration: 3h:11m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 48990150 | Bytes Rx: 30385057 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265610 | Audit Session ID: 0a96cf6a40d8a0005edc884f | Security Group Tag: none | EasyVPN: 0 |Session ID: 265610 | Audit Session ID: 0a96cf6a40d8a0005edc884f | Security Group Tag: none | EasyVPN: 0 ||
Username: plendve | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.137 | Public IP: 103.252.52.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:37 IST Sun Jun 7 2020 | Duration: 3h:00m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 250589669 | Bytes Rx: 112481513 | IP Addr: 10.150.238.137 | Public IP: 103.252.52.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:37 IST Sun Jun 7 2020 | Duration: 3h:00m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 250589669 | Bytes Rx: 112481513 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265623 | Audit Session ID: 0a96cf6a40d970005edc8ab9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265623 | Audit Session ID: 0a96cf6a40d970005edc8ab9 | Security Group Tag: none | EasyVPN: 0 ||
Username: OGawas | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.166 | Public IP: 116.74.219.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:39 IST Sun Jun 7 2020 | Duration: 3h:00m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 167453183 | Bytes Rx: 64825691 | IP Addr: 10.150.238.166 | Public IP: 116.74.219.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:39 IST Sun Jun 7 2020 | Duration: 3h:00m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 167453183 | Bytes Rx: 64825691 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265624 | Audit Session ID: 0a96cf6a40d980005edc8abb | Security Group Tag: none | EasyVPN: 0 |Session ID: 265624 | Audit Session ID: 0a96cf6a40d980005edc8abb | Security Group Tag: none | EasyVPN: 0 ||
Username: mukeshbk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.42 | Public IP: 157.45.138.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:40 IST Sun Jun 7 2020 | Duration: 2h:59m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 50123410 | Bytes Rx: 28982961 | IP Addr: 10.150.238.42 | Public IP: 157.45.138.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:40 IST Sun Jun 7 2020 | Duration: 2h:59m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 50123410 | Bytes Rx: 28982961 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265626 | Audit Session ID: 0a96cf6a40d9a0005edc8af8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265626 | Audit Session ID: 0a96cf6a40d9a0005edc8af8 | Security Group Tag: none | EasyVPN: 0 ||
Username: punits | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.28 | Public IP: 27.106.82.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:41 IST Sun Jun 7 2020 | Duration: 2h:59m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 295223679 | Bytes Rx: 422820718 | IP Addr: 10.150.238.28 | Public IP: 27.106.82.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:41 IST Sun Jun 7 2020 | Duration: 2h:59m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 295223679 | Bytes Rx: 422820718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265627 | Audit Session ID: 0a96cf6a40d9b0005edc8af9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265627 | Audit Session ID: 0a96cf6a40d9b0005edc8af9 | Security Group Tag: none | EasyVPN: 0 ||
Username: nismane | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.112 | Public IP: 219.91.249.121 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:11:51 IST Sun Jun 7 2020 | Duration: 2h:54m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 52592542 | Bytes Rx: 28285722 | IP Addr: 10.150.238.112 | Public IP: 219.91.249.121 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:11:51 IST Sun Jun 7 2020 | Duration: 2h:54m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 52592542 | Bytes Rx: 28285722 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265630 | Audit Session ID: 0a96cf6a40d9e0005edc8c2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 265630 | Audit Session ID: 0a96cf6a40d9e0005edc8c2f | Security Group Tag: none | EasyVPN: 0 ||
Username: mahavirj | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.98 | Public IP: 183.87.236.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:44 IST Sun Jun 7 2020 | Duration: 2h:45m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 264679158 | Bytes Rx: 623220693 | IP Addr: 10.150.238.98 | Public IP: 183.87.236.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:44 IST Sun Jun 7 2020 | Duration: 2h:45m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 264679158 | Bytes Rx: 623220693 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265645 | Audit Session ID: 0a96cf6a40dad0005edc8e44 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265645 | Audit Session ID: 0a96cf6a40dad0005edc8e44 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkoul | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.163 | Public IP: 103.110.255.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:14 IST Sun Jun 7 2020 | Duration: 2h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 207352012 | Bytes Rx: 86468510 | IP Addr: 10.150.238.163 | Public IP: 103.110.255.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:14 IST Sun Jun 7 2020 | Duration: 2h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 207352012 | Bytes Rx: 86468510 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265649 | Audit Session ID: 0a96cf6a40db10005edc8f52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265649 | Audit Session ID: 0a96cf6a40db10005edc8f52 | Security Group Tag: none | EasyVPN: 0 ||
