sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 123.201.54.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 1d 5h:51m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 3868613066 | Bytes Rx: 176883971561 | IP Addr: 10.150.238.172 | Public IP: 123.201.54.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 1d 5h:51m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 3868613066 | Bytes Rx: 176883971561 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 ||
Username: nitekale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.37 | Public IP: 103.252.53.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:47 IST Tue Jun 9 2020 | Duration: 4h:47m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 211688493 | Bytes Rx: 36325399 | IP Addr: 10.150.238.37 | Public IP: 103.252.53.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:47 IST Tue Jun 9 2020 | Duration: 4h:47m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 211688493 | Bytes Rx: 36325399 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6908 | Audit Session ID: 0a96cf6a01afc0005edf0c3f | Security Group Tag: none | EasyVPN: 0 |Session ID: 6908 | Audit Session ID: 0a96cf6a01afc0005edf0c3f | Security Group Tag: none | EasyVPN: 0 ||
Username: ashwyada | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.38 | Public IP: 103.110.254.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:49 IST Tue Jun 9 2020 | Duration: 4h:47m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 795879970 | Bytes Rx: 96301139 | IP Addr: 10.150.238.38 | Public IP: 103.110.254.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:49 IST Tue Jun 9 2020 | Duration: 4h:47m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 795879970 | Bytes Rx: 96301139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6909 | Audit Session ID: 0a96cf6a01afd0005edf0c41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6909 | Audit Session ID: 0a96cf6a01afd0005edf0c41 | Security Group Tag: none | EasyVPN: 0 ||
Username: mtare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.41 | Public IP: 103.112.6.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:04 IST Tue Jun 9 2020 | Duration: 4h:47m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 613526178 | Bytes Rx: 222303155 | IP Addr: 10.150.238.41 | Public IP: 103.112.6.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:04 IST Tue Jun 9 2020 | Duration: 4h:47m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 613526178 | Bytes Rx: 222303155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6910 | Audit Session ID: 0a96cf6a01afe0005edf0c50 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6910 | Audit Session ID: 0a96cf6a01afe0005edf0c50 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunaypat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.44 | Public IP: 116.74.133.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:23 IST Tue Jun 9 2020 | Duration: 4h:47m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 822197761 | Bytes Rx: 198296344 | IP Addr: 10.150.238.44 | Public IP: 116.74.133.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:23 IST Tue Jun 9 2020 | Duration: 4h:47m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 822197761 | Bytes Rx: 198296344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6914 | Audit Session ID: 0a96cf6a01b020005edf0c63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6914 | Audit Session ID: 0a96cf6a01b020005edf0c63 | Security Group Tag: none | EasyVPN: 0 ||
Username: SHANGURA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.46 | Public IP: 106.193.208.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:33 IST Tue Jun 9 2020 | Duration: 4h:46m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 775657147 | Bytes Rx: 372840212 | IP Addr: 10.150.238.46 | Public IP: 106.193.208.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:33 IST Tue Jun 9 2020 | Duration: 4h:46m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 775657147 | Bytes Rx: 372840212 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6915 | Audit Session ID: 0a96cf6a01b030005edf0c6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 6915 | Audit Session ID: 0a96cf6a01b030005edf0c6d | Security Group Tag: none | EasyVPN: 0 ||
Username: kunaveen | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.48 | Public IP: 157.45.152.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:35 IST Tue Jun 9 2020 | Duration: 4h:46m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 251571253 | Bytes Rx: 37369420 | IP Addr: 10.150.238.48 | Public IP: 157.45.152.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:35 IST Tue Jun 9 2020 | Duration: 4h:46m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 251571253 | Bytes Rx: 37369420 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6916 | Audit Session ID: 0a96cf6a01b040005edf0c6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 6916 | Audit Session ID: 0a96cf6a01b040005edf0c6f | Security Group Tag: none | EasyVPN: 0 ||
Username: Ezhina | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.47 | Public IP: 103.25.46.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:47 IST Tue Jun 9 2020 | Duration: 4h:46m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 226514715 | Bytes Rx: 67597666 | IP Addr: 10.150.238.47 | Public IP: 103.25.46.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:47 IST Tue Jun 9 2020 | Duration: 4h:46m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 226514715 | Bytes Rx: 67597666 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6917 | Audit Session ID: 0a96cf6a01b050005edf0c7b | Security Group Tag: none | EasyVPN: 0 |Session ID: 6917 | Audit Session ID: 0a96cf6a01b050005edf0c7b | Security Group Tag: none | EasyVPN: 0 ||
Username: SHSENGUP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.50 | Public IP: 49.35.48.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:18 IST Tue Jun 9 2020 | Duration: 4h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 210922100 | Bytes Rx: 182269270 | IP Addr: 10.150.238.50 | Public IP: 49.35.48.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:18 IST Tue Jun 9 2020 | Duration: 4h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 210922100 | Bytes Rx: 182269270 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6920 | Audit Session ID: 0a96cf6a01b080005edf0d12 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6920 | Audit Session ID: 0a96cf6a01b080005edf0d12 | Security Group Tag: none | EasyVPN: 0 ||
Username: shvats | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.28 | Public IP: 223.229.228.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:41 IST Tue Jun 9 2020 | Duration: 4h:43m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 681811245 | Bytes Rx: 115009548 | IP Addr: 10.150.238.28 | Public IP: 223.229.228.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:41 IST Tue Jun 9 2020 | Duration: 4h:43m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 681811245 | Bytes Rx: 115009548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6922 | Audit Session ID: 0a96cf6a01b0a0005edf0d29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6922 | Audit Session ID: 0a96cf6a01b0a0005edf0d29 | Security Group Tag: none | EasyVPN: 0 ||
Username: MDAMEDHA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.54 | Public IP: 49.35.208.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:01 IST Tue Jun 9 2020 | Duration: 4h:43m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 43070439 | Bytes Rx: 20980608 | IP Addr: 10.150.238.54 | Public IP: 49.35.208.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:01 IST Tue Jun 9 2020 | Duration: 4h:43m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 43070439 | Bytes Rx: 20980608 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6925 | Audit Session ID: 0a96cf6a01b0d0005edf0d3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 6925 | Audit Session ID: 0a96cf6a01b0d0005edf0d3d | Security Group Tag: none | EasyVPN: 0 ||
Username: p.apparao | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.55 | Public IP: 106.210.231.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:04 IST Tue Jun 9 2020 | Duration: 4h:43m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1574633900 | Bytes Rx: 166885830 | IP Addr: 10.150.238.55 | Public IP: 106.210.231.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:04 IST Tue Jun 9 2020 | Duration: 4h:43m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1574633900 | Bytes Rx: 166885830 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6926 | Audit Session ID: 0a96cf6a01b0e0005edf0d40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6926 | Audit Session ID: 0a96cf6a01b0e0005edf0d40 | Security Group Tag: none | EasyVPN: 0 ||
Username: meer.zahid | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.56 | Public IP: 106.193.223.237 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:47:09 IST Tue Jun 9 2020 | Duration: 4h:43m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 599697656 | Bytes Rx: 106142656 | IP Addr: 10.150.238.56 | Public IP: 106.193.223.237 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:47:09 IST Tue Jun 9 2020 | Duration: 4h:43m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 599697656 | Bytes Rx: 106142656 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6927 | Audit Session ID: 0a96cf6a01b0f0005edf0d45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6927 | Audit Session ID: 0a96cf6a01b0f0005edf0d45 | Security Group Tag: none | EasyVPN: 0 ||
Username: aingale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.57 | Public IP: 106.220.209.213 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:47:12 IST Tue Jun 9 2020 | Duration: 4h:43m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1182842039 | Bytes Rx: 255418959 | IP Addr: 10.150.238.57 | Public IP: 106.220.209.213 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:47:12 IST Tue Jun 9 2020 | Duration: 4h:43m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1182842039 | Bytes Rx: 255418959 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6928 | Audit Session ID: 0a96cf6a01b100005edf0d48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6928 | Audit Session ID: 0a96cf6a01b100005edf0d48 | Security Group Tag: none | EasyVPN: 0 ||
Username: HTorani | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.63 | Public IP: 42.106.209.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:18 IST Tue Jun 9 2020 | Duration: 4h:43m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 198764907 | Bytes Rx: 197681059 | IP Addr: 10.150.238.63 | Public IP: 42.106.209.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:18 IST Tue Jun 9 2020 | Duration: 4h:43m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 198764907 | Bytes Rx: 197681059 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6931 | Audit Session ID: 0a96cf6a01b130005edf0d4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 6931 | Audit Session ID: 0a96cf6a01b130005edf0d4e | Security Group Tag: none | EasyVPN: 0 ||
Username: SuryawaS | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.13 | Public IP: 106.210.244.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:33 IST Tue Jun 9 2020 | Duration: 4h:42m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 211126163 | Bytes Rx: 39588692 | IP Addr: 10.150.238.13 | Public IP: 106.210.244.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:33 IST Tue Jun 9 2020 | Duration: 4h:42m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 211126163 | Bytes Rx: 39588692 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6934 | Audit Session ID: 0a96cf6a01b160005edf0d5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 6934 | Audit Session ID: 0a96cf6a01b160005edf0d5d | Security Group Tag: none | EasyVPN: 0 ||
Username: AbhiiSaw | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.67 | Public IP: 49.35.102.240 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:51 IST Tue Jun 9 2020 | Duration: 4h:42m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 239322857 | Bytes Rx: 82387637 | IP Addr: 10.150.238.67 | Public IP: 49.35.102.240 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:51 IST Tue Jun 9 2020 | Duration: 4h:42m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 239322857 | Bytes Rx: 82387637 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6936 | Audit Session ID: 0a96cf6a01b180005edf0d6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 6936 | Audit Session ID: 0a96cf6a01b180005edf0d6f | Security Group Tag: none | EasyVPN: 0 ||
Username: adesh.kumar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.32 | Public IP: 106.193.130.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:33 IST Tue Jun 9 2020 | Duration: 4h:41m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 511537488 | Bytes Rx: 54432269 | IP Addr: 10.150.238.32 | Public IP: 106.193.130.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:33 IST Tue Jun 9 2020 | Duration: 4h:41m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 511537488 | Bytes Rx: 54432269 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6938 | Audit Session ID: 0a96cf6a01b1a0005edf0d99 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6938 | Audit Session ID: 0a96cf6a01b1a0005edf0d99 | Security Group Tag: none | EasyVPN: 0 ||
Username: RKadage | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.175 | Public IP: 157.47.11.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:21 IST Tue Jun 9 2020 | Duration: 4h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 222346053 | Bytes Rx: 88135901 | IP Addr: 10.150.239.175 | Public IP: 157.47.11.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:21 IST Tue Jun 9 2020 | Duration: 4h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 222346053 | Bytes Rx: 88135901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6941 | Audit Session ID: 0a96cf6a01b1d0005edf0dc9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6941 | Audit Session ID: 0a96cf6a01b1d0005edf0dc9 | Security Group Tag: none | EasyVPN: 0 ||
Username: sbawanka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.199 | Public IP: 157.33.154.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:21 IST Tue Jun 9 2020 | Duration: 4h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 722104300 | Bytes Rx: 117305210 | IP Addr: 10.150.239.199 | Public IP: 157.33.154.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:21 IST Tue Jun 9 2020 | Duration: 4h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 722104300 | Bytes Rx: 117305210 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6942 | Audit Session ID: 0a96cf6a01b1e0005edf0dc9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6942 | Audit Session ID: 0a96cf6a01b1e0005edf0dc9 | Security Group Tag: none | EasyVPN: 0 ||
Username: puja.gaikwad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.204 | Public IP: 223.178.153.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:54 IST Tue Jun 9 2020 | Duration: 4h:40m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 257222270 | Bytes Rx: 73701677 | IP Addr: 10.150.239.204 | Public IP: 223.178.153.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:54 IST Tue Jun 9 2020 | Duration: 4h:40m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 257222270 | Bytes Rx: 73701677 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6946 | Audit Session ID: 0a96cf6a01b220005edf0dea | Security Group Tag: none | EasyVPN: 0 |Session ID: 6946 | Audit Session ID: 0a96cf6a01b220005edf0dea | Security Group Tag: none | EasyVPN: 0 ||
