sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 123.201.52.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 2d 2h:56m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 5911519956 | Bytes Rx: 284781479632 | IP Addr: 10.150.238.172 | Public IP: 123.201.52.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 2d 2h:56m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 5911519956 | Bytes Rx: 284781479632 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsgill | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.55 | Public IP: 27.4.67.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:33 IST Wed Jun 10 2020 | Duration: 2h:10m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 51597199 | Bytes Rx: 35200269 | IP Addr: 10.150.238.55 | Public IP: 27.4.67.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:33 IST Wed Jun 10 2020 | Duration: 2h:10m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 51597199 | Bytes Rx: 35200269 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10050 | Audit Session ID: 0a96cf6a027420005ee059b5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10050 | Audit Session ID: 0a96cf6a027420005ee059b5 | Security Group Tag: none | EasyVPN: 0 ||
Username: abhisinh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.56 | Public IP: 103.97.240.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:38 IST Wed Jun 10 2020 | Duration: 2h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 134467410 | Bytes Rx: 25112156 | IP Addr: 10.150.238.56 | Public IP: 103.97.240.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:38 IST Wed Jun 10 2020 | Duration: 2h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 134467410 | Bytes Rx: 25112156 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10051 | Audit Session ID: 0a96cf6a027430005ee059ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 10051 | Audit Session ID: 0a96cf6a027430005ee059ba | Security Group Tag: none | EasyVPN: 0 ||
Username: mdamani | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.58 | Public IP: 1.186.185.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:40 IST Wed Jun 10 2020 | Duration: 2h:09m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 308582169 | Bytes Rx: 56911400 | IP Addr: 10.150.238.58 | Public IP: 1.186.185.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:40 IST Wed Jun 10 2020 | Duration: 2h:09m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 308582169 | Bytes Rx: 56911400 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10052 | Audit Session ID: 0a96cf6a027440005ee059bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 10052 | Audit Session ID: 0a96cf6a027440005ee059bc | Security Group Tag: none | EasyVPN: 0 ||
Username: ankjain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.57 | Public IP: 106.193.236.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:42 IST Wed Jun 10 2020 | Duration: 2h:09m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 64735112 | Bytes Rx: 20394112 | IP Addr: 10.150.238.57 | Public IP: 106.193.236.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:42 IST Wed Jun 10 2020 | Duration: 2h:09m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 64735112 | Bytes Rx: 20394112 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10053 | Audit Session ID: 0a96cf6a027450005ee059be | Security Group Tag: none | EasyVPN: 0 |Session ID: 10053 | Audit Session ID: 0a96cf6a027450005ee059be | Security Group Tag: none | EasyVPN: 0 ||
Username: p.apparao | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.59 | Public IP: 106.210.231.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:43 IST Wed Jun 10 2020 | Duration: 2h:09m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 618764435 | Bytes Rx: 325135308 | IP Addr: 10.150.238.59 | Public IP: 106.210.231.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:43 IST Wed Jun 10 2020 | Duration: 2h:09m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 618764435 | Bytes Rx: 325135308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10054 | Audit Session ID: 0a96cf6a027460005ee059bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 10054 | Audit Session ID: 0a96cf6a027460005ee059bf | Security Group Tag: none | EasyVPN: 0 ||
Username: prikadam | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.61 | Public IP: 49.35.211.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:48 IST Wed Jun 10 2020 | Duration: 2h:09m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 67235907 | Bytes Rx: 20099542 | IP Addr: 10.150.238.61 | Public IP: 49.35.211.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:48 IST Wed Jun 10 2020 | Duration: 2h:09m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 67235907 | Bytes Rx: 20099542 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10056 | Audit Session ID: 0a96cf6a027480005ee059c4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10056 | Audit Session ID: 0a96cf6a027480005ee059c4 | Security Group Tag: none | EasyVPN: 0 ||
Username: srudraks | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.62 | Public IP: 106.67.164.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:52 IST Wed Jun 10 2020 | Duration: 2h:09m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 71291304 | Bytes Rx: 14879672 | IP Addr: 10.150.238.62 | Public IP: 106.67.164.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:52 IST Wed Jun 10 2020 | Duration: 2h:09m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 71291304 | Bytes Rx: 14879672 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10057 | Audit Session ID: 0a96cf6a027490005ee059c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10057 | Audit Session ID: 0a96cf6a027490005ee059c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: AmalJana | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.63 | Public IP: 202.142.113.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:00 IST Wed Jun 10 2020 | Duration: 2h:09m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 512286295 | Bytes Rx: 20727254 | IP Addr: 10.150.238.63 | Public IP: 202.142.113.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:00 IST Wed Jun 10 2020 | Duration: 2h:09m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 512286295 | Bytes Rx: 20727254 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10058 | Audit Session ID: 0a96cf6a0274a0005ee059d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10058 | Audit Session ID: 0a96cf6a0274a0005ee059d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShashSaw | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC62 | IP Addr: 10.150.247.40 | Public IP: 106.193.128.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:02 IST Wed Jun 10 2020 | Duration: 2h:09m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 177760045 | Bytes Rx: 30889251 | IP Addr: 10.150.247.40 | Public IP: 106.193.128.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:02 IST Wed Jun 10 2020 | Duration: 2h:09m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 177760045 | Bytes Rx: 30889251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10059 | Audit Session ID: 0a96cf6a0274b0005ee059d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10059 | Audit Session ID: 0a96cf6a0274b0005ee059d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: pritishc | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.64 | Public IP: 103.117.218.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:24 IST Wed Jun 10 2020 | Duration: 2h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 160398701 | Bytes Rx: 54541506 | IP Addr: 10.150.238.64 | Public IP: 103.117.218.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:24 IST Wed Jun 10 2020 | Duration: 2h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 160398701 | Bytes Rx: 54541506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10060 | Audit Session ID: 0a96cf6a0274c0005ee059e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10060 | Audit Session ID: 0a96cf6a0274c0005ee059e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: pnagaje | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.65 | Public IP: 49.35.114.134 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:26:47 IST Wed Jun 10 2020 | Duration: 2h:08m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 330248821 | Bytes Rx: 52158832 | IP Addr: 10.150.238.65 | Public IP: 49.35.114.134 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:26:47 IST Wed Jun 10 2020 | Duration: 2h:08m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 330248821 | Bytes Rx: 52158832 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10062 | Audit Session ID: 0a96cf6a0274e0005ee059ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 10062 | Audit Session ID: 0a96cf6a0274e0005ee059ff | Security Group Tag: none | EasyVPN: 0 ||
Username: DineshKN | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.66 | Public IP: 27.106.21.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:56 IST Wed Jun 10 2020 | Duration: 2h:08m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 103227814 | Bytes Rx: 33603924 | IP Addr: 10.150.238.66 | Public IP: 27.106.21.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:56 IST Wed Jun 10 2020 | Duration: 2h:08m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 103227814 | Bytes Rx: 33603924 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10064 | Audit Session ID: 0a96cf6a027500005ee05a08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10064 | Audit Session ID: 0a96cf6a027500005ee05a08 | Security Group Tag: none | EasyVPN: 0 ||
Username: rahulyad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.67 | Public IP: 27.62.189.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:00 IST Wed Jun 10 2020 | Duration: 2h:08m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 128948652 | Bytes Rx: 50113885 | IP Addr: 10.150.238.67 | Public IP: 27.62.189.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:00 IST Wed Jun 10 2020 | Duration: 2h:08m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 128948652 | Bytes Rx: 50113885 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10065 | Audit Session ID: 0a96cf6a027510005ee05a0c | Security Group Tag: none | EasyVPN: 0 |Session ID: 10065 | Audit Session ID: 0a96cf6a027510005ee05a0c | Security Group Tag: none | EasyVPN: 0 ||
Username: lmahajan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.68 | Public IP: 103.254.55.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:50 IST Wed Jun 10 2020 | Duration: 2h:06m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 21428624 | Bytes Rx: 9311357 | IP Addr: 10.150.238.68 | Public IP: 103.254.55.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:50 IST Wed Jun 10 2020 | Duration: 2h:06m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 21428624 | Bytes Rx: 9311357 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10069 | Audit Session ID: 0a96cf6a027550005ee05a7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 10069 | Audit Session ID: 0a96cf6a027550005ee05a7a | Security Group Tag: none | EasyVPN: 0 ||
Username: RRajpali | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.70 | Public IP: 157.33.128.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:14 IST Wed Jun 10 2020 | Duration: 2h:06m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 76608542 | Bytes Rx: 35213799 | IP Addr: 10.150.238.70 | Public IP: 157.33.128.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:14 IST Wed Jun 10 2020 | Duration: 2h:06m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 76608542 | Bytes Rx: 35213799 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10070 | Audit Session ID: 0a96cf6a027560005ee05a92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10070 | Audit Session ID: 0a96cf6a027560005ee05a92 | Security Group Tag: none | EasyVPN: 0 ||
Username: gurpreet.gandhi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.69 | Public IP: 182.69.66.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:15 IST Wed Jun 10 2020 | Duration: 2h:06m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 398885113 | Bytes Rx: 64130860 | IP Addr: 10.150.238.69 | Public IP: 182.69.66.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:15 IST Wed Jun 10 2020 | Duration: 2h:06m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 398885113 | Bytes Rx: 64130860 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10071 | Audit Session ID: 0a96cf6a027570005ee05a93 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10071 | Audit Session ID: 0a96cf6a027570005ee05a93 | Security Group Tag: none | EasyVPN: 0 ||
Username: awani | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.74 | Public IP: 106.77.51.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:24 IST Wed Jun 10 2020 | Duration: 2h:06m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 77570608 | Bytes Rx: 26674003 | IP Addr: 10.150.238.74 | Public IP: 106.77.51.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:24 IST Wed Jun 10 2020 | Duration: 2h:06m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 77570608 | Bytes Rx: 26674003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10072 | Audit Session ID: 0a96cf6a027580005ee05a9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 10072 | Audit Session ID: 0a96cf6a027580005ee05a9c | Security Group Tag: none | EasyVPN: 0 ||
Username: SKawade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.77 | Public IP: 183.87.133.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:50 IST Wed Jun 10 2020 | Duration: 2h:05m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 350526010 | Bytes Rx: 47091959 | IP Addr: 10.150.238.77 | Public IP: 183.87.133.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:50 IST Wed Jun 10 2020 | Duration: 2h:05m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 350526010 | Bytes Rx: 47091959 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10077 | Audit Session ID: 0a96cf6a0275d0005ee05ab6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10077 | Audit Session ID: 0a96cf6a0275d0005ee05ab6 | Security Group Tag: none | EasyVPN: 0 ||
Username: NiloShai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC46 | IP Addr: 10.150.247.24 | Public IP: 49.35.18.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:52 IST Wed Jun 10 2020 | Duration: 2h:05m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 108218909 | Bytes Rx: 96240493 | IP Addr: 10.150.247.24 | Public IP: 49.35.18.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:52 IST Wed Jun 10 2020 | Duration: 2h:05m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 108218909 | Bytes Rx: 96240493 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10078 | Audit Session ID: 0a96cf6a0275e0005ee05ab8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 10078 | Audit Session ID: 0a96cf6a0275e0005ee05ab8 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuhasJag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.78 | Public IP: 103.210.200.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:12 IST Wed Jun 10 2020 | Duration: 2h:05m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 112106272 | Bytes Rx: 31480498 | IP Addr: 10.150.238.78 | Public IP: 103.210.200.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:12 IST Wed Jun 10 2020 | Duration: 2h:05m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 112106272 | Bytes Rx: 31480498 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 10082 | Audit Session ID: 0a96cf6a027620005ee05acc | Security Group Tag: none | EasyVPN: 0 |Session ID: 10082 | Audit Session ID: 0a96cf6a027620005ee05acc | Security Group Tag: none | EasyVPN: 0 ||
