sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 4h:10m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1738790611 | Bytes Rx: 386366609 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 1d 4h:10m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1738790611 | Bytes Rx: 386366609 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: Mmuniapp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.69 | Public IP: 103.98.62.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:35 IST Wed Jun 24 2020 | Duration: 7h:10m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 116455789 | Bytes Rx: 66896573 | IP Addr: 10.149.233.69 | Public IP: 103.98.62.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:35 IST Wed Jun 24 2020 | Duration: 7h:10m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 116455789 | Bytes Rx: 66896573 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170114 | Audit Session ID: 0a95072a298820005ef2d493 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170114 | Audit Session ID: 0a95072a298820005ef2d493 | Security Group Tag: none | EasyVPN: 0 ||
Username: cpugazhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 49.207.128.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:40 IST Wed Jun 24 2020 | Duration: 7h:10m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 639079919 | Bytes Rx: 349498054 | IP Addr: 10.149.233.71 | Public IP: 49.207.128.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:40 IST Wed Jun 24 2020 | Duration: 7h:10m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 639079919 | Bytes Rx: 349498054 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170116 | Audit Session ID: 0a95072a298840005ef2d498 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170116 | Audit Session ID: 0a95072a298840005ef2d498 | Security Group Tag: none | EasyVPN: 0 ||
Username: MShiwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.83 | Public IP: 49.205.78.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:03 IST Wed Jun 24 2020 | Duration: 7h:07m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 535591085 | Bytes Rx: 104571925 | IP Addr: 10.149.233.83 | Public IP: 49.205.78.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:03 IST Wed Jun 24 2020 | Duration: 7h:07m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 535591085 | Bytes Rx: 104571925 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170134 | Audit Session ID: 0a95072a298960005ef2d527 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170134 | Audit Session ID: 0a95072a298960005ef2d527 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudhakup | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.86 | Public IP: 115.97.93.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:12 IST Wed Jun 24 2020 | Duration: 7h:06m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 212971035 | Bytes Rx: 75603643 | IP Addr: 10.149.233.86 | Public IP: 115.97.93.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:12 IST Wed Jun 24 2020 | Duration: 7h:06m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 212971035 | Bytes Rx: 75603643 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170139 | Audit Session ID: 0a95072a2989b0005ef2d56c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170139 | Audit Session ID: 0a95072a2989b0005ef2d56c | Security Group Tag: none | EasyVPN: 0 ||
Username: yavvaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.87 | Public IP: 157.44.115.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:19 IST Wed Jun 24 2020 | Duration: 7h:06m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1044971328 | Bytes Rx: 197464158 | IP Addr: 10.149.233.87 | Public IP: 157.44.115.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:19 IST Wed Jun 24 2020 | Duration: 7h:06m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1044971328 | Bytes Rx: 197464158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170140 | Audit Session ID: 0a95072a2989c0005ef2d573 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170140 | Audit Session ID: 0a95072a2989c0005ef2d573 | Security Group Tag: none | EasyVPN: 0 ||
Username: monagara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.88 | Public IP: 157.50.37.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Wed Jun 24 2020 | Duration: 7h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 224747757 | Bytes Rx: 77087851 | IP Addr: 10.149.233.88 | Public IP: 157.50.37.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Wed Jun 24 2020 | Duration: 7h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 224747757 | Bytes Rx: 77087851 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170142 | Audit Session ID: 0a95072a2989e0005ef2d584 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170142 | Audit Session ID: 0a95072a2989e0005ef2d584 | Security Group Tag: none | EasyVPN: 0 ||
Username: kdhavale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.92 | Public IP: 106.193.129.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:49 IST Wed Jun 24 2020 | Duration: 7h:06m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 952543529 | Bytes Rx: 210445580 | IP Addr: 10.149.233.92 | Public IP: 106.193.129.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:49 IST Wed Jun 24 2020 | Duration: 7h:06m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 952543529 | Bytes Rx: 210445580 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170145 | Audit Session ID: 0a95072a298a10005ef2d591 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170145 | Audit Session ID: 0a95072a298a10005ef2d591 | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC25 | IP Addr: 10.149.248.111 | Public IP: 49.207.131.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:55 IST Wed Jun 24 2020 | Duration: 7h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 939572274 | Bytes Rx: 341691382 | IP Addr: 10.149.248.111 | Public IP: 49.207.131.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:55 IST Wed Jun 24 2020 | Duration: 7h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 939572274 | Bytes Rx: 341691382 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170147 | Audit Session ID: 0a95072a298a30005ef2d597 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170147 | Audit Session ID: 0a95072a298a30005ef2d597 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsakkara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.93 | Public IP: 106.198.87.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:17 IST Wed Jun 24 2020 | Duration: 7h:05m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 553236874 | Bytes Rx: 106238078 | IP Addr: 10.149.233.93 | Public IP: 106.198.87.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:17 IST Wed Jun 24 2020 | Duration: 7h:05m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 553236874 | Bytes Rx: 106238078 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170148 | Audit Session ID: 0a95072a298a40005ef2d5ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 170148 | Audit Session ID: 0a95072a298a40005ef2d5ad | Security Group Tag: none | EasyVPN: 0 ||
Username: mrajakum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.97 | Public IP: 106.198.82.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:49 IST Wed Jun 24 2020 | Duration: 7h:02m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2155849269 | Bytes Rx: 415455068 | IP Addr: 10.149.233.97 | Public IP: 106.198.82.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:49 IST Wed Jun 24 2020 | Duration: 7h:02m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2155849269 | Bytes Rx: 415455068 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170154 | Audit Session ID: 0a95072a298aa0005ef2d681 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170154 | Audit Session ID: 0a95072a298aa0005ef2d681 | Security Group Tag: none | EasyVPN: 0 ||
Username: TGanguly | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.98 | Public IP: 223.176.41.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:57 IST Wed Jun 24 2020 | Duration: 7h:02m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 392618231 | Bytes Rx: 149279100 | IP Addr: 10.149.233.98 | Public IP: 223.176.41.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:57 IST Wed Jun 24 2020 | Duration: 7h:02m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 392618231 | Bytes Rx: 149279100 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170157 | Audit Session ID: 0a95072a298ad0005ef2d689 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170157 | Audit Session ID: 0a95072a298ad0005ef2d689 | Security Group Tag: none | EasyVPN: 0 ||
Username: kchari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.100 | Public IP: 27.57.30.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:58 IST Wed Jun 24 2020 | Duration: 7h:02m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 20587029957 | Bytes Rx: 1137080391 | IP Addr: 10.149.233.100 | Public IP: 27.57.30.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:58 IST Wed Jun 24 2020 | Duration: 7h:02m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 20587029957 | Bytes Rx: 1137080391 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170158 | Audit Session ID: 0a95072a298ae0005ef2d68a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170158 | Audit Session ID: 0a95072a298ae0005ef2d68a | Security Group Tag: none | EasyVPN: 0 ||
Username: lkalaska | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.106 | Public IP: 106.220.92.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Wed Jun 24 2020 | Duration: 7h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1126551499 | Bytes Rx: 354924624 | IP Addr: 10.149.233.106 | Public IP: 106.220.92.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Wed Jun 24 2020 | Duration: 7h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1126551499 | Bytes Rx: 354924624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170168 | Audit Session ID: 0a95072a298b80005ef2d6c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170168 | Audit Session ID: 0a95072a298b80005ef2d6c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rnataraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.111 | Public IP: 157.50.158.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:29 IST Wed Jun 24 2020 | Duration: 7h:00m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 5225672757 | Bytes Rx: 261814019 | IP Addr: 10.149.233.111 | Public IP: 157.50.158.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:29 IST Wed Jun 24 2020 | Duration: 7h:00m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 5225672757 | Bytes Rx: 261814019 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170173 | Audit Session ID: 0a95072a298bd0005ef2d6e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170173 | Audit Session ID: 0a95072a298bd0005ef2d6e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: azarshaj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.116 | Public IP: 49.205.78.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:19 IST Wed Jun 24 2020 | Duration: 6h:59m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 626880992 | Bytes Rx: 649826614 | IP Addr: 10.149.233.116 | Public IP: 49.205.78.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:19 IST Wed Jun 24 2020 | Duration: 6h:59m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 626880992 | Bytes Rx: 649826614 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170181 | Audit Session ID: 0a95072a298c50005ef2d717 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170181 | Audit Session ID: 0a95072a298c50005ef2d717 | Security Group Tag: none | EasyVPN: 0 ||
Username: rabnkhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.223 | Public IP: 27.5.176.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:47 IST Wed Jun 24 2020 | Duration: 6h:59m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 670635429 | Bytes Rx: 71888981 | IP Addr: 10.149.232.223 | Public IP: 27.5.176.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:47 IST Wed Jun 24 2020 | Duration: 6h:59m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 670635429 | Bytes Rx: 71888981 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170182 | Audit Session ID: 0a95072a298c60005ef2d733 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170182 | Audit Session ID: 0a95072a298c60005ef2d733 | Security Group Tag: none | EasyVPN: 0 ||
Username: shsehgal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 183.83.154.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:51 IST Wed Jun 24 2020 | Duration: 6h:59m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 688356734 | Bytes Rx: 1118836481 | IP Addr: 10.149.233.117 | Public IP: 183.83.154.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:51 IST Wed Jun 24 2020 | Duration: 6h:59m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 688356734 | Bytes Rx: 1118836481 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170183 | Audit Session ID: 0a95072a298c70005ef2d737 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170183 | Audit Session ID: 0a95072a298c70005ef2d737 | Security Group Tag: none | EasyVPN: 0 ||
Username: gmarimut | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.119 | Public IP: 122.164.34.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:17 IST Wed Jun 24 2020 | Duration: 6h:58m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 332775146 | Bytes Rx: 74832818 | IP Addr: 10.149.233.119 | Public IP: 122.164.34.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:17 IST Wed Jun 24 2020 | Duration: 6h:58m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 332775146 | Bytes Rx: 74832818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170185 | Audit Session ID: 0a95072a298c90005ef2d751 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170185 | Audit Session ID: 0a95072a298c90005ef2d751 | Security Group Tag: none | EasyVPN: 0 ||
Username: sraok | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.207 | Public IP: 157.46.36.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:00 IST Wed Jun 24 2020 | Duration: 6h:57m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 208866822 | Bytes Rx: 142020734 | IP Addr: 10.149.232.207 | Public IP: 157.46.36.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:00 IST Wed Jun 24 2020 | Duration: 6h:57m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 208866822 | Bytes Rx: 142020734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170187 | Audit Session ID: 0a95072a298cb0005ef2d77c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170187 | Audit Session ID: 0a95072a298cb0005ef2d77c | Security Group Tag: none | EasyVPN: 0 ||
