sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.249 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:06:56 IST Thu Jun 18 2020 | Duration: 3d 16h:23m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1727830914 | Bytes Rx: 2588297336 | IP Addr: 10.150.237.249 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:06:56 IST Thu Jun 18 2020 | Duration: 3d 16h:23m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1727830914 | Bytes Rx: 2588297336 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37079 | Audit Session ID: 0a96cf69090d70005eeb7c08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37079 | Audit Session ID: 0a96cf69090d70005eeb7c08 | Security Group Tag: none | EasyVPN: 0 ||
Username: surjadha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.98 | Public IP: 106.210.242.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:11 IST Mon Jun 22 2020 | Duration: 2h:52m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 157804116 | Bytes Rx: 62554942 | IP Addr: 10.150.237.98 | Public IP: 106.210.242.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:11 IST Mon Jun 22 2020 | Duration: 2h:52m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 157804116 | Bytes Rx: 62554942 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47455 | Audit Session ID: 0a96cf690b95f0005ef02eab | Security Group Tag: none | EasyVPN: 0 |Session ID: 47455 | Audit Session ID: 0a96cf690b95f0005ef02eab | Security Group Tag: none | EasyVPN: 0 ||
Username: vsheth | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.97 | Public IP: 103.235.123.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:12 IST Mon Jun 22 2020 | Duration: 2h:52m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 38671889 | Bytes Rx: 17807358 | IP Addr: 10.150.237.97 | Public IP: 103.235.123.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:12 IST Mon Jun 22 2020 | Duration: 2h:52m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 38671889 | Bytes Rx: 17807358 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47456 | Audit Session ID: 0a96cf690b9600005ef02eac | Security Group Tag: none | EasyVPN: 0 |Session ID: 47456 | Audit Session ID: 0a96cf690b9600005ef02eac | Security Group Tag: none | EasyVPN: 0 ||
Username: valkeshc | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.99 | Public IP: 103.81.38.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:29 IST Mon Jun 22 2020 | Duration: 2h:51m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1823407272 | Bytes Rx: 160775468 | IP Addr: 10.150.237.99 | Public IP: 103.81.38.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:29 IST Mon Jun 22 2020 | Duration: 2h:51m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1823407272 | Bytes Rx: 160775468 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47457 | Audit Session ID: 0a96cf690b9610005ef02ebd | Security Group Tag: none | EasyVPN: 0 |Session ID: 47457 | Audit Session ID: 0a96cf690b9610005ef02ebd | Security Group Tag: none | EasyVPN: 0 ||
Username: Jimypat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.23 | Public IP: 42.106.5.248 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:38:31 IST Mon Jun 22 2020 | Duration: 2h:51m:45s | Inactivity:  0h:16m:31s | Bytes Tx: 297466966 | Bytes Rx: 68353741 | IP Addr: 10.150.236.23 | Public IP: 42.106.5.248 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:38:31 IST Mon Jun 22 2020 | Duration: 2h:51m:45s | Inactivity:  0h:16m:31s | Bytes Tx: 297466966 | Bytes Rx: 68353741 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47458 | Audit Session ID: 0a96cf690b9620005ef02ebf | Security Group Tag: none | EasyVPN: 0 |Session ID: 47458 | Audit Session ID: 0a96cf690b9620005ef02ebf | Security Group Tag: none | EasyVPN: 0 ||
Username: sk.bepari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.91 | Public IP: 202.142.69.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:32 IST Mon Jun 22 2020 | Duration: 2h:51m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 329648472 | Bytes Rx: 49433758 | IP Addr: 10.150.236.91 | Public IP: 202.142.69.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:32 IST Mon Jun 22 2020 | Duration: 2h:51m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 329648472 | Bytes Rx: 49433758 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47459 | Audit Session ID: 0a96cf690b9630005ef02ec0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47459 | Audit Session ID: 0a96cf690b9630005ef02ec0 | Security Group Tag: none | EasyVPN: 0 ||
Username: shdhiman | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.5 | Public IP: 139.167.94.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:34 IST Mon Jun 22 2020 | Duration: 2h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 192020378 | Bytes Rx: 77715644 | IP Addr: 10.150.236.5 | Public IP: 139.167.94.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:34 IST Mon Jun 22 2020 | Duration: 2h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 192020378 | Bytes Rx: 77715644 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47460 | Audit Session ID: 0a96cf690b9640005ef02ec2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47460 | Audit Session ID: 0a96cf690b9640005ef02ec2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sreejinc | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.24 | Public IP: 106.200.109.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:42 IST Mon Jun 22 2020 | Duration: 2h:51m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 338111728 | Bytes Rx: 105543260 | IP Addr: 10.150.236.24 | Public IP: 106.200.109.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:42 IST Mon Jun 22 2020 | Duration: 2h:51m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 338111728 | Bytes Rx: 105543260 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47461 | Audit Session ID: 0a96cf690b9650005ef02eca | Security Group Tag: none | EasyVPN: 0 |Session ID: 47461 | Audit Session ID: 0a96cf690b9650005ef02eca | Security Group Tag: none | EasyVPN: 0 ||
Username: pratikc.ghagare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.58 | Public IP: 60.254.42.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:44 IST Mon Jun 22 2020 | Duration: 2h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 139492388 | Bytes Rx: 58841113 | IP Addr: 10.150.236.58 | Public IP: 60.254.42.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:44 IST Mon Jun 22 2020 | Duration: 2h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 139492388 | Bytes Rx: 58841113 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47464 | Audit Session ID: 0a96cf690b9680005ef02ecc | Security Group Tag: none | EasyVPN: 0 |Session ID: 47464 | Audit Session ID: 0a96cf690b9680005ef02ecc | Security Group Tag: none | EasyVPN: 0 ||
Username: nitin.pudke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.93 | Public IP: 103.117.219.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:16 IST Mon Jun 22 2020 | Duration: 2h:51m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 288285159 | Bytes Rx: 65657289 | IP Addr: 10.150.236.93 | Public IP: 103.117.219.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:16 IST Mon Jun 22 2020 | Duration: 2h:51m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 288285159 | Bytes Rx: 65657289 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47468 | Audit Session ID: 0a96cf690b96c0005ef02eec | Security Group Tag: none | EasyVPN: 0 |Session ID: 47468 | Audit Session ID: 0a96cf690b96c0005ef02eec | Security Group Tag: none | EasyVPN: 0 ||
Username: AMIKUMAR | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.94 | Public IP: 47.9.250.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:18 IST Mon Jun 22 2020 | Duration: 2h:50m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 72580137 | Bytes Rx: 26038108 | IP Addr: 10.150.236.94 | Public IP: 47.9.250.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:18 IST Mon Jun 22 2020 | Duration: 2h:50m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 72580137 | Bytes Rx: 26038108 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47469 | Audit Session ID: 0a96cf690b96d0005ef02eee | Security Group Tag: none | EasyVPN: 0 |Session ID: 47469 | Audit Session ID: 0a96cf690b96d0005ef02eee | Security Group Tag: none | EasyVPN: 0 ||
Username: avipande | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.95 | Public IP: 27.60.106.63 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:39:22 IST Mon Jun 22 2020 | Duration: 2h:50m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 366758018 | Bytes Rx: 72380340 | IP Addr: 10.150.236.95 | Public IP: 27.60.106.63 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:39:22 IST Mon Jun 22 2020 | Duration: 2h:50m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 366758018 | Bytes Rx: 72380340 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47470 | Audit Session ID: 0a96cf690b96e0005ef02ef2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47470 | Audit Session ID: 0a96cf690b96e0005ef02ef2 | Security Group Tag: none | EasyVPN: 0 ||
Username: rtippabh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.96 | Public IP: 27.6.137.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:26 IST Mon Jun 22 2020 | Duration: 2h:50m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 312738965 | Bytes Rx: 47513843 | IP Addr: 10.150.236.96 | Public IP: 27.6.137.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:26 IST Mon Jun 22 2020 | Duration: 2h:50m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 312738965 | Bytes Rx: 47513843 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47471 | Audit Session ID: 0a96cf690b96f0005ef02ef6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47471 | Audit Session ID: 0a96cf690b96f0005ef02ef6 | Security Group Tag: none | EasyVPN: 0 ||
Username: rkumbhar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.49 | Public IP: 106.193.208.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:06 IST Mon Jun 22 2020 | Duration: 2h:50m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 75687906 | Bytes Rx: 42863916 | IP Addr: 10.150.237.49 | Public IP: 106.193.208.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:06 IST Mon Jun 22 2020 | Duration: 2h:50m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 75687906 | Bytes Rx: 42863916 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47472 | Audit Session ID: 0a96cf690b9700005ef02f1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 47472 | Audit Session ID: 0a96cf690b9700005ef02f1e | Security Group Tag: none | EasyVPN: 0 ||
Username: imran.k | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.101 | Public IP: 45.252.74.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:00 IST Mon Jun 22 2020 | Duration: 2h:49m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 532815894 | Bytes Rx: 391373165 | IP Addr: 10.150.237.101 | Public IP: 45.252.74.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:00 IST Mon Jun 22 2020 | Duration: 2h:49m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 532815894 | Bytes Rx: 391373165 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47475 | Audit Session ID: 0a96cf690b9730005ef02f54 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47475 | Audit Session ID: 0a96cf690b9730005ef02f54 | Security Group Tag: none | EasyVPN: 0 ||
Username: pushsin | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.102 | Public IP: 106.215.242.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:12 IST Mon Jun 22 2020 | Duration: 2h:49m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 257987272 | Bytes Rx: 180258033 | IP Addr: 10.150.237.102 | Public IP: 106.215.242.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:12 IST Mon Jun 22 2020 | Duration: 2h:49m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 257987272 | Bytes Rx: 180258033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47476 | Audit Session ID: 0a96cf690b9740005ef02f60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47476 | Audit Session ID: 0a96cf690b9740005ef02f60 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShuGhuge | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.104 | Public IP: 113.193.138.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:20 IST Mon Jun 22 2020 | Duration: 2h:48m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 46709181 | Bytes Rx: 22334530 | IP Addr: 10.150.237.104 | Public IP: 113.193.138.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:20 IST Mon Jun 22 2020 | Duration: 2h:48m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 46709181 | Bytes Rx: 22334530 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47478 | Audit Session ID: 0a96cf690b9760005ef02f68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47478 | Audit Session ID: 0a96cf690b9760005ef02f68 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABahekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.101 | Public IP: 103.110.253.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:02 IST Mon Jun 22 2020 | Duration: 2h:48m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 308534634 | Bytes Rx: 100605534 | IP Addr: 10.150.236.101 | Public IP: 103.110.253.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:02 IST Mon Jun 22 2020 | Duration: 2h:48m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 308534634 | Bytes Rx: 100605534 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47484 | Audit Session ID: 0a96cf690b97c0005ef02f92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47484 | Audit Session ID: 0a96cf690b97c0005ef02f92 | Security Group Tag: none | EasyVPN: 0 ||
Username: jmadje | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.66 | Public IP: 43.241.29.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:11 IST Mon Jun 22 2020 | Duration: 2h:48m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 46722704 | Bytes Rx: 23769391 | IP Addr: 10.150.236.66 | Public IP: 43.241.29.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:11 IST Mon Jun 22 2020 | Duration: 2h:48m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 46722704 | Bytes Rx: 23769391 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47486 | Audit Session ID: 0a96cf690b97e0005ef02f9b | Security Group Tag: none | EasyVPN: 0 |Session ID: 47486 | Audit Session ID: 0a96cf690b97e0005ef02f9b | Security Group Tag: none | EasyVPN: 0 ||
Username: jithesh.r | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.103 | Public IP: 122.169.29.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:12 IST Mon Jun 22 2020 | Duration: 2h:48m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 159904310 | Bytes Rx: 127558130 | IP Addr: 10.150.236.103 | Public IP: 122.169.29.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:12 IST Mon Jun 22 2020 | Duration: 2h:48m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 159904310 | Bytes Rx: 127558130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47487 | Audit Session ID: 0a96cf690b97f0005ef02f9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 47487 | Audit Session ID: 0a96cf690b97f0005ef02f9c | Security Group Tag: none | EasyVPN: 0 ||
Username: AVanjari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.99 | Public IP: 123.136.193.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:13 IST Mon Jun 22 2020 | Duration: 2h:48m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 165598768 | Bytes Rx: 38847173 | IP Addr: 10.150.236.99 | Public IP: 123.136.193.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:13 IST Mon Jun 22 2020 | Duration: 2h:48m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 165598768 | Bytes Rx: 38847173 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47488 | Audit Session ID: 0a96cf690b9800005ef02f9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 47488 | Audit Session ID: 0a96cf690b9800005ef02f9d | Security Group Tag: none | EasyVPN: 0 ||
