sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:31m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 18025393248 | Bytes Rx: 1542162480 | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:31m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 18025393248 | Bytes Rx: 1542162480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudhakup | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.231 | Public IP: 115.97.1.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 4h:17m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 143311934 | Bytes Rx: 189021274 | IP Addr: 10.149.233.231 | Public IP: 115.97.1.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 4h:17m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 143311934 | Bytes Rx: 189021274 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135019 | Audit Session ID: 0a95072a20f6b0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135019 | Audit Session ID: 0a95072a20f6b0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: a.kalyani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.234 | Public IP: 49.205.77.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:15 IST Fri Jun 5 2020 | Duration: 4h:17m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 199156684 | Bytes Rx: 168954460 | IP Addr: 10.149.233.234 | Public IP: 49.205.77.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:15 IST Fri Jun 5 2020 | Duration: 4h:17m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 199156684 | Bytes Rx: 168954460 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135020 | Audit Session ID: 0a95072a20f6c0005ed9cf7f | Security Group Tag: none | EasyVPN: 0 |Session ID: 135020 | Audit Session ID: 0a95072a20f6c0005ed9cf7f | Security Group Tag: none | EasyVPN: 0 ||
Username: SangramJ | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.237 | Public IP: 42.106.208.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:40 IST Fri Jun 5 2020 | Duration: 4h:16m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 194983159 | Bytes Rx: 101340857 | IP Addr: 10.149.233.237 | Public IP: 42.106.208.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:40 IST Fri Jun 5 2020 | Duration: 4h:16m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 194983159 | Bytes Rx: 101340857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135025 | Audit Session ID: 0a95072a20f710005ed9cf98 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135025 | Audit Session ID: 0a95072a20f710005ed9cf98 | Security Group Tag: none | EasyVPN: 0 ||
Username: apalani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.239 | Public IP: 157.51.228.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:43 IST Fri Jun 5 2020 | Duration: 4h:16m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 98575089 | Bytes Rx: 45244153 | IP Addr: 10.149.233.239 | Public IP: 157.51.228.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:43 IST Fri Jun 5 2020 | Duration: 4h:16m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 98575089 | Bytes Rx: 45244153 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135026 | Audit Session ID: 0a95072a20f720005ed9cf9b | Security Group Tag: none | EasyVPN: 0 |Session ID: 135026 | Audit Session ID: 0a95072a20f720005ed9cf9b | Security Group Tag: none | EasyVPN: 0 ||
Username: vinsunda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.241 | Public IP: 49.205.79.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:05 IST Fri Jun 5 2020 | Duration: 4h:16m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 204212730 | Bytes Rx: 55958300 | IP Addr: 10.149.233.241 | Public IP: 49.205.79.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:05 IST Fri Jun 5 2020 | Duration: 4h:16m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 204212730 | Bytes Rx: 55958300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135029 | Audit Session ID: 0a95072a20f750005ed9cfb1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135029 | Audit Session ID: 0a95072a20f750005ed9cfb1 | Security Group Tag: none | EasyVPN: 0 ||
Username: ranandha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.242 | Public IP: 49.206.124.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:07 IST Fri Jun 5 2020 | Duration: 4h:16m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1281779436 | Bytes Rx: 335709449 | IP Addr: 10.149.233.242 | Public IP: 49.206.124.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:07 IST Fri Jun 5 2020 | Duration: 4h:16m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1281779436 | Bytes Rx: 335709449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135030 | Audit Session ID: 0a95072a20f760005ed9cfb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135030 | Audit Session ID: 0a95072a20f760005ed9cfb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: srsuresh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.229 | Public IP: 49.207.129.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:11 IST Fri Jun 5 2020 | Duration: 4h:16m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 34218763 | Bytes Rx: 15148855 | IP Addr: 10.149.233.229 | Public IP: 49.207.129.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:11 IST Fri Jun 5 2020 | Duration: 4h:16m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 34218763 | Bytes Rx: 15148855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135032 | Audit Session ID: 0a95072a20f780005ed9cfb7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135032 | Audit Session ID: 0a95072a20f780005ed9cfb7 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.243 | Public IP: 157.46.17.223 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:23:12 IST Fri Jun 5 2020 | Duration: 4h:16m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 296233589 | Bytes Rx: 113366072 | IP Addr: 10.149.233.243 | Public IP: 157.46.17.223 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:23:12 IST Fri Jun 5 2020 | Duration: 4h:16m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 296233589 | Bytes Rx: 113366072 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135033 | Audit Session ID: 0a95072a20f790005ed9cfb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135033 | Audit Session ID: 0a95072a20f790005ed9cfb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: RamaAnba | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.246 | Public IP: 182.65.226.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:18 IST Fri Jun 5 2020 | Duration: 4h:16m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 155517470 | Bytes Rx: 25425764 | IP Addr: 10.149.233.246 | Public IP: 182.65.226.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:18 IST Fri Jun 5 2020 | Duration: 4h:16m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 155517470 | Bytes Rx: 25425764 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135034 | Audit Session ID: 0a95072a20f7a0005ed9cfbe | Security Group Tag: none | EasyVPN: 0 |Session ID: 135034 | Audit Session ID: 0a95072a20f7a0005ed9cfbe | Security Group Tag: none | EasyVPN: 0 ||
Username: amrudesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.247 | Public IP: 106.193.203.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:18 IST Fri Jun 5 2020 | Duration: 4h:16m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 183130200 | Bytes Rx: 185443282 | IP Addr: 10.149.233.247 | Public IP: 106.193.203.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:18 IST Fri Jun 5 2020 | Duration: 4h:16m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 183130200 | Bytes Rx: 185443282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135035 | Audit Session ID: 0a95072a20f7b0005ed9cfbe | Security Group Tag: none | EasyVPN: 0 |Session ID: 135035 | Audit Session ID: 0a95072a20f7b0005ed9cfbe | Security Group Tag: none | EasyVPN: 0 ||
Username: kgembali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.249 | Public IP: 49.207.135.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:40 IST Fri Jun 5 2020 | Duration: 4h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 749517348 | Bytes Rx: 63504792 | IP Addr: 10.149.233.249 | Public IP: 49.207.135.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:40 IST Fri Jun 5 2020 | Duration: 4h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 749517348 | Bytes Rx: 63504792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135038 | Audit Session ID: 0a95072a20f7e0005ed9cfd4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135038 | Audit Session ID: 0a95072a20f7e0005ed9cfd4 | Security Group Tag: none | EasyVPN: 0 ||
Username: nishlaks | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.250 | Public IP: 106.198.34.85 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:23:58 IST Fri Jun 5 2020 | Duration: 4h:15m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 514816103 | Bytes Rx: 57602505 | IP Addr: 10.149.233.250 | Public IP: 106.198.34.85 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:23:58 IST Fri Jun 5 2020 | Duration: 4h:15m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 514816103 | Bytes Rx: 57602505 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135039 | Audit Session ID: 0a95072a20f7f0005ed9cfe6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135039 | Audit Session ID: 0a95072a20f7f0005ed9cfe6 | Security Group Tag: none | EasyVPN: 0 ||
Username: shjadhav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.18 | Public IP: 203.192.249.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:24:06 IST Fri Jun 5 2020 | Duration: 4h:15m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1403433032 | Bytes Rx: 387481177 | IP Addr: 10.149.233.18 | Public IP: 203.192.249.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:24:06 IST Fri Jun 5 2020 | Duration: 4h:15m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1403433032 | Bytes Rx: 387481177 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135040 | Audit Session ID: 0a95072a20f800005ed9cfee | Security Group Tag: none | EasyVPN: 0 |Session ID: 135040 | Audit Session ID: 0a95072a20f800005ed9cfee | Security Group Tag: none | EasyVPN: 0 ||
Username: sasaxena | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.102 | Public IP: 27.97.84.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:24:54 IST Fri Jun 5 2020 | Duration: 4h:14m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 170066491 | Bytes Rx: 137275592 | IP Addr: 10.149.233.102 | Public IP: 27.97.84.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:24:54 IST Fri Jun 5 2020 | Duration: 4h:14m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 170066491 | Bytes Rx: 137275592 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135042 | Audit Session ID: 0a95072a20f820005ed9d01e | Security Group Tag: none | EasyVPN: 0 |Session ID: 135042 | Audit Session ID: 0a95072a20f820005ed9d01e | Security Group Tag: none | EasyVPN: 0 ||
Username: vkamatch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 49.207.128.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:46 IST Fri Jun 5 2020 | Duration: 4h:11m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 276304860 | Bytes Rx: 115737871 | IP Addr: 10.149.233.203 | Public IP: 49.207.128.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:46 IST Fri Jun 5 2020 | Duration: 4h:11m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 276304860 | Bytes Rx: 115737871 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135043 | Audit Session ID: 0a95072a20f830005ed9d0ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 135043 | Audit Session ID: 0a95072a20f830005ed9d0ca | Security Group Tag: none | EasyVPN: 0 ||
Username: knataraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.251 | Public IP: 117.206.122.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:48 IST Fri Jun 5 2020 | Duration: 4h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 136597608 | Bytes Rx: 107775818 | IP Addr: 10.149.233.251 | Public IP: 117.206.122.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:48 IST Fri Jun 5 2020 | Duration: 4h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 136597608 | Bytes Rx: 107775818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135044 | Audit Session ID: 0a95072a20f840005ed9d0cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 135044 | Audit Session ID: 0a95072a20f840005ed9d0cc | Security Group Tag: none | EasyVPN: 0 ||
Username: ArthalaR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.149 | Public IP: 157.43.167.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:04 IST Fri Jun 5 2020 | Duration: 4h:11m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 546303774 | Bytes Rx: 76399152 | IP Addr: 10.149.233.149 | Public IP: 157.43.167.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:04 IST Fri Jun 5 2020 | Duration: 4h:11m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 546303774 | Bytes Rx: 76399152 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135045 | Audit Session ID: 0a95072a20f850005ed9d0dc | Security Group Tag: none | EasyVPN: 0 |Session ID: 135045 | Audit Session ID: 0a95072a20f850005ed9d0dc | Security Group Tag: none | EasyVPN: 0 ||
Username: knauber | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.162 | Public IP: 27.5.185.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:25 IST Fri Jun 5 2020 | Duration: 4h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 84861754 | Bytes Rx: 12105850 | IP Addr: 10.149.233.162 | Public IP: 27.5.185.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:25 IST Fri Jun 5 2020 | Duration: 4h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 84861754 | Bytes Rx: 12105850 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135046 | Audit Session ID: 0a95072a20f860005ed9d0f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135046 | Audit Session ID: 0a95072a20f860005ed9d0f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: kgopikum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.252 | Public IP: 157.46.27.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:29 IST Fri Jun 5 2020 | Duration: 4h:10m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 309669465 | Bytes Rx: 609093303 | IP Addr: 10.149.233.252 | Public IP: 157.46.27.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:29 IST Fri Jun 5 2020 | Duration: 4h:10m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 309669465 | Bytes Rx: 609093303 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135048 | Audit Session ID: 0a95072a20f880005ed9d0f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135048 | Audit Session ID: 0a95072a20f880005ed9d0f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: lokumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.253 | Public IP: 49.205.78.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:36 IST Fri Jun 5 2020 | Duration: 4h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 439052358 | Bytes Rx: 152414774 | IP Addr: 10.149.233.253 | Public IP: 49.205.78.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:36 IST Fri Jun 5 2020 | Duration: 4h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 439052358 | Bytes Rx: 152414774 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135050 | Audit Session ID: 0a95072a20f8a0005ed9d0fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 135050 | Audit Session ID: 0a95072a20f8a0005ed9d0fc | Security Group Tag: none | EasyVPN: 0 ||
