sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rupameht | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.159 | Public IP: 223.225.65.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:01 IST Mon Jun 15 2020 | Duration: 1d 3h:50m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1882203588 | Bytes Rx: 608064483 | IP Addr: 10.150.244.159 | Public IP: 223.225.65.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:01 IST Mon Jun 15 2020 | Duration: 1d 3h:50m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1882203588 | Bytes Rx: 608064483 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 23817 | Audit Session ID: 0a96cf6905d090005ee702a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 23817 | Audit Session ID: 0a96cf6905d090005ee702a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: MSiddhat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.85 | Public IP: 106.210.134.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:14 IST Tue Jun 16 2020 | Duration: 4h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 127690231 | Bytes Rx: 65534784 | IP Addr: 10.150.237.85 | Public IP: 106.210.134.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:14 IST Tue Jun 16 2020 | Duration: 4h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 127690231 | Bytes Rx: 65534784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27257 | Audit Session ID: 0a96cf6906a790005ee84d2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 27257 | Audit Session ID: 0a96cf6906a790005ee84d2e | Security Group Tag: none | EasyVPN: 0 ||
Username: mandar.puri | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.163 | Public IP: 106.193.105.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:30 IST Tue Jun 16 2020 | Duration: 4h:19m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 263578112 | Bytes Rx: 78424906 | IP Addr: 10.150.237.163 | Public IP: 106.193.105.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:30 IST Tue Jun 16 2020 | Duration: 4h:19m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 263578112 | Bytes Rx: 78424906 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27261 | Audit Session ID: 0a96cf6906a7d0005ee84d3e | Security Group Tag: none | EasyVPN: 0 |Session ID: 27261 | Audit Session ID: 0a96cf6906a7d0005ee84d3e | Security Group Tag: none | EasyVPN: 0 ||
Username: VINAYACH | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.164 | Public IP: 103.132.148.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:34 IST Tue Jun 16 2020 | Duration: 4h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 238801081 | Bytes Rx: 43313812 | IP Addr: 10.150.237.164 | Public IP: 103.132.148.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:34 IST Tue Jun 16 2020 | Duration: 4h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 238801081 | Bytes Rx: 43313812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27262 | Audit Session ID: 0a96cf6906a7e0005ee84d42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27262 | Audit Session ID: 0a96cf6906a7e0005ee84d42 | Security Group Tag: none | EasyVPN: 0 ||
Username: shsahoo | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.174 | Public IP: 157.41.243.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:00 IST Tue Jun 16 2020 | Duration: 4h:19m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 639914514 | Bytes Rx: 292197421 | IP Addr: 10.150.237.174 | Public IP: 157.41.243.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:00 IST Tue Jun 16 2020 | Duration: 4h:19m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 639914514 | Bytes Rx: 292197421 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27268 | Audit Session ID: 0a96cf6906a840005ee84d5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 27268 | Audit Session ID: 0a96cf6906a840005ee84d5c | Security Group Tag: none | EasyVPN: 0 ||
Username: ShriomS | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.178 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:11:53 IST Tue Jun 16 2020 | Duration: 4h:18m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 451135555 | Bytes Rx: 103731304 | IP Addr: 10.150.237.178 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:11:53 IST Tue Jun 16 2020 | Duration: 4h:18m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 451135555 | Bytes Rx: 103731304 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27274 | Audit Session ID: 0a96cf6906a8a0005ee84d91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27274 | Audit Session ID: 0a96cf6906a8a0005ee84d91 | Security Group Tag: none | EasyVPN: 0 ||
Username: VTitare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.179 | Public IP: 106.193.130.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:57 IST Tue Jun 16 2020 | Duration: 4h:18m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 371998285 | Bytes Rx: 91924860 | IP Addr: 10.150.237.179 | Public IP: 106.193.130.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:57 IST Tue Jun 16 2020 | Duration: 4h:18m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 371998285 | Bytes Rx: 91924860 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27275 | Audit Session ID: 0a96cf6906a8b0005ee84d95 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27275 | Audit Session ID: 0a96cf6906a8b0005ee84d95 | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 4h:16m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 96507294 | Bytes Rx: 25374825 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 4h:16m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 96507294 | Bytes Rx: 25374825 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sfiske | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.185 | Public IP: 157.33.197.187 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:13:36 IST Tue Jun 16 2020 | Duration: 4h:16m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 146945375 | Bytes Rx: 108804264 | IP Addr: 10.150.237.185 | Public IP: 157.33.197.187 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:13:36 IST Tue Jun 16 2020 | Duration: 4h:16m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 146945375 | Bytes Rx: 108804264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27283 | Audit Session ID: 0a96cf6906a930005ee84df8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27283 | Audit Session ID: 0a96cf6906a930005ee84df8 | Security Group Tag: none | EasyVPN: 0 ||
Username: RajvaRaw | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.181 | Public IP: 45.127.44.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:07 IST Tue Jun 16 2020 | Duration: 4h:16m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 344590844 | Bytes Rx: 90205976 | IP Addr: 10.150.236.181 | Public IP: 45.127.44.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:07 IST Tue Jun 16 2020 | Duration: 4h:16m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 344590844 | Bytes Rx: 90205976 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27286 | Audit Session ID: 0a96cf6906a960005ee84e17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27286 | Audit Session ID: 0a96cf6906a960005ee84e17 | Security Group Tag: none | EasyVPN: 0 ||
Username: kangayka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.192 | Public IP: 106.77.7.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:33 IST Tue Jun 16 2020 | Duration: 4h:15m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 336890746 | Bytes Rx: 121916512 | IP Addr: 10.150.237.192 | Public IP: 106.77.7.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:33 IST Tue Jun 16 2020 | Duration: 4h:15m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 336890746 | Bytes Rx: 121916512 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27293 | Audit Session ID: 0a96cf6906a9d0005ee84e31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27293 | Audit Session ID: 0a96cf6906a9d0005ee84e31 | Security Group Tag: none | EasyVPN: 0 ||
Username: HRajput | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.193 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:44 IST Tue Jun 16 2020 | Duration: 4h:15m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 238092313 | Bytes Rx: 93677463 | IP Addr: 10.150.237.193 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:44 IST Tue Jun 16 2020 | Duration: 4h:15m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 238092313 | Bytes Rx: 93677463 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27295 | Audit Session ID: 0a96cf6906a9f0005ee84e3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 27295 | Audit Session ID: 0a96cf6906a9f0005ee84e3c | Security Group Tag: none | EasyVPN: 0 ||
Username: prkadlag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.28 | Public IP: 103.137.50.119 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:05 IST Tue Jun 16 2020 | Duration: 4h:15m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 68975170 | Bytes Rx: 10264729 | IP Addr: 10.150.244.28 | Public IP: 103.137.50.119 | Protocol: AnyConnect-Parent DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:05 IST Tue Jun 16 2020 | Duration: 4h:15m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 68975170 | Bytes Rx: 10264729 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27300 | Audit Session ID: 0a96cf6906aa40005ee84e51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27300 | Audit Session ID: 0a96cf6906aa40005ee84e51 | Security Group Tag: none | EasyVPN: 0 ||
Username: skachare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.27 | Public IP: 45.127.106.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:21 IST Tue Jun 16 2020 | Duration: 4h:15m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 71270052 | Bytes Rx: 34899032 | IP Addr: 10.150.244.27 | Public IP: 45.127.106.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:21 IST Tue Jun 16 2020 | Duration: 4h:15m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 71270052 | Bytes Rx: 34899032 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27303 | Audit Session ID: 0a96cf6906aa70005ee84e61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27303 | Audit Session ID: 0a96cf6906aa70005ee84e61 | Security Group Tag: none | EasyVPN: 0 ||
Username: pawarade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.31 | Public IP: 157.33.186.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:51 IST Tue Jun 16 2020 | Duration: 4h:14m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 297299423 | Bytes Rx: 79850508 | IP Addr: 10.150.244.31 | Public IP: 157.33.186.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:51 IST Tue Jun 16 2020 | Duration: 4h:14m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 297299423 | Bytes Rx: 79850508 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27305 | Audit Session ID: 0a96cf6906aa90005ee84e7f | Security Group Tag: none | EasyVPN: 0 |Session ID: 27305 | Audit Session ID: 0a96cf6906aa90005ee84e7f | Security Group Tag: none | EasyVPN: 0 ||
Username: SwatiP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.61 | Public IP: 183.87.52.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:38 IST Tue Jun 16 2020 | Duration: 4h:12m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 229135176 | Bytes Rx: 32303469 | IP Addr: 10.150.236.61 | Public IP: 183.87.52.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:38 IST Tue Jun 16 2020 | Duration: 4h:12m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 229135176 | Bytes Rx: 32303469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27308 | Audit Session ID: 0a96cf6906aac0005ee84eea | Security Group Tag: none | EasyVPN: 0 |Session ID: 27308 | Audit Session ID: 0a96cf6906aac0005ee84eea | Security Group Tag: none | EasyVPN: 0 ||
Username: sarvredd | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.35 | Public IP: 49.35.53.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:59 IST Tue Jun 16 2020 | Duration: 4h:12m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 126095015 | Bytes Rx: 51942393 | IP Addr: 10.150.244.35 | Public IP: 49.35.53.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:59 IST Tue Jun 16 2020 | Duration: 4h:12m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 126095015 | Bytes Rx: 51942393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27311 | Audit Session ID: 0a96cf6906aaf0005ee84eff | Security Group Tag: none | EasyVPN: 0 |Session ID: 27311 | Audit Session ID: 0a96cf6906aaf0005ee84eff | Security Group Tag: none | EasyVPN: 0 ||
Username: ahatte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.36 | Public IP: 106.79.212.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:08 IST Tue Jun 16 2020 | Duration: 4h:12m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 848650823 | Bytes Rx: 175441745 | IP Addr: 10.150.244.36 | Public IP: 106.79.212.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:08 IST Tue Jun 16 2020 | Duration: 4h:12m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 848650823 | Bytes Rx: 175441745 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27313 | Audit Session ID: 0a96cf6906ab10005ee84f08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27313 | Audit Session ID: 0a96cf6906ab10005ee84f08 | Security Group Tag: none | EasyVPN: 0 ||
Username: priyanka.jogal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.38 | Public IP: 106.193.217.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:09 IST Tue Jun 16 2020 | Duration: 4h:12m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 673842401 | Bytes Rx: 310212768 | IP Addr: 10.150.244.38 | Public IP: 106.193.217.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:09 IST Tue Jun 16 2020 | Duration: 4h:12m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 673842401 | Bytes Rx: 310212768 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27315 | Audit Session ID: 0a96cf6906ab30005ee84f09 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27315 | Audit Session ID: 0a96cf6906ab30005ee84f09 | Security Group Tag: none | EasyVPN: 0 ||
Username: mahavirj | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.39 | Public IP: 103.53.234.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:10 IST Tue Jun 16 2020 | Duration: 4h:12m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 213385699 | Bytes Rx: 84965770 | IP Addr: 10.150.244.39 | Public IP: 103.53.234.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:10 IST Tue Jun 16 2020 | Duration: 4h:12m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 213385699 | Bytes Rx: 84965770 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27316 | Audit Session ID: 0a96cf6906ab40005ee84f0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 27316 | Audit Session ID: 0a96cf6906ab40005ee84f0a | Security Group Tag: none | EasyVPN: 0 ||
Username: ashish.kasture | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.43 | Public IP: 106.193.163.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:31 IST Tue Jun 16 2020 | Duration: 4h:11m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 535783505 | Bytes Rx: 367180108 | IP Addr: 10.150.244.43 | Public IP: 106.193.163.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:31 IST Tue Jun 16 2020 | Duration: 4h:11m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 535783505 | Bytes Rx: 367180108 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27319 | Audit Session ID: 0a96cf6906ab70005ee84f1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 27319 | Audit Session ID: 0a96cf6906ab70005ee84f1f | Security Group Tag: none | EasyVPN: 0 ||
