sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 2d 7h:20m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2718076145 | Bytes Rx: 645171624 | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 2d 7h:20m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2718076145 | Bytes Rx: 645171624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: srajendh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.198 | Public IP: 157.50.25.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:58 IST Fri Jun 26 2020 | Duration: 8h:17m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1268127072 | Bytes Rx: 81073587 | IP Addr: 10.149.235.198 | Public IP: 157.50.25.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:58 IST Fri Jun 26 2020 | Duration: 8h:17m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1268127072 | Bytes Rx: 81073587 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193693 | Audit Session ID: 0a95072b2f49d0005ef57642 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193693 | Audit Session ID: 0a95072b2f49d0005ef57642 | Security Group Tag: none | EasyVPN: 0 ||
Username: ruravich | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.128 | Public IP: 117.215.214.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:28 IST Fri Jun 26 2020 | Duration: 8h:16m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1558010230 | Bytes Rx: 427978070 | IP Addr: 10.149.235.128 | Public IP: 117.215.214.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:28 IST Fri Jun 26 2020 | Duration: 8h:16m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1558010230 | Bytes Rx: 427978070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193695 | Audit Session ID: 0a95072b2f49f0005ef5769c | Security Group Tag: none | EasyVPN: 0 |Session ID: 193695 | Audit Session ID: 0a95072b2f49f0005ef5769c | Security Group Tag: none | EasyVPN: 0 ||
Username: iswmurug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.158 | Public IP: 157.46.54.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:29 IST Fri Jun 26 2020 | Duration: 8h:16m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 343177494 | Bytes Rx: 66486838 | IP Addr: 10.149.235.158 | Public IP: 157.46.54.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:29 IST Fri Jun 26 2020 | Duration: 8h:16m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 343177494 | Bytes Rx: 66486838 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193696 | Audit Session ID: 0a95072b2f4a00005ef5769d | Security Group Tag: none | EasyVPN: 0 |Session ID: 193696 | Audit Session ID: 0a95072b2f4a00005ef5769d | Security Group Tag: none | EasyVPN: 0 ||
Username: shravkam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.201 | Public IP: 157.47.111.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:52 IST Fri Jun 26 2020 | Duration: 8h:15m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1808926835 | Bytes Rx: 380457623 | IP Addr: 10.149.235.201 | Public IP: 157.47.111.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:52 IST Fri Jun 26 2020 | Duration: 8h:15m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1808926835 | Bytes Rx: 380457623 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193698 | Audit Session ID: 0a95072b2f4a20005ef576b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193698 | Audit Session ID: 0a95072b2f4a20005ef576b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: gdhamodh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.206 | Public IP: 183.83.155.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:16 IST Fri Jun 26 2020 | Duration: 8h:15m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 98822786 | Bytes Rx: 37531689 | IP Addr: 10.149.235.206 | Public IP: 183.83.155.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:16 IST Fri Jun 26 2020 | Duration: 8h:15m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 98822786 | Bytes Rx: 37531689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193703 | Audit Session ID: 0a95072b2f4a70005ef576cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 193703 | Audit Session ID: 0a95072b2f4a70005ef576cc | Security Group Tag: none | EasyVPN: 0 ||
Username: ramoorth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.207 | Public IP: 157.50.145.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:27 IST Fri Jun 26 2020 | Duration: 8h:15m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2571987514 | Bytes Rx: 118318477 | IP Addr: 10.149.235.207 | Public IP: 157.50.145.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:27 IST Fri Jun 26 2020 | Duration: 8h:15m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2571987514 | Bytes Rx: 118318477 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193705 | Audit Session ID: 0a95072b2f4a90005ef576d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193705 | Audit Session ID: 0a95072b2f4a90005ef576d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: RajeshGC | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.210 | Public IP: 122.171.151.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:45 IST Fri Jun 26 2020 | Duration: 8h:14m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1753198499 | Bytes Rx: 602390335 | IP Addr: 10.149.235.210 | Public IP: 122.171.151.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:45 IST Fri Jun 26 2020 | Duration: 8h:14m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1753198499 | Bytes Rx: 602390335 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193709 | Audit Session ID: 0a95072b2f4ad0005ef576e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193709 | Audit Session ID: 0a95072b2f4ad0005ef576e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: TaniaDey | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.209 | Public IP: 103.27.142.65 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:47 IST Fri Jun 26 2020 | Duration: 8h:14m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 257585196 | Bytes Rx: 172566206 | IP Addr: 10.149.235.209 | Public IP: 103.27.142.65 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:47 IST Fri Jun 26 2020 | Duration: 8h:14m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 257585196 | Bytes Rx: 172566206 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193710 | Audit Session ID: 0a95072b2f4ae0005ef576eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 193710 | Audit Session ID: 0a95072b2f4ae0005ef576eb | Security Group Tag: none | EasyVPN: 0 ||
Username: sawtiwar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.211 | Public IP: 171.76.196.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:49 IST Fri Jun 26 2020 | Duration: 8h:14m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 3111509981 | Bytes Rx: 234288701 | IP Addr: 10.149.235.211 | Public IP: 171.76.196.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:49 IST Fri Jun 26 2020 | Duration: 8h:14m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 3111509981 | Bytes Rx: 234288701 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193711 | Audit Session ID: 0a95072b2f4af0005ef576ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 193711 | Audit Session ID: 0a95072b2f4af0005ef576ed | Security Group Tag: none | EasyVPN: 0 ||
Username: ssaple | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.214 | Public IP: 1.38.218.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:19 IST Fri Jun 26 2020 | Duration: 8h:14m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1820302107 | Bytes Rx: 246699833 | IP Addr: 10.149.235.214 | Public IP: 1.38.218.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:19 IST Fri Jun 26 2020 | Duration: 8h:14m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1820302107 | Bytes Rx: 246699833 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193718 | Audit Session ID: 0a95072b2f4b60005ef5770b | Security Group Tag: none | EasyVPN: 0 |Session ID: 193718 | Audit Session ID: 0a95072b2f4b60005ef5770b | Security Group Tag: none | EasyVPN: 0 ||
Username: sraok | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.216 | Public IP: 157.50.56.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:19 IST Fri Jun 26 2020 | Duration: 8h:14m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 231077505 | Bytes Rx: 147377262 | IP Addr: 10.149.235.216 | Public IP: 157.50.56.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:19 IST Fri Jun 26 2020 | Duration: 8h:14m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 231077505 | Bytes Rx: 147377262 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193719 | Audit Session ID: 0a95072b2f4b70005ef5770b | Security Group Tag: none | EasyVPN: 0 |Session ID: 193719 | Audit Session ID: 0a95072b2f4b70005ef5770b | Security Group Tag: none | EasyVPN: 0 ||
Username: SKailasa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.215 | Public IP: 157.50.84.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:24 IST Fri Jun 26 2020 | Duration: 8h:14m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1766771589 | Bytes Rx: 424990699 | IP Addr: 10.149.235.215 | Public IP: 157.50.84.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:24 IST Fri Jun 26 2020 | Duration: 8h:14m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1766771589 | Bytes Rx: 424990699 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193720 | Audit Session ID: 0a95072b2f4b80005ef57710 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193720 | Audit Session ID: 0a95072b2f4b80005ef57710 | Security Group Tag: none | EasyVPN: 0 ||
Username: umaravi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.217 | Public IP: 157.48.161.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:25 IST Fri Jun 26 2020 | Duration: 8h:14m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1442360584 | Bytes Rx: 586906544 | IP Addr: 10.149.235.217 | Public IP: 157.48.161.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:25 IST Fri Jun 26 2020 | Duration: 8h:14m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1442360584 | Bytes Rx: 586906544 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193721 | Audit Session ID: 0a95072b2f4b90005ef57711 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193721 | Audit Session ID: 0a95072b2f4b90005ef57711 | Security Group Tag: none | EasyVPN: 0 ||
Username: vivnaray | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.218 | Public IP: 117.209.201.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:28 IST Fri Jun 26 2020 | Duration: 8h:14m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 343057453 | Bytes Rx: 131175842 | IP Addr: 10.149.235.218 | Public IP: 117.209.201.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:28 IST Fri Jun 26 2020 | Duration: 8h:14m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 343057453 | Bytes Rx: 131175842 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193722 | Audit Session ID: 0a95072b2f4ba0005ef57714 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193722 | Audit Session ID: 0a95072b2f4ba0005ef57714 | Security Group Tag: none | EasyVPN: 0 ||
Username: yavvaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.108 | Public IP: 157.48.219.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:39 IST Fri Jun 26 2020 | Duration: 8h:13m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 205773306 | Bytes Rx: 113887856 | IP Addr: 10.149.235.108 | Public IP: 157.48.219.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:39 IST Fri Jun 26 2020 | Duration: 8h:13m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 205773306 | Bytes Rx: 113887856 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193723 | Audit Session ID: 0a95072b2f4bb0005ef5771f | Security Group Tag: none | EasyVPN: 0 |Session ID: 193723 | Audit Session ID: 0a95072b2f4bb0005ef5771f | Security Group Tag: none | EasyVPN: 0 ||
Username: raghulne | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.160 | Public IP: 113.193.199.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:09 IST Fri Jun 26 2020 | Duration: 8h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 1494594025 | Bytes Rx: 521754339 | IP Addr: 10.149.235.160 | Public IP: 113.193.199.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:09 IST Fri Jun 26 2020 | Duration: 8h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 1494594025 | Bytes Rx: 521754339 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193727 | Audit Session ID: 0a95072b2f4bf0005ef5773d | Security Group Tag: none | EasyVPN: 0 |Session ID: 193727 | Audit Session ID: 0a95072b2f4bf0005ef5773d | Security Group Tag: none | EasyVPN: 0 ||
Username: KRamaS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.161 | Public IP: 171.49.205.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:13 IST Fri Jun 26 2020 | Duration: 8h:13m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 215578332 | Bytes Rx: 95278498 | IP Addr: 10.149.235.161 | Public IP: 171.49.205.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:13 IST Fri Jun 26 2020 | Duration: 8h:13m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 215578332 | Bytes Rx: 95278498 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193728 | Audit Session ID: 0a95072b2f4c00005ef57741 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193728 | Audit Session ID: 0a95072b2f4c00005ef57741 | Security Group Tag: none | EasyVPN: 0 ||
Username: skirolka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.163 | Public IP: 103.133.65.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:30 IST Fri Jun 26 2020 | Duration: 8h:13m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 199968657 | Bytes Rx: 64756142 | IP Addr: 10.149.235.163 | Public IP: 103.133.65.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:30 IST Fri Jun 26 2020 | Duration: 8h:13m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 199968657 | Bytes Rx: 64756142 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193731 | Audit Session ID: 0a95072b2f4c30005ef57752 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193731 | Audit Session ID: 0a95072b2f4c30005ef57752 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajendrm | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.62 | Public IP: 157.50.2.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:27 IST Fri Jun 26 2020 | Duration: 8h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 1833034629 | Bytes Rx: 130974909 | IP Addr: 10.149.235.62 | Public IP: 157.50.2.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:27 IST Fri Jun 26 2020 | Duration: 8h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 1833034629 | Bytes Rx: 130974909 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193744 | Audit Session ID: 0a95072b2f4d00005ef5783f | Security Group Tag: none | EasyVPN: 0 |Session ID: 193744 | Audit Session ID: 0a95072b2f4d00005ef5783f | Security Group Tag: none | EasyVPN: 0 ||
