sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.222 | Public IP: 122.177.172.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 18h:58m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 434971918 | Bytes Rx: 246470826 | IP Addr: 10.147.96.222 | Public IP: 122.177.172.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 18h:58m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 434971918 | Bytes Rx: 246470826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: suhakamb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.183 | Public IP: 59.90.38.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:01:39 IST Thu Jun 18 2020 | Duration: 11h:06m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 722539876 | Bytes Rx: 215570375 | IP Addr: 10.150.237.183 | Public IP: 59.90.38.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:01:39 IST Thu Jun 18 2020 | Duration: 11h:06m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 722539876 | Bytes Rx: 215570375 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37227 | Audit Session ID: 0a96cf690916b0005eeb88db | Security Group Tag: none | EasyVPN: 0 |Session ID: 37227 | Audit Session ID: 0a96cf690916b0005eeb88db | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.80 | Public IP: 103.85.11.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:09:42 IST Thu Jun 18 2020 | Duration: 10h:58m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 153346340 | Bytes Rx: 24485206 | IP Addr: 10.150.236.80 | Public IP: 103.85.11.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:09:42 IST Thu Jun 18 2020 | Duration: 10h:58m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 153346340 | Bytes Rx: 24485206 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37247 | Audit Session ID: 0a96cf690917f0005eeb8abe | Security Group Tag: none | EasyVPN: 0 |Session ID: 37247 | Audit Session ID: 0a96cf690917f0005eeb8abe | Security Group Tag: none | EasyVPN: 0 ||
Username: sosonawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.123 | Public IP: 103.207.149.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:45:38 IST Thu Jun 18 2020 | Duration: 9h:22m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 315552972 | Bytes Rx: 131705501 | IP Addr: 10.150.237.123 | Public IP: 103.207.149.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:45:38 IST Thu Jun 18 2020 | Duration: 9h:22m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 315552972 | Bytes Rx: 131705501 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37419 | Audit Session ID: 0a96cf690922b0005eeba13a | Security Group Tag: none | EasyVPN: 0 |Session ID: 37419 | Audit Session ID: 0a96cf690922b0005eeba13a | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.204 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:57:56 IST Thu Jun 18 2020 | Duration: 9h:10m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 228643547 | Bytes Rx: 67594887 | IP Addr: 10.150.237.204 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:57:56 IST Thu Jun 18 2020 | Duration: 9h:10m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 228643547 | Bytes Rx: 67594887 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37444 | Audit Session ID: 0a96cf69092440005eeba41c | Security Group Tag: none | EasyVPN: 0 |Session ID: 37444 | Audit Session ID: 0a96cf69092440005eeba41c | Security Group Tag: none | EasyVPN: 0 ||
Username: bhusurya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC70 | IP Addr: 10.150.245.48 | Public IP: 103.110.252.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:12:38 IST Thu Jun 18 2020 | Duration: 8h:55m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 530384394 | Bytes Rx: 528645789 | IP Addr: 10.150.245.48 | Public IP: 103.110.252.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:12:38 IST Thu Jun 18 2020 | Duration: 8h:55m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 530384394 | Bytes Rx: 528645789 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37464 | Audit Session ID: 0a96cf69092580005eeba78e | Security Group Tag: none | EasyVPN: 0 |Session ID: 37464 | Audit Session ID: 0a96cf69092580005eeba78e | Security Group Tag: none | EasyVPN: 0 ||
Username: nikitbur | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.120 | Public IP: 103.110.253.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:15:02 IST Fri Jun 19 2020 | Duration: 7h:53m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 264984678 | Bytes Rx: 26762470 | IP Addr: 10.150.236.120 | Public IP: 103.110.253.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:15:02 IST Fri Jun 19 2020 | Duration: 7h:53m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 264984678 | Bytes Rx: 26762470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37528 | Audit Session ID: 0a96cf69092980005eebb62e | Security Group Tag: none | EasyVPN: 0 |Session ID: 37528 | Audit Session ID: 0a96cf69092980005eebb62e | Security Group Tag: none | EasyVPN: 0 ||
Username: PushkSon | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.69 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:44:56 IST Fri Jun 19 2020 | Duration: 6h:23m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 2561506303 | Bytes Rx: 123868917 | IP Addr: 10.150.236.69 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:44:56 IST Fri Jun 19 2020 | Duration: 6h:23m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 2561506303 | Bytes Rx: 123868917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37585 | Audit Session ID: 0a96cf69092d10005eebcb40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37585 | Audit Session ID: 0a96cf69092d10005eebcb40 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ajsaini | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.72 | Public IP: 103.120.251.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:49:34 IST Fri Jun 19 2020 | Duration: 4h:18m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 6394622549 | Bytes Rx: 196867529 | IP Addr: 10.150.236.72 | Public IP: 103.120.251.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:49:34 IST Fri Jun 19 2020 | Duration: 4h:18m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 6394622549 | Bytes Rx: 196867529 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37649 | Audit Session ID: 0a96cf69093110005eebe876 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37649 | Audit Session ID: 0a96cf69093110005eebe876 | Security Group Tag: none | EasyVPN: 0 ||
Username: KaDahake | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.74 | Public IP: 157.33.160.222 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 04:30:18 IST Fri Jun 19 2020 | Duration: 3h:37m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1661225300 | Bytes Rx: 171405292 | IP Addr: 10.150.236.74 | Public IP: 157.33.160.222 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 04:30:18 IST Fri Jun 19 2020 | Duration: 3h:37m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1661225300 | Bytes Rx: 171405292 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37669 | Audit Session ID: 0a96cf69093250005eebf202 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37669 | Audit Session ID: 0a96cf69093250005eebf202 | Security Group Tag: none | EasyVPN: 0 ||
Username: DRJayant | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.47 | Public IP: 157.44.123.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:40:59 IST Fri Jun 19 2020 | Duration: 3h:27m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 418171436 | Bytes Rx: 77411197 | IP Addr: 10.150.236.47 | Public IP: 157.44.123.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:40:59 IST Fri Jun 19 2020 | Duration: 3h:27m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 418171436 | Bytes Rx: 77411197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37678 | Audit Session ID: 0a96cf690932e0005eebf483 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37678 | Audit Session ID: 0a96cf690932e0005eebf483 | Security Group Tag: none | EasyVPN: 0 ||
Username: adamke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.211 | Public IP: 172.73.75.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:46:40 IST Fri Jun 19 2020 | Duration: 3h:21m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 623868240 | Bytes Rx: 20102185 | IP Addr: 10.150.237.211 | Public IP: 172.73.75.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:46:40 IST Fri Jun 19 2020 | Duration: 3h:21m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 623868240 | Bytes Rx: 20102185 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37681 | Audit Session ID: 0a96cf69093310005eebf5d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37681 | Audit Session ID: 0a96cf69093310005eebf5d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: shashiR | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.158 | Public IP: 103.48.103.183 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:58:31 IST Fri Jun 19 2020 | Duration: 2h:09m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 678374259 | Bytes Rx: 42619048 | IP Addr: 10.150.237.158 | Public IP: 103.48.103.183 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:58:31 IST Fri Jun 19 2020 | Duration: 2h:09m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 678374259 | Bytes Rx: 42619048 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37717 | Audit Session ID: 0a96cf69093550005eec06af | Security Group Tag: none | EasyVPN: 0 |Session ID: 37717 | Audit Session ID: 0a96cf69093550005eec06af | Security Group Tag: none | EasyVPN: 0 ||
Username: isarode | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.77 | Public IP: 160.238.78.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:07:32 IST Fri Jun 19 2020 | Duration: 2h:00m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 329255849 | Bytes Rx: 37393177 | IP Addr: 10.150.236.77 | Public IP: 160.238.78.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:07:32 IST Fri Jun 19 2020 | Duration: 2h:00m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 329255849 | Bytes Rx: 37393177 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37725 | Audit Session ID: 0a96cf690935d0005eec08cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 37725 | Audit Session ID: 0a96cf690935d0005eec08cc | Security Group Tag: none | EasyVPN: 0 ||
Username: sauswain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.83 | Public IP: 157.35.114.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:00 IST Fri Jun 19 2020 | Duration: 1h:54m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 18375959 | Bytes Rx: 4479042 | IP Addr: 10.150.236.83 | Public IP: 157.35.114.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:00 IST Fri Jun 19 2020 | Duration: 1h:54m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 18375959 | Bytes Rx: 4479042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37733 | Audit Session ID: 0a96cf69093650005eec0a50 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37733 | Audit Session ID: 0a96cf69093650005eec0a50 | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.215 | Public IP: 106.201.177.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:17:57 IST Fri Jun 19 2020 | Duration: 1h:50m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 32963847 | Bytes Rx: 8661162 | IP Addr: 10.150.237.215 | Public IP: 106.201.177.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:17:57 IST Fri Jun 19 2020 | Duration: 1h:50m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 32963847 | Bytes Rx: 8661162 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37737 | Audit Session ID: 0a96cf69093690005eec0b3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 37737 | Audit Session ID: 0a96cf69093690005eec0b3d | Security Group Tag: none | EasyVPN: 0 ||
Username: karparde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.137 | Public IP: 157.47.22.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:21:32 IST Fri Jun 19 2020 | Duration: 1h:46m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 118216573 | Bytes Rx: 24102176 | IP Addr: 10.150.236.137 | Public IP: 157.47.22.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:21:32 IST Fri Jun 19 2020 | Duration: 1h:46m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 118216573 | Bytes Rx: 24102176 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37740 | Audit Session ID: 0a96cf690936c0005eec0c14 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37740 | Audit Session ID: 0a96cf690936c0005eec0c14 | Security Group Tag: none | EasyVPN: 0 ||
Username: tomlee | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.140 | Public IP: 42.98.203.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:32 IST Fri Jun 19 2020 | Duration: 1h:43m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 47279180 | Bytes Rx: 17986314 | IP Addr: 10.150.236.140 | Public IP: 42.98.203.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:32 IST Fri Jun 19 2020 | Duration: 1h:43m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 47279180 | Bytes Rx: 17986314 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37744 | Audit Session ID: 0a96cf69093700005eec0cc8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37744 | Audit Session ID: 0a96cf69093700005eec0cc8 | Security Group Tag: none | EasyVPN: 0 ||
Username: nikitasi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.139 | Public IP: 49.36.134.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:01 IST Fri Jun 19 2020 | Duration: 1h:40m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 82962120 | Bytes Rx: 12811695 | IP Addr: 10.150.236.139 | Public IP: 49.36.134.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:01 IST Fri Jun 19 2020 | Duration: 1h:40m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 82962120 | Bytes Rx: 12811695 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37746 | Audit Session ID: 0a96cf69093720005eec0d99 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37746 | Audit Session ID: 0a96cf69093720005eec0d99 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraJagta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.12 | Public IP: 106.193.228.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:19 IST Fri Jun 19 2020 | Duration: 1h:34m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 69835735 | Bytes Rx: 21299668 | IP Addr: 10.150.236.12 | Public IP: 106.193.228.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:19 IST Fri Jun 19 2020 | Duration: 1h:34m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 69835735 | Bytes Rx: 21299668 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37750 | Audit Session ID: 0a96cf69093760005eec0ed7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37750 | Audit Session ID: 0a96cf69093760005eec0ed7 | Security Group Tag: none | EasyVPN: 0 ||
Username: Haroonk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC7 | IP Addr: 10.150.245.16 | Public IP: 103.132.245.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:44 IST Fri Jun 19 2020 | Duration: 1h:34m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 224628223 | Bytes Rx: 41155469 | IP Addr: 10.150.245.16 | Public IP: 103.132.245.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:44 IST Fri Jun 19 2020 | Duration: 1h:34m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 224628223 | Bytes Rx: 41155469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37752 | Audit Session ID: 0a96cf69093780005eec0ef0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37752 | Audit Session ID: 0a96cf69093780005eec0ef0 | Security Group Tag: none | EasyVPN: 0 ||
