sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: PratKamb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 49.35.83.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:09:09 IST Sat Jul 18 2020 | Duration: 1d 20h:21m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2406769435 | Bytes Rx: 522863497 | IP Addr: 10.150.238.172 | Public IP: 49.35.83.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:09:09 IST Sat Jul 18 2020 | Duration: 1d 20h:21m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2406769435 | Bytes Rx: 522863497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 128137 | Audit Session ID: 0a96cf6a1f4890005f12990d | Security Group Tag: none | EasyVPN: 0 |Session ID: 128137 | Audit Session ID: 0a96cf6a1f4890005f12990d | Security Group Tag: none | EasyVPN: 0 ||
Username: jofranci | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.57 | Public IP: 106.208.122.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:33:15 IST Mon Jul 20 2020 | Duration: 3h:56m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 218987934 | Bytes Rx: 45990419 | IP Addr: 10.150.239.57 | Public IP: 106.208.122.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:33:15 IST Mon Jul 20 2020 | Duration: 3h:56m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 218987934 | Bytes Rx: 45990419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131118 | Audit Session ID: 0a96cf6a2002e0005f14d133 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131118 | Audit Session ID: 0a96cf6a2002e0005f14d133 | Security Group Tag: none | EasyVPN: 0 ||
Username: wgang | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.64 | Public IP: 222.128.179.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:57:53 IST Mon Jul 20 2020 | Duration: 3h:32m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 178929859 | Bytes Rx: 135510193 | IP Addr: 10.150.239.64 | Public IP: 222.128.179.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:57:53 IST Mon Jul 20 2020 | Duration: 3h:32m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 178929859 | Bytes Rx: 135510193 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131125 | Audit Session ID: 0a96cf6a200350005f14d6f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131125 | Audit Session ID: 0a96cf6a200350005f14d6f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: dnyaneshwar.aher | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.190 | Public IP: 106.193.241.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:16:06 IST Mon Jul 20 2020 | Duration: 3h:14m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 774466848 | Bytes Rx: 39969618 | IP Addr: 10.150.239.190 | Public IP: 106.193.241.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:16:06 IST Mon Jul 20 2020 | Duration: 3h:14m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 774466848 | Bytes Rx: 39969618 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131128 | Audit Session ID: 0a96cf6a200380005f14db3e | Security Group Tag: none | EasyVPN: 0 |Session ID: 131128 | Audit Session ID: 0a96cf6a200380005f14db3e | Security Group Tag: none | EasyVPN: 0 ||
Username: CKadekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.193 | Public IP: 103.219.166.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:22:33 IST Mon Jul 20 2020 | Duration: 3h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 4063482656 | Bytes Rx: 319669522 | IP Addr: 10.150.239.193 | Public IP: 103.219.166.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:22:33 IST Mon Jul 20 2020 | Duration: 3h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 4063482656 | Bytes Rx: 319669522 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131132 | Audit Session ID: 0a96cf6a2003c0005f14dcc1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131132 | Audit Session ID: 0a96cf6a2003c0005f14dcc1 | Security Group Tag: none | EasyVPN: 0 ||
Username: skondaba | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.171 | Public IP: 124.123.114.125 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:02:26 IST Mon Jul 20 2020 | Duration: 2h:27m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 199525879 | Bytes Rx: 404991164 | IP Addr: 10.150.238.171 | Public IP: 124.123.114.125 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:02:26 IST Mon Jul 20 2020 | Duration: 2h:27m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 199525879 | Bytes Rx: 404991164 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131138 | Audit Session ID: 0a96cf6a200420005f14e61a | Security Group Tag: none | EasyVPN: 0 |Session ID: 131138 | Audit Session ID: 0a96cf6a200420005f14e61a | Security Group Tag: none | EasyVPN: 0 ||
Username: ragunjal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.214 | Public IP: 42.107.88.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:23:39 IST Mon Jul 20 2020 | Duration: 2h:06m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 72485740 | Bytes Rx: 42041449 | IP Addr: 10.150.238.214 | Public IP: 42.107.88.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:23:39 IST Mon Jul 20 2020 | Duration: 2h:06m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 72485740 | Bytes Rx: 42041449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131147 | Audit Session ID: 0a96cf6a2004b0005f14eb13 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131147 | Audit Session ID: 0a96cf6a2004b0005f14eb13 | Security Group Tag: none | EasyVPN: 0 ||
Username: rukulkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.219 | Public IP: 117.195.103.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:30 IST Mon Jul 20 2020 | Duration: 2h:01m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 55970100 | Bytes Rx: 21898833 | IP Addr: 10.150.238.219 | Public IP: 117.195.103.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:28:30 IST Mon Jul 20 2020 | Duration: 2h:01m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 55970100 | Bytes Rx: 21898833 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131155 | Audit Session ID: 0a96cf6a200530005f14ec36 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131155 | Audit Session ID: 0a96cf6a200530005f14ec36 | Security Group Tag: none | EasyVPN: 0 ||
Username: AnuSinha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.221 | Public IP: 106.210.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:29:15 IST Mon Jul 20 2020 | Duration: 2h:00m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 161332809 | Bytes Rx: 42671449 | IP Addr: 10.150.238.221 | Public IP: 106.210.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:29:15 IST Mon Jul 20 2020 | Duration: 2h:00m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 161332809 | Bytes Rx: 42671449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131157 | Audit Session ID: 0a96cf6a200550005f14ec63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131157 | Audit Session ID: 0a96cf6a200550005f14ec63 | Security Group Tag: none | EasyVPN: 0 ||
Username: ckhivesa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.223 | Public IP: 59.88.76.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:05 IST Mon Jul 20 2020 | Duration: 1h:57m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 216738639 | Bytes Rx: 66868896 | IP Addr: 10.150.238.223 | Public IP: 59.88.76.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:05 IST Mon Jul 20 2020 | Duration: 1h:57m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 216738639 | Bytes Rx: 66868896 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131160 | Audit Session ID: 0a96cf6a200580005f14ed49 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131160 | Audit Session ID: 0a96cf6a200580005f14ed49 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ravirath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.225 | Public IP: 103.252.52.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:43 IST Mon Jul 20 2020 | Duration: 1h:56m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 88686622 | Bytes Rx: 33092470 | IP Addr: 10.150.238.225 | Public IP: 103.252.52.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:43 IST Mon Jul 20 2020 | Duration: 1h:56m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 88686622 | Bytes Rx: 33092470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131162 | Audit Session ID: 0a96cf6a2005a0005f14ed6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 131162 | Audit Session ID: 0a96cf6a2005a0005f14ed6f | Security Group Tag: none | EasyVPN: 0 ||
Username: hitvaish | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.226 | Public IP: 103.230.227.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:35 IST Mon Jul 20 2020 | Duration: 1h:55m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 159939596 | Bytes Rx: 33795326 | IP Addr: 10.150.238.226 | Public IP: 103.230.227.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:35 IST Mon Jul 20 2020 | Duration: 1h:55m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 159939596 | Bytes Rx: 33795326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131163 | Audit Session ID: 0a96cf6a2005b0005f14eda3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131163 | Audit Session ID: 0a96cf6a2005b0005f14eda3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sauswain | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.231 | Public IP: 157.41.179.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:52 IST Mon Jul 20 2020 | Duration: 1h:52m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 286651836 | Bytes Rx: 39426793 | IP Addr: 10.150.238.231 | Public IP: 157.41.179.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:52 IST Mon Jul 20 2020 | Duration: 1h:52m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 286651836 | Bytes Rx: 39426793 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131169 | Audit Session ID: 0a96cf6a200610005f14ee68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131169 | Audit Session ID: 0a96cf6a200610005f14ee68 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.233 | Public IP: 103.249.89.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:17 IST Mon Jul 20 2020 | Duration: 1h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 95025880 | Bytes Rx: 16277736 | IP Addr: 10.150.238.233 | Public IP: 103.249.89.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:17 IST Mon Jul 20 2020 | Duration: 1h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 95025880 | Bytes Rx: 16277736 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131171 | Audit Session ID: 0a96cf6a200630005f14eebd | Security Group Tag: none | EasyVPN: 0 |Session ID: 131171 | Audit Session ID: 0a96cf6a200630005f14eebd | Security Group Tag: none | EasyVPN: 0 ||
Username: singh.pradeep | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.234 | Public IP: 223.229.237.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:43 IST Mon Jul 20 2020 | Duration: 1h:50m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 101982231 | Bytes Rx: 43879538 | IP Addr: 10.150.238.234 | Public IP: 223.229.237.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:43 IST Mon Jul 20 2020 | Duration: 1h:50m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 101982231 | Bytes Rx: 43879538 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131172 | Audit Session ID: 0a96cf6a200640005f14eed7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131172 | Audit Session ID: 0a96cf6a200640005f14eed7 | Security Group Tag: none | EasyVPN: 0 ||
Username: surbhi.patel | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC79 | IP Addr: 10.150.247.47 | Public IP: 103.210.202.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:04 IST Mon Jul 20 2020 | Duration: 1h:47m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 170881220 | Bytes Rx: 109545586 | IP Addr: 10.150.247.47 | Public IP: 103.210.202.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:43:04 IST Mon Jul 20 2020 | Duration: 1h:47m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 170881220 | Bytes Rx: 109545586 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131173 | Audit Session ID: 0a96cf6a200650005f14efa0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131173 | Audit Session ID: 0a96cf6a200650005f14efa0 | Security Group Tag: none | EasyVPN: 0 ||
Username: POONMANE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC17 | IP Addr: 10.150.247.253 | Public IP: 49.35.34.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:07 IST Mon Jul 20 2020 | Duration: 1h:45m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 65467914 | Bytes Rx: 26800103 | IP Addr: 10.150.247.253 | Public IP: 49.35.34.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:07 IST Mon Jul 20 2020 | Duration: 1h:45m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 65467914 | Bytes Rx: 26800103 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131174 | Audit Session ID: 0a96cf6a200660005f14f01b | Security Group Tag: none | EasyVPN: 0 |Session ID: 131174 | Audit Session ID: 0a96cf6a200660005f14f01b | Security Group Tag: none | EasyVPN: 0 ||
Username: jlichade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.235 | Public IP: 49.35.122.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:27 IST Mon Jul 20 2020 | Duration: 1h:40m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 150469264 | Bytes Rx: 50748619 | IP Addr: 10.150.238.235 | Public IP: 49.35.122.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:27 IST Mon Jul 20 2020 | Duration: 1h:40m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 150469264 | Bytes Rx: 50748619 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131175 | Audit Session ID: 0a96cf6a200670005f14f11f | Security Group Tag: none | EasyVPN: 0 |Session ID: 131175 | Audit Session ID: 0a96cf6a200670005f14f11f | Security Group Tag: none | EasyVPN: 0 ||
Username: RuchiC | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.236 | Public IP: 139.167.73.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:58 IST Mon Jul 20 2020 | Duration: 1h:40m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 128686025 | Bytes Rx: 21681233 | IP Addr: 10.150.238.236 | Public IP: 139.167.73.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:58 IST Mon Jul 20 2020 | Duration: 1h:40m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 128686025 | Bytes Rx: 21681233 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131176 | Audit Session ID: 0a96cf6a200680005f14f13e | Security Group Tag: none | EasyVPN: 0 |Session ID: 131176 | Audit Session ID: 0a96cf6a200680005f14f13e | Security Group Tag: none | EasyVPN: 0 ||
Username: sukawagh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.238 | Public IP: 49.35.98.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Mon Jul 20 2020 | Duration: 1h:40m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 158142651 | Bytes Rx: 33889439 | IP Addr: 10.150.238.238 | Public IP: 49.35.98.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Mon Jul 20 2020 | Duration: 1h:40m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 158142651 | Bytes Rx: 33889439 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131177 | Audit Session ID: 0a96cf6a200690005f14f14d | Security Group Tag: none | EasyVPN: 0 |Session ID: 131177 | Audit Session ID: 0a96cf6a200690005f14f14d | Security Group Tag: none | EasyVPN: 0 ||
Username: PGawde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.181 | Public IP: 103.196.76.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:55 IST Mon Jul 20 2020 | Duration: 1h:39m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 41037754 | Bytes Rx: 39974341 | IP Addr: 10.150.238.181 | Public IP: 103.196.76.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:55 IST Mon Jul 20 2020 | Duration: 1h:39m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 41037754 | Bytes Rx: 39974341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131178 | Audit Session ID: 0a96cf6a2006a0005f14f177 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131178 | Audit Session ID: 0a96cf6a2006a0005f14f177 | Security Group Tag: none | EasyVPN: 0 ||
