sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: amahaboo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.63 | Public IP: 115.97.50.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:37 IST Wed Jun 24 2020 | Duration: 2h:13m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 291821385 | Bytes Rx: 48511724 | IP Addr: 10.149.233.63 | Public IP: 115.97.50.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:37 IST Wed Jun 24 2020 | Duration: 2h:13m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 291821385 | Bytes Rx: 48511724 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170103 | Audit Session ID: 0a95072a298770005ef2d3a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170103 | Audit Session ID: 0a95072a298770005ef2d3a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: susubash | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.65 | Public IP: 117.241.83.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:43 IST Wed Jun 24 2020 | Duration: 2h:13m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 107157015 | Bytes Rx: 92314169 | IP Addr: 10.149.233.65 | Public IP: 117.241.83.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:43 IST Wed Jun 24 2020 | Duration: 2h:13m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 107157015 | Bytes Rx: 92314169 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170104 | Audit Session ID: 0a95072a298780005ef2d3ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 170104 | Audit Session ID: 0a95072a298780005ef2d3ab | Security Group Tag: none | EasyVPN: 0 ||
Username: renganas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 110.172.187.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:07 IST Wed Jun 24 2020 | Duration: 2h:13m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 97992189 | Bytes Rx: 14194445 | IP Addr: 10.149.233.67 | Public IP: 110.172.187.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:07 IST Wed Jun 24 2020 | Duration: 2h:13m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 97992189 | Bytes Rx: 14194445 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170108 | Audit Session ID: 0a95072a2987c0005ef2d3c3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170108 | Audit Session ID: 0a95072a2987c0005ef2d3c3 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramesh.nagvekar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.68 | Public IP: 116.74.193.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:31 IST Wed Jun 24 2020 | Duration: 2h:09m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 48737569 | Bytes Rx: 90951710 | IP Addr: 10.149.233.68 | Public IP: 116.74.193.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:31 IST Wed Jun 24 2020 | Duration: 2h:09m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 48737569 | Bytes Rx: 90951710 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170112 | Audit Session ID: 0a95072a298800005ef2d48f | Security Group Tag: none | EasyVPN: 0 |Session ID: 170112 | Audit Session ID: 0a95072a298800005ef2d48f | Security Group Tag: none | EasyVPN: 0 ||
Username: Mmuniapp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.69 | Public IP: 103.98.62.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:35 IST Wed Jun 24 2020 | Duration: 2h:09m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 20089862 | Bytes Rx: 12469010 | IP Addr: 10.149.233.69 | Public IP: 103.98.62.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:35 IST Wed Jun 24 2020 | Duration: 2h:09m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 20089862 | Bytes Rx: 12469010 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170114 | Audit Session ID: 0a95072a298820005ef2d493 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170114 | Audit Session ID: 0a95072a298820005ef2d493 | Security Group Tag: none | EasyVPN: 0 ||
Username: cpugazhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 49.207.128.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:40 IST Wed Jun 24 2020 | Duration: 2h:09m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 186784445 | Bytes Rx: 44758859 | IP Addr: 10.149.233.71 | Public IP: 49.207.128.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:40 IST Wed Jun 24 2020 | Duration: 2h:09m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 186784445 | Bytes Rx: 44758859 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170116 | Audit Session ID: 0a95072a298840005ef2d498 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170116 | Audit Session ID: 0a95072a298840005ef2d498 | Security Group Tag: none | EasyVPN: 0 ||
Username: upaul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.72 | Public IP: 157.33.247.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:53 IST Wed Jun 24 2020 | Duration: 2h:09m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 647211007 | Bytes Rx: 46852004 | IP Addr: 10.149.233.72 | Public IP: 157.33.247.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:53 IST Wed Jun 24 2020 | Duration: 2h:09m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 647211007 | Bytes Rx: 46852004 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170118 | Audit Session ID: 0a95072a298860005ef2d4a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170118 | Audit Session ID: 0a95072a298860005ef2d4a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: mahdamod | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.73 | Public IP: 157.50.78.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:19 IST Wed Jun 24 2020 | Duration: 2h:08m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 11922857 | Bytes Rx: 4222130 | IP Addr: 10.149.233.73 | Public IP: 157.50.78.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:19 IST Wed Jun 24 2020 | Duration: 2h:08m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 11922857 | Bytes Rx: 4222130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170119 | Audit Session ID: 0a95072a298870005ef2d4bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 170119 | Audit Session ID: 0a95072a298870005ef2d4bf | Security Group Tag: none | EasyVPN: 0 ||
Username: SSASIDHA | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.75 | Public IP: 49.206.126.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:32 IST Wed Jun 24 2020 | Duration: 2h:08m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 242176559 | Bytes Rx: 158010967 | IP Addr: 10.149.233.75 | Public IP: 49.206.126.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:32 IST Wed Jun 24 2020 | Duration: 2h:08m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 242176559 | Bytes Rx: 158010967 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170121 | Audit Session ID: 0a95072a298890005ef2d4cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 170121 | Audit Session ID: 0a95072a298890005ef2d4cc | Security Group Tag: none | EasyVPN: 0 ||
Username: k.pandi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.76 | Public IP: 49.37.205.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:45 IST Wed Jun 24 2020 | Duration: 2h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 740881551 | Bytes Rx: 56140470 | IP Addr: 10.149.233.76 | Public IP: 49.37.205.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:45 IST Wed Jun 24 2020 | Duration: 2h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 740881551 | Bytes Rx: 56140470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170122 | Audit Session ID: 0a95072a2988a0005ef2d4d9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170122 | Audit Session ID: 0a95072a2988a0005ef2d4d9 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdachepa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.77 | Public IP: 157.48.208.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:49 IST Wed Jun 24 2020 | Duration: 2h:08m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 29564045 | Bytes Rx: 26536914 | IP Addr: 10.149.233.77 | Public IP: 157.48.208.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:49 IST Wed Jun 24 2020 | Duration: 2h:08m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 29564045 | Bytes Rx: 26536914 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170123 | Audit Session ID: 0a95072a2988b0005ef2d4dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 170123 | Audit Session ID: 0a95072a2988b0005ef2d4dd | Security Group Tag: none | EasyVPN: 0 ||
Username: raradhak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.28 | Public IP: 202.83.45.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:54 IST Wed Jun 24 2020 | Duration: 2h:08m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 762365851 | Bytes Rx: 66076565 | IP Addr: 10.149.233.28 | Public IP: 202.83.45.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:54 IST Wed Jun 24 2020 | Duration: 2h:08m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 762365851 | Bytes Rx: 66076565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170124 | Audit Session ID: 0a95072a2988c0005ef2d4e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170124 | Audit Session ID: 0a95072a2988c0005ef2d4e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: JayRagha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 42.111.165.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:30 IST Wed Jun 24 2020 | Duration: 2h:07m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 80296211 | Bytes Rx: 17966718 | IP Addr: 10.149.232.199 | Public IP: 42.111.165.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:30 IST Wed Jun 24 2020 | Duration: 2h:07m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 80296211 | Bytes Rx: 17966718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170129 | Audit Session ID: 0a95072a298910005ef2d506 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170129 | Audit Session ID: 0a95072a298910005ef2d506 | Security Group Tag: none | EasyVPN: 0 ||
Username: sagnes | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.238 | Public IP: 106.208.58.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:46 IST Wed Jun 24 2020 | Duration: 2h:07m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 593198658 | Bytes Rx: 348972024 | IP Addr: 10.149.232.238 | Public IP: 106.208.58.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:46 IST Wed Jun 24 2020 | Duration: 2h:07m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 593198658 | Bytes Rx: 348972024 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170131 | Audit Session ID: 0a95072a298930005ef2d516 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170131 | Audit Session ID: 0a95072a298930005ef2d516 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashankar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.84 | Public IP: 137.97.244.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:58 IST Wed Jun 24 2020 | Duration: 2h:07m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 321915943 | Bytes Rx: 33614544 | IP Addr: 10.149.233.84 | Public IP: 137.97.244.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:58 IST Wed Jun 24 2020 | Duration: 2h:07m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 321915943 | Bytes Rx: 33614544 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170133 | Audit Session ID: 0a95072a298950005ef2d522 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170133 | Audit Session ID: 0a95072a298950005ef2d522 | Security Group Tag: none | EasyVPN: 0 ||
Username: MShiwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.83 | Public IP: 49.205.78.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:03 IST Wed Jun 24 2020 | Duration: 2h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 118534274 | Bytes Rx: 34061496 | IP Addr: 10.149.233.83 | Public IP: 49.205.78.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:03 IST Wed Jun 24 2020 | Duration: 2h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 118534274 | Bytes Rx: 34061496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170134 | Audit Session ID: 0a95072a298960005ef2d527 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170134 | Audit Session ID: 0a95072a298960005ef2d527 | Security Group Tag: none | EasyVPN: 0 ||
Username: r.ravikumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.250 | Public IP: 106.220.64.69 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:53:35 IST Wed Jun 24 2020 | Duration: 2h:06m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 286879013 | Bytes Rx: 45551636 | IP Addr: 10.149.232.250 | Public IP: 106.220.64.69 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:53:35 IST Wed Jun 24 2020 | Duration: 2h:06m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 286879013 | Bytes Rx: 45551636 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170136 | Audit Session ID: 0a95072a298980005ef2d547 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170136 | Audit Session ID: 0a95072a298980005ef2d547 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudhakup | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.86 | Public IP: 115.97.93.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:12 IST Wed Jun 24 2020 | Duration: 2h:06m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 98355132 | Bytes Rx: 18575675 | IP Addr: 10.149.233.86 | Public IP: 115.97.93.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:12 IST Wed Jun 24 2020 | Duration: 2h:06m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 98355132 | Bytes Rx: 18575675 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170139 | Audit Session ID: 0a95072a2989b0005ef2d56c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170139 | Audit Session ID: 0a95072a2989b0005ef2d56c | Security Group Tag: none | EasyVPN: 0 ||
Username: yavvaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.87 | Public IP: 157.44.115.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:19 IST Wed Jun 24 2020 | Duration: 2h:05m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 417376470 | Bytes Rx: 80955880 | IP Addr: 10.149.233.87 | Public IP: 157.44.115.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:19 IST Wed Jun 24 2020 | Duration: 2h:05m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 417376470 | Bytes Rx: 80955880 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170140 | Audit Session ID: 0a95072a2989c0005ef2d573 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170140 | Audit Session ID: 0a95072a2989c0005ef2d573 | Security Group Tag: none | EasyVPN: 0 ||
Username: monagara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.88 | Public IP: 157.50.37.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Wed Jun 24 2020 | Duration: 2h:05m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 78783384 | Bytes Rx: 22506366 | IP Addr: 10.149.233.88 | Public IP: 157.50.37.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Wed Jun 24 2020 | Duration: 2h:05m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 78783384 | Bytes Rx: 22506366 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170142 | Audit Session ID: 0a95072a2989e0005ef2d584 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170142 | Audit Session ID: 0a95072a2989e0005ef2d584 | Security Group Tag: none | EasyVPN: 0 ||
