sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ayshanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.49 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:00 IST Mon Jun 22 2020 | Duration: 1d 20h:51m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 655976756 | Bytes Rx: 165875956 | IP Addr: 10.149.232.49 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:00 IST Mon Jun 22 2020 | Duration: 1d 20h:51m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 655976756 | Bytes Rx: 165875956 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165421 | Audit Session ID: 0a95072a2862d0005ef02f18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165421 | Audit Session ID: 0a95072a2862d0005ef02f18 | Security Group Tag: none | EasyVPN: 0 ||
Username: baldeepb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.194 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:18:12 IST Tue Jun 23 2020 | Duration: 7h:13m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1043304259 | Bytes Rx: 63726756 | IP Addr: 10.149.233.194 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:18:12 IST Tue Jun 23 2020 | Duration: 7h:13m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1043304259 | Bytes Rx: 63726756 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169790 | Audit Session ID: 0a95072a2973e0005ef2405c | Security Group Tag: none | EasyVPN: 0 |Session ID: 169790 | Audit Session ID: 0a95072a2973e0005ef2405c | Security Group Tag: none | EasyVPN: 0 ||
Username: sivnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC6 | IP Addr: 10.149.248.102 | Public IP: 157.50.24.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:51:52 IST Wed Jun 24 2020 | Duration: 0h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 18136984 | Bytes Rx: 11610820 | IP Addr: 10.149.248.102 | Public IP: 157.50.24.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:51:52 IST Wed Jun 24 2020 | Duration: 0h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 18136984 | Bytes Rx: 11610820 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169839 | Audit Session ID: 0a95072a2976f0005ef29ca0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169839 | Audit Session ID: 0a95072a2976f0005ef29ca0 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.152 | Public IP: 157.50.130.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:51 IST Wed Jun 24 2020 | Duration: 0h:31m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 105091770 | Bytes Rx: 17385908 | IP Addr: 10.149.232.152 | Public IP: 157.50.130.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:51 IST Wed Jun 24 2020 | Duration: 0h:31m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 105091770 | Bytes Rx: 17385908 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169840 | Audit Session ID: 0a95072a297700005ef29ebb | Security Group Tag: none | EasyVPN: 0 |Session ID: 169840 | Audit Session ID: 0a95072a297700005ef29ebb | Security Group Tag: none | EasyVPN: 0 ||
Username: kegowri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.153 | Public IP: 115.97.75.118 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:12:24 IST Wed Jun 24 2020 | Duration: 0h:19m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 11582846 | Bytes Rx: 13782238 | IP Addr: 10.149.232.153 | Public IP: 115.97.75.118 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:12:24 IST Wed Jun 24 2020 | Duration: 0h:19m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 11582846 | Bytes Rx: 13782238 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169842 | Audit Session ID: 0a95072a297720005ef2a170 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169842 | Audit Session ID: 0a95072a297720005ef2a170 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrutmah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 157.50.36.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:13:00 IST Wed Jun 24 2020 | Duration: 0h:18m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 22725169 | Bytes Rx: 14334746 | IP Addr: 10.149.232.154 | Public IP: 157.50.36.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:13:00 IST Wed Jun 24 2020 | Duration: 0h:18m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 22725169 | Bytes Rx: 14334746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169843 | Audit Session ID: 0a95072a297730005ef2a194 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169843 | Audit Session ID: 0a95072a297730005ef2a194 | Security Group Tag: none | EasyVPN: 0 ||
Username: srrnarra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.155 | Public IP: 157.47.126.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:13:59 IST Wed Jun 24 2020 | Duration: 0h:17m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 8994997 | Bytes Rx: 2424469 | IP Addr: 10.149.232.155 | Public IP: 157.47.126.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:13:59 IST Wed Jun 24 2020 | Duration: 0h:17m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 8994997 | Bytes Rx: 2424469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169844 | Audit Session ID: 0a95072a297740005ef2a1cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 169844 | Audit Session ID: 0a95072a297740005ef2a1cf | Security Group Tag: none | EasyVPN: 0 ||
Username: dhnaraya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.50.188.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:47 IST Wed Jun 24 2020 | Duration: 0h:16m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 19480587 | Bytes Rx: 4023114 | IP Addr: 10.149.232.156 | Public IP: 157.50.188.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:15:47 IST Wed Jun 24 2020 | Duration: 0h:16m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 19480587 | Bytes Rx: 4023114 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169846 | Audit Session ID: 0a95072a297760005ef2a23b | Security Group Tag: none | EasyVPN: 0 |Session ID: 169846 | Audit Session ID: 0a95072a297760005ef2a23b | Security Group Tag: none | EasyVPN: 0 ||
Username: MJagenat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.157 | Public IP: 122.164.230.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:18:27 IST Wed Jun 24 2020 | Duration: 0h:13m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 9788183 | Bytes Rx: 2016266 | IP Addr: 10.149.232.157 | Public IP: 122.164.230.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:18:27 IST Wed Jun 24 2020 | Duration: 0h:13m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 9788183 | Bytes Rx: 2016266 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169847 | Audit Session ID: 0a95072a297770005ef2a2db | Security Group Tag: none | EasyVPN: 0 |Session ID: 169847 | Audit Session ID: 0a95072a297770005ef2a2db | Security Group Tag: none | EasyVPN: 0 ||
Username: ravishar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr:  | Public IP: 223.225.42.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:26:36 IST Wed Jun 24 2020 | Duration: 0h:05m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | IP Addr:  | Public IP: 223.225.42.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:26:36 IST Wed Jun 24 2020 | Duration: 0h:05m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169850 | Audit Session ID: 0a95072a2977a0005ef2a4c4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169850 | Audit Session ID: 0a95072a2977a0005ef2a4c4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Perumal.k | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.159 | Public IP: 49.207.137.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:26:43 IST Wed Jun 24 2020 | Duration: 0h:05m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1340605 | Bytes Rx: 2606822 | IP Addr: 10.149.232.159 | Public IP: 49.207.137.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:26:43 IST Wed Jun 24 2020 | Duration: 0h:05m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1340605 | Bytes Rx: 2606822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169851 | Audit Session ID: 0a95072a2977b0005ef2a4cb | Security Group Tag: none | EasyVPN: 0 |Session ID: 169851 | Audit Session ID: 0a95072a2977b0005ef2a4cb | Security Group Tag: none | EasyVPN: 0 ||
Username: RAnandan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.160 | Public IP: 157.50.22.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:16 IST Wed Jun 24 2020 | Duration: 0h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 3313752 | Bytes Rx: 577629 | IP Addr: 10.149.232.160 | Public IP: 157.50.22.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:16 IST Wed Jun 24 2020 | Duration: 0h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 3313752 | Bytes Rx: 577629 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169852 | Audit Session ID: 0a95072a2977c0005ef2a5a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169852 | Audit Session ID: 0a95072a2977c0005ef2a5a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: mgarade1 | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.158 | Public IP: 49.35.202.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:55 IST Wed Jun 24 2020 | Duration: 0h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 384120 | Bytes Rx: 274402 | IP Addr: 10.149.232.158 | Public IP: 49.35.202.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:55 IST Wed Jun 24 2020 | Duration: 0h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 384120 | Bytes Rx: 274402 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169853 | Audit Session ID: 0a95072a2977d0005ef2a5c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169853 | Audit Session ID: 0a95072a2977d0005ef2a5c7 | Security Group Tag: none | EasyVPN: 0 ||
INCHNACVPN01# 
