sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 1d 3h:15m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 837259395 | Bytes Rx: 199988871 | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 1d 3h:15m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 837259395 | Bytes Rx: 199988871 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 ||
Username: RajShan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.190 | Public IP: 157.50.197.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:16 IST Sat May 30 2020 | Duration: 4h:43m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 180091252 | Bytes Rx: 165204995 | IP Addr: 10.149.233.190 | Public IP: 157.50.197.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:16 IST Sat May 30 2020 | Duration: 4h:43m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 180091252 | Bytes Rx: 165204995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124072 | Audit Session ID: 0a95072a1e4a80005ed1ec5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 124072 | Audit Session ID: 0a95072a1e4a80005ed1ec5c | Security Group Tag: none | EasyVPN: 0 ||
Username: msivanar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.155 | Public IP: 157.51.144.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:36 IST Sat May 30 2020 | Duration: 4h:42m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 147566545 | Bytes Rx: 164122974 | IP Addr: 10.149.232.155 | Public IP: 157.51.144.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:36 IST Sat May 30 2020 | Duration: 4h:42m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 147566545 | Bytes Rx: 164122974 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124073 | Audit Session ID: 0a95072a1e4a90005ed1ec70 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124073 | Audit Session ID: 0a95072a1e4a90005ed1ec70 | Security Group Tag: none | EasyVPN: 0 ||
Username: agobu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.159 | Public IP: 157.51.211.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:06 IST Sat May 30 2020 | Duration: 4h:42m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 86864357 | Bytes Rx: 47566628 | IP Addr: 10.149.232.159 | Public IP: 157.51.211.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:06 IST Sat May 30 2020 | Duration: 4h:42m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 86864357 | Bytes Rx: 47566628 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124074 | Audit Session ID: 0a95072a1e4aa0005ed1ec8e | Security Group Tag: none | EasyVPN: 0 |Session ID: 124074 | Audit Session ID: 0a95072a1e4aa0005ed1ec8e | Security Group Tag: none | EasyVPN: 0 ||
Username: ygunasek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.210 | Public IP: 157.51.74.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:10 IST Sat May 30 2020 | Duration: 4h:42m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 169066016 | Bytes Rx: 37808586 | IP Addr: 10.149.232.210 | Public IP: 157.51.74.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:10 IST Sat May 30 2020 | Duration: 4h:42m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 169066016 | Bytes Rx: 37808586 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124075 | Audit Session ID: 0a95072a1e4ab0005ed1ec92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124075 | Audit Session ID: 0a95072a1e4ab0005ed1ec92 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkandru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.211 | Public IP: 106.220.120.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:38 IST Sat May 30 2020 | Duration: 4h:41m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 276939779 | Bytes Rx: 77912061 | IP Addr: 10.149.232.211 | Public IP: 106.220.120.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:38 IST Sat May 30 2020 | Duration: 4h:41m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 276939779 | Bytes Rx: 77912061 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124078 | Audit Session ID: 0a95072a1e4ae0005ed1ecae | Security Group Tag: none | EasyVPN: 0 |Session ID: 124078 | Audit Session ID: 0a95072a1e4ae0005ed1ecae | Security Group Tag: none | EasyVPN: 0 ||
Username: rsudarsa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.213 | Public IP: 183.83.154.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:46 IST Sat May 30 2020 | Duration: 4h:41m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 177140516 | Bytes Rx: 137327928 | IP Addr: 10.149.232.213 | Public IP: 183.83.154.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:46 IST Sat May 30 2020 | Duration: 4h:41m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 177140516 | Bytes Rx: 137327928 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124080 | Audit Session ID: 0a95072a1e4b00005ed1ecb6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124080 | Audit Session ID: 0a95072a1e4b00005ed1ecb6 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.215 | Public IP: 157.46.50.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:29 IST Sat May 30 2020 | Duration: 4h:40m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 698831675 | Bytes Rx: 172500629 | IP Addr: 10.149.232.215 | Public IP: 157.46.50.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:29 IST Sat May 30 2020 | Duration: 4h:40m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 698831675 | Bytes Rx: 172500629 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124083 | Audit Session ID: 0a95072a1e4b30005ed1ece1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124083 | Audit Session ID: 0a95072a1e4b30005ed1ece1 | Security Group Tag: none | EasyVPN: 0 ||
Username: nirubab | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.166 | Public IP: 60.243.59.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:51:17 IST Sat May 30 2020 | Duration: 4h:39m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 75261993 | Bytes Rx: 23263154 | IP Addr: 10.149.233.166 | Public IP: 60.243.59.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:51:17 IST Sat May 30 2020 | Duration: 4h:39m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 75261993 | Bytes Rx: 23263154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124087 | Audit Session ID: 0a95072a1e4b70005ed1ed4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 124087 | Audit Session ID: 0a95072a1e4b70005ed1ed4d | Security Group Tag: none | EasyVPN: 0 ||
Username: snehal.patil | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.178 | Public IP: 27.106.7.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:37 IST Sat May 30 2020 | Duration: 4h:37m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2063607574 | Bytes Rx: 101193385 | IP Addr: 10.149.232.178 | Public IP: 27.106.7.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:37 IST Sat May 30 2020 | Duration: 4h:37m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2063607574 | Bytes Rx: 101193385 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124089 | Audit Session ID: 0a95072a1e4b90005ed1ed9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 124089 | Audit Session ID: 0a95072a1e4b90005ed1ed9d | Security Group Tag: none | EasyVPN: 0 ||
Username: gitjadha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.219 | Public IP: 203.192.199.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:43 IST Sat May 30 2020 | Duration: 4h:37m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 142899294 | Bytes Rx: 49794100 | IP Addr: 10.149.232.219 | Public IP: 203.192.199.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:43 IST Sat May 30 2020 | Duration: 4h:37m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 142899294 | Bytes Rx: 49794100 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124092 | Audit Session ID: 0a95072a1e4bc0005ed1eda3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124092 | Audit Session ID: 0a95072a1e4bc0005ed1eda3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rnadella | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.221 | Public IP: 106.197.215.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:53 IST Sat May 30 2020 | Duration: 4h:37m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 5712706338 | Bytes Rx: 209793261 | IP Addr: 10.149.232.221 | Public IP: 106.197.215.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:53 IST Sat May 30 2020 | Duration: 4h:37m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 5712706338 | Bytes Rx: 209793261 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124093 | Audit Session ID: 0a95072a1e4bd0005ed1edad | Security Group Tag: none | EasyVPN: 0 |Session ID: 124093 | Audit Session ID: 0a95072a1e4bd0005ed1edad | Security Group Tag: none | EasyVPN: 0 ||
Username: tpalanis | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.37 | Public IP: 157.51.79.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:14 IST Sat May 30 2020 | Duration: 4h:34m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 89060803 | Bytes Rx: 51560164 | IP Addr: 10.149.233.37 | Public IP: 157.51.79.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:14 IST Sat May 30 2020 | Duration: 4h:34m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 89060803 | Bytes Rx: 51560164 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124097 | Audit Session ID: 0a95072a1e4c10005ed1ee76 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124097 | Audit Session ID: 0a95072a1e4c10005ed1ee76 | Security Group Tag: none | EasyVPN: 0 ||
Username: vdongare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.38 | Public IP: 157.33.199.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:43 IST Sat May 30 2020 | Duration: 4h:33m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 248438246 | Bytes Rx: 77555742 | IP Addr: 10.149.233.38 | Public IP: 157.33.199.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:43 IST Sat May 30 2020 | Duration: 4h:33m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 248438246 | Bytes Rx: 77555742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124098 | Audit Session ID: 0a95072a1e4c20005ed1ee93 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124098 | Audit Session ID: 0a95072a1e4c20005ed1ee93 | Security Group Tag: none | EasyVPN: 0 ||
Username: janhari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.208 | Public IP: 157.50.207.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:59:21 IST Sat May 30 2020 | Duration: 4h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 153837350 | Bytes Rx: 198203327 | IP Addr: 10.149.232.208 | Public IP: 157.50.207.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:59:21 IST Sat May 30 2020 | Duration: 4h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 153837350 | Bytes Rx: 198203327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124100 | Audit Session ID: 0a95072a1e4c40005ed1ef31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124100 | Audit Session ID: 0a95072a1e4c40005ed1ef31 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vpicahim | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.222 | Public IP: 157.51.101.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:00:08 IST Sat May 30 2020 | Duration: 4h:30m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 58205992 | Bytes Rx: 34611427 | IP Addr: 10.149.232.222 | Public IP: 157.51.101.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:00:08 IST Sat May 30 2020 | Duration: 4h:30m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 58205992 | Bytes Rx: 34611427 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124102 | Audit Session ID: 0a95072a1e4c60005ed1ef60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124102 | Audit Session ID: 0a95072a1e4c60005ed1ef60 | Security Group Tag: none | EasyVPN: 0 ||
Username: ldakshin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.174 | Public IP: 157.51.251.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:46 IST Sat May 30 2020 | Duration: 4h:16m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 241349387 | Bytes Rx: 117080936 | IP Addr: 10.149.232.174 | Public IP: 157.51.251.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:46 IST Sat May 30 2020 | Duration: 4h:16m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 241349387 | Bytes Rx: 117080936 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124114 | Audit Session ID: 0a95072a1e4d20005ed1f292 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124114 | Audit Session ID: 0a95072a1e4d20005ed1f292 | Security Group Tag: none | EasyVPN: 0 ||
Username: das.patil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.225 | Public IP: 27.62.228.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:14:45 IST Sat May 30 2020 | Duration: 4h:15m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 490893025 | Bytes Rx: 85988471 | IP Addr: 10.149.232.225 | Public IP: 27.62.228.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:14:45 IST Sat May 30 2020 | Duration: 4h:15m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 490893025 | Bytes Rx: 85988471 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124116 | Audit Session ID: 0a95072a1e4d40005ed1f2cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 124116 | Audit Session ID: 0a95072a1e4d40005ed1f2cd | Security Group Tag: none | EasyVPN: 0 ||
Username: PraviPaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.162 | Public IP: 43.241.28.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:56 IST Sat May 30 2020 | Duration: 4h:12m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 633630983 | Bytes Rx: 127784151 | IP Addr: 10.149.233.162 | Public IP: 43.241.28.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:56 IST Sat May 30 2020 | Duration: 4h:12m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 633630983 | Bytes Rx: 127784151 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124122 | Audit Session ID: 0a95072a1e4da0005ed1f38c | Security Group Tag: none | EasyVPN: 0 |Session ID: 124122 | Audit Session ID: 0a95072a1e4da0005ed1f38c | Security Group Tag: none | EasyVPN: 0 ||
Username: sawalia | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.233 | Public IP: 157.44.3.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:21 IST Sat May 30 2020 | Duration: 4h:07m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 114720274 | Bytes Rx: 50168195 | IP Addr: 10.149.232.233 | Public IP: 157.44.3.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:21 IST Sat May 30 2020 | Duration: 4h:07m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 114720274 | Bytes Rx: 50168195 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124131 | Audit Session ID: 0a95072a1e4e30005ed1f495 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124131 | Audit Session ID: 0a95072a1e4e30005ed1f495 | Security Group Tag: none | EasyVPN: 0 ||
