sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 22h:11m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 588751828 | Bytes Rx: 270550921 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 22h:11m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 588751828 | Bytes Rx: 270550921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: srigurus | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.51 | Public IP: 122.182.214.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:02 IST Wed Jun 24 2020 | Duration: 1h:27m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 118161211 | Bytes Rx: 29753469 | IP Addr: 10.149.232.51 | Public IP: 122.182.214.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:02 IST Wed Jun 24 2020 | Duration: 1h:27m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 118161211 | Bytes Rx: 29753469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170057 | Audit Session ID: 0a95072a298490005ef2d0ee | Security Group Tag: none | EasyVPN: 0 |Session ID: 170057 | Audit Session ID: 0a95072a298490005ef2d0ee | Security Group Tag: none | EasyVPN: 0 ||
Username: stephen.thangiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.52 | Public IP: 115.97.103.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:06 IST Wed Jun 24 2020 | Duration: 1h:27m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 97156194 | Bytes Rx: 202362777 | IP Addr: 10.149.232.52 | Public IP: 115.97.103.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:06 IST Wed Jun 24 2020 | Duration: 1h:27m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 97156194 | Bytes Rx: 202362777 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170058 | Audit Session ID: 0a95072a2984a0005ef2d0f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170058 | Audit Session ID: 0a95072a2984a0005ef2d0f2 | Security Group Tag: none | EasyVPN: 0 ||
Username: schenna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.54 | Public IP: 182.65.30.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:16 IST Wed Jun 24 2020 | Duration: 1h:27m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 213817190 | Bytes Rx: 52226741 | IP Addr: 10.149.232.54 | Public IP: 182.65.30.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:16 IST Wed Jun 24 2020 | Duration: 1h:27m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 213817190 | Bytes Rx: 52226741 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170059 | Audit Session ID: 0a95072a2984b0005ef2d0fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 170059 | Audit Session ID: 0a95072a2984b0005ef2d0fc | Security Group Tag: none | EasyVPN: 0 ||
Username: anujoshi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.55 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:26 IST Wed Jun 24 2020 | Duration: 1h:26m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 152500692 | Bytes Rx: 26233863 | IP Addr: 10.149.232.55 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:26 IST Wed Jun 24 2020 | Duration: 1h:26m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 152500692 | Bytes Rx: 26233863 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170061 | Audit Session ID: 0a95072a2984d0005ef2d106 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170061 | Audit Session ID: 0a95072a2984d0005ef2d106 | Security Group Tag: none | EasyVPN: 0 ||
Username: ANarayan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.56 | Public IP: 27.5.198.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:42 IST Wed Jun 24 2020 | Duration: 1h:26m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 161304578 | Bytes Rx: 1774898577 | IP Addr: 10.149.232.56 | Public IP: 27.5.198.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:42 IST Wed Jun 24 2020 | Duration: 1h:26m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 161304578 | Bytes Rx: 1774898577 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170062 | Audit Session ID: 0a95072a2984e0005ef2d116 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170062 | Audit Session ID: 0a95072a2984e0005ef2d116 | Security Group Tag: none | EasyVPN: 0 ||
Username: manivannan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.57 | Public IP: 223.228.131.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:00 IST Wed Jun 24 2020 | Duration: 1h:26m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 35412985 | Bytes Rx: 25119901 | IP Addr: 10.149.232.57 | Public IP: 223.228.131.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:00 IST Wed Jun 24 2020 | Duration: 1h:26m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 35412985 | Bytes Rx: 25119901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170063 | Audit Session ID: 0a95072a2984f0005ef2d128 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170063 | Audit Session ID: 0a95072a2984f0005ef2d128 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmurukur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.9 | Public IP: 223.182.18.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:30 IST Wed Jun 24 2020 | Duration: 1h:25m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 123695932 | Bytes Rx: 16691704 | IP Addr: 10.149.233.9 | Public IP: 223.182.18.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:30 IST Wed Jun 24 2020 | Duration: 1h:25m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 123695932 | Bytes Rx: 16691704 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170064 | Audit Session ID: 0a95072a298500005ef2d146 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170064 | Audit Session ID: 0a95072a298500005ef2d146 | Security Group Tag: none | EasyVPN: 0 ||
Username: ARRaut | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.35 | Public IP: 103.110.253.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:30 IST Wed Jun 24 2020 | Duration: 1h:25m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 34628993 | Bytes Rx: 30887930 | IP Addr: 10.149.233.35 | Public IP: 103.110.253.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:30 IST Wed Jun 24 2020 | Duration: 1h:25m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 34628993 | Bytes Rx: 30887930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170065 | Audit Session ID: 0a95072a298510005ef2d146 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170065 | Audit Session ID: 0a95072a298510005ef2d146 | Security Group Tag: none | EasyVPN: 0 ||
Username: umeshs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.36 | Public IP: 106.209.192.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:38 IST Wed Jun 24 2020 | Duration: 1h:25m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 61264310 | Bytes Rx: 34664767 | IP Addr: 10.149.233.36 | Public IP: 106.209.192.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:38 IST Wed Jun 24 2020 | Duration: 1h:25m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 61264310 | Bytes Rx: 34664767 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170066 | Audit Session ID: 0a95072a298520005ef2d14e | Security Group Tag: none | EasyVPN: 0 |Session ID: 170066 | Audit Session ID: 0a95072a298520005ef2d14e | Security Group Tag: none | EasyVPN: 0 ||
Username: arunanna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.37 | Public IP: 103.98.63.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:47 IST Wed Jun 24 2020 | Duration: 1h:25m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 54585358 | Bytes Rx: 12824731 | IP Addr: 10.149.233.37 | Public IP: 103.98.63.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:47 IST Wed Jun 24 2020 | Duration: 1h:25m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 54585358 | Bytes Rx: 12824731 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170067 | Audit Session ID: 0a95072a298530005ef2d157 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170067 | Audit Session ID: 0a95072a298530005ef2d157 | Security Group Tag: none | EasyVPN: 0 ||
Username: yadagiri.l | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.38 | Public IP: 27.5.200.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:48 IST Wed Jun 24 2020 | Duration: 1h:25m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 62206209 | Bytes Rx: 17824194 | IP Addr: 10.149.233.38 | Public IP: 27.5.200.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:48 IST Wed Jun 24 2020 | Duration: 1h:25m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 62206209 | Bytes Rx: 17824194 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170068 | Audit Session ID: 0a95072a298540005ef2d158 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170068 | Audit Session ID: 0a95072a298540005ef2d158 | Security Group Tag: none | EasyVPN: 0 ||
Username: rawasthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.39 | Public IP: 182.64.145.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:01 IST Wed Jun 24 2020 | Duration: 1h:25m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 81074858 | Bytes Rx: 31681510 | IP Addr: 10.149.233.39 | Public IP: 182.64.145.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:01 IST Wed Jun 24 2020 | Duration: 1h:25m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 81074858 | Bytes Rx: 31681510 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170069 | Audit Session ID: 0a95072a298550005ef2d165 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170069 | Audit Session ID: 0a95072a298550005ef2d165 | Security Group Tag: none | EasyVPN: 0 ||
Username: amrutha.d | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.41 | Public IP: 106.208.72.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:18 IST Wed Jun 24 2020 | Duration: 1h:25m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 79359437 | Bytes Rx: 15248094 | IP Addr: 10.149.233.41 | Public IP: 106.208.72.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:18 IST Wed Jun 24 2020 | Duration: 1h:25m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 79359437 | Bytes Rx: 15248094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170071 | Audit Session ID: 0a95072a298570005ef2d176 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170071 | Audit Session ID: 0a95072a298570005ef2d176 | Security Group Tag: none | EasyVPN: 0 ||
Username: Jaysingh.thakur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.42 | Public IP: 45.126.169.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:53 IST Wed Jun 24 2020 | Duration: 1h:24m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 62938127 | Bytes Rx: 27888989 | IP Addr: 10.149.233.42 | Public IP: 45.126.169.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:53 IST Wed Jun 24 2020 | Duration: 1h:24m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 62938127 | Bytes Rx: 27888989 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170072 | Audit Session ID: 0a95072a298580005ef2d199 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170072 | Audit Session ID: 0a95072a298580005ef2d199 | Security Group Tag: none | EasyVPN: 0 ||
Username: pnagaje | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.196 | Public IP: 157.33.183.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:12 IST Wed Jun 24 2020 | Duration: 1h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 156539407 | Bytes Rx: 22538666 | IP Addr: 10.149.232.196 | Public IP: 157.33.183.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:12 IST Wed Jun 24 2020 | Duration: 1h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 156539407 | Bytes Rx: 22538666 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170077 | Audit Session ID: 0a95072a2985d0005ef2d29c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170077 | Audit Session ID: 0a95072a2985d0005ef2d29c | Security Group Tag: none | EasyVPN: 0 ||
Username: MoKodali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.44 | Public IP: 175.101.67.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:14 IST Wed Jun 24 2020 | Duration: 1h:20m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 352168543 | Bytes Rx: 29310735 | IP Addr: 10.149.233.44 | Public IP: 175.101.67.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:14 IST Wed Jun 24 2020 | Duration: 1h:20m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 352168543 | Bytes Rx: 29310735 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170078 | Audit Session ID: 0a95072a2985e0005ef2d29e | Security Group Tag: none | EasyVPN: 0 |Session ID: 170078 | Audit Session ID: 0a95072a2985e0005ef2d29e | Security Group Tag: none | EasyVPN: 0 ||
Username: ravishan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.40 | Public IP: 183.83.86.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:29 IST Wed Jun 24 2020 | Duration: 1h:19m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 235913413 | Bytes Rx: 21601155 | IP Addr: 10.149.233.40 | Public IP: 183.83.86.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:29 IST Wed Jun 24 2020 | Duration: 1h:19m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 235913413 | Bytes Rx: 21601155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170079 | Audit Session ID: 0a95072a2985f0005ef2d2ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 170079 | Audit Session ID: 0a95072a2985f0005ef2d2ad | Security Group Tag: none | EasyVPN: 0 ||
Username: sumbaric | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.46 | Public IP: 103.217.231.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:43 IST Wed Jun 24 2020 | Duration: 1h:19m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 120677669 | Bytes Rx: 79363068 | IP Addr: 10.149.233.46 | Public IP: 103.217.231.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:43 IST Wed Jun 24 2020 | Duration: 1h:19m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 120677669 | Bytes Rx: 79363068 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170082 | Audit Session ID: 0a95072a298620005ef2d2bb | Security Group Tag: none | EasyVPN: 0 |Session ID: 170082 | Audit Session ID: 0a95072a298620005ef2d2bb | Security Group Tag: none | EasyVPN: 0 ||
Username: kdthirug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.48 | Public IP: 157.46.59.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:27 IST Wed Jun 24 2020 | Duration: 1h:18m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 18481789 | Bytes Rx: 10905647 | IP Addr: 10.149.233.48 | Public IP: 157.46.59.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:27 IST Wed Jun 24 2020 | Duration: 1h:18m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 18481789 | Bytes Rx: 10905647 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170085 | Audit Session ID: 0a95072a298650005ef2d2e7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170085 | Audit Session ID: 0a95072a298650005ef2d2e7 | Security Group Tag: none | EasyVPN: 0 ||
