sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jmoulder | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.144 | Public IP: 82.0.114.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:41 UTC Wed May 27 2020 | Duration: 11d 18h:12m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 4304588852 | Bytes Rx: 1379552601 | IP Addr: 10.145.232.144 | Public IP: 82.0.114.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:41 UTC Wed May 27 2020 | Duration: 11d 18h:12m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 4304588852 | Bytes Rx: 1379552601 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77035 | Audit Session ID: 0a91072812ceb0005ece5399 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77035 | Audit Session ID: 0a91072812ceb0005ece5399 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinaysh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.108 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:07:19 UTC Sat Jun 6 2020 | Duration: 1d 10h:53m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2883424836 | Bytes Rx: 6582390419 | IP Addr: 10.145.233.108 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:07:19 UTC Sat Jun 6 2020 | Duration: 1d 10h:53m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2883424836 | Bytes Rx: 6582390419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80708 | Audit Session ID: 0a91072813b440005edbe967 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80708 | Audit Session ID: 0a91072813b440005edbe967 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkverma | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.123 | Public IP: 49.35.86.252 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:20:51 UTC Sun Jun 7 2020 | Duration: 21h:40m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1045085 | Bytes Rx: 392122 | IP Addr: 10.145.233.123 | Public IP: 49.35.86.252 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:20:51 UTC Sun Jun 7 2020 | Duration: 21h:40m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1045085 | Bytes Rx: 392122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80761 | Audit Session ID: 0a91072813b790005edca363 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80761 | Audit Session ID: 0a91072813b790005edca363 | Security Group Tag: none | EasyVPN: 0 ||
Username: panksain | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.115 | Public IP: 1.39.200.25 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 18:02:15 UTC Sun Jun 7 2020 | Duration: 11h:58m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 31555677 | Bytes Rx: 7280046 | IP Addr: 10.145.233.115 | Public IP: 1.39.200.25 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 18:02:15 UTC Sun Jun 7 2020 | Duration: 11h:58m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 31555677 | Bytes Rx: 7280046 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80834 | Audit Session ID: 0a91072813bc20005edd2ba7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80834 | Audit Session ID: 0a91072813bc20005edd2ba7 | Security Group Tag: none | EasyVPN: 0 ||
Username: RuchTale | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.119 | Public IP: 42.106.215.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:17:07 UTC Mon Jun 8 2020 | Duration: 4h:44m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 160533506 | Bytes Rx: 75414758 | IP Addr: 10.145.233.119 | Public IP: 42.106.215.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:17:07 UTC Mon Jun 8 2020 | Duration: 4h:44m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 160533506 | Bytes Rx: 75414758 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80867 | Audit Session ID: 0a91072813be30005edd9193 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80867 | Audit Session ID: 0a91072813be30005edd9193 | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.121 | Public IP: 1.38.53.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:48:16 UTC Mon Jun 8 2020 | Duration: 4h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1197379515 | Bytes Rx: 95364809 | IP Addr: 10.145.233.121 | Public IP: 1.38.53.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:48:16 UTC Mon Jun 8 2020 | Duration: 4h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1197379515 | Bytes Rx: 95364809 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80869 | Audit Session ID: 0a91072813be50005edd98e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80869 | Audit Session ID: 0a91072813be50005edd98e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: komathis | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.122 | Public IP: 106.203.53.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:25:58 UTC Mon Jun 8 2020 | Duration: 2h:35m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 43377664 | Bytes Rx: 35862858 | IP Addr: 10.145.233.122 | Public IP: 106.203.53.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:25:58 UTC Mon Jun 8 2020 | Duration: 2h:35m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 43377664 | Bytes Rx: 35862858 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80876 | Audit Session ID: 0a91072813bec0005eddafc6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80876 | Audit Session ID: 0a91072813bec0005eddafc6 | Security Group Tag: none | EasyVPN: 0 ||
Username: aditgaur | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.124 | Public IP: 1.39.154.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:26:46 UTC Mon Jun 8 2020 | Duration: 2h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 219631122 | Bytes Rx: 249103456 | IP Addr: 10.145.233.124 | Public IP: 1.39.154.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:26:46 UTC Mon Jun 8 2020 | Duration: 2h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 219631122 | Bytes Rx: 249103456 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80877 | Audit Session ID: 0a91072813bed0005eddaff6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80877 | Audit Session ID: 0a91072813bed0005eddaff6 | Security Group Tag: none | EasyVPN: 0 ||
Username: nikunj.j | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.125 | Public IP: 106.209.243.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:30:03 UTC Mon Jun 8 2020 | Duration: 2h:31m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 231941646 | Bytes Rx: 48116435 | IP Addr: 10.145.233.125 | Public IP: 106.209.243.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:30:03 UTC Mon Jun 8 2020 | Duration: 2h:31m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 231941646 | Bytes Rx: 48116435 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80878 | Audit Session ID: 0a91072813bee0005eddb0bb | Security Group Tag: none | EasyVPN: 0 |Session ID: 80878 | Audit Session ID: 0a91072813bee0005eddb0bb | Security Group Tag: none | EasyVPN: 0 ||
Username: drajendr | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.128 | Public IP: 1.39.174.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:53:34 UTC Mon Jun 8 2020 | Duration: 2h:07m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 131030244 | Bytes Rx: 60267861 | IP Addr: 10.145.233.128 | Public IP: 1.39.174.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:53:34 UTC Mon Jun 8 2020 | Duration: 2h:07m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 131030244 | Bytes Rx: 60267861 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80880 | Audit Session ID: 0a91072813bf00005eddb63e | Security Group Tag: none | EasyVPN: 0 |Session ID: 80880 | Audit Session ID: 0a91072813bf00005eddb63e | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.kale | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.129 | Public IP: 42.106.116.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:55:23 UTC Mon Jun 8 2020 | Duration: 2h:05m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 862040699 | Bytes Rx: 47302945 | IP Addr: 10.145.233.129 | Public IP: 42.106.116.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:55:23 UTC Mon Jun 8 2020 | Duration: 2h:05m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 862040699 | Bytes Rx: 47302945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80882 | Audit Session ID: 0a91072813bf20005eddb6ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 80882 | Audit Session ID: 0a91072813bf20005eddb6ab | Security Group Tag: none | EasyVPN: 0 ||
