sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 2d 21h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 2765072452 | Bytes Rx: 736383024 | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 2d 21h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 2765072452 | Bytes Rx: 736383024 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.238 | Public IP: 27.7.65.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:26 IST Sat Jun 27 2020 | Duration: 1h:47m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 730065588 | Bytes Rx: 62003912 | IP Addr: 10.149.234.238 | Public IP: 27.7.65.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:26 IST Sat Jun 27 2020 | Duration: 1h:47m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 730065588 | Bytes Rx: 62003912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195877 | Audit Session ID: 0a95072b2fd250005ef69cfa | Security Group Tag: none | EasyVPN: 0 |Session ID: 195877 | Audit Session ID: 0a95072b2fd250005ef69cfa | Security Group Tag: none | EasyVPN: 0 ||
Username: SDham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.227 | Public IP: 106.193.104.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:18 IST Sat Jun 27 2020 | Duration: 1h:34m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 328415377 | Bytes Rx: 80738747 | IP Addr: 10.149.234.227 | Public IP: 106.193.104.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:18 IST Sat Jun 27 2020 | Duration: 1h:34m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 328415377 | Bytes Rx: 80738747 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195883 | Audit Session ID: 0a95072b2fd2b0005ef6a03a | Security Group Tag: none | EasyVPN: 0 |Session ID: 195883 | Audit Session ID: 0a95072b2fd2b0005ef6a03a | Security Group Tag: none | EasyVPN: 0 ||
Username: visparth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.174 | Public IP: 103.94.139.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:43 IST Sat Jun 27 2020 | Duration: 1h:31m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 71884645 | Bytes Rx: 16982241 | IP Addr: 10.149.234.174 | Public IP: 103.94.139.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:43 IST Sat Jun 27 2020 | Duration: 1h:31m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 71884645 | Bytes Rx: 16982241 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195888 | Audit Session ID: 0a95072b2fd300005ef6a0cb | Security Group Tag: none | EasyVPN: 0 |Session ID: 195888 | Audit Session ID: 0a95072b2fd300005ef6a0cb | Security Group Tag: none | EasyVPN: 0 ||
Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.175 | Public IP: 49.206.124.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:44 IST Sat Jun 27 2020 | Duration: 1h:31m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 107182514 | Bytes Rx: 34862845 | IP Addr: 10.149.234.175 | Public IP: 49.206.124.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:44 IST Sat Jun 27 2020 | Duration: 1h:31m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 107182514 | Bytes Rx: 34862845 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195889 | Audit Session ID: 0a95072b2fd310005ef6a0cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 195889 | Audit Session ID: 0a95072b2fd310005ef6a0cc | Security Group Tag: none | EasyVPN: 0 ||
Username: SuJakate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.176 | Public IP: 59.94.246.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:59 IST Sat Jun 27 2020 | Duration: 1h:31m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 122305591 | Bytes Rx: 35012842 | IP Addr: 10.149.234.176 | Public IP: 59.94.246.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:59 IST Sat Jun 27 2020 | Duration: 1h:31m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 122305591 | Bytes Rx: 35012842 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195890 | Audit Session ID: 0a95072b2fd320005ef6a0db | Security Group Tag: none | EasyVPN: 0 |Session ID: 195890 | Audit Session ID: 0a95072b2fd320005ef6a0db | Security Group Tag: none | EasyVPN: 0 ||
Username: Kragotha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.218 | Public IP: 157.50.161.152 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:47 IST Sat Jun 27 2020 | Duration: 1h:25m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1165892096 | Bytes Rx: 92465769 | IP Addr: 10.149.235.218 | Public IP: 157.50.161.152 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:47 IST Sat Jun 27 2020 | Duration: 1h:25m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1165892096 | Bytes Rx: 92465769 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195891 | Audit Session ID: 0a95072b2fd330005ef6a237 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195891 | Audit Session ID: 0a95072b2fd330005ef6a237 | Security Group Tag: none | EasyVPN: 0 ||
Username: nittoge | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.219 | Public IP: 42.108.242.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:35 IST Sat Jun 27 2020 | Duration: 1h:24m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 105155543 | Bytes Rx: 26465487 | IP Addr: 10.149.235.219 | Public IP: 42.108.242.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:35 IST Sat Jun 27 2020 | Duration: 1h:24m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 105155543 | Bytes Rx: 26465487 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195892 | Audit Session ID: 0a95072b2fd340005ef6a267 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195892 | Audit Session ID: 0a95072b2fd340005ef6a267 | Security Group Tag: none | EasyVPN: 0 ||
Username: JinsonA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.31 | Public IP: 110.227.203.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:04 IST Sat Jun 27 2020 | Duration: 1h:21m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 33020833 | Bytes Rx: 10791784 | IP Addr: 10.149.235.31 | Public IP: 110.227.203.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:04 IST Sat Jun 27 2020 | Duration: 1h:21m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 33020833 | Bytes Rx: 10791784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195893 | Audit Session ID: 0a95072b2fd350005ef6a338 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195893 | Audit Session ID: 0a95072b2fd350005ef6a338 | Security Group Tag: none | EasyVPN: 0 ||
Username: DhaiMane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.19 | Public IP: 106.193.249.32 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:11 IST Sat Jun 27 2020 | Duration: 1h:19m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 157580350 | Bytes Rx: 27614231 | IP Addr: 10.149.234.19 | Public IP: 106.193.249.32 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:11 IST Sat Jun 27 2020 | Duration: 1h:19m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 157580350 | Bytes Rx: 27614231 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195895 | Audit Session ID: 0a95072b2fd370005ef6a3b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195895 | Audit Session ID: 0a95072b2fd370005ef6a3b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.20 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:56 IST Sat Jun 27 2020 | Duration: 1h:18m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 12948182 | Bytes Rx: 25966820 | IP Addr: 10.149.234.20 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:56 IST Sat Jun 27 2020 | Duration: 1h:18m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 12948182 | Bytes Rx: 25966820 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195896 | Audit Session ID: 0a95072b2fd380005ef6a3e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195896 | Audit Session ID: 0a95072b2fd380005ef6a3e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssdpawar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.66 | Public IP: 49.35.38.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:46 IST Sat Jun 27 2020 | Duration: 1h:15m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 182673797 | Bytes Rx: 25842517 | IP Addr: 10.149.235.66 | Public IP: 49.35.38.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:14:46 IST Sat Jun 27 2020 | Duration: 1h:15m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 182673797 | Bytes Rx: 25842517 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195897 | Audit Session ID: 0a95072b2fd390005ef6a48e | Security Group Tag: none | EasyVPN: 0 |Session ID: 195897 | Audit Session ID: 0a95072b2fd390005ef6a48e | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.67 | Public IP: 106.208.114.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:38 IST Sat Jun 27 2020 | Duration: 1h:14m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 877273789 | Bytes Rx: 35676528 | IP Addr: 10.149.235.67 | Public IP: 106.208.114.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:38 IST Sat Jun 27 2020 | Duration: 1h:14m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 877273789 | Bytes Rx: 35676528 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195898 | Audit Session ID: 0a95072b2fd3a0005ef6a4c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195898 | Audit Session ID: 0a95072b2fd3a0005ef6a4c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: BVardhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.231 | Public IP: 157.48.182.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:38 IST Sat Jun 27 2020 | Duration: 1h:10m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 187151395 | Bytes Rx: 31113495 | IP Addr: 10.149.234.231 | Public IP: 157.48.182.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:38 IST Sat Jun 27 2020 | Duration: 1h:10m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 187151395 | Bytes Rx: 31113495 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195900 | Audit Session ID: 0a95072b2fd3c0005ef6a5b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195900 | Audit Session ID: 0a95072b2fd3c0005ef6a5b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: asoundar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.236 | Public IP: 223.182.197.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:22:53 IST Sat Jun 27 2020 | Duration: 1h:07m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 251838844 | Bytes Rx: 35954655 | IP Addr: 10.149.234.236 | Public IP: 223.182.197.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:22:53 IST Sat Jun 27 2020 | Duration: 1h:07m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 251838844 | Bytes Rx: 35954655 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195903 | Audit Session ID: 0a95072b2fd3f0005ef6a675 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195903 | Audit Session ID: 0a95072b2fd3f0005ef6a675 | Security Group Tag: none | EasyVPN: 0 ||
Username: ckaruman | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.191 | Public IP: 106.220.127.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:29:47 IST Sat Jun 27 2020 | Duration: 1h:00m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 77983894 | Bytes Rx: 21452683 | IP Addr: 10.149.235.191 | Public IP: 106.220.127.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:29:47 IST Sat Jun 27 2020 | Duration: 1h:00m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 77983894 | Bytes Rx: 21452683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195904 | Audit Session ID: 0a95072b2fd400005ef6a813 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195904 | Audit Session ID: 0a95072b2fd400005ef6a813 | Security Group Tag: none | EasyVPN: 0 ||
Username: kasreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.53 | Public IP: 223.238.25.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:28 IST Sat Jun 27 2020 | Duration: 0h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 21745662 | Bytes Rx: 14195020 | IP Addr: 10.149.235.53 | Public IP: 223.238.25.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:28 IST Sat Jun 27 2020 | Duration: 0h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 21745662 | Bytes Rx: 14195020 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195906 | Audit Session ID: 0a95072b2fd420005ef6ab0c | Security Group Tag: none | EasyVPN: 0 |Session ID: 195906 | Audit Session ID: 0a95072b2fd420005ef6ab0c | Security Group Tag: none | EasyVPN: 0 ||
Username: Barajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.56 | Public IP: 117.221.12.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:20 IST Sat Jun 27 2020 | Duration: 0h:44m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 41101534 | Bytes Rx: 10695783 | IP Addr: 10.149.235.56 | Public IP: 117.221.12.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:20 IST Sat Jun 27 2020 | Duration: 0h:44m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 41101534 | Bytes Rx: 10695783 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195909 | Audit Session ID: 0a95072b2fd450005ef6abf4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195909 | Audit Session ID: 0a95072b2fd450005ef6abf4 | Security Group Tag: none | EasyVPN: 0 ||
Username: dinesdin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.235 | Public IP: 157.50.1.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:43 IST Sat Jun 27 2020 | Duration: 0h:37m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 190655715 | Bytes Rx: 12409817 | IP Addr: 10.149.234.235 | Public IP: 157.50.1.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:43 IST Sat Jun 27 2020 | Duration: 0h:37m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 190655715 | Bytes Rx: 12409817 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195911 | Audit Session ID: 0a95072b2fd470005ef6ad73 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195911 | Audit Session ID: 0a95072b2fd470005ef6ad73 | Security Group Tag: none | EasyVPN: 0 ||
Username: cagoram | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.59 | Public IP: 157.50.107.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:09 IST Sat Jun 27 2020 | Duration: 0h:27m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 26727441 | Bytes Rx: 8798876 | IP Addr: 10.149.235.59 | Public IP: 157.50.107.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:09 IST Sat Jun 27 2020 | Duration: 0h:27m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 26727441 | Bytes Rx: 8798876 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 195916 | Audit Session ID: 0a95072b2fd4c0005ef6afe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 195916 | Audit Session ID: 0a95072b2fd4c0005ef6afe5 | Security Group Tag: none | EasyVPN: 0 ||
