sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: martiner | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.204 | Public IP: 31.21.198.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:52 IST Tue Jun 2 2020 | Duration: 2d 22h:02m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 2709741655 | Bytes Rx: 1350390134 | IP Addr: 10.150.236.204 | Public IP: 31.21.198.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:52 IST Tue Jun 2 2020 | Duration: 2d 22h:02m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 2709741655 | Bytes Rx: 1350390134 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 274897 | Audit Session ID: 0a96cf69431d10005ed632cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 274897 | Audit Session ID: 0a96cf69431d10005ed632cc | Security Group Tag: none | EasyVPN: 0 ||
Username: v.rama | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.243 | Public IP: 106.193.178.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:02 IST Fri Jun 5 2020 | Duration: 4h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 43413983 | Bytes Rx: 15297880 | IP Addr: 10.150.237.243 | Public IP: 106.193.178.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:02 IST Fri Jun 5 2020 | Duration: 4h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 43413983 | Bytes Rx: 15297880 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284980 | Audit Session ID: 0a96cf69459340005ed9c9d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284980 | Audit Session ID: 0a96cf69459340005ed9c9d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: jarputha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.244 | Public IP: 49.207.140.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:09 IST Fri Jun 5 2020 | Duration: 4h:41m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 199581500 | Bytes Rx: 41244930 | IP Addr: 10.150.237.244 | Public IP: 49.207.140.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:09 IST Fri Jun 5 2020 | Duration: 4h:41m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 199581500 | Bytes Rx: 41244930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284982 | Audit Session ID: 0a96cf69459360005ed9c9d9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284982 | Audit Session ID: 0a96cf69459360005ed9c9d9 | Security Group Tag: none | EasyVPN: 0 ||
Username: cnarkhed | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.245 | Public IP: 106.210.202.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:13 IST Fri Jun 5 2020 | Duration: 4h:41m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 148026967 | Bytes Rx: 55022769 | IP Addr: 10.150.237.245 | Public IP: 106.210.202.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:13 IST Fri Jun 5 2020 | Duration: 4h:41m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 148026967 | Bytes Rx: 55022769 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284984 | Audit Session ID: 0a96cf69459380005ed9c9dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 284984 | Audit Session ID: 0a96cf69459380005ed9c9dd | Security Group Tag: none | EasyVPN: 0 ||
Username: surmehta | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.247 | Public IP: 122.161.143.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:18 IST Fri Jun 5 2020 | Duration: 4h:41m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 545433618 | Bytes Rx: 112696710 | IP Addr: 10.150.237.247 | Public IP: 122.161.143.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:18 IST Fri Jun 5 2020 | Duration: 4h:41m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 545433618 | Bytes Rx: 112696710 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284987 | Audit Session ID: 0a96cf694593b0005ed9c9e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284987 | Audit Session ID: 0a96cf694593b0005ed9c9e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: rjahan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.248 | Public IP: 183.83.154.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:19 IST Fri Jun 5 2020 | Duration: 4h:41m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 562950444 | Bytes Rx: 80816711 | IP Addr: 10.150.237.248 | Public IP: 183.83.154.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:19 IST Fri Jun 5 2020 | Duration: 4h:41m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 562950444 | Bytes Rx: 80816711 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284988 | Audit Session ID: 0a96cf694593c0005ed9c9e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284988 | Audit Session ID: 0a96cf694593c0005ed9c9e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: SaPathak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.250 | Public IP: 182.69.223.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:24 IST Fri Jun 5 2020 | Duration: 4h:40m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 806046699 | Bytes Rx: 127550383 | IP Addr: 10.150.237.250 | Public IP: 182.69.223.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:24 IST Fri Jun 5 2020 | Duration: 4h:40m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 806046699 | Bytes Rx: 127550383 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284991 | Audit Session ID: 0a96cf694593f0005ed9c9e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284991 | Audit Session ID: 0a96cf694593f0005ed9c9e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: hreka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.252 | Public IP: 42.111.167.213 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:58:26 IST Fri Jun 5 2020 | Duration: 4h:40m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 826990237 | Bytes Rx: 129677755 | IP Addr: 10.150.237.252 | Public IP: 42.111.167.213 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:58:26 IST Fri Jun 5 2020 | Duration: 4h:40m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 826990237 | Bytes Rx: 129677755 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284992 | Audit Session ID: 0a96cf69459400005ed9c9ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 284992 | Audit Session ID: 0a96cf69459400005ed9c9ea | Security Group Tag: none | EasyVPN: 0 ||
Username: sunaypat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.221 | Public IP: 116.75.165.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:31 IST Fri Jun 5 2020 | Duration: 4h:40m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 329449094 | Bytes Rx: 168433639 | IP Addr: 10.150.237.221 | Public IP: 116.75.165.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:31 IST Fri Jun 5 2020 | Duration: 4h:40m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 329449094 | Bytes Rx: 168433639 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284995 | Audit Session ID: 0a96cf69459430005ed9c9ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 284995 | Audit Session ID: 0a96cf69459430005ed9c9ef | Security Group Tag: none | EasyVPN: 0 ||
Username: RR.KHANNA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.9 | Public IP: 122.161.0.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:32 IST Fri Jun 5 2020 | Duration: 4h:40m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 202109894 | Bytes Rx: 103220318 | IP Addr: 10.150.236.9 | Public IP: 122.161.0.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:32 IST Fri Jun 5 2020 | Duration: 4h:40m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 202109894 | Bytes Rx: 103220318 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284996 | Audit Session ID: 0a96cf69459440005ed9c9f0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284996 | Audit Session ID: 0a96cf69459440005ed9c9f0 | Security Group Tag: none | EasyVPN: 0 ||
Username: shudoke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.253 | Public IP: 49.33.154.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:35 IST Fri Jun 5 2020 | Duration: 4h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 192324578 | Bytes Rx: 33579615 | IP Addr: 10.150.237.253 | Public IP: 49.33.154.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:35 IST Fri Jun 5 2020 | Duration: 4h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 192324578 | Bytes Rx: 33579615 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284997 | Audit Session ID: 0a96cf69459450005ed9c9f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284997 | Audit Session ID: 0a96cf69459450005ed9c9f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: atulmat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.254 | Public IP: 103.221.72.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:35 IST Fri Jun 5 2020 | Duration: 4h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 426852873 | Bytes Rx: 182473038 | IP Addr: 10.150.237.254 | Public IP: 103.221.72.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:35 IST Fri Jun 5 2020 | Duration: 4h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 426852873 | Bytes Rx: 182473038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 284998 | Audit Session ID: 0a96cf69459460005ed9c9f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 284998 | Audit Session ID: 0a96cf69459460005ed9c9f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rdhole | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.5 | Public IP: 49.35.26.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:36 IST Fri Jun 5 2020 | Duration: 4h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 156575996 | Bytes Rx: 54785824 | IP Addr: 10.150.236.5 | Public IP: 49.35.26.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:36 IST Fri Jun 5 2020 | Duration: 4h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 156575996 | Bytes Rx: 54785824 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285000 | Audit Session ID: 0a96cf69459480005ed9c9f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285000 | Audit Session ID: 0a96cf69459480005ed9c9f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: smrutkan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 49.35.98.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:52 IST Fri Jun 5 2020 | Duration: 4h:40m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 54384353 | Bytes Rx: 18795327 | IP Addr: 10.150.236.10 | Public IP: 49.35.98.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:52 IST Fri Jun 5 2020 | Duration: 4h:40m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 54384353 | Bytes Rx: 18795327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285005 | Audit Session ID: 0a96cf694594d0005ed9ca04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285005 | Audit Session ID: 0a96cf694594d0005ed9ca04 | Security Group Tag: none | EasyVPN: 0 ||
Username: niselvan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.13 | Public IP: 106.198.5.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:58 IST Fri Jun 5 2020 | Duration: 4h:40m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 627170343 | Bytes Rx: 118209059 | IP Addr: 10.150.236.13 | Public IP: 106.198.5.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:58 IST Fri Jun 5 2020 | Duration: 4h:40m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 627170343 | Bytes Rx: 118209059 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285008 | Audit Session ID: 0a96cf69459500005ed9ca0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 285008 | Audit Session ID: 0a96cf69459500005ed9ca0a | Security Group Tag: none | EasyVPN: 0 ||
Username: NeerajkS | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.14 | Public IP: 157.33.165.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:13 IST Fri Jun 5 2020 | Duration: 4h:40m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 514180730 | Bytes Rx: 51749072 | IP Addr: 10.150.236.14 | Public IP: 157.33.165.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:13 IST Fri Jun 5 2020 | Duration: 4h:40m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 514180730 | Bytes Rx: 51749072 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285010 | Audit Session ID: 0a96cf69459520005ed9ca19 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285010 | Audit Session ID: 0a96cf69459520005ed9ca19 | Security Group Tag: none | EasyVPN: 0 ||
Username: debasish.das | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.49 | Public IP: 103.120.251.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:24 IST Fri Jun 5 2020 | Duration: 4h:37m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 141848034 | Bytes Rx: 86800039 | IP Addr: 10.150.237.49 | Public IP: 103.120.251.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:24 IST Fri Jun 5 2020 | Duration: 4h:37m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 141848034 | Bytes Rx: 86800039 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285018 | Audit Session ID: 0a96cf694595a0005ed9ca9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 285018 | Audit Session ID: 0a96cf694595a0005ed9ca9c | Security Group Tag: none | EasyVPN: 0 ||
Username: pmuthu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.50 | Public IP: 106.198.93.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:52 IST Fri Jun 5 2020 | Duration: 4h:37m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 103378604 | Bytes Rx: 65071038 | IP Addr: 10.150.237.50 | Public IP: 106.198.93.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:52 IST Fri Jun 5 2020 | Duration: 4h:37m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 103378604 | Bytes Rx: 65071038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285019 | Audit Session ID: 0a96cf694595b0005ed9cab8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285019 | Audit Session ID: 0a96cf694595b0005ed9cab8 | Security Group Tag: none | EasyVPN: 0 ||
Username: annef | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.51 | Public IP: 117.254.65.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:00 IST Fri Jun 5 2020 | Duration: 4h:37m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 352576529 | Bytes Rx: 82099392 | IP Addr: 10.150.237.51 | Public IP: 117.254.65.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:00 IST Fri Jun 5 2020 | Duration: 4h:37m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 352576529 | Bytes Rx: 82099392 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285020 | Audit Session ID: 0a96cf694595c0005ed9cac0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285020 | Audit Session ID: 0a96cf694595c0005ed9cac0 | Security Group Tag: none | EasyVPN: 0 ||
Username: pankgaik | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.52 | Public IP: 117.214.122.229 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:02:19 IST Fri Jun 5 2020 | Duration: 4h:37m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 87959082 | Bytes Rx: 251890905 | IP Addr: 10.150.237.52 | Public IP: 117.214.122.229 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:02:19 IST Fri Jun 5 2020 | Duration: 4h:37m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 87959082 | Bytes Rx: 251890905 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285021 | Audit Session ID: 0a96cf694595d0005ed9cad3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285021 | Audit Session ID: 0a96cf694595d0005ed9cad3 | Security Group Tag: none | EasyVPN: 0 ||
Username: venkpola | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.81 | Public IP: 43.225.22.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:36 IST Fri Jun 5 2020 | Duration: 4h:36m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 144739519 | Bytes Rx: 50418716 | IP Addr: 10.150.237.81 | Public IP: 43.225.22.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:36 IST Fri Jun 5 2020 | Duration: 4h:36m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 144739519 | Bytes Rx: 50418716 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 285025 | Audit Session ID: 0a96cf69459610005ed9cae4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 285025 | Audit Session ID: 0a96cf69459610005ed9cae4 | Security Group Tag: none | EasyVPN: 0 ||
