sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.173 | Public IP: 219.91.249.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 3d 7h:32m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 4372617588 | Bytes Rx: 1936484261 | IP Addr: 10.150.244.173 | Public IP: 219.91.249.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 3d 7h:32m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 4372617588 | Bytes Rx: 1936484261 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 ||
Username: patrived | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.245 | Public IP: 183.87.47.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:50 IST Thu Jun 25 2020 | Duration: 8h:28m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 458971531 | Bytes Rx: 286712788 | IP Addr: 10.150.236.245 | Public IP: 183.87.47.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:50 IST Thu Jun 25 2020 | Duration: 8h:28m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 458971531 | Bytes Rx: 286712788 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59484 | Audit Session ID: 0a96cf690e85c0005ef421ae | Security Group Tag: none | EasyVPN: 0 |Session ID: 59484 | Audit Session ID: 0a96cf690e85c0005ef421ae | Security Group Tag: none | EasyVPN: 0 ||
Username: Ajayab.Gahlot | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.154 | Public IP: 103.114.224.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:33 IST Thu Jun 25 2020 | Duration: 8h:27m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 252699890 | Bytes Rx: 89008607 | IP Addr: 10.150.237.154 | Public IP: 103.114.224.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:33 IST Thu Jun 25 2020 | Duration: 8h:27m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 252699890 | Bytes Rx: 89008607 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59486 | Audit Session ID: 0a96cf690e85e0005ef421d9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59486 | Audit Session ID: 0a96cf690e85e0005ef421d9 | Security Group Tag: none | EasyVPN: 0 ||
Username: Shivaji.salokhe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.152 | Public IP: 106.220.189.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:38 IST Thu Jun 25 2020 | Duration: 8h:27m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1450403883 | Bytes Rx: 238079297 | IP Addr: 10.150.237.152 | Public IP: 106.220.189.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:38 IST Thu Jun 25 2020 | Duration: 8h:27m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1450403883 | Bytes Rx: 238079297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59488 | Audit Session ID: 0a96cf690e8600005ef421de | Security Group Tag: none | EasyVPN: 0 |Session ID: 59488 | Audit Session ID: 0a96cf690e8600005ef421de | Security Group Tag: none | EasyVPN: 0 ||
Username: rvaishna | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.157 | Public IP: 103.121.153.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:55 IST Thu Jun 25 2020 | Duration: 8h:27m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 5005019207 | Bytes Rx: 1910880116 | IP Addr: 10.150.237.157 | Public IP: 103.121.153.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:55 IST Thu Jun 25 2020 | Duration: 8h:27m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 5005019207 | Bytes Rx: 1910880116 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59491 | Audit Session ID: 0a96cf690e8630005ef421ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 59491 | Audit Session ID: 0a96cf690e8630005ef421ef | Security Group Tag: none | EasyVPN: 0 ||
Username: ntasgaon | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.124 | Public IP: 45.249.252.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:05 IST Thu Jun 25 2020 | Duration: 8h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1628769664 | Bytes Rx: 227503084 | IP Addr: 10.150.237.124 | Public IP: 45.249.252.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:05 IST Thu Jun 25 2020 | Duration: 8h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1628769664 | Bytes Rx: 227503084 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59494 | Audit Session ID: 0a96cf690e8660005ef421f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59494 | Audit Session ID: 0a96cf690e8660005ef421f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: Asapkale | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.131 | Public IP: 49.35.197.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:23 IST Thu Jun 25 2020 | Duration: 8h:26m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3156659554 | Bytes Rx: 1327349659 | IP Addr: 10.150.237.131 | Public IP: 49.35.197.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:23 IST Thu Jun 25 2020 | Duration: 8h:26m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 3156659554 | Bytes Rx: 1327349659 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59497 | Audit Session ID: 0a96cf690e8690005ef4220b | Security Group Tag: none | EasyVPN: 0 |Session ID: 59497 | Audit Session ID: 0a96cf690e8690005ef4220b | Security Group Tag: none | EasyVPN: 0 ||
Username: parwez.akhtar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.158 | Public IP: 103.215.226.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:42 IST Thu Jun 25 2020 | Duration: 8h:26m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1207838207 | Bytes Rx: 526107866 | IP Addr: 10.150.237.158 | Public IP: 103.215.226.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:42 IST Thu Jun 25 2020 | Duration: 8h:26m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1207838207 | Bytes Rx: 526107866 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59500 | Audit Session ID: 0a96cf690e86c0005ef4221e | Security Group Tag: none | EasyVPN: 0 |Session ID: 59500 | Audit Session ID: 0a96cf690e86c0005ef4221e | Security Group Tag: none | EasyVPN: 0 ||
Username: SonaNaik | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.162 | Public IP: 157.33.163.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:49 IST Thu Jun 25 2020 | Duration: 8h:26m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 344527715 | Bytes Rx: 135782124 | IP Addr: 10.150.237.162 | Public IP: 157.33.163.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:49 IST Thu Jun 25 2020 | Duration: 8h:26m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 344527715 | Bytes Rx: 135782124 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59502 | Audit Session ID: 0a96cf690e86e0005ef42225 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59502 | Audit Session ID: 0a96cf690e86e0005ef42225 | Security Group Tag: none | EasyVPN: 0 ||
Username: ptripath | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.160 | Public IP: 183.87.28.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:50 IST Thu Jun 25 2020 | Duration: 8h:26m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 58075458 | Bytes Rx: 28659880 | IP Addr: 10.150.237.160 | Public IP: 183.87.28.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:50 IST Thu Jun 25 2020 | Duration: 8h:26m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 58075458 | Bytes Rx: 28659880 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59503 | Audit Session ID: 0a96cf690e86f0005ef42226 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59503 | Audit Session ID: 0a96cf690e86f0005ef42226 | Security Group Tag: none | EasyVPN: 0 ||
Username: harsSuri | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.177 | Public IP: 47.31.62.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:13 IST Thu Jun 25 2020 | Duration: 8h:26m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 143211502 | Bytes Rx: 68066625 | IP Addr: 10.150.237.177 | Public IP: 47.31.62.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:13 IST Thu Jun 25 2020 | Duration: 8h:26m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 143211502 | Bytes Rx: 68066625 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59507 | Audit Session ID: 0a96cf690e8730005ef4223d | Security Group Tag: none | EasyVPN: 0 |Session ID: 59507 | Audit Session ID: 0a96cf690e8730005ef4223d | Security Group Tag: none | EasyVPN: 0 ||
Username: SGAWANDE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.179 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:34:24 IST Thu Jun 25 2020 | Duration: 8h:25m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 183255347 | Bytes Rx: 25532612 | IP Addr: 10.150.237.179 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:34:24 IST Thu Jun 25 2020 | Duration: 8h:25m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 183255347 | Bytes Rx: 25532612 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59509 | Audit Session ID: 0a96cf690e8750005ef42248 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59509 | Audit Session ID: 0a96cf690e8750005ef42248 | Security Group Tag: none | EasyVPN: 0 ||
Username: Abdogra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.187 | Public IP: 106.202.41.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:35 IST Thu Jun 25 2020 | Duration: 8h:22m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 653916495 | Bytes Rx: 286873645 | IP Addr: 10.150.237.187 | Public IP: 106.202.41.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:35 IST Thu Jun 25 2020 | Duration: 8h:22m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 653916495 | Bytes Rx: 286873645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59519 | Audit Session ID: 0a96cf690e87f0005ef42307 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59519 | Audit Session ID: 0a96cf690e87f0005ef42307 | Security Group Tag: none | EasyVPN: 0 ||
Username: abhiramb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.185 | Public IP: 27.7.87.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:36 IST Thu Jun 25 2020 | Duration: 8h:22m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 81114071 | Bytes Rx: 45630464 | IP Addr: 10.150.237.185 | Public IP: 27.7.87.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:36 IST Thu Jun 25 2020 | Duration: 8h:22m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 81114071 | Bytes Rx: 45630464 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59521 | Audit Session ID: 0a96cf690e8810005ef42308 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59521 | Audit Session ID: 0a96cf690e8810005ef42308 | Security Group Tag: none | EasyVPN: 0 ||
Username: SnehChau | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.193 | Public IP: 113.193.137.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:09 IST Thu Jun 25 2020 | Duration: 8h:22m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 158950156 | Bytes Rx: 50183431 | IP Addr: 10.150.237.193 | Public IP: 113.193.137.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:09 IST Thu Jun 25 2020 | Duration: 8h:22m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 158950156 | Bytes Rx: 50183431 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59526 | Audit Session ID: 0a96cf690e8860005ef42329 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59526 | Audit Session ID: 0a96cf690e8860005ef42329 | Security Group Tag: none | EasyVPN: 0 ||
Username: joshi.pravin | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.195 | Public IP: 106.220.219.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:19 IST Thu Jun 25 2020 | Duration: 8h:22m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 669506152 | Bytes Rx: 122408230 | IP Addr: 10.150.237.195 | Public IP: 106.220.219.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:19 IST Thu Jun 25 2020 | Duration: 8h:22m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 669506152 | Bytes Rx: 122408230 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59527 | Audit Session ID: 0a96cf690e8870005ef42333 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59527 | Audit Session ID: 0a96cf690e8870005ef42333 | Security Group Tag: none | EasyVPN: 0 ||
Username: dkhattar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.246 | Public IP: 122.179.235.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:32 IST Thu Jun 25 2020 | Duration: 8h:21m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1666651498 | Bytes Rx: 588448610 | IP Addr: 10.150.236.246 | Public IP: 122.179.235.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:32 IST Thu Jun 25 2020 | Duration: 8h:21m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1666651498 | Bytes Rx: 588448610 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59530 | Audit Session ID: 0a96cf690e88a0005ef42340 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59530 | Audit Session ID: 0a96cf690e88a0005ef42340 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShuPatil | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.196 | Public IP: 106.67.163.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:45 IST Thu Jun 25 2020 | Duration: 8h:21m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 254468519 | Bytes Rx: 64008775 | IP Addr: 10.150.237.196 | Public IP: 106.67.163.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:45 IST Thu Jun 25 2020 | Duration: 8h:21m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 254468519 | Bytes Rx: 64008775 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59531 | Audit Session ID: 0a96cf690e88b0005ef4234d | Security Group Tag: none | EasyVPN: 0 |Session ID: 59531 | Audit Session ID: 0a96cf690e88b0005ef4234d | Security Group Tag: none | EasyVPN: 0 ||
Username: ndua | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.199 | Public IP: 117.97.188.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:56 IST Thu Jun 25 2020 | Duration: 8h:21m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 638627953 | Bytes Rx: 184432015 | IP Addr: 10.150.237.199 | Public IP: 117.97.188.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:56 IST Thu Jun 25 2020 | Duration: 8h:21m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 638627953 | Bytes Rx: 184432015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59534 | Audit Session ID: 0a96cf690e88e0005ef42358 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59534 | Audit Session ID: 0a96cf690e88e0005ef42358 | Security Group Tag: none | EasyVPN: 0 ||
Username: Tkshatri | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.247 | Public IP: 157.33.149.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:58 IST Thu Jun 25 2020 | Duration: 8h:20m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 674595617 | Bytes Rx: 267087908 | IP Addr: 10.150.236.247 | Public IP: 157.33.149.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:58 IST Thu Jun 25 2020 | Duration: 8h:20m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 674595617 | Bytes Rx: 267087908 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59537 | Audit Session ID: 0a96cf690e8910005ef42396 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59537 | Audit Session ID: 0a96cf690e8910005ef42396 | Security Group Tag: none | EasyVPN: 0 ||
Username: naison.cheruparamban | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.204 | Public IP: 49.36.13.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:37 IST Thu Jun 25 2020 | Duration: 8h:18m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1003124102 | Bytes Rx: 307275689 | IP Addr: 10.150.236.204 | Public IP: 49.36.13.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:41:37 IST Thu Jun 25 2020 | Duration: 8h:18m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1003124102 | Bytes Rx: 307275689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59540 | Audit Session ID: 0a96cf690e8940005ef423f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59540 | Audit Session ID: 0a96cf690e8940005ef423f9 | Security Group Tag: none | EasyVPN: 0 ||
