sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: JinsonA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 |Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 ||
Username: prateeja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.246 | Public IP: 152.57.31.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:58 IST Mon Jun 15 2020 | Duration: 1h:06m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 171162712 | Bytes Rx: 21984300 | IP Addr: 10.149.233.246 | Public IP: 152.57.31.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:58 IST Mon Jun 15 2020 | Duration: 1h:06m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 171162712 | Bytes Rx: 21984300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151596 | Audit Session ID: 0a95072a2502c0005ee6e9ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 151596 | Audit Session ID: 0a95072a2502c0005ee6e9ce | Security Group Tag: none | EasyVPN: 0 ||
Username: muumarji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.247 | Public IP: 223.237.137.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:59 IST Mon Jun 15 2020 | Duration: 1h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 72049088 | Bytes Rx: 41565424 | IP Addr: 10.149.233.247 | Public IP: 223.237.137.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:59 IST Mon Jun 15 2020 | Duration: 1h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 72049088 | Bytes Rx: 41565424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151597 | Audit Session ID: 0a95072a2502d0005ee6e9cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 151597 | Audit Session ID: 0a95072a2502d0005ee6e9cf | Security Group Tag: none | EasyVPN: 0 ||
Username: svankad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.248 | Public IP: 103.224.216.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:59 IST Mon Jun 15 2020 | Duration: 1h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 46252302 | Bytes Rx: 9754612 | IP Addr: 10.149.233.248 | Public IP: 103.224.216.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:59 IST Mon Jun 15 2020 | Duration: 1h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 46252302 | Bytes Rx: 9754612 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151598 | Audit Session ID: 0a95072a2502e0005ee6e9cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 151598 | Audit Session ID: 0a95072a2502e0005ee6e9cf | Security Group Tag: none | EasyVPN: 0 ||
Username: SPatnam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.252 | Public IP: 157.50.128.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:18 IST Mon Jun 15 2020 | Duration: 1h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 4981598 | Bytes Rx: 3196079 | IP Addr: 10.149.233.252 | Public IP: 157.50.128.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:18 IST Mon Jun 15 2020 | Duration: 1h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 4981598 | Bytes Rx: 3196079 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151600 | Audit Session ID: 0a95072a250300005ee6e9e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151600 | Audit Session ID: 0a95072a250300005ee6e9e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: brajawat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.254 | Public IP: 171.79.180.116 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:55:36 IST Mon Jun 15 2020 | Duration: 1h:04m:45s | Inactivity:  0h:03m:05s | Bytes Tx: 206732984 | Bytes Rx: 22147732 | IP Addr: 10.149.233.254 | Public IP: 171.79.180.116 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:55:36 IST Mon Jun 15 2020 | Duration: 1h:04m:45s | Inactivity:  0h:03m:05s | Bytes Tx: 206732984 | Bytes Rx: 22147732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151603 | Audit Session ID: 0a95072a250330005ee6ea30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151603 | Audit Session ID: 0a95072a250330005ee6ea30 | Security Group Tag: none | EasyVPN: 0 ||
Username: IyyappaK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.1 | Public IP: 49.206.127.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:51 IST Mon Jun 15 2020 | Duration: 1h:04m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 91224281 | Bytes Rx: 25262149 | IP Addr: 10.149.232.1 | Public IP: 49.206.127.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:51 IST Mon Jun 15 2020 | Duration: 1h:04m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 91224281 | Bytes Rx: 25262149 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151604 | Audit Session ID: 0a95072a250340005ee6ea3f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151604 | Audit Session ID: 0a95072a250340005ee6ea3f | Security Group Tag: none | EasyVPN: 0 ||
Username: prmyskar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.3 | Public IP: 116.74.248.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:31 IST Mon Jun 15 2020 | Duration: 1h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 289736685 | Bytes Rx: 19995744 | IP Addr: 10.149.232.3 | Public IP: 116.74.248.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:31 IST Mon Jun 15 2020 | Duration: 1h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 289736685 | Bytes Rx: 19995744 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151605 | Audit Session ID: 0a95072a250350005ee6ea67 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151605 | Audit Session ID: 0a95072a250350005ee6ea67 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajachin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.5 | Public IP: 157.50.66.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:49 IST Mon Jun 15 2020 | Duration: 1h:03m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 81550440 | Bytes Rx: 15971683 | IP Addr: 10.149.232.5 | Public IP: 157.50.66.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:49 IST Mon Jun 15 2020 | Duration: 1h:03m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 81550440 | Bytes Rx: 15971683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151607 | Audit Session ID: 0a95072a250370005ee6ea79 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151607 | Audit Session ID: 0a95072a250370005ee6ea79 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmadhavu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.7 | Public IP: 106.198.33.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:23 IST Mon Jun 15 2020 | Duration: 0h:53m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 24343854 | Bytes Rx: 8799877 | IP Addr: 10.149.232.7 | Public IP: 106.198.33.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:23 IST Mon Jun 15 2020 | Duration: 0h:53m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 24343854 | Bytes Rx: 8799877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151612 | Audit Session ID: 0a95072a2503c0005ee6ecb7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151612 | Audit Session ID: 0a95072a2503c0005ee6ecb7 | Security Group Tag: none | EasyVPN: 0 ||
Username: chmuruga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.8 | Public IP: 157.50.175.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:53 IST Mon Jun 15 2020 | Duration: 0h:53m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 55987923 | Bytes Rx: 29168671 | IP Addr: 10.149.232.8 | Public IP: 157.50.175.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:53 IST Mon Jun 15 2020 | Duration: 0h:53m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 55987923 | Bytes Rx: 29168671 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151613 | Audit Session ID: 0a95072a2503d0005ee6ecd5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151613 | Audit Session ID: 0a95072a2503d0005ee6ecd5 | Security Group Tag: none | EasyVPN: 0 ||
Username: uvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.10 | Public IP: 157.45.141.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:31 IST Mon Jun 15 2020 | Duration: 0h:52m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 56972001 | Bytes Rx: 12691063 | IP Addr: 10.149.232.10 | Public IP: 157.45.141.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:31 IST Mon Jun 15 2020 | Duration: 0h:52m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 56972001 | Bytes Rx: 12691063 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151615 | Audit Session ID: 0a95072a2503f0005ee6ecfb | Security Group Tag: none | EasyVPN: 0 |Session ID: 151615 | Audit Session ID: 0a95072a2503f0005ee6ecfb | Security Group Tag: none | EasyVPN: 0 ||
Username: csuruliv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.182 | Public IP: 27.62.141.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:07 IST Mon Jun 15 2020 | Duration: 0h:49m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 248947440 | Bytes Rx: 17569281 | IP Addr: 10.149.233.182 | Public IP: 27.62.141.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:07 IST Mon Jun 15 2020 | Duration: 0h:49m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 248947440 | Bytes Rx: 17569281 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151616 | Audit Session ID: 0a95072a250400005ee6edd3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151616 | Audit Session ID: 0a95072a250400005ee6edd3 | Security Group Tag: none | EasyVPN: 0 ||
Username: NSalamra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.178 | Public IP: 223.238.63.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:10 IST Mon Jun 15 2020 | Duration: 0h:49m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 184879413 | Bytes Rx: 44739575 | IP Addr: 10.149.233.178 | Public IP: 223.238.63.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:10 IST Mon Jun 15 2020 | Duration: 0h:49m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 184879413 | Bytes Rx: 44739575 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151617 | Audit Session ID: 0a95072a250410005ee6edd6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151617 | Audit Session ID: 0a95072a250410005ee6edd6 | Security Group Tag: none | EasyVPN: 0 ||
Username: snallapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.240 | Public IP: 157.44.94.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:34 IST Mon Jun 15 2020 | Duration: 0h:48m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 51610087 | Bytes Rx: 12346332 | IP Addr: 10.149.233.240 | Public IP: 157.44.94.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:34 IST Mon Jun 15 2020 | Duration: 0h:48m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 51610087 | Bytes Rx: 12346332 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151618 | Audit Session ID: 0a95072a250420005ee6edee | Security Group Tag: none | EasyVPN: 0 |Session ID: 151618 | Audit Session ID: 0a95072a250420005ee6edee | Security Group Tag: none | EasyVPN: 0 ||
Username: arun.r | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.11 | Public IP: 157.50.96.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:38 IST Mon Jun 15 2020 | Duration: 0h:48m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 23114170 | Bytes Rx: 7147015 | IP Addr: 10.149.232.11 | Public IP: 157.50.96.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:38 IST Mon Jun 15 2020 | Duration: 0h:48m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 23114170 | Bytes Rx: 7147015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151619 | Audit Session ID: 0a95072a250430005ee6edf2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151619 | Audit Session ID: 0a95072a250430005ee6edf2 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuryTrip | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.13 | Public IP: 103.84.81.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:08 IST Mon Jun 15 2020 | Duration: 0h:48m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 795327051 | Bytes Rx: 52278997 | IP Addr: 10.149.232.13 | Public IP: 103.84.81.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:08 IST Mon Jun 15 2020 | Duration: 0h:48m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 795327051 | Bytes Rx: 52278997 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151621 | Audit Session ID: 0a95072a250450005ee6ee10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151621 | Audit Session ID: 0a95072a250450005ee6ee10 | Security Group Tag: none | EasyVPN: 0 ||
Username: sathukur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.253 | Public IP: 157.44.231.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:14 IST Mon Jun 15 2020 | Duration: 0h:48m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 399015066 | Bytes Rx: 21221759 | IP Addr: 10.149.233.253 | Public IP: 157.44.231.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:14 IST Mon Jun 15 2020 | Duration: 0h:48m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 399015066 | Bytes Rx: 21221759 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151622 | Audit Session ID: 0a95072a250460005ee6ee16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151622 | Audit Session ID: 0a95072a250460005ee6ee16 | Security Group Tag: none | EasyVPN: 0 ||
Username: skmunusa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.14 | Public IP: 157.50.105.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:36 IST Mon Jun 15 2020 | Duration: 0h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 4289237 | Bytes Rx: 4086702 | IP Addr: 10.149.232.14 | Public IP: 157.50.105.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:36 IST Mon Jun 15 2020 | Duration: 0h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 4289237 | Bytes Rx: 4086702 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151623 | Audit Session ID: 0a95072a250470005ee6ee2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151623 | Audit Session ID: 0a95072a250470005ee6ee2c | Security Group Tag: none | EasyVPN: 0 ||
Username: KKANAGAR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.15 | Public IP: 42.111.165.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:37 IST Mon Jun 15 2020 | Duration: 0h:47m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 48887356 | Bytes Rx: 14026899 | IP Addr: 10.149.232.15 | Public IP: 42.111.165.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:37 IST Mon Jun 15 2020 | Duration: 0h:47m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 48887356 | Bytes Rx: 14026899 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151624 | Audit Session ID: 0a95072a250480005ee6ee2d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151624 | Audit Session ID: 0a95072a250480005ee6ee2d | Security Group Tag: none | EasyVPN: 0 ||
Username: chkumari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.4 | Public IP: 110.225.89.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:10 IST Mon Jun 15 2020 | Duration: 0h:47m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 121241806 | Bytes Rx: 14486395 | IP Addr: 10.149.232.4 | Public IP: 110.225.89.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:10 IST Mon Jun 15 2020 | Duration: 0h:47m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 121241806 | Bytes Rx: 14486395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151625 | Audit Session ID: 0a95072a250490005ee6ee4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151625 | Audit Session ID: 0a95072a250490005ee6ee4e | Security Group Tag: none | EasyVPN: 0 ||
