sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 2h:43m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 789998748 | Bytes Rx: 361704251 | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 2h:43m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 789998748 | Bytes Rx: 361704251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 |Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.71 | Public IP: 60.243.82.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:48 IST Fri Jun 12 2020 | Duration: 5h:23m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 179153699 | Bytes Rx: 83244190 | IP Addr: 10.149.232.71 | Public IP: 60.243.82.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:48 IST Fri Jun 12 2020 | Duration: 5h:23m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 179153699 | Bytes Rx: 83244190 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148271 | Audit Session ID: 0a95072a2432f0005ee30f48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148271 | Audit Session ID: 0a95072a2432f0005ee30f48 | Security Group Tag: none | EasyVPN: 0 ||
Username: susubash | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.72 | Public IP: 42.111.151.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:50 IST Fri Jun 12 2020 | Duration: 5h:23m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 540768655 | Bytes Rx: 269113404 | IP Addr: 10.149.232.72 | Public IP: 42.111.151.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:50 IST Fri Jun 12 2020 | Duration: 5h:23m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 540768655 | Bytes Rx: 269113404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148272 | Audit Session ID: 0a95072a243300005ee30f4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148272 | Audit Session ID: 0a95072a243300005ee30f4a | Security Group Tag: none | EasyVPN: 0 ||
Username: spurusot | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.84 | Public IP: 117.197.188.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:56 IST Fri Jun 12 2020 | Duration: 5h:23m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1080240557 | Bytes Rx: 100755951 | IP Addr: 10.149.232.84 | Public IP: 117.197.188.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:56 IST Fri Jun 12 2020 | Duration: 5h:23m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1080240557 | Bytes Rx: 100755951 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148273 | Audit Session ID: 0a95072a243310005ee30f50 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148273 | Audit Session ID: 0a95072a243310005ee30f50 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinsunda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.227 | Public IP: 49.207.143.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:15 IST Fri Jun 12 2020 | Duration: 5h:23m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 2888662690 | Bytes Rx: 420198072 | IP Addr: 10.149.232.227 | Public IP: 49.207.143.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:15 IST Fri Jun 12 2020 | Duration: 5h:23m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 2888662690 | Bytes Rx: 420198072 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148277 | Audit Session ID: 0a95072a243350005ee30f63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148277 | Audit Session ID: 0a95072a243350005ee30f63 | Security Group Tag: none | EasyVPN: 0 ||
Username: Bvelayut | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.94 | Public IP: 49.207.143.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:22 IST Fri Jun 12 2020 | Duration: 5h:23m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 324522100 | Bytes Rx: 100599720 | IP Addr: 10.149.232.94 | Public IP: 49.207.143.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:22 IST Fri Jun 12 2020 | Duration: 5h:23m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 324522100 | Bytes Rx: 100599720 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148278 | Audit Session ID: 0a95072a243360005ee30f6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148278 | Audit Session ID: 0a95072a243360005ee30f6a | Security Group Tag: none | EasyVPN: 0 ||
Username: prakrish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.228 | Public IP: 157.46.21.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:18 IST Fri Jun 12 2020 | Duration: 5h:22m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 600003703 | Bytes Rx: 106804034 | IP Addr: 10.149.232.228 | Public IP: 157.46.21.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:18 IST Fri Jun 12 2020 | Duration: 5h:22m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 600003703 | Bytes Rx: 106804034 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148283 | Audit Session ID: 0a95072a2433b0005ee30fa2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148283 | Audit Session ID: 0a95072a2433b0005ee30fa2 | Security Group Tag: none | EasyVPN: 0 ||
Username: harish.ps | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.220 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:51:54 IST Fri Jun 12 2020 | Duration: 5h:16m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 673881993 | Bytes Rx: 726414042 | IP Addr: 10.149.232.220 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:51:54 IST Fri Jun 12 2020 | Duration: 5h:16m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 673881993 | Bytes Rx: 726414042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148284 | Audit Session ID: 0a95072a2433c0005ee310f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148284 | Audit Session ID: 0a95072a2433c0005ee310f2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudhakup | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.229 | Public IP: 115.99.3.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:12 IST Fri Jun 12 2020 | Duration: 5h:16m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 339971427 | Bytes Rx: 102778968 | IP Addr: 10.149.232.229 | Public IP: 115.99.3.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:12 IST Fri Jun 12 2020 | Duration: 5h:16m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 339971427 | Bytes Rx: 102778968 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148285 | Audit Session ID: 0a95072a2433d0005ee31104 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148285 | Audit Session ID: 0a95072a2433d0005ee31104 | Security Group Tag: none | EasyVPN: 0 ||
Username: RVasani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.230 | Public IP: 27.4.34.49 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:52:20 IST Fri Jun 12 2020 | Duration: 5h:16m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1062081734 | Bytes Rx: 264888703 | IP Addr: 10.149.232.230 | Public IP: 27.4.34.49 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:52:20 IST Fri Jun 12 2020 | Duration: 5h:16m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1062081734 | Bytes Rx: 264888703 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148286 | Audit Session ID: 0a95072a2433e0005ee3110c | Security Group Tag: none | EasyVPN: 0 |Session ID: 148286 | Audit Session ID: 0a95072a2433e0005ee3110c | Security Group Tag: none | EasyVPN: 0 ||
Username: omprakash.kore | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.232 | Public IP: 157.33.247.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:24 IST Fri Jun 12 2020 | Duration: 5h:15m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 226608482 | Bytes Rx: 76514825 | IP Addr: 10.149.232.232 | Public IP: 157.33.247.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:24 IST Fri Jun 12 2020 | Duration: 5h:15m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 226608482 | Bytes Rx: 76514825 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148290 | Audit Session ID: 0a95072a243420005ee3114c | Security Group Tag: none | EasyVPN: 0 |Session ID: 148290 | Audit Session ID: 0a95072a243420005ee3114c | Security Group Tag: none | EasyVPN: 0 ||
Username: bsubbiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.236 | Public IP: 42.111.128.106 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:54:11 IST Fri Jun 12 2020 | Duration: 5h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 818514797 | Bytes Rx: 157849190 | IP Addr: 10.149.232.236 | Public IP: 42.111.128.106 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:54:11 IST Fri Jun 12 2020 | Duration: 5h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 818514797 | Bytes Rx: 157849190 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148296 | Audit Session ID: 0a95072a243480005ee3117b | Security Group Tag: none | EasyVPN: 0 |Session ID: 148296 | Audit Session ID: 0a95072a243480005ee3117b | Security Group Tag: none | EasyVPN: 0 ||
Username: pkhorne | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.239 | Public IP: 27.97.85.142 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:54:36 IST Fri Jun 12 2020 | Duration: 5h:14m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 574691028 | Bytes Rx: 252731334 | IP Addr: 10.149.232.239 | Public IP: 27.97.85.142 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:54:36 IST Fri Jun 12 2020 | Duration: 5h:14m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 574691028 | Bytes Rx: 252731334 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148300 | Audit Session ID: 0a95072a2434c0005ee31194 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148300 | Audit Session ID: 0a95072a2434c0005ee31194 | Security Group Tag: none | EasyVPN: 0 ||
Username: vlad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.241 | Public IP: 203.194.99.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:54:44 IST Fri Jun 12 2020 | Duration: 5h:14m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 318298681 | Bytes Rx: 222156186 | IP Addr: 10.149.232.241 | Public IP: 203.194.99.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:54:44 IST Fri Jun 12 2020 | Duration: 5h:14m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 318298681 | Bytes Rx: 222156186 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148301 | Audit Session ID: 0a95072a2434d0005ee3119c | Security Group Tag: none | EasyVPN: 0 |Session ID: 148301 | Audit Session ID: 0a95072a2434d0005ee3119c | Security Group Tag: none | EasyVPN: 0 ||
Username: dhchauha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.245 | Public IP: 157.32.130.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:55:34 IST Fri Jun 12 2020 | Duration: 5h:13m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1103387413 | Bytes Rx: 185552391 | IP Addr: 10.149.232.245 | Public IP: 157.32.130.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:55:34 IST Fri Jun 12 2020 | Duration: 5h:13m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1103387413 | Bytes Rx: 185552391 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148308 | Audit Session ID: 0a95072a243540005ee311ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 148308 | Audit Session ID: 0a95072a243540005ee311ce | Security Group Tag: none | EasyVPN: 0 ||
Username: JulieT | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.246 | Public IP: 49.35.193.44 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:55:53 IST Fri Jun 12 2020 | Duration: 5h:12m:53s | Inactivity:  0h:06m:44s | Bytes Tx: 100869139 | Bytes Rx: 46484937 | IP Addr: 10.149.232.246 | Public IP: 49.35.193.44 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:55:53 IST Fri Jun 12 2020 | Duration: 5h:12m:53s | Inactivity:  0h:06m:44s | Bytes Tx: 100869139 | Bytes Rx: 46484937 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148309 | Audit Session ID: 0a95072a243550005ee311e1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148309 | Audit Session ID: 0a95072a243550005ee311e1 | Security Group Tag: none | EasyVPN: 0 ||
Username: mraaj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.247 | Public IP: 27.5.9.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:55:56 IST Fri Jun 12 2020 | Duration: 5h:12m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 150524468 | Bytes Rx: 109459387 | IP Addr: 10.149.232.247 | Public IP: 27.5.9.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:55:56 IST Fri Jun 12 2020 | Duration: 5h:12m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 150524468 | Bytes Rx: 109459387 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148310 | Audit Session ID: 0a95072a243560005ee311e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148310 | Audit Session ID: 0a95072a243560005ee311e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: shibrahi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.248 | Public IP: 103.70.198.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:02 IST Fri Jun 12 2020 | Duration: 5h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629978049 | Bytes Rx: 64133263 | IP Addr: 10.149.232.248 | Public IP: 103.70.198.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:02 IST Fri Jun 12 2020 | Duration: 5h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629978049 | Bytes Rx: 64133263 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148311 | Audit Session ID: 0a95072a243570005ee311ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 148311 | Audit Session ID: 0a95072a243570005ee311ea | Security Group Tag: none | EasyVPN: 0 ||
Username: anraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.250 | Public IP: 49.207.138.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:19 IST Fri Jun 12 2020 | Duration: 5h:12m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 369711531 | Bytes Rx: 117348097 | IP Addr: 10.149.232.250 | Public IP: 49.207.138.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:19 IST Fri Jun 12 2020 | Duration: 5h:12m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 369711531 | Bytes Rx: 117348097 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148314 | Audit Session ID: 0a95072a2435a0005ee311fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 148314 | Audit Session ID: 0a95072a2435a0005ee311fb | Security Group Tag: none | EasyVPN: 0 ||
Username: RDahariy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.253 | Public IP: 47.247.227.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:41 IST Fri Jun 12 2020 | Duration: 5h:12m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 375444453 | Bytes Rx: 131948022 | IP Addr: 10.149.232.253 | Public IP: 47.247.227.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:41 IST Fri Jun 12 2020 | Duration: 5h:12m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 375444453 | Bytes Rx: 131948022 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148317 | Audit Session ID: 0a95072a2435d0005ee31211 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148317 | Audit Session ID: 0a95072a2435d0005ee31211 | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.5 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:57:31 IST Fri Jun 12 2020 | Duration: 5h:11m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 100567055 | Bytes Rx: 43733118 | IP Addr: 10.149.233.5 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:57:31 IST Fri Jun 12 2020 | Duration: 5h:11m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 100567055 | Bytes Rx: 43733118 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148324 | Audit Session ID: 0a95072a243640005ee31243 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148324 | Audit Session ID: 0a95072a243640005ee31243 | Security Group Tag: none | EasyVPN: 0 ||
