sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 15h:57m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 5975753758 | Bytes Rx: 1878557605 | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 15h:57m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 5975753758 | Bytes Rx: 1878557605 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.198 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:11 UTC Thu May 28 2020 | Duration: 1d 9h:09m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 903560397 | Bytes Rx: 245144616 | IP Addr: 10.145.232.198 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:11 UTC Thu May 28 2020 | Duration: 1d 9h:09m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 903560397 | Bytes Rx: 245144616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77543 | Audit Session ID: 0a91072812ee70005ecfd6e7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77543 | Audit Session ID: 0a91072812ee70005ecfd6e7 | Security Group Tag: none | EasyVPN: 0 ||
Username: srmariva | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.139 | Public IP: 45.123.25.42 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:46:04 UTC Thu May 28 2020 | Duration: 1d 7h:44m:15s | Inactivity:  1d 7h:03m:13s | Bytes Tx: 77261832 | Bytes Rx: 75960758 | IP Addr: 10.145.232.139 | Public IP: 45.123.25.42 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:46:04 UTC Thu May 28 2020 | Duration: 1d 7h:44m:15s | Inactivity:  1d 7h:03m:13s | Bytes Tx: 77261832 | Bytes Rx: 75960758 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77563 | Audit Session ID: 0a91072812efb0005ecfeacc | Security Group Tag: none | EasyVPN: 0 |Session ID: 77563 | Audit Session ID: 0a91072812efb0005ecfeacc | Security Group Tag: none | EasyVPN: 0 ||
Username: lwalgate | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.216 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:22:38 UTC Thu May 28 2020 | Duration: 1d 3h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 701779322 | Bytes Rx: 278935636 | IP Addr: 10.145.232.216 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:22:38 UTC Thu May 28 2020 | Duration: 1d 3h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 701779322 | Bytes Rx: 278935636 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77588 | Audit Session ID: 0a91072812f140005ed02b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 77588 | Audit Session ID: 0a91072812f140005ed02b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: krahi | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.79 | Public IP: 47.31.109.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:13 UTC Fri May 29 2020 | Duration: 20h:52m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 258642996 | Bytes Rx: 79726015 | IP Addr: 10.145.232.79 | Public IP: 47.31.109.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:13 UTC Fri May 29 2020 | Duration: 20h:52m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 258642996 | Bytes Rx: 79726015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77609 | Audit Session ID: 0a91072812f290005ed083a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77609 | Audit Session ID: 0a91072812f290005ed083a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: hashete | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.248 | Public IP: 103.38.37.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:39:26 UTC Fri May 29 2020 | Duration: 18h:50m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 67310271 | Bytes Rx: 13096490 | IP Addr: 10.145.232.248 | Public IP: 103.38.37.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:39:26 UTC Fri May 29 2020 | Duration: 18h:50m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 67310271 | Bytes Rx: 13096490 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77672 | Audit Session ID: 0a91072812f680005ed0a00e | Security Group Tag: none | EasyVPN: 0 |Session ID: 77672 | Audit Session ID: 0a91072812f680005ed0a00e | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesday | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.208 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:22 UTC Fri May 29 2020 | Duration: 17h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 382262632 | Bytes Rx: 265628526 | IP Addr: 10.145.232.208 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:22 UTC Fri May 29 2020 | Duration: 17h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 382262632 | Bytes Rx: 265628526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77735 | Audit Session ID: 0a91072812fa70005ed0b702 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77735 | Audit Session ID: 0a91072812fa70005ed0b702 | Security Group Tag: none | EasyVPN: 0 ||
Username: AzharSha | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.42 | Public IP: 157.47.10.36 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:55:39 UTC Fri May 29 2020 | Duration: 16h:34m:40s | Inactivity:  9h:23m:06s | Bytes Tx: 213841309 | Bytes Rx: 101402746 | IP Addr: 10.145.233.42 | Public IP: 157.47.10.36 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:55:39 UTC Fri May 29 2020 | Duration: 16h:34m:40s | Inactivity:  9h:23m:06s | Bytes Tx: 213841309 | Bytes Rx: 101402746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77776 | Audit Session ID: 0a91072812fd00005ed0bffb | Security Group Tag: none | EasyVPN: 0 |Session ID: 77776 | Audit Session ID: 0a91072812fd00005ed0bffb | Security Group Tag: none | EasyVPN: 0 ||
Username: mhakonse | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.45 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:43 UTC Fri May 29 2020 | Duration: 16h:32m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 195530479 | Bytes Rx: 82693060 | IP Addr: 10.145.233.45 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:43 UTC Fri May 29 2020 | Duration: 16h:32m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 195530479 | Bytes Rx: 82693060 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77781 | Audit Session ID: 0a91072812fd50005ed0c077 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77781 | Audit Session ID: 0a91072812fd50005ed0c077 | Security Group Tag: none | EasyVPN: 0 ||
Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.205 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:09:17 UTC Fri May 29 2020 | Duration: 16h:21m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 344163989 | Bytes Rx: 116840835 | IP Addr: 10.145.232.205 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:09:17 UTC Fri May 29 2020 | Duration: 16h:21m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 344163989 | Bytes Rx: 116840835 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77792 | Audit Session ID: 0a91072812fe00005ed0c32d | Security Group Tag: none | EasyVPN: 0 |Session ID: 77792 | Audit Session ID: 0a91072812fe00005ed0c32d | Security Group Tag: none | EasyVPN: 0 ||
Username: bkashyap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.48 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:21 UTC Fri May 29 2020 | Duration: 15h:42m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 362192350 | Bytes Rx: 138472265 | IP Addr: 10.145.233.48 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:21 UTC Fri May 29 2020 | Duration: 15h:42m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 362192350 | Bytes Rx: 138472265 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77817 | Audit Session ID: 0a91072812ff90005ed0cc19 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77817 | Audit Session ID: 0a91072812ff90005ed0cc19 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdzialow | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.239 | Public IP: 90.248.49.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:12 UTC Fri May 29 2020 | Duration: 8h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 160796765 | Bytes Rx: 109086875 | IP Addr: 10.145.232.239 | Public IP: 90.248.49.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:12 UTC Fri May 29 2020 | Duration: 8h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 160796765 | Bytes Rx: 109086875 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77984 | Audit Session ID: 0a910728130a00005ed12e44 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77984 | Audit Session ID: 0a910728130a00005ed12e44 | Security Group Tag: none | EasyVPN: 0 ||
