sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.222 | Public IP: 122.177.177.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 23h:20m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 982929509 | Bytes Rx: 455583407 | IP Addr: 10.147.96.222 | Public IP: 122.177.177.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 23h:20m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 982929509 | Bytes Rx: 455583407 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: snsrivas | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.168 | Public IP: 103.57.84.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:37 IST Fri Jun 19 2020 | Duration: 3h:40m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 124788106 | Bytes Rx: 55139564 | IP Addr: 10.150.236.168 | Public IP: 103.57.84.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:37 IST Fri Jun 19 2020 | Duration: 3h:40m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 124788106 | Bytes Rx: 55139564 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37993 | Audit Session ID: 0a96cf69094690005eec2ec9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37993 | Audit Session ID: 0a96cf69094690005eec2ec9 | Security Group Tag: none | EasyVPN: 0 ||
Username: smahapur | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.170 | Public IP: 42.106.214.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:46 IST Fri Jun 19 2020 | Duration: 3h:40m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 468844737 | Bytes Rx: 115676337 | IP Addr: 10.150.236.170 | Public IP: 42.106.214.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:46 IST Fri Jun 19 2020 | Duration: 3h:40m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 468844737 | Bytes Rx: 115676337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37994 | Audit Session ID: 0a96cf690946a0005eec2ed2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37994 | Audit Session ID: 0a96cf690946a0005eec2ed2 | Security Group Tag: none | EasyVPN: 0 ||
Username: NMarathe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC10 | IP Addr: 10.150.245.19 | Public IP: 49.35.215.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:20 IST Fri Jun 19 2020 | Duration: 3h:39m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 135467807 | Bytes Rx: 146288222 | IP Addr: 10.150.245.19 | Public IP: 49.35.215.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:20 IST Fri Jun 19 2020 | Duration: 3h:39m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 135467807 | Bytes Rx: 146288222 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37995 | Audit Session ID: 0a96cf690946b0005eec2ef4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 37995 | Audit Session ID: 0a96cf690946b0005eec2ef4 | Security Group Tag: none | EasyVPN: 0 ||
Username: nehathak | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.211 | Public IP: 223.226.122.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:05 IST Fri Jun 19 2020 | Duration: 3h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 495390450 | Bytes Rx: 78670620 | IP Addr: 10.150.237.211 | Public IP: 223.226.122.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:05 IST Fri Jun 19 2020 | Duration: 3h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 495390450 | Bytes Rx: 78670620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 37999 | Audit Session ID: 0a96cf690946f0005eec2f5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 37999 | Audit Session ID: 0a96cf690946f0005eec2f5d | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhday | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC67 | IP Addr: 10.150.245.45 | Public IP: 106.193.234.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:42 IST Fri Jun 19 2020 | Duration: 3h:36m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 291614203 | Bytes Rx: 99088715 | IP Addr: 10.150.245.45 | Public IP: 106.193.234.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:42 IST Fri Jun 19 2020 | Duration: 3h:36m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 291614203 | Bytes Rx: 99088715 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38003 | Audit Session ID: 0a96cf69094730005eec2fbe | Security Group Tag: none | EasyVPN: 0 |Session ID: 38003 | Audit Session ID: 0a96cf69094730005eec2fbe | Security Group Tag: none | EasyVPN: 0 ||
Username: madhmane | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.112 | Public IP: 103.195.83.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:04 IST Fri Jun 19 2020 | Duration: 3h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 230902356 | Bytes Rx: 59014665 | IP Addr: 10.150.236.112 | Public IP: 103.195.83.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:04 IST Fri Jun 19 2020 | Duration: 3h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 230902356 | Bytes Rx: 59014665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38006 | Audit Session ID: 0a96cf69094760005eec3088 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38006 | Audit Session ID: 0a96cf69094760005eec3088 | Security Group Tag: none | EasyVPN: 0 ||
Username: sarete | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.126 | Public IP: 43.239.80.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:28 IST Fri Jun 19 2020 | Duration: 3h:32m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 650881724 | Bytes Rx: 204189425 | IP Addr: 10.150.236.126 | Public IP: 43.239.80.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:28 IST Fri Jun 19 2020 | Duration: 3h:32m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 650881724 | Bytes Rx: 204189425 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38007 | Audit Session ID: 0a96cf69094770005eec30a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38007 | Audit Session ID: 0a96cf69094770005eec30a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: kuriakose.kadapoor | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.117 | Public IP: 113.193.138.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:28 IST Fri Jun 19 2020 | Duration: 3h:32m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 243725770 | Bytes Rx: 109958224 | IP Addr: 10.150.236.117 | Public IP: 113.193.138.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:28 IST Fri Jun 19 2020 | Duration: 3h:32m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 243725770 | Bytes Rx: 109958224 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38008 | Audit Session ID: 0a96cf69094780005eec30a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38008 | Audit Session ID: 0a96cf69094780005eec30a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: harshada.shivdikar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC16 | IP Addr: 10.150.245.25 | Public IP: 180.148.42.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:37 IST Fri Jun 19 2020 | Duration: 3h:32m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 521313172 | Bytes Rx: 232874003 | IP Addr: 10.150.245.25 | Public IP: 180.148.42.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:37 IST Fri Jun 19 2020 | Duration: 3h:32m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 521313172 | Bytes Rx: 232874003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38009 | Audit Session ID: 0a96cf69094790005eec30a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38009 | Audit Session ID: 0a96cf69094790005eec30a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: vivekdm | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.235 | Public IP: 106.193.153.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:10 IST Fri Jun 19 2020 | Duration: 3h:32m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 335925971 | Bytes Rx: 77399292 | IP Addr: 10.150.237.235 | Public IP: 106.193.153.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:10 IST Fri Jun 19 2020 | Duration: 3h:32m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 335925971 | Bytes Rx: 77399292 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38012 | Audit Session ID: 0a96cf690947c0005eec30ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 38012 | Audit Session ID: 0a96cf690947c0005eec30ca | Security Group Tag: none | EasyVPN: 0 ||
Username: SRajput | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.236 | Public IP: 49.35.211.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:15 IST Fri Jun 19 2020 | Duration: 3h:32m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 186261548 | Bytes Rx: 52326055 | IP Addr: 10.150.237.236 | Public IP: 49.35.211.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:15 IST Fri Jun 19 2020 | Duration: 3h:32m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 186261548 | Bytes Rx: 52326055 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38013 | Audit Session ID: 0a96cf690947d0005eec30cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 38013 | Audit Session ID: 0a96cf690947d0005eec30cf | Security Group Tag: none | EasyVPN: 0 ||
Username: sayandas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.238 | Public IP: 157.33.237.116 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:58:36 IST Fri Jun 19 2020 | Duration: 3h:31m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 138395156 | Bytes Rx: 56327221 | IP Addr: 10.150.237.238 | Public IP: 157.33.237.116 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:58:36 IST Fri Jun 19 2020 | Duration: 3h:31m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 138395156 | Bytes Rx: 56327221 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38015 | Audit Session ID: 0a96cf690947f0005eec30e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38015 | Audit Session ID: 0a96cf690947f0005eec30e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Aniganna | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.239 | Public IP: 27.59.199.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:44 IST Fri Jun 19 2020 | Duration: 3h:31m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 105946039 | Bytes Rx: 33532443 | IP Addr: 10.150.237.239 | Public IP: 27.59.199.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:44 IST Fri Jun 19 2020 | Duration: 3h:31m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 105946039 | Bytes Rx: 33532443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38016 | Audit Session ID: 0a96cf69094800005eec30ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 38016 | Audit Session ID: 0a96cf69094800005eec30ec | Security Group Tag: none | EasyVPN: 0 ||
Username: joshi.pravin | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.240 | Public IP: 106.210.146.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:54 IST Fri Jun 19 2020 | Duration: 3h:31m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 493295719 | Bytes Rx: 57724986 | IP Addr: 10.150.237.240 | Public IP: 106.210.146.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:54 IST Fri Jun 19 2020 | Duration: 3h:31m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 493295719 | Bytes Rx: 57724986 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38017 | Audit Session ID: 0a96cf69094810005eec30f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38017 | Audit Session ID: 0a96cf69094810005eec30f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: ViSakure | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC11 | IP Addr: 10.150.245.20 | Public IP: 137.59.66.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:56 IST Fri Jun 19 2020 | Duration: 3h:31m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 124050048 | Bytes Rx: 193601374 | IP Addr: 10.150.245.20 | Public IP: 137.59.66.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:56 IST Fri Jun 19 2020 | Duration: 3h:31m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 124050048 | Bytes Rx: 193601374 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38018 | Audit Session ID: 0a96cf69094820005eec30f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38018 | Audit Session ID: 0a96cf69094820005eec30f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: bhanups | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.241 | Public IP: 122.167.166.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:08 IST Fri Jun 19 2020 | Duration: 3h:31m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 717059521 | Bytes Rx: 59840461 | IP Addr: 10.150.237.241 | Public IP: 122.167.166.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:08 IST Fri Jun 19 2020 | Duration: 3h:31m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 717059521 | Bytes Rx: 59840461 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38019 | Audit Session ID: 0a96cf69094830005eec3104 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38019 | Audit Session ID: 0a96cf69094830005eec3104 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvandhu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.244 | Public IP: 223.225.104.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:19 IST Fri Jun 19 2020 | Duration: 3h:30m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 516628808 | Bytes Rx: 67736106 | IP Addr: 10.150.237.244 | Public IP: 223.225.104.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:19 IST Fri Jun 19 2020 | Duration: 3h:30m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 516628808 | Bytes Rx: 67736106 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38022 | Audit Session ID: 0a96cf69094860005eec310f | Security Group Tag: none | EasyVPN: 0 |Session ID: 38022 | Audit Session ID: 0a96cf69094860005eec310f | Security Group Tag: none | EasyVPN: 0 ||
Username: DAuti | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.245 | Public IP: 106.193.203.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:20 IST Fri Jun 19 2020 | Duration: 3h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 388834950 | Bytes Rx: 58611602 | IP Addr: 10.150.237.245 | Public IP: 106.193.203.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:20 IST Fri Jun 19 2020 | Duration: 3h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 388834950 | Bytes Rx: 58611602 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38023 | Audit Session ID: 0a96cf69094870005eec3110 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38023 | Audit Session ID: 0a96cf69094870005eec3110 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShrKatka | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.246 | Public IP: 43.241.27.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:26 IST Fri Jun 19 2020 | Duration: 3h:30m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 28493582 | Bytes Rx: 35682082 | IP Addr: 10.150.237.246 | Public IP: 43.241.27.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:26 IST Fri Jun 19 2020 | Duration: 3h:30m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 28493582 | Bytes Rx: 35682082 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38024 | Audit Session ID: 0a96cf69094880005eec3116 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38024 | Audit Session ID: 0a96cf69094880005eec3116 | Security Group Tag: none | EasyVPN: 0 ||
Username: psengupt | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.247 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:59:32 IST Fri Jun 19 2020 | Duration: 3h:30m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 519256618 | Bytes Rx: 109710948 | IP Addr: 10.150.237.247 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:59:32 IST Fri Jun 19 2020 | Duration: 3h:30m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 519256618 | Bytes Rx: 109710948 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38025 | Audit Session ID: 0a96cf69094890005eec311c | Security Group Tag: none | EasyVPN: 0 |Session ID: 38025 | Audit Session ID: 0a96cf69094890005eec311c | Security Group Tag: none | EasyVPN: 0 ||
