sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: athomas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.45 | Public IP: 60.243.109.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:57:12 IST Sun Jun 7 2020 | Duration: 11h:03m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 971341061 | Bytes Rx: 214144499 | IP Addr: 10.149.232.45 | Public IP: 60.243.109.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:57:12 IST Sun Jun 7 2020 | Duration: 11h:03m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 971341061 | Bytes Rx: 214144499 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138186 | Audit Session ID: 0a95072a21bca0005edceb30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138186 | Audit Session ID: 0a95072a21bca0005edceb30 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrupa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.186 | Public IP: 157.33.180.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:18:19 IST Sun Jun 7 2020 | Duration: 6h:42m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 182345071 | Bytes Rx: 85930103 | IP Addr: 10.149.232.186 | Public IP: 157.33.180.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:18:19 IST Sun Jun 7 2020 | Duration: 6h:42m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 182345071 | Bytes Rx: 85930103 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138366 | Audit Session ID: 0a95072a21c7e0005edd2863 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138366 | Audit Session ID: 0a95072a21c7e0005edd2863 | Security Group Tag: none | EasyVPN: 0 ||
Username: kavyjosh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.185 | Public IP: 49.36.61.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:18:33 IST Sun Jun 7 2020 | Duration: 6h:42m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 2131602145 | Bytes Rx: 78063362 | IP Addr: 10.149.232.185 | Public IP: 49.36.61.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:18:33 IST Sun Jun 7 2020 | Duration: 6h:42m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 2131602145 | Bytes Rx: 78063362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138369 | Audit Session ID: 0a95072a21c810005edd2871 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138369 | Audit Session ID: 0a95072a21c810005edd2871 | Security Group Tag: none | EasyVPN: 0 ||
Username: MJaved | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.193 | Public IP: 43.242.229.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:18 IST Sun Jun 7 2020 | Duration: 6h:41m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1053835326 | Bytes Rx: 161997632 | IP Addr: 10.149.232.193 | Public IP: 43.242.229.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:18 IST Sun Jun 7 2020 | Duration: 6h:41m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1053835326 | Bytes Rx: 161997632 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138379 | Audit Session ID: 0a95072a21c8b0005edd289e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138379 | Audit Session ID: 0a95072a21c8b0005edd289e | Security Group Tag: none | EasyVPN: 0 ||
Username: sandhale | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.195 | Public IP: 42.106.210.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:20 IST Sun Jun 7 2020 | Duration: 6h:41m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 990186508 | Bytes Rx: 186189524 | IP Addr: 10.149.232.195 | Public IP: 42.106.210.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:20 IST Sun Jun 7 2020 | Duration: 6h:41m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 990186508 | Bytes Rx: 186189524 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138381 | Audit Session ID: 0a95072a21c8d0005edd28a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138381 | Audit Session ID: 0a95072a21c8d0005edd28a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: AditTile | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.199 | Public IP: 103.82.41.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:21 IST Sun Jun 7 2020 | Duration: 6h:41m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 169282937 | Bytes Rx: 68530717 | IP Addr: 10.149.232.199 | Public IP: 103.82.41.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:21 IST Sun Jun 7 2020 | Duration: 6h:41m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 169282937 | Bytes Rx: 68530717 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138385 | Audit Session ID: 0a95072a21c910005edd28a1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138385 | Audit Session ID: 0a95072a21c910005edd28a1 | Security Group Tag: none | EasyVPN: 0 ||
Username: RajeGiri | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.201 | Public IP: 106.210.172.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:26 IST Sun Jun 7 2020 | Duration: 6h:41m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 161657165 | Bytes Rx: 80930605 | IP Addr: 10.149.232.201 | Public IP: 106.210.172.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:26 IST Sun Jun 7 2020 | Duration: 6h:41m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 161657165 | Bytes Rx: 80930605 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138387 | Audit Session ID: 0a95072a21c930005edd28a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138387 | Audit Session ID: 0a95072a21c930005edd28a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: snawande | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.200 | Public IP: 49.35.198.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:27 IST Sun Jun 7 2020 | Duration: 6h:41m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 475593633 | Bytes Rx: 61737930 | IP Addr: 10.149.232.200 | Public IP: 49.35.198.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:27 IST Sun Jun 7 2020 | Duration: 6h:41m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 475593633 | Bytes Rx: 61737930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138388 | Audit Session ID: 0a95072a21c940005edd28a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138388 | Audit Session ID: 0a95072a21c940005edd28a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: vramchan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.205 | Public IP: 106.193.155.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:46 IST Sun Jun 7 2020 | Duration: 6h:41m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 2506981417 | Bytes Rx: 114497282 | IP Addr: 10.149.232.205 | Public IP: 106.193.155.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:46 IST Sun Jun 7 2020 | Duration: 6h:41m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 2506981417 | Bytes Rx: 114497282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138398 | Audit Session ID: 0a95072a21c9e0005edd28ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 138398 | Audit Session ID: 0a95072a21c9e0005edd28ba | Security Group Tag: none | EasyVPN: 0 ||
Username: PrJhadav | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.208 | Public IP: 49.35.206.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:48 IST Sun Jun 7 2020 | Duration: 6h:41m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 9607037726 | Bytes Rx: 433614129 | IP Addr: 10.149.232.208 | Public IP: 49.35.206.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:48 IST Sun Jun 7 2020 | Duration: 6h:41m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 9607037726 | Bytes Rx: 433614129 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138399 | Audit Session ID: 0a95072a21c9f0005edd28bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 138399 | Audit Session ID: 0a95072a21c9f0005edd28bc | Security Group Tag: none | EasyVPN: 0 ||
Username: utungala | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.205 | Public IP: 117.197.218.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:50 IST Sun Jun 7 2020 | Duration: 6h:41m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 77132994 | Bytes Rx: 35786423 | IP Addr: 10.149.233.205 | Public IP: 117.197.218.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:50 IST Sun Jun 7 2020 | Duration: 6h:41m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 77132994 | Bytes Rx: 35786423 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138401 | Audit Session ID: 0a95072a21ca10005edd28be | Security Group Tag: none | EasyVPN: 0 |Session ID: 138401 | Audit Session ID: 0a95072a21ca10005edd28be | Security Group Tag: none | EasyVPN: 0 ||
Username: pallbhav | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.210 | Public IP: 106.193.207.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:52 IST Sun Jun 7 2020 | Duration: 6h:41m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 5346266368 | Bytes Rx: 287381129 | IP Addr: 10.149.232.210 | Public IP: 106.193.207.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:52 IST Sun Jun 7 2020 | Duration: 6h:41m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 5346266368 | Bytes Rx: 287381129 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138402 | Audit Session ID: 0a95072a21ca20005edd28c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138402 | Audit Session ID: 0a95072a21ca20005edd28c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: kismohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 182.65.11.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:18 IST Sun Jun 7 2020 | Duration: 6h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 263597894 | Bytes Rx: 70424701 | IP Addr: 10.149.233.198 | Public IP: 182.65.11.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:18 IST Sun Jun 7 2020 | Duration: 6h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 263597894 | Bytes Rx: 70424701 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138407 | Audit Session ID: 0a95072a21ca70005edd28da | Security Group Tag: none | EasyVPN: 0 |Session ID: 138407 | Audit Session ID: 0a95072a21ca70005edd28da | Security Group Tag: none | EasyVPN: 0 ||
Username: sidshank | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.203 | Public IP: 103.110.242.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:23 IST Sun Jun 7 2020 | Duration: 6h:40m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 250113284 | Bytes Rx: 124032952 | IP Addr: 10.149.233.203 | Public IP: 103.110.242.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:23 IST Sun Jun 7 2020 | Duration: 6h:40m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 250113284 | Bytes Rx: 124032952 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138408 | Audit Session ID: 0a95072a21ca80005edd28df | Security Group Tag: none | EasyVPN: 0 |Session ID: 138408 | Audit Session ID: 0a95072a21ca80005edd28df | Security Group Tag: none | EasyVPN: 0 ||
Username: OmShirke | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.221 | Public IP: 103.204.163.200 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 23:22:43 IST Sun Jun 7 2020 | Duration: 6h:38m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 160234687 | Bytes Rx: 79152275 | IP Addr: 10.149.233.221 | Public IP: 103.204.163.200 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 23:22:43 IST Sun Jun 7 2020 | Duration: 6h:38m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 160234687 | Bytes Rx: 79152275 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138413 | Audit Session ID: 0a95072a21cad0005edd296b | Security Group Tag: none | EasyVPN: 0 |Session ID: 138413 | Audit Session ID: 0a95072a21cad0005edd296b | Security Group Tag: none | EasyVPN: 0 ||
Username: NivPatil | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.223 | Public IP: 106.193.219.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:23:04 IST Sun Jun 7 2020 | Duration: 6h:38m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1170132064 | Bytes Rx: 70212839 | IP Addr: 10.149.233.223 | Public IP: 106.193.219.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:23:04 IST Sun Jun 7 2020 | Duration: 6h:38m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1170132064 | Bytes Rx: 70212839 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138418 | Audit Session ID: 0a95072a21cb20005edd2980 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138418 | Audit Session ID: 0a95072a21cb20005edd2980 | Security Group Tag: none | EasyVPN: 0 ||
Username: hbhat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.202 | Public IP: 103.210.201.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:23:44 IST Sun Jun 7 2020 | Duration: 6h:37m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 227532751 | Bytes Rx: 278441459 | IP Addr: 10.149.232.202 | Public IP: 103.210.201.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:23:44 IST Sun Jun 7 2020 | Duration: 6h:37m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 227532751 | Bytes Rx: 278441459 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138427 | Audit Session ID: 0a95072a21cbb0005edd29a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138427 | Audit Session ID: 0a95072a21cbb0005edd29a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: gesamina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC1 | IP Addr: 10.149.248.97 | Public IP: 106.198.20.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:27 IST Sun Jun 7 2020 | Duration: 6h:06m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 823927634 | Bytes Rx: 321082624 | IP Addr: 10.149.248.97 | Public IP: 106.198.20.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:27 IST Sun Jun 7 2020 | Duration: 6h:06m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 823927634 | Bytes Rx: 321082624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138462 | Audit Session ID: 0a95072a21cde0005edd30db | Security Group Tag: none | EasyVPN: 0 |Session ID: 138462 | Audit Session ID: 0a95072a21cde0005edd30db | Security Group Tag: none | EasyVPN: 0 ||
Username: krishngo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.194 | Public IP: 106.193.96.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:56:08 IST Mon Jun 8 2020 | Duration: 2h:04m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 12090183 | Bytes Rx: 10938930 | IP Addr: 10.149.232.194 | Public IP: 106.193.96.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:56:08 IST Mon Jun 8 2020 | Duration: 2h:04m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 12090183 | Bytes Rx: 10938930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138478 | Audit Session ID: 0a95072a21cee0005edd6980 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138478 | Audit Session ID: 0a95072a21cee0005edd6980 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rzade | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.182 | Public IP: 106.193.201.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:16:20 IST Mon Jun 8 2020 | Duration: 1h:44m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 5054996 | Bytes Rx: 4490772 | IP Addr: 10.149.232.182 | Public IP: 106.193.201.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:16:20 IST Mon Jun 8 2020 | Duration: 1h:44m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 5054996 | Bytes Rx: 4490772 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138482 | Audit Session ID: 0a95072a21cf20005edd6e3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 138482 | Audit Session ID: 0a95072a21cf20005edd6e3c | Security Group Tag: none | EasyVPN: 0 ||
Username: dchinnik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.228 | Public IP: 223.238.48.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:20:54 IST Mon Jun 8 2020 | Duration: 1h:40m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 140007202 | Bytes Rx: 30450726 | IP Addr: 10.149.233.228 | Public IP: 223.238.48.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:20:54 IST Mon Jun 8 2020 | Duration: 1h:40m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 140007202 | Bytes Rx: 30450726 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138484 | Audit Session ID: 0a95072a21cf40005edd6f4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138484 | Audit Session ID: 0a95072a21cf40005edd6f4e | Security Group Tag: none | EasyVPN: 0 ||
