sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:59m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 18069791266 | Bytes Rx: 1551369885 | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:59m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 18069791266 | Bytes Rx: 1551369885 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 ||
Username: gowrikanthan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 171.78.134.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:44 IST Fri Jun 5 2020 | Duration: 3h:53m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 136699509 | Bytes Rx: 79265225 | IP Addr: 10.149.233.222 | Public IP: 171.78.134.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:44 IST Fri Jun 5 2020 | Duration: 3h:53m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 136699509 | Bytes Rx: 79265225 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135273 | Audit Session ID: 0a95072a210690005ed9db90 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135273 | Audit Session ID: 0a95072a210690005ed9db90 | Security Group Tag: none | EasyVPN: 0 ||
Username: prakashs | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.158 | Public IP: 106.208.97.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:14:31 IST Fri Jun 5 2020 | Duration: 3h:52m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 97821113 | Bytes Rx: 40249515 | IP Addr: 10.149.232.158 | Public IP: 106.208.97.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:14:31 IST Fri Jun 5 2020 | Duration: 3h:52m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 97821113 | Bytes Rx: 40249515 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135279 | Audit Session ID: 0a95072a2106f0005ed9dbbf | Security Group Tag: none | EasyVPN: 0 |Session ID: 135279 | Audit Session ID: 0a95072a2106f0005ed9dbbf | Security Group Tag: none | EasyVPN: 0 ||
Username: sansuva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.161 | Public IP: 106.200.26.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:14:53 IST Fri Jun 5 2020 | Duration: 3h:52m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 134595371 | Bytes Rx: 181363724 | IP Addr: 10.149.232.161 | Public IP: 106.200.26.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:14:53 IST Fri Jun 5 2020 | Duration: 3h:52m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 134595371 | Bytes Rx: 181363724 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135284 | Audit Session ID: 0a95072a210740005ed9dbd5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135284 | Audit Session ID: 0a95072a210740005ed9dbd5 | Security Group Tag: none | EasyVPN: 0 ||
Username: vshivaku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.163 | Public IP: 49.206.125.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:05 IST Fri Jun 5 2020 | Duration: 3h:51m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 104830952 | Bytes Rx: 45694681 | IP Addr: 10.149.232.163 | Public IP: 49.206.125.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:05 IST Fri Jun 5 2020 | Duration: 3h:51m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 104830952 | Bytes Rx: 45694681 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135286 | Audit Session ID: 0a95072a210760005ed9dbe1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135286 | Audit Session ID: 0a95072a210760005ed9dbe1 | Security Group Tag: none | EasyVPN: 0 ||
Username: tbalaiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.164 | Public IP: 122.174.140.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:03 IST Fri Jun 5 2020 | Duration: 3h:50m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 64232107 | Bytes Rx: 21869549 | IP Addr: 10.149.232.164 | Public IP: 122.174.140.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:03 IST Fri Jun 5 2020 | Duration: 3h:50m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 64232107 | Bytes Rx: 21869549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135287 | Audit Session ID: 0a95072a210770005ed9dc1b | Security Group Tag: none | EasyVPN: 0 |Session ID: 135287 | Audit Session ID: 0a95072a210770005ed9dc1b | Security Group Tag: none | EasyVPN: 0 ||
Username: ashuttiw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.33 | Public IP: 106.215.21.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:04 IST Fri Jun 5 2020 | Duration: 3h:50m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 191431956 | Bytes Rx: 35148872 | IP Addr: 10.149.232.33 | Public IP: 106.215.21.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:04 IST Fri Jun 5 2020 | Duration: 3h:50m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 191431956 | Bytes Rx: 35148872 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135288 | Audit Session ID: 0a95072a210780005ed9dc1c | Security Group Tag: none | EasyVPN: 0 |Session ID: 135288 | Audit Session ID: 0a95072a210780005ed9dc1c | Security Group Tag: none | EasyVPN: 0 ||
Username: savarghe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 157.45.245.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:05 IST Fri Jun 5 2020 | Duration: 3h:50m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 212770261 | Bytes Rx: 67872152 | IP Addr: 10.149.232.165 | Public IP: 157.45.245.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:05 IST Fri Jun 5 2020 | Duration: 3h:50m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 212770261 | Bytes Rx: 67872152 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135289 | Audit Session ID: 0a95072a210790005ed9dc1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135289 | Audit Session ID: 0a95072a210790005ed9dc1d | Security Group Tag: none | EasyVPN: 0 ||
Username: kthayuma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.167 | Public IP: 157.46.111.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:40 IST Fri Jun 5 2020 | Duration: 3h:48m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 157386159 | Bytes Rx: 61113317 | IP Addr: 10.149.232.167 | Public IP: 157.46.111.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:40 IST Fri Jun 5 2020 | Duration: 3h:48m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 157386159 | Bytes Rx: 61113317 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135293 | Audit Session ID: 0a95072a2107d0005ed9dcb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135293 | Audit Session ID: 0a95072a2107d0005ed9dcb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: rkumbhar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.153 | Public IP: 106.193.251.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:38 IST Fri Jun 5 2020 | Duration: 3h:44m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 194867065 | Bytes Rx: 65471645 | IP Addr: 10.149.232.153 | Public IP: 106.193.251.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:38 IST Fri Jun 5 2020 | Duration: 3h:44m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 194867065 | Bytes Rx: 65471645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135295 | Audit Session ID: 0a95072a2107f0005ed9dda6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135295 | Audit Session ID: 0a95072a2107f0005ed9dda6 | Security Group Tag: none | EasyVPN: 0 ||
Username: shmurali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.160 | Public IP: 157.51.99.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:56 IST Fri Jun 5 2020 | Duration: 3h:43m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 60836305 | Bytes Rx: 32083486 | IP Addr: 10.149.232.160 | Public IP: 157.51.99.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:56 IST Fri Jun 5 2020 | Duration: 3h:43m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 60836305 | Bytes Rx: 32083486 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135296 | Audit Session ID: 0a95072a210800005ed9ddb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135296 | Audit Session ID: 0a95072a210800005ed9ddb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: hasubram | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.169 | Public IP: 117.196.159.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:59 IST Fri Jun 5 2020 | Duration: 3h:43m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 114725924 | Bytes Rx: 20357771 | IP Addr: 10.149.232.169 | Public IP: 117.196.159.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:59 IST Fri Jun 5 2020 | Duration: 3h:43m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 114725924 | Bytes Rx: 20357771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135297 | Audit Session ID: 0a95072a210810005ed9ddbb | Security Group Tag: none | EasyVPN: 0 |Session ID: 135297 | Audit Session ID: 0a95072a210810005ed9ddbb | Security Group Tag: none | EasyVPN: 0 ||
Username: mmanojku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.157 | Public IP: 60.243.68.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:28 IST Fri Jun 5 2020 | Duration: 3h:40m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 210740391 | Bytes Rx: 275178398 | IP Addr: 10.149.232.157 | Public IP: 60.243.68.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:28 IST Fri Jun 5 2020 | Duration: 3h:40m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 210740391 | Bytes Rx: 275178398 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135307 | Audit Session ID: 0a95072a2108b0005ed9de8c | Security Group Tag: none | EasyVPN: 0 |Session ID: 135307 | Audit Session ID: 0a95072a2108b0005ed9de8c | Security Group Tag: none | EasyVPN: 0 ||
Username: divbhara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.176 | Public IP: 157.50.74.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:47 IST Fri Jun 5 2020 | Duration: 3h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 65090506 | Bytes Rx: 23876972 | IP Addr: 10.149.232.176 | Public IP: 157.50.74.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:47 IST Fri Jun 5 2020 | Duration: 3h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 65090506 | Bytes Rx: 23876972 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135311 | Audit Session ID: 0a95072a2108f0005ed9de9f | Security Group Tag: none | EasyVPN: 0 |Session ID: 135311 | Audit Session ID: 0a95072a2108f0005ed9de9f | Security Group Tag: none | EasyVPN: 0 ||
Username: vaishdev | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.178 | Public IP: 157.50.97.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:03 IST Fri Jun 5 2020 | Duration: 3h:38m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 251613224 | Bytes Rx: 117871310 | IP Addr: 10.149.232.178 | Public IP: 157.50.97.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:03 IST Fri Jun 5 2020 | Duration: 3h:38m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 251613224 | Bytes Rx: 117871310 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135316 | Audit Session ID: 0a95072a210940005ed9deeb | Security Group Tag: none | EasyVPN: 0 |Session ID: 135316 | Audit Session ID: 0a95072a210940005ed9deeb | Security Group Tag: none | EasyVPN: 0 ||
Username: Saikumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.181 | Public IP: 106.208.89.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:31 IST Fri Jun 5 2020 | Duration: 3h:38m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 108891098 | Bytes Rx: 48515899 | IP Addr: 10.149.232.181 | Public IP: 106.208.89.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:31 IST Fri Jun 5 2020 | Duration: 3h:38m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 108891098 | Bytes Rx: 48515899 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135321 | Audit Session ID: 0a95072a210990005ed9df07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135321 | Audit Session ID: 0a95072a210990005ed9df07 | Security Group Tag: none | EasyVPN: 0 ||
Username: AJoe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.184 | Public IP: 157.50.104.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:24 IST Fri Jun 5 2020 | Duration: 3h:37m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 47120758 | Bytes Rx: 67049165 | IP Addr: 10.149.232.184 | Public IP: 157.50.104.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:24 IST Fri Jun 5 2020 | Duration: 3h:37m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 47120758 | Bytes Rx: 67049165 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135325 | Audit Session ID: 0a95072a2109d0005ed9df3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 135325 | Audit Session ID: 0a95072a2109d0005ed9df3c | Security Group Tag: none | EasyVPN: 0 ||
Username: BManimar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.180 | Public IP: 157.50.239.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:32 IST Fri Jun 5 2020 | Duration: 3h:35m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 197244451 | Bytes Rx: 50870311 | IP Addr: 10.149.232.180 | Public IP: 157.50.239.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:32 IST Fri Jun 5 2020 | Duration: 3h:35m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 197244451 | Bytes Rx: 50870311 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135329 | Audit Session ID: 0a95072a210a10005ed9dfbc | Security Group Tag: none | EasyVPN: 0 |Session ID: 135329 | Audit Session ID: 0a95072a210a10005ed9dfbc | Security Group Tag: none | EasyVPN: 0 ||
Username: dilip.rk | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.186 | Public IP: 137.97.244.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:41 IST Fri Jun 5 2020 | Duration: 3h:35m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 87932778 | Bytes Rx: 127459379 | IP Addr: 10.149.232.186 | Public IP: 137.97.244.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:41 IST Fri Jun 5 2020 | Duration: 3h:35m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 87932778 | Bytes Rx: 127459379 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135330 | Audit Session ID: 0a95072a210a20005ed9dfc5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135330 | Audit Session ID: 0a95072a210a20005ed9dfc5 | Security Group Tag: none | EasyVPN: 0 ||
Username: assahade | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.46 | Public IP: 49.15.89.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:25 IST Fri Jun 5 2020 | Duration: 3h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 133892422 | Bytes Rx: 59391999 | IP Addr: 10.149.232.46 | Public IP: 49.15.89.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:25 IST Fri Jun 5 2020 | Duration: 3h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 133892422 | Bytes Rx: 59391999 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135334 | Audit Session ID: 0a95072a210a60005ed9dff1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135334 | Audit Session ID: 0a95072a210a60005ed9dff1 | Security Group Tag: none | EasyVPN: 0 ||
