sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 106.208.24.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 3d 15h:00m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 55926688231 | Bytes Rx: 3159854350 | IP Addr: 10.149.232.154 | Public IP: 106.208.24.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 3d 15h:00m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 55926688231 | Bytes Rx: 3159854350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: KAkula | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.104 | Public IP: 157.44.100.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:14:10 IST Sat Jun 20 2020 | Duration: 4h:16m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 307461326 | Bytes Rx: 264119359 | IP Addr: 10.149.232.104 | Public IP: 157.44.100.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:14:10 IST Sat Jun 20 2020 | Duration: 4h:16m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 307461326 | Bytes Rx: 264119359 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163548 | Audit Session ID: 0a95072a27edc0005eed77fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 163548 | Audit Session ID: 0a95072a27edc0005eed77fa | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.140 | Public IP: 49.35.85.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:38 IST Sat Jun 20 2020 | Duration: 4h:14m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 113362991 | Bytes Rx: 51900927 | IP Addr: 10.149.232.140 | Public IP: 49.35.85.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:38 IST Sat Jun 20 2020 | Duration: 4h:14m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 113362991 | Bytes Rx: 51900927 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163551 | Audit Session ID: 0a95072a27edf0005eed7852 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163551 | Audit Session ID: 0a95072a27edf0005eed7852 | Security Group Tag: none | EasyVPN: 0 ||
Username: snallapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 157.44.78.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:29:03 IST Sat Jun 20 2020 | Duration: 4h:01m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 259219170 | Bytes Rx: 46600309 | IP Addr: 10.149.233.127 | Public IP: 157.44.78.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:29:03 IST Sat Jun 20 2020 | Duration: 4h:01m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 259219170 | Bytes Rx: 46600309 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163559 | Audit Session ID: 0a95072a27ee70005eed7b77 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163559 | Audit Session ID: 0a95072a27ee70005eed7b77 | Security Group Tag: none | EasyVPN: 0 ||
Username: ASIFAHAM | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.116 | Public IP: 42.111.144.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:09 IST Sat Jun 20 2020 | Duration: 3h:27m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 76873129 | Bytes Rx: 16968782 | IP Addr: 10.149.232.116 | Public IP: 42.111.144.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:09 IST Sat Jun 20 2020 | Duration: 3h:27m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 76873129 | Bytes Rx: 16968782 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163581 | Audit Session ID: 0a95072a27efd0005eed8375 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163581 | Audit Session ID: 0a95072a27efd0005eed8375 | Security Group Tag: none | EasyVPN: 0 ||
Username: n.dutta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.57 | Public IP: 115.96.127.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:34 IST Sat Jun 20 2020 | Duration: 3h:25m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 389993361 | Bytes Rx: 29531985 | IP Addr: 10.149.233.57 | Public IP: 115.96.127.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:34 IST Sat Jun 20 2020 | Duration: 3h:25m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 389993361 | Bytes Rx: 29531985 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163584 | Audit Session ID: 0a95072a27f000005eed83ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 163584 | Audit Session ID: 0a95072a27f000005eed83ca | Security Group Tag: none | EasyVPN: 0 ||
Username: surkaliy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.58 | Public IP: 106.198.79.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:35 IST Sat Jun 20 2020 | Duration: 3h:24m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 11872084 | Bytes Rx: 6138780 | IP Addr: 10.149.233.58 | Public IP: 106.198.79.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:35 IST Sat Jun 20 2020 | Duration: 3h:24m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 11872084 | Bytes Rx: 6138780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163585 | Audit Session ID: 0a95072a27f010005eed8407 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163585 | Audit Session ID: 0a95072a27f010005eed8407 | Security Group Tag: none | EasyVPN: 0 ||
Username: dkarale | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.59 | Public IP: 157.33.172.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:39 IST Sat Jun 20 2020 | Duration: 3h:22m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 80321524 | Bytes Rx: 22115189 | IP Addr: 10.149.233.59 | Public IP: 157.33.172.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:39 IST Sat Jun 20 2020 | Duration: 3h:22m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 80321524 | Bytes Rx: 22115189 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163586 | Audit Session ID: 0a95072a27f020005eed8483 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163586 | Audit Session ID: 0a95072a27f020005eed8483 | Security Group Tag: none | EasyVPN: 0 ||
Username: JiBachha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.61 | Public IP: 157.47.20.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:46 IST Sat Jun 20 2020 | Duration: 3h:20m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 134364246 | Bytes Rx: 129875775 | IP Addr: 10.149.233.61 | Public IP: 157.47.20.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:46 IST Sat Jun 20 2020 | Duration: 3h:20m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 134364246 | Bytes Rx: 129875775 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163589 | Audit Session ID: 0a95072a27f050005eed8502 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163589 | Audit Session ID: 0a95072a27f050005eed8502 | Security Group Tag: none | EasyVPN: 0 ||
Username: shushind | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.240 | Public IP: 106.210.132.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:10:41 IST Sat Jun 20 2020 | Duration: 3h:19m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 98384703 | Bytes Rx: 49003353 | IP Addr: 10.149.233.240 | Public IP: 106.210.132.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:10:41 IST Sat Jun 20 2020 | Duration: 3h:19m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 98384703 | Bytes Rx: 49003353 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163591 | Audit Session ID: 0a95072a27f070005eed8539 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163591 | Audit Session ID: 0a95072a27f070005eed8539 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkumaran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.242 | Public IP: 157.50.192.255 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:10:58 IST Sat Jun 20 2020 | Duration: 3h:19m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 64838350 | Bytes Rx: 24684774 | IP Addr: 10.149.233.242 | Public IP: 157.50.192.255 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:10:58 IST Sat Jun 20 2020 | Duration: 3h:19m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 64838350 | Bytes Rx: 24684774 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163593 | Audit Session ID: 0a95072a27f090005eed854a | Security Group Tag: none | EasyVPN: 0 |Session ID: 163593 | Audit Session ID: 0a95072a27f090005eed854a | Security Group Tag: none | EasyVPN: 0 ||
Username: SRaktate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.118 | Public IP: 49.35.204.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:08 IST Sat Jun 20 2020 | Duration: 3h:14m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 366034190 | Bytes Rx: 79212463 | IP Addr: 10.149.232.118 | Public IP: 49.35.204.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:08 IST Sat Jun 20 2020 | Duration: 3h:14m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 366034190 | Bytes Rx: 79212463 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163601 | Audit Session ID: 0a95072a27f110005eed8680 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163601 | Audit Session ID: 0a95072a27f110005eed8680 | Security Group Tag: none | EasyVPN: 0 ||
Username: anwshaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.125 | Public IP: 223.237.34.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:18:19 IST Sat Jun 20 2020 | Duration: 3h:11m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 348539576 | Bytes Rx: 74295547 | IP Addr: 10.149.232.125 | Public IP: 223.237.34.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:18:19 IST Sat Jun 20 2020 | Duration: 3h:11m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 348539576 | Bytes Rx: 74295547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163608 | Audit Session ID: 0a95072a27f180005eed8703 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163608 | Audit Session ID: 0a95072a27f180005eed8703 | Security Group Tag: none | EasyVPN: 0 ||
Username: shismail | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.129 | Public IP: 43.225.24.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:56 IST Sat Jun 20 2020 | Duration: 3h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 351662593 | Bytes Rx: 68567062 | IP Addr: 10.149.233.129 | Public IP: 43.225.24.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:56 IST Sat Jun 20 2020 | Duration: 3h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 351662593 | Bytes Rx: 68567062 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163613 | Audit Session ID: 0a95072a27f1d0005eed8818 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163613 | Audit Session ID: 0a95072a27f1d0005eed8818 | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.voleti | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.131 | Public IP: 117.98.135.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:50 IST Sat Jun 20 2020 | Duration: 3h:06m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 160393944 | Bytes Rx: 39253734 | IP Addr: 10.149.233.131 | Public IP: 117.98.135.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:50 IST Sat Jun 20 2020 | Duration: 3h:06m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 160393944 | Bytes Rx: 39253734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163614 | Audit Session ID: 0a95072a27f1e0005eed884e | Security Group Tag: none | EasyVPN: 0 |Session ID: 163614 | Audit Session ID: 0a95072a27f1e0005eed884e | Security Group Tag: none | EasyVPN: 0 ||
Username: ElbinK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.115 | Public IP: 137.97.168.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:09 IST Sat Jun 20 2020 | Duration: 3h:05m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 45187371 | Bytes Rx: 16527812 | IP Addr: 10.149.232.115 | Public IP: 137.97.168.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:09 IST Sat Jun 20 2020 | Duration: 3h:05m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 45187371 | Bytes Rx: 16527812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163615 | Audit Session ID: 0a95072a27f1f0005eed889d | Security Group Tag: none | EasyVPN: 0 |Session ID: 163615 | Audit Session ID: 0a95072a27f1f0005eed889d | Security Group Tag: none | EasyVPN: 0 ||
Username: sknaidu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.122 | Public IP: 27.7.129.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:18 IST Sat Jun 20 2020 | Duration: 3h:01m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 417455766 | Bytes Rx: 149448966 | IP Addr: 10.149.232.122 | Public IP: 27.7.129.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:18 IST Sat Jun 20 2020 | Duration: 3h:01m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 417455766 | Bytes Rx: 149448966 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163619 | Audit Session ID: 0a95072a27f230005eed8996 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163619 | Audit Session ID: 0a95072a27f230005eed8996 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC6 | IP Addr: 10.149.248.102 | Public IP: 223.228.178.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:27 IST Sat Jun 20 2020 | Duration: 2h:45m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 207741247 | Bytes Rx: 102314263 | IP Addr: 10.149.248.102 | Public IP: 223.228.178.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:27 IST Sat Jun 20 2020 | Duration: 2h:45m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 207741247 | Bytes Rx: 102314263 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163628 | Audit Session ID: 0a95072a27f2c0005eed8d23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163628 | Audit Session ID: 0a95072a27f2c0005eed8d23 | Security Group Tag: none | EasyVPN: 0 ||
Username: nramshet | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.107 | Public IP: 49.248.231.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:42 IST Sat Jun 20 2020 | Duration: 2h:43m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 77748790 | Bytes Rx: 25515570 | IP Addr: 10.149.232.107 | Public IP: 49.248.231.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:42 IST Sat Jun 20 2020 | Duration: 2h:43m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 77748790 | Bytes Rx: 25515570 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163631 | Audit Session ID: 0a95072a27f2f0005eed8daa | Security Group Tag: none | EasyVPN: 0 |Session ID: 163631 | Audit Session ID: 0a95072a27f2f0005eed8daa | Security Group Tag: none | EasyVPN: 0 ||
Username: faizal.karim | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 171.48.34.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:05 IST Sat Jun 20 2020 | Duration: 2h:41m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 128718401 | Bytes Rx: 83991009 | IP Addr: 10.149.232.131 | Public IP: 171.48.34.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:05 IST Sat Jun 20 2020 | Duration: 2h:41m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 128718401 | Bytes Rx: 83991009 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163634 | Audit Session ID: 0a95072a27f320005eed8e39 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163634 | Audit Session ID: 0a95072a27f320005eed8e39 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmadhavu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 106.211.198.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:40 IST Sat Jun 20 2020 | Duration: 2h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 88641536 | Bytes Rx: 44727706 | IP Addr: 10.149.232.134 | Public IP: 106.211.198.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:40 IST Sat Jun 20 2020 | Duration: 2h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 88641536 | Bytes Rx: 44727706 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163637 | Audit Session ID: 0a95072a27f350005eed8e5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 163637 | Audit Session ID: 0a95072a27f350005eed8e5c | Security Group Tag: none | EasyVPN: 0 ||
