sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 1d 1h:14m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 832003970 | Bytes Rx: 197369597 | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 1d 1h:14m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 832003970 | Bytes Rx: 197369597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 ||
Username: vineesin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.31 | Public IP: 49.207.51.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:35 IST Sat May 30 2020 | Duration: 3h:27m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 594704694 | Bytes Rx: 34669321 | IP Addr: 10.149.233.31 | Public IP: 49.207.51.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:35 IST Sat May 30 2020 | Duration: 3h:27m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 594704694 | Bytes Rx: 34669321 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124006 | Audit Session ID: 0a95072a1e4660005ed1e1e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124006 | Audit Session ID: 0a95072a1e4660005ed1e1e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: chandrpa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.33 | Public IP: 117.217.37.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:19 IST Sat May 30 2020 | Duration: 3h:26m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 464737336 | Bytes Rx: 62262477 | IP Addr: 10.149.233.33 | Public IP: 117.217.37.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:19 IST Sat May 30 2020 | Duration: 3h:26m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 464737336 | Bytes Rx: 62262477 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124008 | Audit Session ID: 0a95072a1e4680005ed1e20f | Security Group Tag: none | EasyVPN: 0 |Session ID: 124008 | Audit Session ID: 0a95072a1e4680005ed1e20f | Security Group Tag: none | EasyVPN: 0 ||
Username: vaithiyanathan.v | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.193 | Public IP: 183.83.152.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:12:16 IST Sat May 30 2020 | Duration: 3h:17m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 68562012 | Bytes Rx: 45004430 | IP Addr: 10.149.232.193 | Public IP: 183.83.152.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:12:16 IST Sat May 30 2020 | Duration: 3h:17m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 68562012 | Bytes Rx: 45004430 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124013 | Audit Session ID: 0a95072a1e46d0005ed1e428 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124013 | Audit Session ID: 0a95072a1e46d0005ed1e428 | Security Group Tag: none | EasyVPN: 0 ||
Username: harsSuri | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.194 | Public IP: 182.68.239.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:12:24 IST Sat May 30 2020 | Duration: 3h:17m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1378626132 | Bytes Rx: 125707787 | IP Addr: 10.149.232.194 | Public IP: 182.68.239.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:12:24 IST Sat May 30 2020 | Duration: 3h:17m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1378626132 | Bytes Rx: 125707787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124014 | Audit Session ID: 0a95072a1e46e0005ed1e430 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124014 | Audit Session ID: 0a95072a1e46e0005ed1e430 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.hariharan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.152 | Public IP: 49.37.206.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:10 IST Sat May 30 2020 | Duration: 3h:17m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1569095448 | Bytes Rx: 654429835 | IP Addr: 10.149.232.152 | Public IP: 49.37.206.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:10 IST Sat May 30 2020 | Duration: 3h:17m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1569095448 | Bytes Rx: 654429835 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124016 | Audit Session ID: 0a95072a1e4700005ed1e45e | Security Group Tag: none | EasyVPN: 0 |Session ID: 124016 | Audit Session ID: 0a95072a1e4700005ed1e45e | Security Group Tag: none | EasyVPN: 0 ||
Username: rajiv.sinha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.197 | Public IP: 112.79.72.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:26 IST Sat May 30 2020 | Duration: 3h:16m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 351725569 | Bytes Rx: 212226131 | IP Addr: 10.149.232.197 | Public IP: 112.79.72.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:26 IST Sat May 30 2020 | Duration: 3h:16m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 351725569 | Bytes Rx: 212226131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124019 | Audit Session ID: 0a95072a1e4730005ed1e46e | Security Group Tag: none | EasyVPN: 0 |Session ID: 124019 | Audit Session ID: 0a95072a1e4730005ed1e46e | Security Group Tag: none | EasyVPN: 0 ||
Username: dinesdin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 157.46.56.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:12 IST Sat May 30 2020 | Duration: 3h:16m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 282179696 | Bytes Rx: 38646702 | IP Addr: 10.149.232.199 | Public IP: 157.46.56.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:12 IST Sat May 30 2020 | Duration: 3h:16m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 282179696 | Bytes Rx: 38646702 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124021 | Audit Session ID: 0a95072a1e4750005ed1e49c | Security Group Tag: none | EasyVPN: 0 |Session ID: 124021 | Audit Session ID: 0a95072a1e4750005ed1e49c | Security Group Tag: none | EasyVPN: 0 ||
Username: mukund.teli | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.167 | Public IP: 106.193.130.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:27 IST Sat May 30 2020 | Duration: 3h:12m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 651349934 | Bytes Rx: 30589945 | IP Addr: 10.149.233.167 | Public IP: 106.193.130.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:27 IST Sat May 30 2020 | Duration: 3h:12m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 651349934 | Bytes Rx: 30589945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124029 | Audit Session ID: 0a95072a1e47d0005ed1e55f | Security Group Tag: none | EasyVPN: 0 |Session ID: 124029 | Audit Session ID: 0a95072a1e47d0005ed1e55f | Security Group Tag: none | EasyVPN: 0 ||
Username: chateja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.173 | Public IP: 157.44.166.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:18 IST Sat May 30 2020 | Duration: 3h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 79656415 | Bytes Rx: 37690377 | IP Addr: 10.149.233.173 | Public IP: 157.44.166.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:18 IST Sat May 30 2020 | Duration: 3h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 79656415 | Bytes Rx: 37690377 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124034 | Audit Session ID: 0a95072a1e4820005ed1e5ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 124034 | Audit Session ID: 0a95072a1e4820005ed1e5ce | Security Group Tag: none | EasyVPN: 0 ||
Username: Rashadar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.174 | Public IP: 137.97.173.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:38 IST Sat May 30 2020 | Duration: 3h:10m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1265132929 | Bytes Rx: 87691411 | IP Addr: 10.149.233.174 | Public IP: 137.97.173.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:38 IST Sat May 30 2020 | Duration: 3h:10m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1265132929 | Bytes Rx: 87691411 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124035 | Audit Session ID: 0a95072a1e4830005ed1e5e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124035 | Audit Session ID: 0a95072a1e4830005ed1e5e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: iraju | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.175 | Public IP: 49.207.137.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:38 IST Sat May 30 2020 | Duration: 3h:09m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 34847018 | Bytes Rx: 10832138 | IP Addr: 10.149.233.175 | Public IP: 49.207.137.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:38 IST Sat May 30 2020 | Duration: 3h:09m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 34847018 | Bytes Rx: 10832138 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124036 | Audit Session ID: 0a95072a1e4840005ed1e61e | Security Group Tag: none | EasyVPN: 0 |Session ID: 124036 | Audit Session ID: 0a95072a1e4840005ed1e61e | Security Group Tag: none | EasyVPN: 0 ||
Username: isunder | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.179 | Public IP: 106.208.140.238 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:21:20 IST Sat May 30 2020 | Duration: 3h:08m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 327749406 | Bytes Rx: 132150373 | IP Addr: 10.149.233.179 | Public IP: 106.208.140.238 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:21:20 IST Sat May 30 2020 | Duration: 3h:08m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 327749406 | Bytes Rx: 132150373 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124040 | Audit Session ID: 0a95072a1e4880005ed1e648 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124040 | Audit Session ID: 0a95072a1e4880005ed1e648 | Security Group Tag: none | EasyVPN: 0 ||
Username: DikshaSh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.181 | Public IP: 103.212.146.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:22 IST Sat May 30 2020 | Duration: 3h:07m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 224365200 | Bytes Rx: 42802764 | IP Addr: 10.149.233.181 | Public IP: 103.212.146.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:22 IST Sat May 30 2020 | Duration: 3h:07m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 224365200 | Bytes Rx: 42802764 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124042 | Audit Session ID: 0a95072a1e48a0005ed1e686 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124042 | Audit Session ID: 0a95072a1e48a0005ed1e686 | Security Group Tag: none | EasyVPN: 0 ||
Username: ymurthy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.182 | Public IP: 49.204.180.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:53 IST Sat May 30 2020 | Duration: 3h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 642527086 | Bytes Rx: 95656645 | IP Addr: 10.149.233.182 | Public IP: 49.204.180.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:53 IST Sat May 30 2020 | Duration: 3h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 642527086 | Bytes Rx: 95656645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124044 | Audit Session ID: 0a95072a1e48c0005ed1e6a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124044 | Audit Session ID: 0a95072a1e48c0005ed1e6a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: PHingank | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.184 | Public IP: 157.51.131.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:24:26 IST Sat May 30 2020 | Duration: 3h:05m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1377129824 | Bytes Rx: 100368688 | IP Addr: 10.149.233.184 | Public IP: 157.51.131.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:24:26 IST Sat May 30 2020 | Duration: 3h:05m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1377129824 | Bytes Rx: 100368688 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124046 | Audit Session ID: 0a95072a1e48e0005ed1e702 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124046 | Audit Session ID: 0a95072a1e48e0005ed1e702 | Security Group Tag: none | EasyVPN: 0 ||
Username: RavKum | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.163 | Public IP: 106.206.13.235 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:34:09 IST Sat May 30 2020 | Duration: 2h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1648590241 | Bytes Rx: 216952539 | IP Addr: 10.149.232.163 | Public IP: 106.206.13.235 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:34:09 IST Sat May 30 2020 | Duration: 2h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1648590241 | Bytes Rx: 216952539 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124050 | Audit Session ID: 0a95072a1e4920005ed1e949 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124050 | Audit Session ID: 0a95072a1e4920005ed1e949 | Security Group Tag: none | EasyVPN: 0 ||
Username: mganesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.167 | Public IP: 157.51.92.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:09 IST Sat May 30 2020 | Duration: 2h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 51607795 | Bytes Rx: 31328917 | IP Addr: 10.149.232.167 | Public IP: 157.51.92.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:09 IST Sat May 30 2020 | Duration: 2h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 51607795 | Bytes Rx: 31328917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124051 | Audit Session ID: 0a95072a1e4930005ed1e949 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124051 | Audit Session ID: 0a95072a1e4930005ed1e949 | Security Group Tag: none | EasyVPN: 0 ||
Username: PEmmanue | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.34 | Public IP: 27.62.73.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:31 IST Sat May 30 2020 | Duration: 2h:55m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 38236010 | Bytes Rx: 30581933 | IP Addr: 10.149.233.34 | Public IP: 27.62.73.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:31 IST Sat May 30 2020 | Duration: 2h:55m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 38236010 | Bytes Rx: 30581933 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124053 | Audit Session ID: 0a95072a1e4950005ed1e95f | Security Group Tag: none | EasyVPN: 0 |Session ID: 124053 | Audit Session ID: 0a95072a1e4950005ed1e95f | Security Group Tag: none | EasyVPN: 0 ||
Username: ernestal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.35 | Public IP: 49.207.131.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:36:27 IST Sat May 30 2020 | Duration: 2h:53m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 119941618 | Bytes Rx: 57192603 | IP Addr: 10.149.233.35 | Public IP: 49.207.131.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:36:27 IST Sat May 30 2020 | Duration: 2h:53m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 119941618 | Bytes Rx: 57192603 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124054 | Audit Session ID: 0a95072a1e4960005ed1e9d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124054 | Audit Session ID: 0a95072a1e4960005ed1e9d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: NSinthre | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.173 | Public IP: 157.45.228.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:09 IST Sat May 30 2020 | Duration: 2h:51m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 52933596 | Bytes Rx: 26962924 | IP Addr: 10.149.232.173 | Public IP: 157.45.228.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:09 IST Sat May 30 2020 | Duration: 2h:51m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 52933596 | Bytes Rx: 26962924 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124056 | Audit Session ID: 0a95072a1e4980005ed1ea75 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124056 | Audit Session ID: 0a95072a1e4980005ed1ea75 | Security Group Tag: none | EasyVPN: 0 ||
