sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 22h:07m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 716607843 | Bytes Rx: 159882310 | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 22h:07m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 716607843 | Bytes Rx: 159882310 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.120 | Public IP: 60.243.109.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:28 IST Tue Jun 9 2020 | Duration: 0h:49m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 31246428 | Bytes Rx: 5530723 | IP Addr: 10.149.232.120 | Public IP: 60.243.109.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:28 IST Tue Jun 9 2020 | Duration: 0h:49m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 31246428 | Bytes Rx: 5530723 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141089 | Audit Session ID: 0a95072a227210005edee1c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141089 | Audit Session ID: 0a95072a227210005edee1c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: MLanshmi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.121 | Public IP: 157.49.148.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:35 IST Tue Jun 9 2020 | Duration: 0h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 52605773 | Bytes Rx: 12071226 | IP Addr: 10.149.232.121 | Public IP: 157.49.148.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:35 IST Tue Jun 9 2020 | Duration: 0h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 52605773 | Bytes Rx: 12071226 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141091 | Audit Session ID: 0a95072a227230005edee203 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141091 | Audit Session ID: 0a95072a227230005edee203 | Security Group Tag: none | EasyVPN: 0 ||
Username: spadma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.123 | Public IP: 27.59.133.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:19 IST Tue Jun 9 2020 | Duration: 0h:45m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 62788138 | Bytes Rx: 14404512 | IP Addr: 10.149.232.123 | Public IP: 27.59.133.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:19 IST Tue Jun 9 2020 | Duration: 0h:45m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 62788138 | Bytes Rx: 14404512 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141094 | Audit Session ID: 0a95072a227260005edee2a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141094 | Audit Session ID: 0a95072a227260005edee2a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsalian | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.124 | Public IP: 171.51.233.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:24 IST Tue Jun 9 2020 | Duration: 0h:44m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 58166081 | Bytes Rx: 15746614 | IP Addr: 10.149.232.124 | Public IP: 171.51.233.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:24 IST Tue Jun 9 2020 | Duration: 0h:44m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 58166081 | Bytes Rx: 15746614 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141095 | Audit Session ID: 0a95072a227270005edee2e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141095 | Audit Session ID: 0a95072a227270005edee2e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramakodi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.122 | Public IP: 49.37.196.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:30 IST Tue Jun 9 2020 | Duration: 0h:41m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 142083056 | Bytes Rx: 11653295 | IP Addr: 10.149.232.122 | Public IP: 49.37.196.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:30 IST Tue Jun 9 2020 | Duration: 0h:41m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 142083056 | Bytes Rx: 11653295 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141096 | Audit Session ID: 0a95072a227280005edee3a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141096 | Audit Session ID: 0a95072a227280005edee3a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraviPaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.125 | Public IP: 43.241.28.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:07 IST Tue Jun 9 2020 | Duration: 0h:41m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 106997346 | Bytes Rx: 20616929 | IP Addr: 10.149.232.125 | Public IP: 43.241.28.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:07 IST Tue Jun 9 2020 | Duration: 0h:41m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 106997346 | Bytes Rx: 20616929 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141097 | Audit Session ID: 0a95072a227290005edee3c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141097 | Audit Session ID: 0a95072a227290005edee3c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: gdhanapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.126 | Public IP: 58.182.61.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:42 IST Tue Jun 9 2020 | Duration: 0h:40m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 122711396 | Bytes Rx: 18325933 | IP Addr: 10.149.232.126 | Public IP: 58.182.61.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:42 IST Tue Jun 9 2020 | Duration: 0h:40m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 122711396 | Bytes Rx: 18325933 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141098 | Audit Session ID: 0a95072a2272a0005edee3ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 141098 | Audit Session ID: 0a95072a2272a0005edee3ea | Security Group Tag: none | EasyVPN: 0 ||
Username: VSounda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.127 | Public IP: 49.37.205.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:11 IST Tue Jun 9 2020 | Duration: 0h:39m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 16173580 | Bytes Rx: 9287765 | IP Addr: 10.149.232.127 | Public IP: 49.37.205.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:11 IST Tue Jun 9 2020 | Duration: 0h:39m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 16173580 | Bytes Rx: 9287765 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141099 | Audit Session ID: 0a95072a2272b0005edee407 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141099 | Audit Session ID: 0a95072a2272b0005edee407 | Security Group Tag: none | EasyVPN: 0 ||
Username: APrakash | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.128 | Public IP: 157.46.43.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:27 IST Tue Jun 9 2020 | Duration: 0h:38m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 99548324 | Bytes Rx: 12158326 | IP Addr: 10.149.232.128 | Public IP: 157.46.43.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:27 IST Tue Jun 9 2020 | Duration: 0h:38m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 99548324 | Bytes Rx: 12158326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141100 | Audit Session ID: 0a95072a2272c0005edee453 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141100 | Audit Session ID: 0a95072a2272c0005edee453 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.130 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:59 IST Tue Jun 9 2020 | Duration: 0h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 38117344 | Bytes Rx: 64047033 | IP Addr: 10.149.232.130 | Public IP: 103.226.84.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:59 IST Tue Jun 9 2020 | Duration: 0h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 38117344 | Bytes Rx: 64047033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141102 | Audit Session ID: 0a95072a2272e0005edee473 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141102 | Audit Session ID: 0a95072a2272e0005edee473 | Security Group Tag: none | EasyVPN: 0 ||
Username: AntonyP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 117.201.130.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:16 IST Tue Jun 9 2020 | Duration: 0h:37m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 92623893 | Bytes Rx: 57091278 | IP Addr: 10.149.232.131 | Public IP: 117.201.130.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:16 IST Tue Jun 9 2020 | Duration: 0h:37m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 92623893 | Bytes Rx: 57091278 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141103 | Audit Session ID: 0a95072a2272f0005edee484 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141103 | Audit Session ID: 0a95072a2272f0005edee484 | Security Group Tag: none | EasyVPN: 0 ||
Username: BhagGaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.132 | Public IP: 106.220.172.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:46 IST Tue Jun 9 2020 | Duration: 0h:37m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 39072587 | Bytes Rx: 18018361 | IP Addr: 10.149.232.132 | Public IP: 106.220.172.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:46 IST Tue Jun 9 2020 | Duration: 0h:37m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 39072587 | Bytes Rx: 18018361 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141104 | Audit Session ID: 0a95072a227300005edee4a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141104 | Audit Session ID: 0a95072a227300005edee4a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.133 | Public IP: 157.47.1.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:40 IST Tue Jun 9 2020 | Duration: 0h:34m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 50544712 | Bytes Rx: 11127215 | IP Addr: 10.149.232.133 | Public IP: 157.47.1.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:40 IST Tue Jun 9 2020 | Duration: 0h:34m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 50544712 | Bytes Rx: 11127215 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141105 | Audit Session ID: 0a95072a227310005edee550 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141105 | Audit Session ID: 0a95072a227310005edee550 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 122.174.137.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:09 IST Tue Jun 9 2020 | Duration: 0h:34m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 353323933 | Bytes Rx: 19988837 | IP Addr: 10.149.232.134 | Public IP: 122.174.137.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:09 IST Tue Jun 9 2020 | Duration: 0h:34m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 353323933 | Bytes Rx: 19988837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141106 | Audit Session ID: 0a95072a227320005edee56d | Security Group Tag: none | EasyVPN: 0 |Session ID: 141106 | Audit Session ID: 0a95072a227320005edee56d | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.135 | Public IP: 171.76.187.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:18 IST Tue Jun 9 2020 | Duration: 0h:33m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 171266104 | Bytes Rx: 15706302 | IP Addr: 10.149.232.135 | Public IP: 171.76.187.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:18 IST Tue Jun 9 2020 | Duration: 0h:33m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 171266104 | Bytes Rx: 15706302 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141107 | Audit Session ID: 0a95072a227330005edee576 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141107 | Audit Session ID: 0a95072a227330005edee576 | Security Group Tag: none | EasyVPN: 0 ||
Username: visparth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.136 | Public IP: 103.94.139.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:45 IST Tue Jun 9 2020 | Duration: 0h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 42260479 | Bytes Rx: 9322945 | IP Addr: 10.149.232.136 | Public IP: 103.94.139.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:45 IST Tue Jun 9 2020 | Duration: 0h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 42260479 | Bytes Rx: 9322945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141108 | Audit Session ID: 0a95072a227340005edee5cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 141108 | Audit Session ID: 0a95072a227340005edee5cd | Security Group Tag: none | EasyVPN: 0 ||
Username: kmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.137 | Public IP: 223.182.225.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:45 IST Tue Jun 9 2020 | Duration: 0h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 76547999 | Bytes Rx: 17852854 | IP Addr: 10.149.232.137 | Public IP: 223.182.225.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:45 IST Tue Jun 9 2020 | Duration: 0h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 76547999 | Bytes Rx: 17852854 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141109 | Audit Session ID: 0a95072a227350005edee5cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 141109 | Audit Session ID: 0a95072a227350005edee5cd | Security Group Tag: none | EasyVPN: 0 ||
Username: rlakshak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.247 | Public IP: 106.193.242.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:55 IST Tue Jun 9 2020 | Duration: 0h:29m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 178772367 | Bytes Rx: 12617630 | IP Addr: 10.149.232.247 | Public IP: 106.193.242.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:55 IST Tue Jun 9 2020 | Duration: 0h:29m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 178772367 | Bytes Rx: 12617630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141111 | Audit Session ID: 0a95072a227370005edee68b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141111 | Audit Session ID: 0a95072a227370005edee68b | Security Group Tag: none | EasyVPN: 0 ||
Username: mutraman | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC7 | IP Addr: 10.149.248.103 | Public IP: 157.46.15.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:01 IST Tue Jun 9 2020 | Duration: 0h:29m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 588263835 | Bytes Rx: 26723042 | IP Addr: 10.149.248.103 | Public IP: 157.46.15.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:01 IST Tue Jun 9 2020 | Duration: 0h:29m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 588263835 | Bytes Rx: 26723042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141112 | Audit Session ID: 0a95072a227380005edee691 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141112 | Audit Session ID: 0a95072a227380005edee691 | Security Group Tag: none | EasyVPN: 0 ||
Username: goprasad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.24 | Public IP: 157.44.229.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:13 IST Tue Jun 9 2020 | Duration: 0h:22m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 488802243 | Bytes Rx: 18863705 | IP Addr: 10.149.233.24 | Public IP: 157.44.229.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:13 IST Tue Jun 9 2020 | Duration: 0h:22m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 488802243 | Bytes Rx: 18863705 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141114 | Audit Session ID: 0a95072a2273a0005edee805 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141114 | Audit Session ID: 0a95072a2273a0005edee805 | Security Group Tag: none | EasyVPN: 0 ||
