sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.151 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:39 IST Thu Jun 4 2020 | Duration: 1d 14h:04m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 678807558 | Bytes Rx: 352188154 | IP Addr: 10.150.237.151 | Public IP: 182.70.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:39 IST Thu Jun 4 2020 | Duration: 1d 14h:04m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 678807558 | Bytes Rx: 352188154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 282837 | Audit Session ID: 0a96cf69450d50005ed8d367 | Security Group Tag: none | EasyVPN: 0 |Session ID: 282837 | Audit Session ID: 0a96cf69450d50005ed8d367 | Security Group Tag: none | EasyVPN: 0 ||
Username: biswajit.dutta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.38 | Public IP: 103.85.99.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:50:08 IST Fri Jun 5 2020 | Duration: 12h:41m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 477338197 | Bytes Rx: 252952763 | IP Addr: 10.150.237.38 | Public IP: 103.85.99.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:50:08 IST Fri Jun 5 2020 | Duration: 12h:41m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 477338197 | Bytes Rx: 252952763 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287132 | Audit Session ID: 0a96cf694619c0005eda3878 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287132 | Audit Session ID: 0a96cf694619c0005eda3878 | Security Group Tag: none | EasyVPN: 0 ||
Username: novhal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.171 | Public IP: 103.81.36.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:05:46 IST Fri Jun 5 2020 | Duration: 12h:25m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2625268187 | Bytes Rx: 958129575 | IP Addr: 10.150.244.171 | Public IP: 103.81.36.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:05:46 IST Fri Jun 5 2020 | Duration: 12h:25m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2625268187 | Bytes Rx: 958129575 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287209 | Audit Session ID: 0a96cf69461e90005eda3c22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287209 | Audit Session ID: 0a96cf69461e90005eda3c22 | Security Group Tag: none | EasyVPN: 0 ||
Username: tusmaran | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.45 | Public IP: 103.110.253.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:53:54 IST Fri Jun 5 2020 | Duration: 11h:37m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 201958496 | Bytes Rx: 50443876 | IP Addr: 10.150.237.45 | Public IP: 103.110.253.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:53:54 IST Fri Jun 5 2020 | Duration: 11h:37m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 201958496 | Bytes Rx: 50443876 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287424 | Audit Session ID: 0a96cf69462c00005eda476a | Security Group Tag: none | EasyVPN: 0 |Session ID: 287424 | Audit Session ID: 0a96cf69462c00005eda476a | Security Group Tag: none | EasyVPN: 0 ||
Username: manishma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.112 | Public IP: 103.86.182.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:24:02 IST Fri Jun 5 2020 | Duration: 11h:07m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 191541527 | Bytes Rx: 52691831 | IP Addr: 10.150.236.112 | Public IP: 103.86.182.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:24:02 IST Fri Jun 5 2020 | Duration: 11h:07m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 191541527 | Bytes Rx: 52691831 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287536 | Audit Session ID: 0a96cf69463300005eda4e7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 287536 | Audit Session ID: 0a96cf69463300005eda4e7a | Security Group Tag: none | EasyVPN: 0 ||
Username: rohanbho | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.224 | Public IP: 103.133.228.10 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 20:26:32 IST Fri Jun 5 2020 | Duration: 10h:04m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 728261754 | Bytes Rx: 183556845 | IP Addr: 10.150.237.224 | Public IP: 103.133.228.10 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 20:26:32 IST Fri Jun 5 2020 | Duration: 10h:04m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 728261754 | Bytes Rx: 183556845 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287675 | Audit Session ID: 0a96cf69463bb0005eda5d20 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287675 | Audit Session ID: 0a96cf69463bb0005eda5d20 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkasle | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.60 | Public IP: 106.210.187.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:30:00 IST Fri Jun 5 2020 | Duration: 10h:01m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 793447080 | Bytes Rx: 167625509 | IP Addr: 10.150.236.60 | Public IP: 106.210.187.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:30:00 IST Fri Jun 5 2020 | Duration: 10h:01m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 793447080 | Bytes Rx: 167625509 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287678 | Audit Session ID: 0a96cf69463be0005eda5df0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287678 | Audit Session ID: 0a96cf69463be0005eda5df0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sshelar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.23 | Public IP: 103.207.8.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:30:39 IST Fri Jun 5 2020 | Duration: 10h:00m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 3170834898 | Bytes Rx: 233864179 | IP Addr: 10.150.236.23 | Public IP: 103.207.8.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:30:39 IST Fri Jun 5 2020 | Duration: 10h:00m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 3170834898 | Bytes Rx: 233864179 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287681 | Audit Session ID: 0a96cf69463c10005eda5e17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287681 | Audit Session ID: 0a96cf69463c10005eda5e17 | Security Group Tag: none | EasyVPN: 0 ||
Username: SKapadek | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.67 | Public IP: 49.35.13.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:32:25 IST Fri Jun 5 2020 | Duration: 9h:58m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 725046364 | Bytes Rx: 217884923 | IP Addr: 10.150.237.67 | Public IP: 49.35.13.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:32:25 IST Fri Jun 5 2020 | Duration: 9h:58m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 725046364 | Bytes Rx: 217884923 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287692 | Audit Session ID: 0a96cf69463cc0005eda5e81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287692 | Audit Session ID: 0a96cf69463cc0005eda5e81 | Security Group Tag: none | EasyVPN: 0 ||
Username: SNailkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.253 | Public IP: 106.193.226.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 20:35:32 IST Fri Jun 5 2020 | Duration: 9h:55m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1711393015 | Bytes Rx: 375408897 | IP Addr: 10.150.236.253 | Public IP: 106.193.226.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 20:35:32 IST Fri Jun 5 2020 | Duration: 9h:55m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1711393015 | Bytes Rx: 375408897 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287698 | Audit Session ID: 0a96cf69463d20005eda5f3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 287698 | Audit Session ID: 0a96cf69463d20005eda5f3c | Security Group Tag: none | EasyVPN: 0 ||
Username: sanirali | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.188 | Public IP: 45.117.50.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:35:49 IST Fri Jun 5 2020 | Duration: 9h:55m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 2071218282 | Bytes Rx: 1194528887 | IP Addr: 10.150.236.188 | Public IP: 45.117.50.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:35:49 IST Fri Jun 5 2020 | Duration: 9h:55m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 2071218282 | Bytes Rx: 1194528887 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287700 | Audit Session ID: 0a96cf69463d40005eda5f4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 287700 | Audit Session ID: 0a96cf69463d40005eda5f4d | Security Group Tag: none | EasyVPN: 0 ||
Username: vaideshp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.248 | Public IP: 157.47.13.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:41:01 IST Fri Jun 5 2020 | Duration: 9h:50m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 528638700 | Bytes Rx: 111909333 | IP Addr: 10.150.237.248 | Public IP: 157.47.13.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:41:01 IST Fri Jun 5 2020 | Duration: 9h:50m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 528638700 | Bytes Rx: 111909333 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287718 | Audit Session ID: 0a96cf69463e60005eda6085 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287718 | Audit Session ID: 0a96cf69463e60005eda6085 | Security Group Tag: none | EasyVPN: 0 ||
Username: hbhat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.13 | Public IP: 103.210.201.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:41:35 IST Fri Jun 5 2020 | Duration: 9h:49m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 1174914808 | Bytes Rx: 435193947 | IP Addr: 10.150.236.13 | Public IP: 103.210.201.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:41:35 IST Fri Jun 5 2020 | Duration: 9h:49m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 1174914808 | Bytes Rx: 435193947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287720 | Audit Session ID: 0a96cf69463e80005eda60a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287720 | Audit Session ID: 0a96cf69463e80005eda60a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: rtheroka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.95 | Public IP: 49.35.223.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:43:36 IST Fri Jun 5 2020 | Duration: 9h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 214066616 | Bytes Rx: 80815969 | IP Addr: 10.150.236.95 | Public IP: 49.35.223.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:43:36 IST Fri Jun 5 2020 | Duration: 9h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 214066616 | Bytes Rx: 80815969 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287724 | Audit Session ID: 0a96cf69463ec0005eda6120 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287724 | Audit Session ID: 0a96cf69463ec0005eda6120 | Security Group Tag: none | EasyVPN: 0 ||
Username: yoparjan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.135 | Public IP: 106.77.52.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:53:43 IST Fri Jun 5 2020 | Duration: 9h:37m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 318955628 | Bytes Rx: 88063413 | IP Addr: 10.150.236.135 | Public IP: 106.77.52.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:53:43 IST Fri Jun 5 2020 | Duration: 9h:37m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 318955628 | Bytes Rx: 88063413 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287746 | Audit Session ID: 0a96cf69464020005eda637f | Security Group Tag: none | EasyVPN: 0 |Session ID: 287746 | Audit Session ID: 0a96cf69464020005eda637f | Security Group Tag: none | EasyVPN: 0 ||
Username: RTilekar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.165 | Public IP: 103.115.201.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:57:27 IST Fri Jun 5 2020 | Duration: 9h:33m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 2931520210 | Bytes Rx: 390877212 | IP Addr: 10.150.237.165 | Public IP: 103.115.201.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:57:27 IST Fri Jun 5 2020 | Duration: 9h:33m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 2931520210 | Bytes Rx: 390877212 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287756 | Audit Session ID: 0a96cf694640c0005eda645f | Security Group Tag: none | EasyVPN: 0 |Session ID: 287756 | Audit Session ID: 0a96cf694640c0005eda645f | Security Group Tag: none | EasyVPN: 0 ||
Username: AniketVP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.129 | Public IP: 106.193.113.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:00 IST Fri Jun 5 2020 | Duration: 9h:33m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1496555913 | Bytes Rx: 247204158 | IP Addr: 10.150.237.129 | Public IP: 106.193.113.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:00 IST Fri Jun 5 2020 | Duration: 9h:33m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1496555913 | Bytes Rx: 247204158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287758 | Audit Session ID: 0a96cf694640e0005eda6480 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287758 | Audit Session ID: 0a96cf694640e0005eda6480 | Security Group Tag: none | EasyVPN: 0 ||
Username: spanchav | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.131 | Public IP: 103.110.255.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:12 IST Fri Jun 5 2020 | Duration: 9h:33m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1268055867 | Bytes Rx: 255534630 | IP Addr: 10.150.237.131 | Public IP: 103.110.255.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:12 IST Fri Jun 5 2020 | Duration: 9h:33m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1268055867 | Bytes Rx: 255534630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287759 | Audit Session ID: 0a96cf694640f0005eda648c | Security Group Tag: none | EasyVPN: 0 |Session ID: 287759 | Audit Session ID: 0a96cf694640f0005eda648c | Security Group Tag: none | EasyVPN: 0 ||
Username: kamlesh.khetwal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.136 | Public IP: 106.193.208.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:21 IST Fri Jun 5 2020 | Duration: 9h:32m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 3111636918 | Bytes Rx: 261311518 | IP Addr: 10.150.237.136 | Public IP: 106.193.208.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:21 IST Fri Jun 5 2020 | Duration: 9h:32m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 3111636918 | Bytes Rx: 261311518 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287761 | Audit Session ID: 0a96cf69464110005eda6495 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287761 | Audit Session ID: 0a96cf69464110005eda6495 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsalaria | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.137 | Public IP: 103.41.38.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:22 IST Fri Jun 5 2020 | Duration: 9h:32m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1111254186 | Bytes Rx: 90768708 | IP Addr: 10.150.237.137 | Public IP: 103.41.38.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:22 IST Fri Jun 5 2020 | Duration: 9h:32m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1111254186 | Bytes Rx: 90768708 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287762 | Audit Session ID: 0a96cf69464120005eda6496 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287762 | Audit Session ID: 0a96cf69464120005eda6496 | Security Group Tag: none | EasyVPN: 0 ||
Username: SDhasade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.141 | Public IP: 103.134.110.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:48 IST Fri Jun 5 2020 | Duration: 9h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 2428070883 | Bytes Rx: 280682286 | IP Addr: 10.150.237.141 | Public IP: 103.134.110.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:58:48 IST Fri Jun 5 2020 | Duration: 9h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 2428070883 | Bytes Rx: 280682286 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 287763 | Audit Session ID: 0a96cf69464130005eda64b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 287763 | Audit Session ID: 0a96cf69464130005eda64b0 | Security Group Tag: none | EasyVPN: 0 ||
