sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smaniyan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 ||
Username: anandhiv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.178 | Public IP: 27.5.90.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:41 IST Fri Jun 12 2020 | Duration: 1h:31m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 84310090 | Bytes Rx: 11674539 | IP Addr: 10.149.233.178 | Public IP: 27.5.90.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:41 IST Fri Jun 12 2020 | Duration: 1h:31m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 84310090 | Bytes Rx: 11674539 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147970 | Audit Session ID: 0a95072a242020005ee2fe61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147970 | Audit Session ID: 0a95072a242020005ee2fe61 | Security Group Tag: none | EasyVPN: 0 ||
Username: JoicMary | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.174 | Public IP: 27.62.26.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:46 IST Fri Jun 12 2020 | Duration: 1h:31m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 125604965 | Bytes Rx: 29144544 | IP Addr: 10.149.233.174 | Public IP: 27.62.26.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:46 IST Fri Jun 12 2020 | Duration: 1h:31m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 125604965 | Bytes Rx: 29144544 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147971 | Audit Session ID: 0a95072a242030005ee2fe66 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147971 | Audit Session ID: 0a95072a242030005ee2fe66 | Security Group Tag: none | EasyVPN: 0 ||
Username: amitmane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.175 | Public IP: 106.209.232.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:48 IST Fri Jun 12 2020 | Duration: 1h:31m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 122544491 | Bytes Rx: 62506797 | IP Addr: 10.149.233.175 | Public IP: 106.209.232.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:48 IST Fri Jun 12 2020 | Duration: 1h:31m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 122544491 | Bytes Rx: 62506797 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147972 | Audit Session ID: 0a95072a242040005ee2fe68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147972 | Audit Session ID: 0a95072a242040005ee2fe68 | Security Group Tag: none | EasyVPN: 0 ||
Username: sradhakr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.179 | Public IP: 49.207.139.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:55 IST Fri Jun 12 2020 | Duration: 1h:30m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 41632505 | Bytes Rx: 13607035 | IP Addr: 10.149.233.179 | Public IP: 49.207.139.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:55 IST Fri Jun 12 2020 | Duration: 1h:30m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 41632505 | Bytes Rx: 13607035 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147975 | Audit Session ID: 0a95072a242070005ee2feab | Security Group Tag: none | EasyVPN: 0 |Session ID: 147975 | Audit Session ID: 0a95072a242070005ee2feab | Security Group Tag: none | EasyVPN: 0 ||
Username: cmveeras | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.91 | Public IP: 49.207.141.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:28 IST Fri Jun 12 2020 | Duration: 1h:26m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 398256500 | Bytes Rx: 230646087 | IP Addr: 10.149.232.91 | Public IP: 49.207.141.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:28 IST Fri Jun 12 2020 | Duration: 1h:26m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 398256500 | Bytes Rx: 230646087 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147978 | Audit Session ID: 0a95072a2420a0005ee2ff80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147978 | Audit Session ID: 0a95072a2420a0005ee2ff80 | Security Group Tag: none | EasyVPN: 0 ||
Username: Niskumar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.95 | Public IP: 103.133.65.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:52 IST Fri Jun 12 2020 | Duration: 1h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 70114704 | Bytes Rx: 17650104 | IP Addr: 10.149.232.95 | Public IP: 103.133.65.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:52 IST Fri Jun 12 2020 | Duration: 1h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 70114704 | Bytes Rx: 17650104 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147979 | Audit Session ID: 0a95072a2420b0005ee2ff98 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147979 | Audit Session ID: 0a95072a2420b0005ee2ff98 | Security Group Tag: none | EasyVPN: 0 ||
Username: ravishan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.96 | Public IP: 183.83.82.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:00 IST Fri Jun 12 2020 | Duration: 1h:26m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 313988241 | Bytes Rx: 32278841 | IP Addr: 10.149.232.96 | Public IP: 183.83.82.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:00 IST Fri Jun 12 2020 | Duration: 1h:26m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 313988241 | Bytes Rx: 32278841 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147980 | Audit Session ID: 0a95072a2420c0005ee2ffa0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147980 | Audit Session ID: 0a95072a2420c0005ee2ffa0 | Security Group Tag: none | EasyVPN: 0 ||
Username: Perumal.k | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.97 | Public IP: 42.111.164.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:05 IST Fri Jun 12 2020 | Duration: 1h:25m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 138668788 | Bytes Rx: 31777700 | IP Addr: 10.149.232.97 | Public IP: 42.111.164.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:05 IST Fri Jun 12 2020 | Duration: 1h:25m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 138668788 | Bytes Rx: 31777700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147981 | Audit Session ID: 0a95072a2420d0005ee2ffa5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147981 | Audit Session ID: 0a95072a2420d0005ee2ffa5 | Security Group Tag: none | EasyVPN: 0 ||
Username: RutujPat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.108 | Public IP: 106.193.233.161 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:38:41 IST Fri Jun 12 2020 | Duration: 1h:25m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 171294751 | Bytes Rx: 19571730 | IP Addr: 10.149.232.108 | Public IP: 106.193.233.161 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:38:41 IST Fri Jun 12 2020 | Duration: 1h:25m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 171294751 | Bytes Rx: 19571730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147982 | Audit Session ID: 0a95072a2420e0005ee2ffc9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147982 | Audit Session ID: 0a95072a2420e0005ee2ffc9 | Security Group Tag: none | EasyVPN: 0 ||
Username: rohitbp | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.124 | Public IP: 103.51.153.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:53 IST Fri Jun 12 2020 | Duration: 1h:25m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 73804130 | Bytes Rx: 28359059 | IP Addr: 10.149.232.124 | Public IP: 103.51.153.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:53 IST Fri Jun 12 2020 | Duration: 1h:25m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 73804130 | Bytes Rx: 28359059 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147983 | Audit Session ID: 0a95072a2420f0005ee2ffd5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147983 | Audit Session ID: 0a95072a2420f0005ee2ffd5 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunita.mhatre | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.127 | Public IP: 1.38.236.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:05 IST Fri Jun 12 2020 | Duration: 1h:24m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 37848675 | Bytes Rx: 74951927 | IP Addr: 10.149.232.127 | Public IP: 1.38.236.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:05 IST Fri Jun 12 2020 | Duration: 1h:24m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 37848675 | Bytes Rx: 74951927 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147984 | Audit Session ID: 0a95072a242100005ee2ffe1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147984 | Audit Session ID: 0a95072a242100005ee2ffe1 | Security Group Tag: none | EasyVPN: 0 ||
Username: stalinj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.147 | Public IP: 157.46.54.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:09 IST Fri Jun 12 2020 | Duration: 1h:24m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 33694025 | Bytes Rx: 11199221 | IP Addr: 10.149.232.147 | Public IP: 157.46.54.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:09 IST Fri Jun 12 2020 | Duration: 1h:24m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 33694025 | Bytes Rx: 11199221 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147985 | Audit Session ID: 0a95072a242110005ee2ffe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147985 | Audit Session ID: 0a95072a242110005ee2ffe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: VThombar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.150 | Public IP: 103.207.10.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:19 IST Fri Jun 12 2020 | Duration: 1h:24m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 31612307 | Bytes Rx: 20921533 | IP Addr: 10.149.232.150 | Public IP: 103.207.10.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:19 IST Fri Jun 12 2020 | Duration: 1h:24m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 31612307 | Bytes Rx: 20921533 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147986 | Audit Session ID: 0a95072a242120005ee2ffef | Security Group Tag: none | EasyVPN: 0 |Session ID: 147986 | Audit Session ID: 0a95072a242120005ee2ffef | Security Group Tag: none | EasyVPN: 0 ||
Username: mashekar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.148 | Public IP: 122.167.143.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:26 IST Fri Jun 12 2020 | Duration: 1h:24m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 706788934 | Bytes Rx: 31185212 | IP Addr: 10.149.232.148 | Public IP: 122.167.143.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:26 IST Fri Jun 12 2020 | Duration: 1h:24m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 706788934 | Bytes Rx: 31185212 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147988 | Audit Session ID: 0a95072a242140005ee2fff6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147988 | Audit Session ID: 0a95072a242140005ee2fff6 | Security Group Tag: none | EasyVPN: 0 ||
Username: bbalasur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.151 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:42 IST Fri Jun 12 2020 | Duration: 1h:24m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 77370410 | Bytes Rx: 17585654 | IP Addr: 10.149.232.151 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:42 IST Fri Jun 12 2020 | Duration: 1h:24m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 77370410 | Bytes Rx: 17585654 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147990 | Audit Session ID: 0a95072a242160005ee30006 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147990 | Audit Session ID: 0a95072a242160005ee30006 | Security Group Tag: none | EasyVPN: 0 ||
Username: rabnkhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.153 | Public IP: 27.5.166.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:03 IST Fri Jun 12 2020 | Duration: 1h:24m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 91850120 | Bytes Rx: 21226466 | IP Addr: 10.149.232.153 | Public IP: 27.5.166.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:03 IST Fri Jun 12 2020 | Duration: 1h:24m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 91850120 | Bytes Rx: 21226466 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147992 | Audit Session ID: 0a95072a242180005ee3001b | Security Group Tag: none | EasyVPN: 0 |Session ID: 147992 | Audit Session ID: 0a95072a242180005ee3001b | Security Group Tag: none | EasyVPN: 0 ||
Username: uvsathya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC22 | IP Addr: 10.149.248.108 | Public IP: 49.206.127.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:04 IST Fri Jun 12 2020 | Duration: 1h:23m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 349134856 | Bytes Rx: 95273262 | IP Addr: 10.149.248.108 | Public IP: 49.206.127.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:04 IST Fri Jun 12 2020 | Duration: 1h:23m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 349134856 | Bytes Rx: 95273262 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147993 | Audit Session ID: 0a95072a242190005ee3001c | Security Group Tag: none | EasyVPN: 0 |Session ID: 147993 | Audit Session ID: 0a95072a242190005ee3001c | Security Group Tag: none | EasyVPN: 0 ||
Username: pthambir | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 106.208.42.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:05 IST Fri Jun 12 2020 | Duration: 1h:23m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 301040923 | Bytes Rx: 52684369 | IP Addr: 10.149.232.154 | Public IP: 106.208.42.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:05 IST Fri Jun 12 2020 | Duration: 1h:23m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 301040923 | Bytes Rx: 52684369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147994 | Audit Session ID: 0a95072a2421a0005ee3001d | Security Group Tag: none | EasyVPN: 0 |Session ID: 147994 | Audit Session ID: 0a95072a2421a0005ee3001d | Security Group Tag: none | EasyVPN: 0 ||
Username: NShaji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.46.172.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:15 IST Fri Jun 12 2020 | Duration: 1h:23m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 131086718 | Bytes Rx: 21527837 | IP Addr: 10.149.232.156 | Public IP: 157.46.172.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:15 IST Fri Jun 12 2020 | Duration: 1h:23m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 131086718 | Bytes Rx: 21527837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147997 | Audit Session ID: 0a95072a2421d0005ee30027 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147997 | Audit Session ID: 0a95072a2421d0005ee30027 | Security Group Tag: none | EasyVPN: 0 ||
Username: subsubra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.157 | Public IP: 137.97.180.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:29 IST Fri Jun 12 2020 | Duration: 1h:23m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 134084255 | Bytes Rx: 32226708 | IP Addr: 10.149.232.157 | Public IP: 137.97.180.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:29 IST Fri Jun 12 2020 | Duration: 1h:23m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 134084255 | Bytes Rx: 32226708 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147998 | Audit Session ID: 0a95072a2421e0005ee30035 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147998 | Audit Session ID: 0a95072a2421e0005ee30035 | Security Group Tag: none | EasyVPN: 0 ||
