sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 4d 12h:13m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 9899795693 | Bytes Rx: 1761968721 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 4d 12h:13m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 9899795693 | Bytes Rx: 1761968721 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: amolkada | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.193 | Public IP: 106.193.105.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:57 IST Fri Jun 26 2020 | Duration: 1h:42m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 46866297 | Bytes Rx: 12867829 | IP Addr: 10.149.235.193 | Public IP: 106.193.105.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:57 IST Fri Jun 26 2020 | Duration: 1h:42m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 46866297 | Bytes Rx: 12867829 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193589 | Audit Session ID: 0a95072b2f4350005ef57065 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193589 | Audit Session ID: 0a95072b2f4350005ef57065 | Security Group Tag: none | EasyVPN: 0 ||
Username: raradhak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.194 | Public IP: 202.83.45.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:17 IST Fri Jun 26 2020 | Duration: 1h:42m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 104004137 | Bytes Rx: 45466595 | IP Addr: 10.149.235.194 | Public IP: 202.83.45.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:17 IST Fri Jun 26 2020 | Duration: 1h:42m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 104004137 | Bytes Rx: 45466595 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193590 | Audit Session ID: 0a95072b2f4360005ef57079 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193590 | Audit Session ID: 0a95072b2f4360005ef57079 | Security Group Tag: none | EasyVPN: 0 ||
Username: JiBachha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.33 | Public IP: 49.35.108.191 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:20:39 IST Fri Jun 26 2020 | Duration: 1h:41m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 67007051 | Bytes Rx: 15201594 | IP Addr: 10.149.235.33 | Public IP: 49.35.108.191 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:20:39 IST Fri Jun 26 2020 | Duration: 1h:41m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 67007051 | Bytes Rx: 15201594 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193592 | Audit Session ID: 0a95072b2f4380005ef5708f | Security Group Tag: none | EasyVPN: 0 |Session ID: 193592 | Audit Session ID: 0a95072b2f4380005ef5708f | Security Group Tag: none | EasyVPN: 0 ||
Username: KKANAGAR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.31 | Public IP: 42.111.150.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:41 IST Fri Jun 26 2020 | Duration: 1h:41m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 92242642 | Bytes Rx: 46350066 | IP Addr: 10.149.235.31 | Public IP: 42.111.150.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:41 IST Fri Jun 26 2020 | Duration: 1h:41m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 92242642 | Bytes Rx: 46350066 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193593 | Audit Session ID: 0a95072b2f4390005ef57091 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193593 | Audit Session ID: 0a95072b2f4390005ef57091 | Security Group Tag: none | EasyVPN: 0 ||
Username: ElbinK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.34 | Public IP: 137.97.107.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:51 IST Fri Jun 26 2020 | Duration: 1h:41m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 78258023 | Bytes Rx: 23883837 | IP Addr: 10.149.235.34 | Public IP: 137.97.107.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:51 IST Fri Jun 26 2020 | Duration: 1h:41m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 78258023 | Bytes Rx: 23883837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193594 | Audit Session ID: 0a95072b2f43a0005ef5709b | Security Group Tag: none | EasyVPN: 0 |Session ID: 193594 | Audit Session ID: 0a95072b2f43a0005ef5709b | Security Group Tag: none | EasyVPN: 0 ||
Username: SuMahesw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.35 | Public IP: 106.220.7.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:57 IST Fri Jun 26 2020 | Duration: 1h:41m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 136860261 | Bytes Rx: 25549003 | IP Addr: 10.149.235.35 | Public IP: 106.220.7.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:57 IST Fri Jun 26 2020 | Duration: 1h:41m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 136860261 | Bytes Rx: 25549003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193595 | Audit Session ID: 0a95072b2f43b0005ef570a1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193595 | Audit Session ID: 0a95072b2f43b0005ef570a1 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdhanala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.28 | Public IP: 27.6.140.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:02 IST Fri Jun 26 2020 | Duration: 1h:41m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 65948407 | Bytes Rx: 13354182 | IP Addr: 10.149.235.28 | Public IP: 27.6.140.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:02 IST Fri Jun 26 2020 | Duration: 1h:41m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 65948407 | Bytes Rx: 13354182 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193596 | Audit Session ID: 0a95072b2f43c0005ef570a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193596 | Audit Session ID: 0a95072b2f43c0005ef570a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: prkumbha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.36 | Public IP: 123.201.54.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:15 IST Fri Jun 26 2020 | Duration: 1h:41m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 100654032 | Bytes Rx: 34515054 | IP Addr: 10.149.235.36 | Public IP: 123.201.54.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:15 IST Fri Jun 26 2020 | Duration: 1h:41m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 100654032 | Bytes Rx: 34515054 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193597 | Audit Session ID: 0a95072b2f43d0005ef570b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193597 | Audit Session ID: 0a95072b2f43d0005ef570b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sridharl | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.39 | Public IP: 171.78.161.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:02 IST Fri Jun 26 2020 | Duration: 1h:40m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 33200780 | Bytes Rx: 27488461 | IP Addr: 10.149.235.39 | Public IP: 171.78.161.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:02 IST Fri Jun 26 2020 | Duration: 1h:40m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 33200780 | Bytes Rx: 27488461 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193600 | Audit Session ID: 0a95072b2f4400005ef570e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193600 | Audit Session ID: 0a95072b2f4400005ef570e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivaji.m | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.40 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:05 IST Fri Jun 26 2020 | Duration: 1h:40m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 44029544 | Bytes Rx: 27445786 | IP Addr: 10.149.235.40 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:05 IST Fri Jun 26 2020 | Duration: 1h:40m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 44029544 | Bytes Rx: 27445786 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193601 | Audit Session ID: 0a95072b2f4410005ef570e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193601 | Audit Session ID: 0a95072b2f4410005ef570e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: thiraviyan.r | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.25 | Public IP: 157.50.153.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:32 IST Fri Jun 26 2020 | Duration: 1h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 41503269 | Bytes Rx: 16477829 | IP Addr: 10.149.235.25 | Public IP: 157.50.153.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:32 IST Fri Jun 26 2020 | Duration: 1h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 41503269 | Bytes Rx: 16477829 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193603 | Audit Session ID: 0a95072b2f4430005ef57100 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193603 | Audit Session ID: 0a95072b2f4430005ef57100 | Security Group Tag: none | EasyVPN: 0 ||
Username: girnagar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.44 | Public IP: 103.103.8.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:02 IST Fri Jun 26 2020 | Duration: 1h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 33922813 | Bytes Rx: 17161155 | IP Addr: 10.149.235.44 | Public IP: 103.103.8.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:02 IST Fri Jun 26 2020 | Duration: 1h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 33922813 | Bytes Rx: 17161155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193606 | Audit Session ID: 0a95072b2f4460005ef5711e | Security Group Tag: none | EasyVPN: 0 |Session ID: 193606 | Audit Session ID: 0a95072b2f4460005ef5711e | Security Group Tag: none | EasyVPN: 0 ||
Username: Rnataraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.37 | Public IP: 27.5.176.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:11 IST Fri Jun 26 2020 | Duration: 1h:39m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 147798963 | Bytes Rx: 32318718 | IP Addr: 10.149.234.37 | Public IP: 27.5.176.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:11 IST Fri Jun 26 2020 | Duration: 1h:39m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 147798963 | Bytes Rx: 32318718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193608 | Audit Session ID: 0a95072b2f4480005ef57127 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193608 | Audit Session ID: 0a95072b2f4480005ef57127 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudkrish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.96 | Public IP: 183.83.152.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:56 IST Fri Jun 26 2020 | Duration: 1h:38m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 59515375 | Bytes Rx: 89291069 | IP Addr: 10.149.235.96 | Public IP: 183.83.152.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:56 IST Fri Jun 26 2020 | Duration: 1h:38m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 59515375 | Bytes Rx: 89291069 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193611 | Audit Session ID: 0a95072b2f44b0005ef57154 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193611 | Audit Session ID: 0a95072b2f44b0005ef57154 | Security Group Tag: none | EasyVPN: 0 ||
Username: mahkumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.98 | Public IP: 106.197.151.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:10 IST Fri Jun 26 2020 | Duration: 1h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 263319468 | Bytes Rx: 220535728 | IP Addr: 10.149.235.98 | Public IP: 106.197.151.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:10 IST Fri Jun 26 2020 | Duration: 1h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 263319468 | Bytes Rx: 220535728 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193613 | Audit Session ID: 0a95072b2f44d0005ef57162 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193613 | Audit Session ID: 0a95072b2f44d0005ef57162 | Security Group Tag: none | EasyVPN: 0 ||
Username: sijo.mathew | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.82 | Public IP: 202.83.56.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:38 IST Fri Jun 26 2020 | Duration: 1h:37m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 209292646 | Bytes Rx: 30500973 | IP Addr: 10.149.235.82 | Public IP: 202.83.56.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:38 IST Fri Jun 26 2020 | Duration: 1h:37m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 209292646 | Bytes Rx: 30500973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193615 | Audit Session ID: 0a95072b2f44f0005ef5717e | Security Group Tag: none | EasyVPN: 0 |Session ID: 193615 | Audit Session ID: 0a95072b2f44f0005ef5717e | Security Group Tag: none | EasyVPN: 0 ||
Username: aravinth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.101 | Public IP: 115.97.89.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:40 IST Fri Jun 26 2020 | Duration: 1h:37m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 132035726 | Bytes Rx: 39614859 | IP Addr: 10.149.235.101 | Public IP: 115.97.89.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:40 IST Fri Jun 26 2020 | Duration: 1h:37m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 132035726 | Bytes Rx: 39614859 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193616 | Audit Session ID: 0a95072b2f4500005ef57180 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193616 | Audit Session ID: 0a95072b2f4500005ef57180 | Security Group Tag: none | EasyVPN: 0 ||
Username: jeyavelan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.102 | Public IP: 157.50.164.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:40 IST Fri Jun 26 2020 | Duration: 1h:37m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 132104475 | Bytes Rx: 85744295 | IP Addr: 10.149.235.102 | Public IP: 157.50.164.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:40 IST Fri Jun 26 2020 | Duration: 1h:37m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 132104475 | Bytes Rx: 85744295 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193617 | Audit Session ID: 0a95072b2f4510005ef57180 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193617 | Audit Session ID: 0a95072b2f4510005ef57180 | Security Group Tag: none | EasyVPN: 0 ||
Username: divydill | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.103 | Public IP: 60.243.108.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:51 IST Fri Jun 26 2020 | Duration: 1h:37m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 18840288 | Bytes Rx: 6518089 | IP Addr: 10.149.235.103 | Public IP: 60.243.108.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:51 IST Fri Jun 26 2020 | Duration: 1h:37m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 18840288 | Bytes Rx: 6518089 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193618 | Audit Session ID: 0a95072b2f4520005ef5718b | Security Group Tag: none | EasyVPN: 0 |Session ID: 193618 | Audit Session ID: 0a95072b2f4520005ef5718b | Security Group Tag: none | EasyVPN: 0 ||
