sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 4d 16h:41m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 10797626245 | Bytes Rx: 1853073017 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 4d 16h:41m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 10797626245 | Bytes Rx: 1853073017 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: aabbas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.8 | Public IP: 157.46.34.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:17 IST Fri Jun 26 2020 | Duration: 5h:21m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 176920940 | Bytes Rx: 347258350 | IP Addr: 10.149.234.8 | Public IP: 157.46.34.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:17 IST Fri Jun 26 2020 | Duration: 5h:21m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 176920940 | Bytes Rx: 347258350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193834 | Audit Session ID: 0a95072b2f52a0005ef57bf5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193834 | Audit Session ID: 0a95072b2f52a0005ef57bf5 | Security Group Tag: none | EasyVPN: 0 ||
Username: hnagraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.6 | Public IP: 121.243.33.212 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:09:20 IST Fri Jun 26 2020 | Duration: 5h:21m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 717386986 | Bytes Rx: 178857234 | IP Addr: 10.149.234.6 | Public IP: 121.243.33.212 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:09:20 IST Fri Jun 26 2020 | Duration: 5h:21m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 717386986 | Bytes Rx: 178857234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193835 | Audit Session ID: 0a95072b2f52b0005ef57bf8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193835 | Audit Session ID: 0a95072b2f52b0005ef57bf8 | Security Group Tag: none | EasyVPN: 0 ||
Username: jesarava | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.88 | Public IP: 157.50.14.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:49 IST Fri Jun 26 2020 | Duration: 5h:19m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 404700297 | Bytes Rx: 154641206 | IP Addr: 10.149.234.88 | Public IP: 157.50.14.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:49 IST Fri Jun 26 2020 | Duration: 5h:19m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 404700297 | Bytes Rx: 154641206 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193840 | Audit Session ID: 0a95072b2f5300005ef57c8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 193840 | Audit Session ID: 0a95072b2f5300005ef57c8d | Security Group Tag: none | EasyVPN: 0 ||
Username: bsendray | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.90 | Public IP: 157.46.54.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:54 IST Fri Jun 26 2020 | Duration: 5h:19m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 837300763 | Bytes Rx: 94095409 | IP Addr: 10.149.234.90 | Public IP: 157.46.54.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:54 IST Fri Jun 26 2020 | Duration: 5h:19m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 837300763 | Bytes Rx: 94095409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193842 | Audit Session ID: 0a95072b2f5320005ef57c92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193842 | Audit Session ID: 0a95072b2f5320005ef57c92 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkandru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.10 | Public IP: 106.76.253.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:12:23 IST Fri Jun 26 2020 | Duration: 5h:18m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 244658306 | Bytes Rx: 130505470 | IP Addr: 10.149.234.10 | Public IP: 106.76.253.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:12:23 IST Fri Jun 26 2020 | Duration: 5h:18m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 244658306 | Bytes Rx: 130505470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193845 | Audit Session ID: 0a95072b2f5350005ef57caf | Security Group Tag: none | EasyVPN: 0 |Session ID: 193845 | Audit Session ID: 0a95072b2f5350005ef57caf | Security Group Tag: none | EasyVPN: 0 ||
Username: Rguna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.168 | Public IP: 27.62.56.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:22 IST Fri Jun 26 2020 | Duration: 5h:17m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 559723761 | Bytes Rx: 200415433 | IP Addr: 10.149.234.168 | Public IP: 27.62.56.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:22 IST Fri Jun 26 2020 | Duration: 5h:17m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 559723761 | Bytes Rx: 200415433 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193858 | Audit Session ID: 0a95072b2f5420005ef57cea | Security Group Tag: none | EasyVPN: 0 |Session ID: 193858 | Audit Session ID: 0a95072b2f5420005ef57cea | Security Group Tag: none | EasyVPN: 0 ||
Username: Babuponn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.17 | Public IP: 220.158.141.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:27 IST Fri Jun 26 2020 | Duration: 5h:17m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 5064501665 | Bytes Rx: 232897240 | IP Addr: 10.149.234.17 | Public IP: 220.158.141.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:27 IST Fri Jun 26 2020 | Duration: 5h:17m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 5064501665 | Bytes Rx: 232897240 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193860 | Audit Session ID: 0a95072b2f5440005ef57cef | Security Group Tag: none | EasyVPN: 0 |Session ID: 193860 | Audit Session ID: 0a95072b2f5440005ef57cef | Security Group Tag: none | EasyVPN: 0 ||
Username: BSekaran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.18 | Public IP: 157.46.22.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:48 IST Fri Jun 26 2020 | Duration: 5h:17m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 204822732 | Bytes Rx: 50467259 | IP Addr: 10.149.234.18 | Public IP: 157.46.22.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:48 IST Fri Jun 26 2020 | Duration: 5h:17m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 204822732 | Bytes Rx: 50467259 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193867 | Audit Session ID: 0a95072b2f54b0005ef57d04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193867 | Audit Session ID: 0a95072b2f54b0005ef57d04 | Security Group Tag: none | EasyVPN: 0 ||
Username: pramojad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.171 | Public IP: 49.33.138.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:06 IST Fri Jun 26 2020 | Duration: 5h:16m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 529057458 | Bytes Rx: 69442814 | IP Addr: 10.149.234.171 | Public IP: 49.33.138.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:06 IST Fri Jun 26 2020 | Duration: 5h:16m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 529057458 | Bytes Rx: 69442814 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193870 | Audit Session ID: 0a95072b2f54e0005ef57d16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193870 | Audit Session ID: 0a95072b2f54e0005ef57d16 | Security Group Tag: none | EasyVPN: 0 ||
Username: gkandasa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.176 | Public IP: 106.198.120.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:25 IST Fri Jun 26 2020 | Duration: 5h:16m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 200867269 | Bytes Rx: 188705048 | IP Addr: 10.149.234.176 | Public IP: 106.198.120.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:25 IST Fri Jun 26 2020 | Duration: 5h:16m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 200867269 | Bytes Rx: 188705048 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193874 | Audit Session ID: 0a95072b2f5520005ef57d29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193874 | Audit Session ID: 0a95072b2f5520005ef57d29 | Security Group Tag: none | EasyVPN: 0 ||
Username: bharathp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.178 | Public IP: 49.207.134.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:13 IST Fri Jun 26 2020 | Duration: 5h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 780549768 | Bytes Rx: 135378135 | IP Addr: 10.149.234.178 | Public IP: 49.207.134.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:13 IST Fri Jun 26 2020 | Duration: 5h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 780549768 | Bytes Rx: 135378135 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193879 | Audit Session ID: 0a95072b2f5570005ef57d59 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193879 | Audit Session ID: 0a95072b2f5570005ef57d59 | Security Group Tag: none | EasyVPN: 0 ||
Username: lakshmi.rao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.182 | Public IP: 113.193.145.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:20 IST Fri Jun 26 2020 | Duration: 5h:15m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 334484255 | Bytes Rx: 57796854 | IP Addr: 10.149.234.182 | Public IP: 113.193.145.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:20 IST Fri Jun 26 2020 | Duration: 5h:15m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 334484255 | Bytes Rx: 57796854 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193882 | Audit Session ID: 0a95072b2f55a0005ef57d60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193882 | Audit Session ID: 0a95072b2f55a0005ef57d60 | Security Group Tag: none | EasyVPN: 0 ||
Username: rnehru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.183 | Public IP: 202.53.6.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:29 IST Fri Jun 26 2020 | Duration: 5h:15m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 715039175 | Bytes Rx: 138232861 | IP Addr: 10.149.234.183 | Public IP: 202.53.6.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:29 IST Fri Jun 26 2020 | Duration: 5h:15m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 715039175 | Bytes Rx: 138232861 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193885 | Audit Session ID: 0a95072b2f55d0005ef57d69 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193885 | Audit Session ID: 0a95072b2f55d0005ef57d69 | Security Group Tag: none | EasyVPN: 0 ||
Username: Aritram | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.188 | Public IP: 42.110.166.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:53 IST Fri Jun 26 2020 | Duration: 5h:11m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 898908331 | Bytes Rx: 319205410 | IP Addr: 10.149.234.188 | Public IP: 42.110.166.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:53 IST Fri Jun 26 2020 | Duration: 5h:11m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 898908331 | Bytes Rx: 319205410 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193890 | Audit Session ID: 0a95072b2f5620005ef57e71 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193890 | Audit Session ID: 0a95072b2f5620005ef57e71 | Security Group Tag: none | EasyVPN: 0 ||
Username: DVenkatr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.189 | Public IP: 60.243.15.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:15 IST Fri Jun 26 2020 | Duration: 5h:10m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 166942295 | Bytes Rx: 229870772 | IP Addr: 10.149.234.189 | Public IP: 60.243.15.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:15 IST Fri Jun 26 2020 | Duration: 5h:10m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 166942295 | Bytes Rx: 229870772 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193894 | Audit Session ID: 0a95072b2f5660005ef57e87 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193894 | Audit Session ID: 0a95072b2f5660005ef57e87 | Security Group Tag: none | EasyVPN: 0 ||
Username: MShiwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.22 | Public IP: 49.205.78.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:44 IST Fri Jun 26 2020 | Duration: 5h:10m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 378048962 | Bytes Rx: 58219793 | IP Addr: 10.149.235.22 | Public IP: 49.205.78.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:44 IST Fri Jun 26 2020 | Duration: 5h:10m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 378048962 | Bytes Rx: 58219793 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193895 | Audit Session ID: 0a95072b2f5670005ef57ea4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193895 | Audit Session ID: 0a95072b2f5670005ef57ea4 | Security Group Tag: none | EasyVPN: 0 ||
Username: munuss | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.51 | Public IP: 42.111.161.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:06 IST Fri Jun 26 2020 | Duration: 5h:09m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1998016810 | Bytes Rx: 74914326 | IP Addr: 10.149.235.51 | Public IP: 42.111.161.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:06 IST Fri Jun 26 2020 | Duration: 5h:09m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1998016810 | Bytes Rx: 74914326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193899 | Audit Session ID: 0a95072b2f56b0005ef57eba | Security Group Tag: none | EasyVPN: 0 |Session ID: 193899 | Audit Session ID: 0a95072b2f56b0005ef57eba | Security Group Tag: none | EasyVPN: 0 ||
Username: premraje | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.20 | Public IP: 49.206.127.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:11 IST Fri Jun 26 2020 | Duration: 5h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 48496905 | Bytes Rx: 174598800 | IP Addr: 10.149.234.20 | Public IP: 49.206.127.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:11 IST Fri Jun 26 2020 | Duration: 5h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 48496905 | Bytes Rx: 174598800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193900 | Audit Session ID: 0a95072b2f56c0005ef57ebf | Security Group Tag: none | EasyVPN: 0 |Session ID: 193900 | Audit Session ID: 0a95072b2f56c0005ef57ebf | Security Group Tag: none | EasyVPN: 0 ||
Username: rosojwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.63 | Public IP: 157.50.11.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:48 IST Fri Jun 26 2020 | Duration: 5h:09m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 726908684 | Bytes Rx: 97450984 | IP Addr: 10.149.235.63 | Public IP: 157.50.11.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:48 IST Fri Jun 26 2020 | Duration: 5h:09m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 726908684 | Bytes Rx: 97450984 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193907 | Audit Session ID: 0a95072b2f5730005ef57ee4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193907 | Audit Session ID: 0a95072b2f5730005ef57ee4 | Security Group Tag: none | EasyVPN: 0 ||
