sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 123.201.36.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 1d 3h:51m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3636240707 | Bytes Rx: 163527328872 | IP Addr: 10.150.238.172 | Public IP: 123.201.36.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:39:12 IST Mon Jun 8 2020 | Duration: 1d 3h:51m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3636240707 | Bytes Rx: 163527328872 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 1301 | Audit Session ID: 0a96cf6a005150005eddabd8 | Security Group Tag: none | EasyVPN: 0 ||
Username: rlakshak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.222 | Public IP: 106.193.219.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:05 IST Tue Jun 9 2020 | Duration: 2h:48m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 65344798 | Bytes Rx: 31631106 | IP Addr: 10.150.238.222 | Public IP: 106.193.219.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:05 IST Tue Jun 9 2020 | Duration: 2h:48m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 65344798 | Bytes Rx: 31631106 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6895 | Audit Session ID: 0a96cf6a01aef0005edf0c15 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6895 | Audit Session ID: 0a96cf6a01aef0005edf0c15 | Security Group Tag: none | EasyVPN: 0 ||
Username: skaisan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.29 | Public IP: 103.74.111.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:18 IST Tue Jun 9 2020 | Duration: 2h:48m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 554488126 | Bytes Rx: 23306282 | IP Addr: 10.150.238.29 | Public IP: 103.74.111.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:18 IST Tue Jun 9 2020 | Duration: 2h:48m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 554488126 | Bytes Rx: 23306282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6896 | Audit Session ID: 0a96cf6a01af00005edf0c22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6896 | Audit Session ID: 0a96cf6a01af00005edf0c22 | Security Group Tag: none | EasyVPN: 0 ||
Username: svardeka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.30 | Public IP: 106.220.157.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:32 IST Tue Jun 9 2020 | Duration: 2h:47m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 252059186 | Bytes Rx: 42451362 | IP Addr: 10.150.238.30 | Public IP: 106.220.157.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:32 IST Tue Jun 9 2020 | Duration: 2h:47m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 252059186 | Bytes Rx: 42451362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6898 | Audit Session ID: 0a96cf6a01af20005edf0c30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6898 | Audit Session ID: 0a96cf6a01af20005edf0c30 | Security Group Tag: none | EasyVPN: 0 ||
Username: AKhedkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.35 | Public IP: 157.47.42.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:33 IST Tue Jun 9 2020 | Duration: 2h:47m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 229464347 | Bytes Rx: 8948620 | IP Addr: 10.150.238.35 | Public IP: 157.47.42.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:33 IST Tue Jun 9 2020 | Duration: 2h:47m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 229464347 | Bytes Rx: 8948620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6899 | Audit Session ID: 0a96cf6a01af30005edf0c31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6899 | Audit Session ID: 0a96cf6a01af30005edf0c31 | Security Group Tag: none | EasyVPN: 0 ||
Username: NZende | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.31 | Public IP: 49.35.53.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:35 IST Tue Jun 9 2020 | Duration: 2h:47m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 989030320 | Bytes Rx: 71547794 | IP Addr: 10.150.238.31 | Public IP: 49.35.53.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:35 IST Tue Jun 9 2020 | Duration: 2h:47m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 989030320 | Bytes Rx: 71547794 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6901 | Audit Session ID: 0a96cf6a01af50005edf0c33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6901 | Audit Session ID: 0a96cf6a01af50005edf0c33 | Security Group Tag: none | EasyVPN: 0 ||
Username: vidya.malkhare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.33 | Public IP: 49.35.58.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:39 IST Tue Jun 9 2020 | Duration: 2h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 484227411 | Bytes Rx: 45287591 | IP Addr: 10.150.238.33 | Public IP: 49.35.58.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:39 IST Tue Jun 9 2020 | Duration: 2h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 484227411 | Bytes Rx: 45287591 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6903 | Audit Session ID: 0a96cf6a01af70005edf0c37 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6903 | Audit Session ID: 0a96cf6a01af70005edf0c37 | Security Group Tag: none | EasyVPN: 0 ||
Username: SShinde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.39 | Public IP: 106.193.213.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:42 IST Tue Jun 9 2020 | Duration: 2h:47m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 60420418 | Bytes Rx: 34562313 | IP Addr: 10.150.238.39 | Public IP: 106.193.213.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:42 IST Tue Jun 9 2020 | Duration: 2h:47m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 60420418 | Bytes Rx: 34562313 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6904 | Audit Session ID: 0a96cf6a01af80005edf0c3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 6904 | Audit Session ID: 0a96cf6a01af80005edf0c3a | Security Group Tag: none | EasyVPN: 0 ||
Username: AksNapte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.34 | Public IP: 183.87.42.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:42 IST Tue Jun 9 2020 | Duration: 2h:47m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1210484366 | Bytes Rx: 58243472 | IP Addr: 10.150.238.34 | Public IP: 183.87.42.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:42 IST Tue Jun 9 2020 | Duration: 2h:47m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1210484366 | Bytes Rx: 58243472 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6905 | Audit Session ID: 0a96cf6a01af90005edf0c3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 6905 | Audit Session ID: 0a96cf6a01af90005edf0c3a | Security Group Tag: none | EasyVPN: 0 ||
Username: mjakkula | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.36 | Public IP: 106.208.52.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:46 IST Tue Jun 9 2020 | Duration: 2h:47m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 40268049 | Bytes Rx: 16988206 | IP Addr: 10.150.238.36 | Public IP: 106.208.52.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:46 IST Tue Jun 9 2020 | Duration: 2h:47m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 40268049 | Bytes Rx: 16988206 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6906 | Audit Session ID: 0a96cf6a01afa0005edf0c3e | Security Group Tag: none | EasyVPN: 0 |Session ID: 6906 | Audit Session ID: 0a96cf6a01afa0005edf0c3e | Security Group Tag: none | EasyVPN: 0 ||
Username: SRanawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.40 | Public IP: 103.84.83.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:46 IST Tue Jun 9 2020 | Duration: 2h:47m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 279401145 | Bytes Rx: 83599561 | IP Addr: 10.150.238.40 | Public IP: 103.84.83.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:46 IST Tue Jun 9 2020 | Duration: 2h:47m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 279401145 | Bytes Rx: 83599561 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6907 | Audit Session ID: 0a96cf6a01afb0005edf0c3e | Security Group Tag: none | EasyVPN: 0 |Session ID: 6907 | Audit Session ID: 0a96cf6a01afb0005edf0c3e | Security Group Tag: none | EasyVPN: 0 ||
Username: nitekale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.37 | Public IP: 103.252.53.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:47 IST Tue Jun 9 2020 | Duration: 2h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 181314677 | Bytes Rx: 23943290 | IP Addr: 10.150.238.37 | Public IP: 103.252.53.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:47 IST Tue Jun 9 2020 | Duration: 2h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 181314677 | Bytes Rx: 23943290 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6908 | Audit Session ID: 0a96cf6a01afc0005edf0c3f | Security Group Tag: none | EasyVPN: 0 |Session ID: 6908 | Audit Session ID: 0a96cf6a01afc0005edf0c3f | Security Group Tag: none | EasyVPN: 0 ||
Username: ashwyada | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.38 | Public IP: 103.110.254.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:49 IST Tue Jun 9 2020 | Duration: 2h:47m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 726638092 | Bytes Rx: 57632291 | IP Addr: 10.150.238.38 | Public IP: 103.110.254.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:42:49 IST Tue Jun 9 2020 | Duration: 2h:47m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 726638092 | Bytes Rx: 57632291 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6909 | Audit Session ID: 0a96cf6a01afd0005edf0c41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6909 | Audit Session ID: 0a96cf6a01afd0005edf0c41 | Security Group Tag: none | EasyVPN: 0 ||
Username: mtare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.41 | Public IP: 103.112.6.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:04 IST Tue Jun 9 2020 | Duration: 2h:47m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 221966421 | Bytes Rx: 78704978 | IP Addr: 10.150.238.41 | Public IP: 103.112.6.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:04 IST Tue Jun 9 2020 | Duration: 2h:47m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 221966421 | Bytes Rx: 78704978 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6910 | Audit Session ID: 0a96cf6a01afe0005edf0c50 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6910 | Audit Session ID: 0a96cf6a01afe0005edf0c50 | Security Group Tag: none | EasyVPN: 0 ||
Username: rkeluska | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.45 | Public IP: 106.193.210.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:22 IST Tue Jun 9 2020 | Duration: 2h:47m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 605732176 | Bytes Rx: 727844219 | IP Addr: 10.150.238.45 | Public IP: 106.193.210.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:22 IST Tue Jun 9 2020 | Duration: 2h:47m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 605732176 | Bytes Rx: 727844219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6913 | Audit Session ID: 0a96cf6a01b010005edf0c62 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6913 | Audit Session ID: 0a96cf6a01b010005edf0c62 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunaypat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.44 | Public IP: 116.74.133.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:23 IST Tue Jun 9 2020 | Duration: 2h:47m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 271011894 | Bytes Rx: 67516853 | IP Addr: 10.150.238.44 | Public IP: 116.74.133.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:23 IST Tue Jun 9 2020 | Duration: 2h:47m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 271011894 | Bytes Rx: 67516853 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6914 | Audit Session ID: 0a96cf6a01b020005edf0c63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6914 | Audit Session ID: 0a96cf6a01b020005edf0c63 | Security Group Tag: none | EasyVPN: 0 ||
Username: SHANGURA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.46 | Public IP: 106.193.208.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:33 IST Tue Jun 9 2020 | Duration: 2h:46m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 697524297 | Bytes Rx: 271624392 | IP Addr: 10.150.238.46 | Public IP: 106.193.208.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:33 IST Tue Jun 9 2020 | Duration: 2h:46m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 697524297 | Bytes Rx: 271624392 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6915 | Audit Session ID: 0a96cf6a01b030005edf0c6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 6915 | Audit Session ID: 0a96cf6a01b030005edf0c6d | Security Group Tag: none | EasyVPN: 0 ||
Username: kunaveen | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.48 | Public IP: 157.45.152.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:35 IST Tue Jun 9 2020 | Duration: 2h:46m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 217520074 | Bytes Rx: 28326904 | IP Addr: 10.150.238.48 | Public IP: 157.45.152.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:35 IST Tue Jun 9 2020 | Duration: 2h:46m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 217520074 | Bytes Rx: 28326904 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6916 | Audit Session ID: 0a96cf6a01b040005edf0c6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 6916 | Audit Session ID: 0a96cf6a01b040005edf0c6f | Security Group Tag: none | EasyVPN: 0 ||
Username: Ezhina | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.47 | Public IP: 103.25.46.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:47 IST Tue Jun 9 2020 | Duration: 2h:46m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 64213096 | Bytes Rx: 25811221 | IP Addr: 10.150.238.47 | Public IP: 103.25.46.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:47 IST Tue Jun 9 2020 | Duration: 2h:46m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 64213096 | Bytes Rx: 25811221 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6917 | Audit Session ID: 0a96cf6a01b050005edf0c7b | Security Group Tag: none | EasyVPN: 0 |Session ID: 6917 | Audit Session ID: 0a96cf6a01b050005edf0c7b | Security Group Tag: none | EasyVPN: 0 ||
Username: SHSENGUP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.50 | Public IP: 49.35.48.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:18 IST Tue Jun 9 2020 | Duration: 2h:44m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 159166204 | Bytes Rx: 59429796 | IP Addr: 10.150.238.50 | Public IP: 49.35.48.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:46:18 IST Tue Jun 9 2020 | Duration: 2h:44m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 159166204 | Bytes Rx: 59429796 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 6920 | Audit Session ID: 0a96cf6a01b080005edf0d12 | Security Group Tag: none | EasyVPN: 0 |Session ID: 6920 | Audit Session ID: 0a96cf6a01b080005edf0d12 | Security Group Tag: none | EasyVPN: 0 ||
