sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 6h:38m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 246196299 | Bytes Rx: 121011416 | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 6h:38m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 246196299 | Bytes Rx: 121011416 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.munjal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.29 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:00 IST Sun Jun 7 2020 | Duration: 7h:03m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 128797900 | Bytes Rx: 98055397 | IP Addr: 10.149.232.29 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:00 IST Sun Jun 7 2020 | Duration: 7h:03m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 128797900 | Bytes Rx: 98055397 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137802 | Audit Session ID: 0a95072a21a4a0005edc6cd0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137802 | Audit Session ID: 0a95072a21a4a0005edc6cd0 | Security Group Tag: none | EasyVPN: 0 ||
Username: surgunja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.5 | Public IP: 183.83.38.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:31 IST Sun Jun 7 2020 | Duration: 6h:59m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 273702638 | Bytes Rx: 552127819 | IP Addr: 10.149.232.5 | Public IP: 183.83.38.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:31 IST Sun Jun 7 2020 | Duration: 6h:59m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 273702638 | Bytes Rx: 552127819 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137803 | Audit Session ID: 0a95072a21a4b0005edc6da3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137803 | Audit Session ID: 0a95072a21a4b0005edc6da3 | Security Group Tag: none | EasyVPN: 0 ||
Username: KumVivek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.34 | Public IP: 202.142.86.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:08:42 IST Sun Jun 7 2020 | Duration: 6h:52m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 784695418 | Bytes Rx: 110070812 | IP Addr: 10.149.232.34 | Public IP: 202.142.86.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:08:42 IST Sun Jun 7 2020 | Duration: 6h:52m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 784695418 | Bytes Rx: 110070812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137809 | Audit Session ID: 0a95072a21a510005edc6f52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137809 | Audit Session ID: 0a95072a21a510005edc6f52 | Security Group Tag: none | EasyVPN: 0 ||
Username: asyadav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.201 | Public IP: 106.193.211.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:48 IST Sun Jun 7 2020 | Duration: 6h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 77038500 | Bytes Rx: 34475307 | IP Addr: 10.149.233.201 | Public IP: 106.193.211.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:48 IST Sun Jun 7 2020 | Duration: 6h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 77038500 | Bytes Rx: 34475307 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137822 | Audit Session ID: 0a95072a21a5e0005edc7480 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137822 | Audit Session ID: 0a95072a21a5e0005edc7480 | Security Group Tag: none | EasyVPN: 0 ||
Username: savarghe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 103.214.62.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:24 IST Sun Jun 7 2020 | Duration: 6h:29m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 72661983 | Bytes Rx: 33832995 | IP Addr: 10.149.233.210 | Public IP: 103.214.62.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:24 IST Sun Jun 7 2020 | Duration: 6h:29m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 72661983 | Bytes Rx: 33832995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137823 | Audit Session ID: 0a95072a21a5f0005edc74a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137823 | Audit Session ID: 0a95072a21a5f0005edc74a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: rosratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.39 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:26 IST Sun Jun 7 2020 | Duration: 5h:42m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 1207031112 | Bytes Rx: 153742566 | IP Addr: 10.149.232.39 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:26 IST Sun Jun 7 2020 | Duration: 5h:42m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 1207031112 | Bytes Rx: 153742566 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137839 | Audit Session ID: 0a95072a21a6f0005edc7faa | Security Group Tag: none | EasyVPN: 0 |Session ID: 137839 | Audit Session ID: 0a95072a21a6f0005edc7faa | Security Group Tag: none | EasyVPN: 0 ||
Username: YuvaPeru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.42 | Public IP: 157.46.5.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:54 IST Sun Jun 7 2020 | Duration: 5h:32m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 90640475 | Bytes Rx: 34074945 | IP Addr: 10.149.232.42 | Public IP: 157.46.5.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:54 IST Sun Jun 7 2020 | Duration: 5h:32m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 90640475 | Bytes Rx: 34074945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137844 | Audit Session ID: 0a95072a21a740005edc821e | Security Group Tag: none | EasyVPN: 0 |Session ID: 137844 | Audit Session ID: 0a95072a21a740005edc821e | Security Group Tag: none | EasyVPN: 0 ||
Username: santosh.shinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.41 | Public IP: 106.200.110.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:20 IST Sun Jun 7 2020 | Duration: 5h:29m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1054879341 | Bytes Rx: 737168352 | IP Addr: 10.149.232.41 | Public IP: 106.200.110.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:20 IST Sun Jun 7 2020 | Duration: 5h:29m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1054879341 | Bytes Rx: 737168352 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137848 | Audit Session ID: 0a95072a21a780005edc82b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137848 | Audit Session ID: 0a95072a21a780005edc82b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: skrishna | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.51 | Public IP: 223.181.114.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:28 IST Sun Jun 7 2020 | Duration: 5h:26m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 160273813 | Bytes Rx: 112569175 | IP Addr: 10.149.232.51 | Public IP: 223.181.114.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:28 IST Sun Jun 7 2020 | Duration: 5h:26m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 160273813 | Bytes Rx: 112569175 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137852 | Audit Session ID: 0a95072a21a7c0005edc836c | Security Group Tag: none | EasyVPN: 0 |Session ID: 137852 | Audit Session ID: 0a95072a21a7c0005edc836c | Security Group Tag: none | EasyVPN: 0 ||
Username: saratku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.53 | Public IP: 157.51.106.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:51 IST Sun Jun 7 2020 | Duration: 5h:12m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 404064330 | Bytes Rx: 61496094 | IP Addr: 10.149.232.53 | Public IP: 157.51.106.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:51 IST Sun Jun 7 2020 | Duration: 5h:12m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 404064330 | Bytes Rx: 61496094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137857 | Audit Session ID: 0a95072a21a810005edc86cb | Security Group Tag: none | EasyVPN: 0 |Session ID: 137857 | Audit Session ID: 0a95072a21a810005edc86cb | Security Group Tag: none | EasyVPN: 0 ||
Username: karlkris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.54 | Public IP: 157.51.104.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:07 IST Sun Jun 7 2020 | Duration: 5h:11m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 314046759 | Bytes Rx: 80480311 | IP Addr: 10.149.232.54 | Public IP: 157.51.104.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:07 IST Sun Jun 7 2020 | Duration: 5h:11m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 314046759 | Bytes Rx: 80480311 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137859 | Audit Session ID: 0a95072a21a830005edc86db | Security Group Tag: none | EasyVPN: 0 |Session ID: 137859 | Audit Session ID: 0a95072a21a830005edc86db | Security Group Tag: none | EasyVPN: 0 ||
Username: niprabhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.56 | Public IP: 49.207.135.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:26 IST Sun Jun 7 2020 | Duration: 5h:10m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 118285742 | Bytes Rx: 46900777 | IP Addr: 10.149.232.56 | Public IP: 49.207.135.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:26 IST Sun Jun 7 2020 | Duration: 5h:10m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 118285742 | Bytes Rx: 46900777 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137861 | Audit Session ID: 0a95072a21a850005edc872a | Security Group Tag: none | EasyVPN: 0 |Session ID: 137861 | Audit Session ID: 0a95072a21a850005edc872a | Security Group Tag: none | EasyVPN: 0 ||
Username: RoSakpal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.57 | Public IP: 157.33.179.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:18 IST Sun Jun 7 2020 | Duration: 5h:09m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 198113160 | Bytes Rx: 62500324 | IP Addr: 10.149.232.57 | Public IP: 157.33.179.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:18 IST Sun Jun 7 2020 | Duration: 5h:09m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 198113160 | Bytes Rx: 62500324 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137862 | Audit Session ID: 0a95072a21a860005edc875e | Security Group Tag: none | EasyVPN: 0 |Session ID: 137862 | Audit Session ID: 0a95072a21a860005edc875e | Security Group Tag: none | EasyVPN: 0 ||
Username: Rashadar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.188 | Public IP: 137.97.183.101 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:52:42 IST Sun Jun 7 2020 | Duration: 5h:08m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 68050138 | Bytes Rx: 28695691 | IP Addr: 10.149.233.188 | Public IP: 137.97.183.101 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:52:42 IST Sun Jun 7 2020 | Duration: 5h:08m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 68050138 | Bytes Rx: 28695691 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137863 | Audit Session ID: 0a95072a21a870005edc87b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137863 | Audit Session ID: 0a95072a21a870005edc87b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: jnagaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 49.206.127.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:53:55 IST Sun Jun 7 2020 | Duration: 5h:07m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 168453675 | Bytes Rx: 420256353 | IP Addr: 10.149.233.203 | Public IP: 49.206.127.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:53:55 IST Sun Jun 7 2020 | Duration: 5h:07m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 168453675 | Bytes Rx: 420256353 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137865 | Audit Session ID: 0a95072a21a890005edc87fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 137865 | Audit Session ID: 0a95072a21a890005edc87fb | Security Group Tag: none | EasyVPN: 0 ||
Username: rmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 115.97.51.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:16 IST Sun Jun 7 2020 | Duration: 5h:06m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 101476473 | Bytes Rx: 181757767 | IP Addr: 10.149.233.205 | Public IP: 115.97.51.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:16 IST Sun Jun 7 2020 | Duration: 5h:06m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 101476473 | Bytes Rx: 181757767 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137866 | Audit Session ID: 0a95072a21a8a0005edc8810 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137866 | Audit Session ID: 0a95072a21a8a0005edc8810 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuryTrip | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.220 | Public IP: 103.84.81.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:42 IST Sun Jun 7 2020 | Duration: 5h:06m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2146026732 | Bytes Rx: 163297179 | IP Addr: 10.149.233.220 | Public IP: 103.84.81.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:42 IST Sun Jun 7 2020 | Duration: 5h:06m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2146026732 | Bytes Rx: 163297179 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137867 | Audit Session ID: 0a95072a21a8b0005edc882a | Security Group Tag: none | EasyVPN: 0 |Session ID: 137867 | Audit Session ID: 0a95072a21a8b0005edc882a | Security Group Tag: none | EasyVPN: 0 ||
Username: pramakri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.193 | Public IP: 157.51.160.19 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:57:21 IST Sun Jun 7 2020 | Duration: 5h:03m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 73666754 | Bytes Rx: 26981022 | IP Addr: 10.149.233.193 | Public IP: 157.51.160.19 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:57:21 IST Sun Jun 7 2020 | Duration: 5h:03m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 73666754 | Bytes Rx: 26981022 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137870 | Audit Session ID: 0a95072a21a8e0005edc88c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137870 | Audit Session ID: 0a95072a21a8e0005edc88c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: kulbisht | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 43.247.40.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:08:13 IST Sun Jun 7 2020 | Duration: 4h:52m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 184955804 | Bytes Rx: 34354115 | IP Addr: 10.149.233.202 | Public IP: 43.247.40.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:08:13 IST Sun Jun 7 2020 | Duration: 4h:52m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 184955804 | Bytes Rx: 34354115 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137872 | Audit Session ID: 0a95072a21a900005edc8b55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137872 | Audit Session ID: 0a95072a21a900005edc8b55 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsawarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.43 | Public IP: 103.141.116.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:23:38 IST Sun Jun 7 2020 | Duration: 4h:37m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 580714863 | Bytes Rx: 251574378 | IP Addr: 10.149.232.43 | Public IP: 103.141.116.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:23:38 IST Sun Jun 7 2020 | Duration: 4h:37m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 580714863 | Bytes Rx: 251574378 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137895 | Audit Session ID: 0a95072a21aa70005edc8ef2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137895 | Audit Session ID: 0a95072a21aa70005edc8ef2 | Security Group Tag: none | EasyVPN: 0 ||
