sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jmoulder | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.144 | Public IP: 82.0.114.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:41 UTC Wed May 27 2020 | Duration: 10d 21h:47m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 4244799505 | Bytes Rx: 1334710761 | IP Addr: 10.145.232.144 | Public IP: 82.0.114.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:41 UTC Wed May 27 2020 | Duration: 10d 21h:47m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 4244799505 | Bytes Rx: 1334710761 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77035 | Audit Session ID: 0a91072812ceb0005ece5399 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77035 | Audit Session ID: 0a91072812ceb0005ece5399 | Security Group Tag: none | EasyVPN: 0 ||
Username: subbhatt | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.99 | Public IP: 42.108.241.197 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:43:09 UTC Sat Jun 6 2020 | Duration: 1d 2h:53m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 873414256 | Bytes Rx: 122292679 | IP Addr: 10.145.233.99 | Public IP: 42.108.241.197 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:43:09 UTC Sat Jun 6 2020 | Duration: 1d 2h:53m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 873414256 | Bytes Rx: 122292679 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80617 | Audit Session ID: 0a91072813ae90005edb3afd | Security Group Tag: none | EasyVPN: 0 |Session ID: 80617 | Audit Session ID: 0a91072813ae90005edb3afd | Security Group Tag: none | EasyVPN: 0 ||
Username: bjani | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.149 | Public IP: 1.38.221.233 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:05:09 UTC Sat Jun 6 2020 | Duration: 1d 2h:31m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 31531403 | Bytes Rx: 8213562 | IP Addr: 10.145.233.149 | Public IP: 1.38.221.233 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:05:09 UTC Sat Jun 6 2020 | Duration: 1d 2h:31m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 31531403 | Bytes Rx: 8213562 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80622 | Audit Session ID: 0a91072813aee0005edb4025 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80622 | Audit Session ID: 0a91072813aee0005edb4025 | Security Group Tag: none | EasyVPN: 0 ||
Username: thakur.das | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.61 | Public IP: 1.38.45.238 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:59:20 UTC Sat Jun 6 2020 | Duration: 23h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 113985669 | Bytes Rx: 49442616 | IP Addr: 10.145.233.61 | Public IP: 1.38.45.238 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:59:20 UTC Sat Jun 6 2020 | Duration: 23h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 113985669 | Bytes Rx: 49442616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80646 | Audit Session ID: 0a91072813b060005edb68f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80646 | Audit Session ID: 0a91072813b060005edb68f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinaysh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.108 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:07:19 UTC Sat Jun 6 2020 | Duration: 14h:29m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2590728192 | Bytes Rx: 2245551148 | IP Addr: 10.145.233.108 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:07:19 UTC Sat Jun 6 2020 | Duration: 14h:29m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 2590728192 | Bytes Rx: 2245551148 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80708 | Audit Session ID: 0a91072813b440005edbe967 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80708 | Audit Session ID: 0a91072813b440005edbe967 | Security Group Tag: none | EasyVPN: 0 ||
Username: smattekh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.119 | Public IP: 106.220.72.167 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:21:51 UTC Sun Jun 7 2020 | Duration: 4h:14m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 305092758 | Bytes Rx: 84414773 | IP Addr: 10.145.233.119 | Public IP: 106.220.72.167 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:21:51 UTC Sun Jun 7 2020 | Duration: 4h:14m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 305092758 | Bytes Rx: 84414773 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80738 | Audit Session ID: 0a91072813b620005edc796f | Security Group Tag: none | EasyVPN: 0 |Session ID: 80738 | Audit Session ID: 0a91072813b620005edc796f | Security Group Tag: none | EasyVPN: 0 ||
Username: malharth | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.118 | Public IP: 176.44.212.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:06 UTC Sun Jun 7 2020 | Duration: 2h:11m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 146336474 | Bytes Rx: 41402115 | IP Addr: 10.145.233.118 | Public IP: 176.44.212.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:06 UTC Sun Jun 7 2020 | Duration: 2h:11m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 146336474 | Bytes Rx: 41402115 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80748 | Audit Session ID: 0a91072813b6c0005edc9652 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80748 | Audit Session ID: 0a91072813b6c0005edc9652 | Security Group Tag: none | EasyVPN: 0 ||
Username: sperneti | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.115 | Public IP: 106.76.208.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:20 UTC Sun Jun 7 2020 | Duration: 1h:39m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 40863046 | Bytes Rx: 13175733 | IP Addr: 10.145.233.115 | Public IP: 106.76.208.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:20 UTC Sun Jun 7 2020 | Duration: 1h:39m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 40863046 | Bytes Rx: 13175733 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80754 | Audit Session ID: 0a91072813b720005edc9de0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80754 | Audit Session ID: 0a91072813b720005edc9de0 | Security Group Tag: none | EasyVPN: 0 ||
Username: ALindsay | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.117 | Public IP: 89.36.69.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:47 UTC Sun Jun 7 2020 | Duration: 1h:31m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 298436621 | Bytes Rx: 15427386 | IP Addr: 10.145.233.117 | Public IP: 89.36.69.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:47 UTC Sun Jun 7 2020 | Duration: 1h:31m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 298436621 | Bytes Rx: 15427386 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80756 | Audit Session ID: 0a91072813b740005edc9f9f | Security Group Tag: none | EasyVPN: 0 |Session ID: 80756 | Audit Session ID: 0a91072813b740005edc9f9f | Security Group Tag: none | EasyVPN: 0 ||
Username: PFahy | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.113 | Public IP: 86.13.30.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:11:35 UTC Sun Jun 7 2020 | Duration: 1h:25m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 10324724 | Bytes Rx: 6105482 | IP Addr: 10.145.233.113 | Public IP: 86.13.30.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:11:35 UTC Sun Jun 7 2020 | Duration: 1h:25m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 10324724 | Bytes Rx: 6105482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80759 | Audit Session ID: 0a91072813b770005edca137 | Security Group Tag: none | EasyVPN: 0 |Session ID: 80759 | Audit Session ID: 0a91072813b770005edca137 | Security Group Tag: none | EasyVPN: 0 ||
Username: MNaqvi | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.122 | Public IP: 112.79.126.17 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:20:45 UTC Sun Jun 7 2020 | Duration: 1h:15m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 62543845 | Bytes Rx: 15564140 | IP Addr: 10.145.233.122 | Public IP: 112.79.126.17 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:20:45 UTC Sun Jun 7 2020 | Duration: 1h:15m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 62543845 | Bytes Rx: 15564140 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 80760 | Audit Session ID: 0a91072813b780005edca35d | Security Group Tag: none | EasyVPN: 0 |Session ID: 80760 | Audit Session ID: 0a91072813b780005edca35d | Security Group Tag: none | EasyVPN: 0 ||
