sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 17h:57m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 5989431931 | Bytes Rx: 1889357410 | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 17h:57m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 5989431931 | Bytes Rx: 1889357410 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.198 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:11 UTC Thu May 28 2020 | Duration: 1d 11h:09m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 908604013 | Bytes Rx: 248511314 | IP Addr: 10.145.232.198 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:11 UTC Thu May 28 2020 | Duration: 1d 11h:09m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 908604013 | Bytes Rx: 248511314 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77543 | Audit Session ID: 0a91072812ee70005ecfd6e7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77543 | Audit Session ID: 0a91072812ee70005ecfd6e7 | Security Group Tag: none | EasyVPN: 0 ||
Username: srmariva | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.139 | Public IP: 45.123.25.42 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:46:04 UTC Thu May 28 2020 | Duration: 1d 9h:44m:15s | Inactivity:  1d 9h:03m:13s | Bytes Tx: 77261832 | Bytes Rx: 75960758 | IP Addr: 10.145.232.139 | Public IP: 45.123.25.42 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:46:04 UTC Thu May 28 2020 | Duration: 1d 9h:44m:15s | Inactivity:  1d 9h:03m:13s | Bytes Tx: 77261832 | Bytes Rx: 75960758 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77563 | Audit Session ID: 0a91072812efb0005ecfeacc | Security Group Tag: none | EasyVPN: 0 |Session ID: 77563 | Audit Session ID: 0a91072812efb0005ecfeacc | Security Group Tag: none | EasyVPN: 0 ||
Username: lwalgate | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.216 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:22:38 UTC Thu May 28 2020 | Duration: 1d 5h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 713871372 | Bytes Rx: 286710599 | IP Addr: 10.145.232.216 | Public IP: 82.14.246.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:22:38 UTC Thu May 28 2020 | Duration: 1d 5h:07m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 713871372 | Bytes Rx: 286710599 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77588 | Audit Session ID: 0a91072812f140005ed02b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 77588 | Audit Session ID: 0a91072812f140005ed02b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: krahi | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.79 | Public IP: 47.31.109.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:13 UTC Fri May 29 2020 | Duration: 22h:52m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 258642996 | Bytes Rx: 79726015 | IP Addr: 10.145.232.79 | Public IP: 47.31.109.179 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:13 UTC Fri May 29 2020 | Duration: 22h:52m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 258642996 | Bytes Rx: 79726015 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77609 | Audit Session ID: 0a91072812f290005ed083a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77609 | Audit Session ID: 0a91072812f290005ed083a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: hashete | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.248 | Public IP: 103.38.37.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:39:26 UTC Fri May 29 2020 | Duration: 20h:50m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 67310271 | Bytes Rx: 13096490 | IP Addr: 10.145.232.248 | Public IP: 103.38.37.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:39:26 UTC Fri May 29 2020 | Duration: 20h:50m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 67310271 | Bytes Rx: 13096490 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77672 | Audit Session ID: 0a91072812f680005ed0a00e | Security Group Tag: none | EasyVPN: 0 |Session ID: 77672 | Audit Session ID: 0a91072812f680005ed0a00e | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesday | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.208 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:22 UTC Fri May 29 2020 | Duration: 19h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 392948984 | Bytes Rx: 270739870 | IP Addr: 10.145.232.208 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:22 UTC Fri May 29 2020 | Duration: 19h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 392948984 | Bytes Rx: 270739870 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77735 | Audit Session ID: 0a91072812fa70005ed0b702 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77735 | Audit Session ID: 0a91072812fa70005ed0b702 | Security Group Tag: none | EasyVPN: 0 ||
Username: AzharSha | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.42 | Public IP: 157.47.10.36 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:55:39 UTC Fri May 29 2020 | Duration: 18h:34m:40s | Inactivity:  11h:23m:06s | Bytes Tx: 213841309 | Bytes Rx: 101402746 | IP Addr: 10.145.233.42 | Public IP: 157.47.10.36 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:55:39 UTC Fri May 29 2020 | Duration: 18h:34m:40s | Inactivity:  11h:23m:06s | Bytes Tx: 213841309 | Bytes Rx: 101402746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77776 | Audit Session ID: 0a91072812fd00005ed0bffb | Security Group Tag: none | EasyVPN: 0 |Session ID: 77776 | Audit Session ID: 0a91072812fd00005ed0bffb | Security Group Tag: none | EasyVPN: 0 ||
Username: mhakonse | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.45 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:43 UTC Fri May 29 2020 | Duration: 18h:32m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1167637320 | Bytes Rx: 111201187 | IP Addr: 10.145.233.45 | Public IP: 46.9.81.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:43 UTC Fri May 29 2020 | Duration: 18h:32m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 1167637320 | Bytes Rx: 111201187 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77781 | Audit Session ID: 0a91072812fd50005ed0c077 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77781 | Audit Session ID: 0a91072812fd50005ed0c077 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkashyap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.48 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:21 UTC Fri May 29 2020 | Duration: 17h:42m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 369766213 | Bytes Rx: 144238913 | IP Addr: 10.145.233.48 | Public IP: 109.151.54.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:21 UTC Fri May 29 2020 | Duration: 17h:42m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 369766213 | Bytes Rx: 144238913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77817 | Audit Session ID: 0a91072812ff90005ed0cc19 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77817 | Audit Session ID: 0a91072812ff90005ed0cc19 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdzialow | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.239 | Public IP: 90.248.49.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:12 UTC Fri May 29 2020 | Duration: 10h:44m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 182043292 | Bytes Rx: 128802100 | IP Addr: 10.145.232.239 | Public IP: 90.248.49.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:12 UTC Fri May 29 2020 | Duration: 10h:44m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 182043292 | Bytes Rx: 128802100 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 77984 | Audit Session ID: 0a910728130a00005ed12e44 | Security Group Tag: none | EasyVPN: 0 |Session ID: 77984 | Audit Session ID: 0a910728130a00005ed12e44 | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.205 | Public IP: 117.97.227.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:51:09 UTC Sat May 30 2020 | Duration: 0h:39m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 76551597 | Bytes Rx: 11661272 | IP Addr: 10.145.232.205 | Public IP: 117.97.227.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:51:09 UTC Sat May 30 2020 | Duration: 0h:39m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 76551597 | Bytes Rx: 11661272 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78019 | Audit Session ID: 0a910728130c30005ed1bc0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 78019 | Audit Session ID: 0a910728130c30005ed1bc0d | Security Group Tag: none | EasyVPN: 0 ||
