sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 4d 3h:28m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 523702696 | Bytes Rx: 961105029 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 4d 3h:28m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 523702696 | Bytes Rx: 961105029 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: PADMASD | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.107 | Public IP: 103.42.163.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Mon Jun 22 2020 | Duration: 4h:00m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 200328082 | Bytes Rx: 182849929 | IP Addr: 10.149.232.107 | Public IP: 103.42.163.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:57 IST Mon Jun 22 2020 | Duration: 4h:00m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 200328082 | Bytes Rx: 182849929 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165504 | Audit Session ID: 0a95072a286800005ef033c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165504 | Audit Session ID: 0a95072a286800005ef033c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: rgajapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.108 | Public IP: 157.50.193.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:59 IST Mon Jun 22 2020 | Duration: 4h:00m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 684965104 | Bytes Rx: 190734061 | IP Addr: 10.149.232.108 | Public IP: 157.50.193.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:59 IST Mon Jun 22 2020 | Duration: 4h:00m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 684965104 | Bytes Rx: 190734061 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165505 | Audit Session ID: 0a95072a286810005ef033c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165505 | Audit Session ID: 0a95072a286810005ef033c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: janhari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.109 | Public IP: 157.50.203.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:01 IST Mon Jun 22 2020 | Duration: 4h:00m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 324928501 | Bytes Rx: 92840068 | IP Addr: 10.149.232.109 | Public IP: 157.50.203.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:01 IST Mon Jun 22 2020 | Duration: 4h:00m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 324928501 | Bytes Rx: 92840068 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165506 | Audit Session ID: 0a95072a286820005ef033c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165506 | Audit Session ID: 0a95072a286820005ef033c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: tthamara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.113 | Public IP: 112.133.236.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:02 IST Mon Jun 22 2020 | Duration: 3h:59m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1109816015 | Bytes Rx: 138231420 | IP Addr: 10.149.232.113 | Public IP: 112.133.236.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:02 IST Mon Jun 22 2020 | Duration: 3h:59m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1109816015 | Bytes Rx: 138231420 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165515 | Audit Session ID: 0a95072a2868b0005ef03406 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165515 | Audit Session ID: 0a95072a2868b0005ef03406 | Security Group Tag: none | EasyVPN: 0 ||
Username: SAndrew | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.114 | Public IP: 106.208.135.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:15 IST Mon Jun 22 2020 | Duration: 3h:59m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 98588384 | Bytes Rx: 43296135 | IP Addr: 10.149.232.114 | Public IP: 106.208.135.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:15 IST Mon Jun 22 2020 | Duration: 3h:59m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 98588384 | Bytes Rx: 43296135 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165516 | Audit Session ID: 0a95072a2868c0005ef03413 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165516 | Audit Session ID: 0a95072a2868c0005ef03413 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunita.mhatre | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.118 | Public IP: 1.38.236.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:48 IST Mon Jun 22 2020 | Duration: 3h:58m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 341267354 | Bytes Rx: 60227436 | IP Addr: 10.149.232.118 | Public IP: 1.38.236.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:48 IST Mon Jun 22 2020 | Duration: 3h:58m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 341267354 | Bytes Rx: 60227436 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165520 | Audit Session ID: 0a95072a286900005ef03434 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165520 | Audit Session ID: 0a95072a286900005ef03434 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdandu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.119 | Public IP: 106.208.116.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:53 IST Mon Jun 22 2020 | Duration: 3h:58m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 605198557 | Bytes Rx: 75901293 | IP Addr: 10.149.232.119 | Public IP: 106.208.116.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:01:53 IST Mon Jun 22 2020 | Duration: 3h:58m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 605198557 | Bytes Rx: 75901293 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165521 | Audit Session ID: 0a95072a286910005ef03439 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165521 | Audit Session ID: 0a95072a286910005ef03439 | Security Group Tag: none | EasyVPN: 0 ||
Username: SSASIDHA | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.120 | Public IP: 49.206.126.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:01 IST Mon Jun 22 2020 | Duration: 3h:58m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 256127649 | Bytes Rx: 70636171 | IP Addr: 10.149.232.120 | Public IP: 49.206.126.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:01 IST Mon Jun 22 2020 | Duration: 3h:58m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 256127649 | Bytes Rx: 70636171 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165522 | Audit Session ID: 0a95072a286920005ef03441 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165522 | Audit Session ID: 0a95072a286920005ef03441 | Security Group Tag: none | EasyVPN: 0 ||
Username: pghangal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.121 | Public IP: 49.35.80.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:03 IST Mon Jun 22 2020 | Duration: 3h:58m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 525925598 | Bytes Rx: 70089453 | IP Addr: 10.149.232.121 | Public IP: 49.35.80.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:03 IST Mon Jun 22 2020 | Duration: 3h:58m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 525925598 | Bytes Rx: 70089453 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165523 | Audit Session ID: 0a95072a286930005ef03443 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165523 | Audit Session ID: 0a95072a286930005ef03443 | Security Group Tag: none | EasyVPN: 0 ||
Username: asajeeva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.122 | Public IP: 27.62.16.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:05 IST Mon Jun 22 2020 | Duration: 3h:58m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 132101921 | Bytes Rx: 194540693 | IP Addr: 10.149.232.122 | Public IP: 27.62.16.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:05 IST Mon Jun 22 2020 | Duration: 3h:58m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 132101921 | Bytes Rx: 194540693 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165524 | Audit Session ID: 0a95072a286940005ef03445 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165524 | Audit Session ID: 0a95072a286940005ef03445 | Security Group Tag: none | EasyVPN: 0 ||
Username: ammaheta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.123 | Public IP: 1.23.250.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:09 IST Mon Jun 22 2020 | Duration: 3h:58m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 355142054 | Bytes Rx: 42362849 | IP Addr: 10.149.232.123 | Public IP: 1.23.250.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:09 IST Mon Jun 22 2020 | Duration: 3h:58m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 355142054 | Bytes Rx: 42362849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165526 | Audit Session ID: 0a95072a286960005ef03449 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165526 | Audit Session ID: 0a95072a286960005ef03449 | Security Group Tag: none | EasyVPN: 0 ||
Username: shravkam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.124 | Public IP: 157.48.190.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:09 IST Mon Jun 22 2020 | Duration: 3h:58m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1380751390 | Bytes Rx: 155775118 | IP Addr: 10.149.232.124 | Public IP: 157.48.190.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:09 IST Mon Jun 22 2020 | Duration: 3h:58m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1380751390 | Bytes Rx: 155775118 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165527 | Audit Session ID: 0a95072a286970005ef03449 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165527 | Audit Session ID: 0a95072a286970005ef03449 | Security Group Tag: none | EasyVPN: 0 ||
Username: MoKodali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.126 | Public IP: 175.101.67.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:14 IST Mon Jun 22 2020 | Duration: 3h:58m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 175440643 | Bytes Rx: 28157032 | IP Addr: 10.149.232.126 | Public IP: 175.101.67.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:14 IST Mon Jun 22 2020 | Duration: 3h:58m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 175440643 | Bytes Rx: 28157032 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165528 | Audit Session ID: 0a95072a286980005ef0344e | Security Group Tag: none | EasyVPN: 0 |Session ID: 165528 | Audit Session ID: 0a95072a286980005ef0344e | Security Group Tag: none | EasyVPN: 0 ||
Username: kirupala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.62 | Public IP: 223.228.142.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:20 IST Mon Jun 22 2020 | Duration: 3h:57m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 350525178 | Bytes Rx: 96814238 | IP Addr: 10.149.232.62 | Public IP: 223.228.142.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:20 IST Mon Jun 22 2020 | Duration: 3h:57m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 350525178 | Bytes Rx: 96814238 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165529 | Audit Session ID: 0a95072a286990005ef03454 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165529 | Audit Session ID: 0a95072a286990005ef03454 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsakkara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.125 | Public IP: 106.198.94.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:20 IST Mon Jun 22 2020 | Duration: 3h:57m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 366382473 | Bytes Rx: 64655953 | IP Addr: 10.149.232.125 | Public IP: 106.198.94.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:20 IST Mon Jun 22 2020 | Duration: 3h:57m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 366382473 | Bytes Rx: 64655953 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165530 | Audit Session ID: 0a95072a2869a0005ef03454 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165530 | Audit Session ID: 0a95072a2869a0005ef03454 | Security Group Tag: none | EasyVPN: 0 ||
Username: perumkri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.220 | Public IP: 27.5.53.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:21 IST Mon Jun 22 2020 | Duration: 3h:55m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 201009500 | Bytes Rx: 120913227 | IP Addr: 10.149.233.220 | Public IP: 27.5.53.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:21 IST Mon Jun 22 2020 | Duration: 3h:55m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 201009500 | Bytes Rx: 120913227 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165535 | Audit Session ID: 0a95072a2869f0005ef034cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 165535 | Audit Session ID: 0a95072a2869f0005ef034cd | Security Group Tag: none | EasyVPN: 0 ||
Username: nthangar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.10 | Public IP: 115.97.0.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:25 IST Mon Jun 22 2020 | Duration: 3h:55m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 509758431 | Bytes Rx: 102820942 | IP Addr: 10.149.232.10 | Public IP: 115.97.0.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:25 IST Mon Jun 22 2020 | Duration: 3h:55m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 509758431 | Bytes Rx: 102820942 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165536 | Audit Session ID: 0a95072a286a00005ef034d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165536 | Audit Session ID: 0a95072a286a00005ef034d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sayyaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.129 | Public IP: 61.0.127.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:40 IST Mon Jun 22 2020 | Duration: 3h:55m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 171996920 | Bytes Rx: 68515312 | IP Addr: 10.149.232.129 | Public IP: 61.0.127.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:40 IST Mon Jun 22 2020 | Duration: 3h:55m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 171996920 | Bytes Rx: 68515312 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165538 | Audit Session ID: 0a95072a286a20005ef034e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165538 | Audit Session ID: 0a95072a286a20005ef034e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: lakannan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 106.198.31.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:58 IST Mon Jun 22 2020 | Duration: 3h:55m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1621313060 | Bytes Rx: 151037877 | IP Addr: 10.149.232.131 | Public IP: 106.198.31.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:58 IST Mon Jun 22 2020 | Duration: 3h:55m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1621313060 | Bytes Rx: 151037877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165540 | Audit Session ID: 0a95072a286a40005ef034f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165540 | Audit Session ID: 0a95072a286a40005ef034f2 | Security Group Tag: none | EasyVPN: 0 ||
Username: aabbas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 157.50.223.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:07 IST Mon Jun 22 2020 | Duration: 3h:55m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 272021285 | Bytes Rx: 107754034 | IP Addr: 10.149.232.69 | Public IP: 157.50.223.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:07 IST Mon Jun 22 2020 | Duration: 3h:55m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 272021285 | Bytes Rx: 107754034 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165541 | Audit Session ID: 0a95072a286a50005ef034fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 165541 | Audit Session ID: 0a95072a286a50005ef034fb | Security Group Tag: none | EasyVPN: 0 ||
