sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: srobinso | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.28 | Public IP: 70.48.80.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:01:04 GMT Mon Jul 13 2020 | Duration: 7d 3h:29m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2658936402 | Bytes Rx: 940742652 | IP Addr: 10.144.232.28 | Public IP: 70.48.80.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:01:04 GMT Mon Jul 13 2020 | Duration: 7d 3h:29m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2658936402 | Bytes Rx: 940742652 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151 | Audit Session ID: 0a90076b000970005f0bb250 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151 | Audit Session ID: 0a90076b000970005f0bb250 | Security Group Tag: none | EasyVPN: 0 ||
Username: carlosb | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.106 | Public IP: 107.171.143.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:03:47 GMT Thu Jul 16 2020 | Duration: 3d 15h:26m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 2853825481 | Bytes Rx: 1413312393 | IP Addr: 10.144.232.106 | Public IP: 107.171.143.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:03:47 GMT Thu Jul 16 2020 | Duration: 3d 15h:26m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 2853825481 | Bytes Rx: 1413312393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1611 | Audit Session ID: 0a90076b0064b0005f105033 | Security Group Tag: none | EasyVPN: 0 |Session ID: 1611 | Audit Session ID: 0a90076b0064b0005f105033 | Security Group Tag: none | EasyVPN: 0 ||
Username: jlutz | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.35 | Public IP: 108.18.151.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:54:19 GMT Thu Jul 16 2020 | Duration: 3d 13h:35m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 861937083 | Bytes Rx: 152183704 | IP Addr: 10.144.232.35 | Public IP: 108.18.151.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:54:19 GMT Thu Jul 16 2020 | Duration: 3d 13h:35m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 861937083 | Bytes Rx: 152183704 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1676 | Audit Session ID: 0a90076b0068c0005f106a1b | Security Group Tag: none | EasyVPN: 0 |Session ID: 1676 | Audit Session ID: 0a90076b0068c0005f106a1b | Security Group Tag: none | EasyVPN: 0 ||
Username: mschneider | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.72 | Public IP: 67.168.104.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:59:59 GMT Thu Jul 16 2020 | Duration: 3d 11h:30m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2133686373 | Bytes Rx: 1099380650 | IP Addr: 10.144.232.72 | Public IP: 67.168.104.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:59:59 GMT Thu Jul 16 2020 | Duration: 3d 11h:30m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2133686373 | Bytes Rx: 1099380650 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1705 | Audit Session ID: 0a90076b006a90005f10878f | Security Group Tag: none | EasyVPN: 0 |Session ID: 1705 | Audit Session ID: 0a90076b006a90005f10878f | Security Group Tag: none | EasyVPN: 0 ||
Username: kthomask | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.94 | Public IP: 69.139.86.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:31:24 GMT Thu Jul 16 2020 | Duration: 3d 10h:58m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 6661666628 | Bytes Rx: 2258463270 | IP Addr: 10.144.230.94 | Public IP: 69.139.86.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:31:24 GMT Thu Jul 16 2020 | Duration: 3d 10h:58m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 6661666628 | Bytes Rx: 2258463270 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 1714 | Audit Session ID: 0a90076b006b20005f108eec | Security Group Tag: none | EasyVPN: 0 |Session ID: 1714 | Audit Session ID: 0a90076b006b20005f108eec | Security Group Tag: none | EasyVPN: 0 ||
Username: hosman | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.145 | Public IP: 73.116.58.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:25:24 GMT Fri Jul 17 2020 | Duration: 2d 16h:04m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 489551844 | Bytes Rx: 158056849 | IP Addr: 10.144.232.145 | Public IP: 73.116.58.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:25:24 GMT Fri Jul 17 2020 | Duration: 2d 16h:04m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 489551844 | Bytes Rx: 158056849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2002 | Audit Session ID: 0a90076b007d20005f1198b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2002 | Audit Session ID: 0a90076b007d20005f1198b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: mnurujja | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.159 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:02:56 GMT Fri Jul 17 2020 | Duration: 2d 15h:27m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 6663512781 | Bytes Rx: 3361514429 | IP Addr: 10.144.232.159 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:02:56 GMT Fri Jul 17 2020 | Duration: 2d 15h:27m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 6663512781 | Bytes Rx: 3361514429 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2035 | Audit Session ID: 0a90076b007f30005f11a180 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2035 | Audit Session ID: 0a90076b007f30005f11a180 | Security Group Tag: none | EasyVPN: 0 ||
Username: k.landy | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.97 | Public IP: 24.21.254.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:55:35 GMT Fri Jul 17 2020 | Duration: 2d 13h:34m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1634177031 | Bytes Rx: 1493685222 | IP Addr: 10.144.230.97 | Public IP: 24.21.254.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:55:35 GMT Fri Jul 17 2020 | Duration: 2d 13h:34m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1634177031 | Bytes Rx: 1493685222 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2086 | Audit Session ID: 0a90076b008260005f11bbe7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2086 | Audit Session ID: 0a90076b008260005f11bbe7 | Security Group Tag: none | EasyVPN: 0 ||
Username: johnlee | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.111 | Public IP: 24.19.144.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:54:14 GMT Fri Jul 17 2020 | Duration: 2d 12h:35m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 327333425 | Bytes Rx: 139768840 | IP Addr: 10.144.232.111 | Public IP: 24.19.144.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:54:14 GMT Fri Jul 17 2020 | Duration: 2d 12h:35m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 327333425 | Bytes Rx: 139768840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2106 | Audit Session ID: 0a90076b0083a0005f11c9a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2106 | Audit Session ID: 0a90076b0083a0005f11c9a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: edobinda | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.139 | Public IP: 70.82.26.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:56:02 GMT Sat Jul 18 2020 | Duration: 1d 10h:34m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 481780463 | Bytes Rx: 276557151 | IP Addr: 10.144.232.139 | Public IP: 70.82.26.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:56:02 GMT Sat Jul 18 2020 | Duration: 1d 10h:34m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 481780463 | Bytes Rx: 276557151 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2347 | Audit Session ID: 0a90076b0092b0005f1337b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2347 | Audit Session ID: 0a90076b0092b0005f1337b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: trydzyns | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.140 | Public IP: 67.248.108.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:46:18 GMT Sun Jul 19 2020 | Duration: 15h:43m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 103358618 | Bytes Rx: 61611233 | IP Addr: 10.144.232.140 | Public IP: 67.248.108.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:46:18 GMT Sun Jul 19 2020 | Duration: 15h:43m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 103358618 | Bytes Rx: 61611233 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2424 | Audit Session ID: 0a90076b009780005f14409a | Security Group Tag: none | EasyVPN: 0 |Session ID: 2424 | Audit Session ID: 0a90076b009780005f14409a | Security Group Tag: none | EasyVPN: 0 ||
Username: drambert | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.109 | Public IP: 68.81.59.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:51:35 GMT Sun Jul 19 2020 | Duration: 11h:38m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 425485188 | Bytes Rx: 217314127 | IP Addr: 10.144.232.109 | Public IP: 68.81.59.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:51:35 GMT Sun Jul 19 2020 | Duration: 11h:38m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 425485188 | Bytes Rx: 217314127 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2446 | Audit Session ID: 0a90076b0098e0005f147a17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2446 | Audit Session ID: 0a90076b0098e0005f147a17 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgelly | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.144 | Public IP: 174.51.171.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 22:23:21 GMT Sun Jul 19 2020 | Duration: 6h:06m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 90002512 | Bytes Rx: 29948355 | IP Addr: 10.144.232.144 | Public IP: 174.51.171.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 22:23:21 GMT Sun Jul 19 2020 | Duration: 6h:06m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 90002512 | Bytes Rx: 29948355 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2465 | Audit Session ID: 0a90076b009a10005f14c7d9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2465 | Audit Session ID: 0a90076b009a10005f14c7d9 | Security Group Tag: none | EasyVPN: 0 ||
Username: ctakacs | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.146 | Public IP: 174.226.140.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 22:26:05 GMT Sun Jul 19 2020 | Duration: 6h:04m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 142679915 | Bytes Rx: 24451714 | IP Addr: 10.144.232.146 | Public IP: 174.226.140.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 22:26:05 GMT Sun Jul 19 2020 | Duration: 6h:04m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 142679915 | Bytes Rx: 24451714 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2466 | Audit Session ID: 0a90076b009a20005f14c87d | Security Group Tag: none | EasyVPN: 0 |Session ID: 2466 | Audit Session ID: 0a90076b009a20005f14c87d | Security Group Tag: none | EasyVPN: 0 ||
Username: kkomuro | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.55 | Public IP: 180.87.49.36 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 00:00:29 GMT Mon Jul 20 2020 | Duration: 4h:29m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 78160323 | Bytes Rx: 48884787 | IP Addr: 10.144.230.55 | Public IP: 180.87.49.36 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 00:00:29 GMT Mon Jul 20 2020 | Duration: 4h:29m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 78160323 | Bytes Rx: 48884787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2470 | Audit Session ID: 0a90076b009a60005f14de9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 2470 | Audit Session ID: 0a90076b009a60005f14de9d | Security Group Tag: none | EasyVPN: 0 ||
Username: habdul | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.148 | Public IP: 72.205.43.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 00:41:26 GMT Mon Jul 20 2020 | Duration: 3h:48m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 139304214 | Bytes Rx: 70951363 | IP Addr: 10.144.232.148 | Public IP: 72.205.43.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 00:41:26 GMT Mon Jul 20 2020 | Duration: 3h:48m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 139304214 | Bytes Rx: 70951363 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2475 | Audit Session ID: 0a90076b009ab0005f14e836 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2475 | Audit Session ID: 0a90076b009ab0005f14e836 | Security Group Tag: none | EasyVPN: 0 ||
Username: e.dudas | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.56 | Public IP: 199.202.33.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 01:26:18 GMT Mon Jul 20 2020 | Duration: 3h:03m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1399109879 | Bytes Rx: 226140824 | IP Addr: 10.144.230.56 | Public IP: 199.202.33.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 01:26:18 GMT Mon Jul 20 2020 | Duration: 3h:03m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1399109879 | Bytes Rx: 226140824 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2482 | Audit Session ID: 0a90076b009b20005f14f2ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 2482 | Audit Session ID: 0a90076b009b20005f14f2ba | Security Group Tag: none | EasyVPN: 0 ||
Username: SurajMah | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.149 | Public IP: 183.87.238.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:06:39 GMT Mon Jul 20 2020 | Duration: 2h:23m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 277690338 | Bytes Rx: 57719506 | IP Addr: 10.144.232.149 | Public IP: 183.87.238.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:06:39 GMT Mon Jul 20 2020 | Duration: 2h:23m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 277690338 | Bytes Rx: 57719506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2487 | Audit Session ID: 0a90076b009b70005f14fc2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 2487 | Audit Session ID: 0a90076b009b70005f14fc2f | Security Group Tag: none | EasyVPN: 0 ||
Username: rkommine | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.152 | Public IP: 47.16.179.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:05:20 GMT Mon Jul 20 2020 | Duration: 1h:24m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 64979068 | Bytes Rx: 29381835 | IP Addr: 10.144.232.152 | Public IP: 47.16.179.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:05:20 GMT Mon Jul 20 2020 | Duration: 1h:24m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 64979068 | Bytes Rx: 29381835 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2490 | Audit Session ID: 0a90076b009ba0005f1509f0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2490 | Audit Session ID: 0a90076b009ba0005f1509f0 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssalaiva | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.143 | Public IP: 117.193.150.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:12:12 GMT Mon Jul 20 2020 | Duration: 1h:17m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 75089236 | Bytes Rx: 31162443 | IP Addr: 10.144.232.143 | Public IP: 117.193.150.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:12:12 GMT Mon Jul 20 2020 | Duration: 1h:17m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 75089236 | Bytes Rx: 31162443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2491 | Audit Session ID: 0a90076b009bb0005f150b8c | Security Group Tag: none | EasyVPN: 0 |Session ID: 2491 | Audit Session ID: 0a90076b009bb0005f150b8c | Security Group Tag: none | EasyVPN: 0 ||
Username: jlim | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.155 | Public IP: 76.126.48.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:27:14 GMT Mon Jul 20 2020 | Duration: 1h:02m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 36518275 | Bytes Rx: 11925091 | IP Addr: 10.144.232.155 | Public IP: 76.126.48.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:27:14 GMT Mon Jul 20 2020 | Duration: 1h:02m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 36518275 | Bytes Rx: 11925091 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2493 | Audit Session ID: 0a90076b009bd0005f150f12 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2493 | Audit Session ID: 0a90076b009bd0005f150f12 | Security Group Tag: none | EasyVPN: 0 ||
