sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: p.wilkinson | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.100 | Public IP: 81.147.87.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:07:44 GMT Sun Apr 26 2020 | Duration: 33d 20h:52m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 48902904234 | Bytes Rx: 16808619349 | IP Addr: 10.144.230.100 | Public IP: 81.147.87.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:07:44 GMT Sun Apr 26 2020 | Duration: 33d 20h:52m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 48902904234 | Bytes Rx: 16808619349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52639 | Audit Session ID: 0a90076b0cd9f0005ea587a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 52639 | Audit Session ID: 0a90076b0cd9f0005ea587a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: edobinda | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.32 | Public IP: 70.82.26.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:33:26 GMT Mon May 25 2020 | Duration: 4d 19h:26m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 4842171965 | Bytes Rx: 2214799146 | IP Addr: 10.144.232.32 | Public IP: 70.82.26.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:33:26 GMT Mon May 25 2020 | Duration: 4d 19h:26m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 4842171965 | Bytes Rx: 2214799146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62364 | Audit Session ID: 0a90076b0f39c0005ecbd736 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62364 | Audit Session ID: 0a90076b0f39c0005ecbd736 | Security Group Tag: none | EasyVPN: 0 ||
Username: dpeneva | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.56 | Public IP: 68.100.193.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:32:57 GMT Tue May 26 2020 | Duration: 4d 7h:27m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 3180171954 | Bytes Rx: 1267552926 | IP Addr: 10.144.232.56 | Public IP: 68.100.193.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:32:57 GMT Tue May 26 2020 | Duration: 4d 7h:27m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 3180171954 | Bytes Rx: 1267552926 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62508 | Audit Session ID: 0a90076b0f42c0005ecc7fd9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62508 | Audit Session ID: 0a90076b0f42c0005ecc7fd9 | Security Group Tag: none | EasyVPN: 0 ||
Username: JHPayne | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.58 | Public IP: 108.28.49.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 10:28:26 GMT Tue May 26 2020 | Duration: 3d 23h:31m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2807667150 | Bytes Rx: 1856278823 | IP Addr: 10.144.232.58 | Public IP: 108.28.49.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 10:28:26 GMT Tue May 26 2020 | Duration: 3d 23h:31m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2807667150 | Bytes Rx: 1856278823 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62710 | Audit Session ID: 0a90076b0f4f60005eccef4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 62710 | Audit Session ID: 0a90076b0f4f60005eccef4a | Security Group Tag: none | EasyVPN: 0 ||
Username: dvinnako | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.46 | Public IP: 108.51.146.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:23:55 GMT Tue May 26 2020 | Duration: 3d 19h:36m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 4407326611 | Bytes Rx: 947187647 | IP Addr: 10.144.233.46 | Public IP: 108.51.146.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:23:55 GMT Tue May 26 2020 | Duration: 3d 19h:36m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 4407326611 | Bytes Rx: 947187647 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62953 | Audit Session ID: 0a90076b0f5e90005ecd267b | Security Group Tag: none | EasyVPN: 0 |Session ID: 62953 | Audit Session ID: 0a90076b0f5e90005ecd267b | Security Group Tag: none | EasyVPN: 0 ||
Username: tmarkham | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.61 | Public IP: 174.21.187.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:52:32 GMT Tue May 26 2020 | Duration: 3d 18h:07m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 536500474 | Bytes Rx: 261298912 | IP Addr: 10.144.232.61 | Public IP: 174.21.187.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:52:32 GMT Tue May 26 2020 | Duration: 3d 18h:07m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 536500474 | Bytes Rx: 261298912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62996 | Audit Session ID: 0a90076b0f6140005ecd3b40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62996 | Audit Session ID: 0a90076b0f6140005ecd3b40 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmandava | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.117 | Public IP: 73.198.47.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:48:46 GMT Tue May 26 2020 | Duration: 3d 16h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 7005940335 | Bytes Rx: 5044209483 | IP Addr: 10.144.232.117 | Public IP: 73.198.47.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:48:46 GMT Tue May 26 2020 | Duration: 3d 16h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 7005940335 | Bytes Rx: 5044209483 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63020 | Audit Session ID: 0a90076b0f62c0005ecd567e | Security Group Tag: none | EasyVPN: 0 |Session ID: 63020 | Audit Session ID: 0a90076b0f62c0005ecd567e | Security Group Tag: none | EasyVPN: 0 ||
Username: akhalil | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.131 | Public IP: 73.178.30.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:18:56 GMT Tue May 26 2020 | Duration: 3d 10h:41m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 9409496461 | Bytes Rx: 1701937664 | IP Addr: 10.144.232.131 | Public IP: 73.178.30.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:18:56 GMT Tue May 26 2020 | Duration: 3d 10h:41m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 9409496461 | Bytes Rx: 1701937664 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63055 | Audit Session ID: 0a90076b0f64f0005ecda3e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63055 | Audit Session ID: 0a90076b0f64f0005ecda3e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: nlewis | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.66 | Public IP: 100.8.121.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:19:28 GMT Wed May 27 2020 | Duration: 3d 8h:40m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5171251186 | Bytes Rx: 2573041527 | IP Addr: 10.144.232.66 | Public IP: 100.8.121.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:19:28 GMT Wed May 27 2020 | Duration: 3d 8h:40m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5171251186 | Bytes Rx: 2573041527 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63079 | Audit Session ID: 0a90076b0f6670005ecdc020 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63079 | Audit Session ID: 0a90076b0f6670005ecdc020 | Security Group Tag: none | EasyVPN: 0 ||
Username: j.remishofski | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.201 | Public IP: 69.126.26.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:02:24 GMT Wed May 27 2020 | Duration: 2d 21h:57m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 5671835969 | Bytes Rx: 730585955 | IP Addr: 10.144.233.201 | Public IP: 69.126.26.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:02:24 GMT Wed May 27 2020 | Duration: 2d 21h:57m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 5671835969 | Bytes Rx: 730585955 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63360 | Audit Session ID: 0a90076b0f7800005ece56d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63360 | Audit Session ID: 0a90076b0f7800005ece56d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.davenport | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.116 | Public IP: 80.231.138.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 08:51:50 GMT Thu May 28 2020 | Duration: 2d 1h:08m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1280258184 | Bytes Rx: 415568199 | IP Addr: 10.144.230.116 | Public IP: 80.231.138.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 08:51:50 GMT Thu May 28 2020 | Duration: 2d 1h:08m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 1280258184 | Bytes Rx: 415568199 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63714 | Audit Session ID: 0a90076b0f8e20005ecf7ba6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63714 | Audit Session ID: 0a90076b0f8e20005ecf7ba6 | Security Group Tag: none | EasyVPN: 0 ||
Username: kthiruma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.202 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 10:59:20 GMT Thu May 28 2020 | Duration: 1d 23h:01m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 2156397876 | Bytes Rx: 3215219435 | IP Addr: 10.144.233.202 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 10:59:20 GMT Thu May 28 2020 | Duration: 1d 23h:01m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 2156397876 | Bytes Rx: 3215219435 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63761 | Audit Session ID: 0a90076b0f9110005ecf9988 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63761 | Audit Session ID: 0a90076b0f9110005ecf9988 | Security Group Tag: none | EasyVPN: 0 ||
Username: ctakacs | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.109 | Public IP: 174.226.128.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:50:24 GMT Thu May 28 2020 | Duration: 1d 22h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1059694909 | Bytes Rx: 858682331 | IP Addr: 10.144.233.109 | Public IP: 174.226.128.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:50:24 GMT Thu May 28 2020 | Duration: 1d 22h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1059694909 | Bytes Rx: 858682331 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63776 | Audit Session ID: 0a90076b0f9200005ecfa580 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63776 | Audit Session ID: 0a90076b0f9200005ecfa580 | Security Group Tag: none | EasyVPN: 0 ||
Username: ggonzale | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.174 | Public IP: 68.100.24.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:13:15 GMT Thu May 28 2020 | Duration: 1d 20h:47m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1595263549 | Bytes Rx: 777981499 | IP Addr: 10.144.232.174 | Public IP: 68.100.24.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:13:15 GMT Thu May 28 2020 | Duration: 1d 20h:47m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1595263549 | Bytes Rx: 777981499 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63825 | Audit Session ID: 0a90076b0f9510005ecfb8eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 63825 | Audit Session ID: 0a90076b0f9510005ecfb8eb | Security Group Tag: none | EasyVPN: 0 ||
Username: mnurujja | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.182 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:30:14 GMT Thu May 28 2020 | Duration: 1d 18h:30m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 4996051044 | Bytes Rx: 1130632835 | IP Addr: 10.144.232.182 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:30:14 GMT Thu May 28 2020 | Duration: 1d 18h:30m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 4996051044 | Bytes Rx: 1130632835 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63881 | Audit Session ID: 0a90076b0f9890005ecfd906 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63881 | Audit Session ID: 0a90076b0f9890005ecfd906 | Security Group Tag: none | EasyVPN: 0 ||
Username: sraymond | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.161 | Public IP: 76.65.56.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:33:14 GMT Thu May 28 2020 | Duration: 1d 16h:27m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1747726602 | Bytes Rx: 804590209 | IP Addr: 10.144.232.161 | Public IP: 76.65.56.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:33:14 GMT Thu May 28 2020 | Duration: 1d 16h:27m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1747726602 | Bytes Rx: 804590209 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63917 | Audit Session ID: 0a90076b0f9ad0005ecff5da | Security Group Tag: none | EasyVPN: 0 |Session ID: 63917 | Audit Session ID: 0a90076b0f9ad0005ecff5da | Security Group Tag: none | EasyVPN: 0 ||
Username: finverna | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.175 | Public IP: 67.87.20.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:19:15 GMT Thu May 28 2020 | Duration: 1d 15h:41m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1176661559 | Bytes Rx: 387615297 | IP Addr: 10.144.232.175 | Public IP: 67.87.20.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:19:15 GMT Thu May 28 2020 | Duration: 1d 15h:41m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1176661559 | Bytes Rx: 387615297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63930 | Audit Session ID: 0a90076b0f9ba0005ed000a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63930 | Audit Session ID: 0a90076b0f9ba0005ed000a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: cmarsh | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.149 | Public IP: 73.254.5.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:01:20 GMT Thu May 28 2020 | Duration: 1d 14h:59m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 170043125 | Bytes Rx: 98610378 | IP Addr: 10.144.232.149 | Public IP: 73.254.5.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:01:20 GMT Thu May 28 2020 | Duration: 1d 14h:59m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 170043125 | Bytes Rx: 98610378 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63941 | Audit Session ID: 0a90076b0f9c50005ed00a80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63941 | Audit Session ID: 0a90076b0f9c50005ed00a80 | Security Group Tag: none | EasyVPN: 0 ||
Username: bdoherty | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.218 | Public IP: 24.186.17.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:29:22 GMT Thu May 28 2020 | Duration: 1d 14h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 1144615881 | Bytes Rx: 337718667 | IP Addr: 10.144.233.218 | Public IP: 24.186.17.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:29:22 GMT Thu May 28 2020 | Duration: 1d 14h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 1144615881 | Bytes Rx: 337718667 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63945 | Audit Session ID: 0a90076b0f9c90005ed01112 | Security Group Tag: none | EasyVPN: 0 |Session ID: 63945 | Audit Session ID: 0a90076b0f9c90005ed01112 | Security Group Tag: none | EasyVPN: 0 ||
Username: jayakrishnan.p | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.144.232.128 | Public IP: 108.5.114.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:35:10 GMT Thu May 28 2020 | Duration: 1d 12h:25m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2325081459 | Bytes Rx: 363920181 | IP Addr: 10.144.232.128 | Public IP: 108.5.114.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:35:10 GMT Thu May 28 2020 | Duration: 1d 12h:25m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2325081459 | Bytes Rx: 363920181 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 63968 | Audit Session ID: 0a90076b0f9e00005ed02e8e | Security Group Tag: none | EasyVPN: 0 |Session ID: 63968 | Audit Session ID: 0a90076b0f9e00005ed02e8e | Security Group Tag: none | EasyVPN: 0 ||
