sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ganemuth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.200 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:14:50 IST Sat Jul 18 2020 | Duration: 1d 15h:45m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 43127526 | Bytes Rx: 26805670 | IP Addr: 10.149.232.200 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:14:50 IST Sat Jul 18 2020 | Duration: 1d 15h:45m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 43127526 | Bytes Rx: 26805670 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13968 | Audit Session ID: 0a95072a036900005f12eec2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13968 | Audit Session ID: 0a95072a036900005f12eec2 | Security Group Tag: none | EasyVPN: 0 ||
Username: gowrikanthan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.157 | Public IP: 27.57.51.18 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:00:40 IST Mon Jul 20 2020 | Duration: 0h:59m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 67025396 | Bytes Rx: 52317984 | IP Addr: 10.149.232.157 | Public IP: 27.57.51.18 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:00:40 IST Mon Jul 20 2020 | Duration: 0h:59m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 67025396 | Bytes Rx: 52317984 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15276 | Audit Session ID: 0a95072a03bac0005f150fe0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15276 | Audit Session ID: 0a95072a03bac0005f150fe0 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraduPat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.159 | Public IP: 106.198.227.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:21 IST Mon Jul 20 2020 | Duration: 0h:58m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 117962911 | Bytes Rx: 8927306 | IP Addr: 10.149.232.159 | Public IP: 106.198.227.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:21 IST Mon Jul 20 2020 | Duration: 0h:58m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 117962911 | Bytes Rx: 8927306 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15278 | Audit Session ID: 0a95072a03bae0005f151009 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15278 | Audit Session ID: 0a95072a03bae0005f151009 | Security Group Tag: none | EasyVPN: 0 ||
Username: PrasPare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.161 | Public IP: 117.233.89.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:24 IST Mon Jul 20 2020 | Duration: 0h:58m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 31674379 | Bytes Rx: 9176746 | IP Addr: 10.149.232.161 | Public IP: 117.233.89.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:24 IST Mon Jul 20 2020 | Duration: 0h:58m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 31674379 | Bytes Rx: 9176746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15279 | Audit Session ID: 0a95072a03baf0005f15100c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15279 | Audit Session ID: 0a95072a03baf0005f15100c | Security Group Tag: none | EasyVPN: 0 ||
Username: opalai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.162 | Public IP: 42.108.228.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:45 IST Mon Jul 20 2020 | Duration: 0h:58m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 25481621 | Bytes Rx: 13255769 | IP Addr: 10.149.232.162 | Public IP: 42.108.228.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:45 IST Mon Jul 20 2020 | Duration: 0h:58m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 25481621 | Bytes Rx: 13255769 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15281 | Audit Session ID: 0a95072a03bb10005f151021 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15281 | Audit Session ID: 0a95072a03bb10005f151021 | Security Group Tag: none | EasyVPN: 0 ||
Username: manreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.164 | Public IP: 157.48.53.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:22 IST Mon Jul 20 2020 | Duration: 0h:57m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 53823954 | Bytes Rx: 11141511 | IP Addr: 10.149.232.164 | Public IP: 157.48.53.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:22 IST Mon Jul 20 2020 | Duration: 0h:57m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 53823954 | Bytes Rx: 11141511 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15283 | Audit Session ID: 0a95072a03bb30005f151046 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15283 | Audit Session ID: 0a95072a03bb30005f151046 | Security Group Tag: none | EasyVPN: 0 ||
Username: kapil.gadgil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 106.220.229.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:31 IST Mon Jul 20 2020 | Duration: 0h:57m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 124617136 | Bytes Rx: 121295484 | IP Addr: 10.149.232.165 | Public IP: 106.220.229.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:31 IST Mon Jul 20 2020 | Duration: 0h:57m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 124617136 | Bytes Rx: 121295484 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15284 | Audit Session ID: 0a95072a03bb40005f15104f | Security Group Tag: none | EasyVPN: 0 |Session ID: 15284 | Audit Session ID: 0a95072a03bb40005f15104f | Security Group Tag: none | EasyVPN: 0 ||
Username: ugundumo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.160 | Public IP: 157.44.98.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:06 IST Mon Jul 20 2020 | Duration: 0h:57m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 63977868 | Bytes Rx: 33279784 | IP Addr: 10.149.232.160 | Public IP: 157.44.98.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:06 IST Mon Jul 20 2020 | Duration: 0h:57m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 63977868 | Bytes Rx: 33279784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15285 | Audit Session ID: 0a95072a03bb50005f151072 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15285 | Audit Session ID: 0a95072a03bb50005f151072 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsakkara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.166 | Public IP: 106.198.82.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:21 IST Mon Jul 20 2020 | Duration: 0h:56m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 7688507 | Bytes Rx: 1945359 | IP Addr: 10.149.232.166 | Public IP: 106.198.82.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:21 IST Mon Jul 20 2020 | Duration: 0h:56m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 7688507 | Bytes Rx: 1945359 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15286 | Audit Session ID: 0a95072a03bb60005f151081 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15286 | Audit Session ID: 0a95072a03bb60005f151081 | Security Group Tag: none | EasyVPN: 0 ||
Username: Subash | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.170 | Public IP: 42.111.161.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:24 IST Mon Jul 20 2020 | Duration: 0h:56m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 134144229 | Bytes Rx: 11707608 | IP Addr: 10.149.232.170 | Public IP: 42.111.161.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:24 IST Mon Jul 20 2020 | Duration: 0h:56m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 134144229 | Bytes Rx: 11707608 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15287 | Audit Session ID: 0a95072a03bb70005f151084 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15287 | Audit Session ID: 0a95072a03bb70005f151084 | Security Group Tag: none | EasyVPN: 0 ||
Username: nthangar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.114 | Public IP: 27.7.66.176 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:03:47 IST Mon Jul 20 2020 | Duration: 0h:56m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 100147084 | Bytes Rx: 13402596 | IP Addr: 10.149.232.114 | Public IP: 27.7.66.176 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:03:47 IST Mon Jul 20 2020 | Duration: 0h:56m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 100147084 | Bytes Rx: 13402596 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15288 | Audit Session ID: 0a95072a03bb80005f15109b | Security Group Tag: none | EasyVPN: 0 |Session ID: 15288 | Audit Session ID: 0a95072a03bb80005f15109b | Security Group Tag: none | EasyVPN: 0 ||
Username: rpotla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.110 | Public IP: 103.125.161.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:50 IST Mon Jul 20 2020 | Duration: 0h:56m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 53385342 | Bytes Rx: 16463707 | IP Addr: 10.149.232.110 | Public IP: 103.125.161.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:50 IST Mon Jul 20 2020 | Duration: 0h:56m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 53385342 | Bytes Rx: 16463707 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15289 | Audit Session ID: 0a95072a03bb90005f15109e | Security Group Tag: none | EasyVPN: 0 |Session ID: 15289 | Audit Session ID: 0a95072a03bb90005f15109e | Security Group Tag: none | EasyVPN: 0 ||
Username: ashosing | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.210 | Public IP: 223.233.93.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:21 IST Mon Jul 20 2020 | Duration: 0h:55m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 26046301 | Bytes Rx: 8358990 | IP Addr: 10.149.232.210 | Public IP: 223.233.93.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:21 IST Mon Jul 20 2020 | Duration: 0h:55m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 26046301 | Bytes Rx: 8358990 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15291 | Audit Session ID: 0a95072a03bbb0005f1510bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 15291 | Audit Session ID: 0a95072a03bbb0005f1510bd | Security Group Tag: none | EasyVPN: 0 ||
Username: ElbinK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.211 | Public IP: 42.109.130.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:33 IST Mon Jul 20 2020 | Duration: 0h:55m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 64769880 | Bytes Rx: 20770085 | IP Addr: 10.149.232.211 | Public IP: 42.109.130.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:33 IST Mon Jul 20 2020 | Duration: 0h:55m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 64769880 | Bytes Rx: 20770085 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15292 | Audit Session ID: 0a95072a03bbc0005f1510c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15292 | Audit Session ID: 0a95072a03bbc0005f1510c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: sairaghu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.171 | Public IP: 49.37.194.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:43 IST Mon Jul 20 2020 | Duration: 0h:55m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 789590716 | Bytes Rx: 153532294 | IP Addr: 10.149.232.171 | Public IP: 49.37.194.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:43 IST Mon Jul 20 2020 | Duration: 0h:55m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 789590716 | Bytes Rx: 153532294 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15293 | Audit Session ID: 0a95072a03bbd0005f1510d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15293 | Audit Session ID: 0a95072a03bbd0005f1510d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: enatesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.163 | Public IP: 210.18.186.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:02 IST Mon Jul 20 2020 | Duration: 0h:55m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 36497189 | Bytes Rx: 6782205 | IP Addr: 10.149.232.163 | Public IP: 210.18.186.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:02 IST Mon Jul 20 2020 | Duration: 0h:55m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 36497189 | Bytes Rx: 6782205 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15294 | Audit Session ID: 0a95072a03bbe0005f1510e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15294 | Audit Session ID: 0a95072a03bbe0005f1510e6 | Security Group Tag: none | EasyVPN: 0 ||
Username: sompraka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.172 | Public IP: 27.57.34.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:16 IST Mon Jul 20 2020 | Duration: 0h:54m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 166461978 | Bytes Rx: 115397908 | IP Addr: 10.149.232.172 | Public IP: 27.57.34.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:16 IST Mon Jul 20 2020 | Duration: 0h:54m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 166461978 | Bytes Rx: 115397908 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15295 | Audit Session ID: 0a95072a03bbf0005f1510f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15295 | Audit Session ID: 0a95072a03bbf0005f1510f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sijo.mathew | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.178 | Public IP: 202.83.57.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:33 IST Mon Jul 20 2020 | Duration: 0h:54m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 25536862 | Bytes Rx: 15726515 | IP Addr: 10.149.232.178 | Public IP: 202.83.57.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:33 IST Mon Jul 20 2020 | Duration: 0h:54m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 25536862 | Bytes Rx: 15726515 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15298 | Audit Session ID: 0a95072a03bc20005f151105 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15298 | Audit Session ID: 0a95072a03bc20005f151105 | Security Group Tag: none | EasyVPN: 0 ||
Username: surradha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.173 | Public IP: 49.207.128.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:37 IST Mon Jul 20 2020 | Duration: 0h:54m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 204367689 | Bytes Rx: 23013023 | IP Addr: 10.149.232.173 | Public IP: 49.207.128.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:37 IST Mon Jul 20 2020 | Duration: 0h:54m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 204367689 | Bytes Rx: 23013023 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15299 | Audit Session ID: 0a95072a03bc30005f151109 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15299 | Audit Session ID: 0a95072a03bc30005f151109 | Security Group Tag: none | EasyVPN: 0 ||
Username: madhug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.175 | Public IP: 157.46.215.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:54 IST Mon Jul 20 2020 | Duration: 0h:54m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 11343511 | Bytes Rx: 5719002 | IP Addr: 10.149.232.175 | Public IP: 157.46.215.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:54 IST Mon Jul 20 2020 | Duration: 0h:54m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 11343511 | Bytes Rx: 5719002 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15300 | Audit Session ID: 0a95072a03bc40005f15111a | Security Group Tag: none | EasyVPN: 0 |Session ID: 15300 | Audit Session ID: 0a95072a03bc40005f15111a | Security Group Tag: none | EasyVPN: 0 ||
Username: NiVikram | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.235 | Public IP: 157.50.184.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:32 IST Mon Jul 20 2020 | Duration: 0h:52m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20569817 | Bytes Rx: 8452661 | IP Addr: 10.149.232.235 | Public IP: 157.50.184.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:32 IST Mon Jul 20 2020 | Duration: 0h:52m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20569817 | Bytes Rx: 8452661 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15303 | Audit Session ID: 0a95072a03bc70005f15117c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15303 | Audit Session ID: 0a95072a03bc70005f15117c | Security Group Tag: none | EasyVPN: 0 ||
