sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 0h:06m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 687725623 | Bytes Rx: 311036064 | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 0h:06m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 687725623 | Bytes Rx: 311036064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 |Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 ||
Username: aishwary | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 171.60.202.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:06 IST Fri Jun 12 2020 | Duration: 4h:16m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 66797434 | Bytes Rx: 40756775 | IP Addr: 10.149.232.134 | Public IP: 171.60.202.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:06 IST Fri Jun 12 2020 | Duration: 4h:16m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 66797434 | Bytes Rx: 40756775 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147921 | Audit Session ID: 0a95072a241d10005ee2fa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147921 | Audit Session ID: 0a95072a241d10005ee2fa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: lnandaku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.141 | Public IP: 103.98.63.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:09 IST Fri Jun 12 2020 | Duration: 4h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 319040381 | Bytes Rx: 135090556 | IP Addr: 10.149.232.141 | Public IP: 103.98.63.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:09 IST Fri Jun 12 2020 | Duration: 4h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 319040381 | Bytes Rx: 135090556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147933 | Audit Session ID: 0a95072a241dd0005ee2fb35 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147933 | Audit Session ID: 0a95072a241dd0005ee2fb35 | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.munjal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.151 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:32 IST Fri Jun 12 2020 | Duration: 4h:05m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 724021219 | Bytes Rx: 122013254 | IP Addr: 10.149.233.151 | Public IP: 106.201.87.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:32 IST Fri Jun 12 2020 | Duration: 4h:05m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 724021219 | Bytes Rx: 122013254 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147943 | Audit Session ID: 0a95072a241e70005ee2fcf0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147943 | Audit Session ID: 0a95072a241e70005ee2fcf0 | Security Group Tag: none | EasyVPN: 0 ||
Username: santosh.shinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.152 | Public IP: 106.200.112.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:36 IST Fri Jun 12 2020 | Duration: 4h:05m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 852125689 | Bytes Rx: 290350700 | IP Addr: 10.149.233.152 | Public IP: 106.200.112.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:36 IST Fri Jun 12 2020 | Duration: 4h:05m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 852125689 | Bytes Rx: 290350700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147944 | Audit Session ID: 0a95072a241e80005ee2fcf4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147944 | Audit Session ID: 0a95072a241e80005ee2fcf4 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkishore | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.153 | Public IP: 183.82.16.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:11 IST Fri Jun 12 2020 | Duration: 4h:04m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 440240377 | Bytes Rx: 92396460 | IP Addr: 10.149.233.153 | Public IP: 183.82.16.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:11 IST Fri Jun 12 2020 | Duration: 4h:04m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 440240377 | Bytes Rx: 92396460 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147945 | Audit Session ID: 0a95072a241e90005ee2fd17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147945 | Audit Session ID: 0a95072a241e90005ee2fd17 | Security Group Tag: none | EasyVPN: 0 ||
Username: christop | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.155 | Public IP: 157.50.168.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:29 IST Fri Jun 12 2020 | Duration: 4h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 124863149 | Bytes Rx: 49654979 | IP Addr: 10.149.233.155 | Public IP: 157.50.168.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:29 IST Fri Jun 12 2020 | Duration: 4h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 124863149 | Bytes Rx: 49654979 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147947 | Audit Session ID: 0a95072a241eb0005ee2fd29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147947 | Audit Session ID: 0a95072a241eb0005ee2fd29 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvaiyapu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.157 | Public IP: 115.97.238.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:22 IST Fri Jun 12 2020 | Duration: 4h:03m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 225520214 | Bytes Rx: 542056002 | IP Addr: 10.149.233.157 | Public IP: 115.97.238.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:22 IST Fri Jun 12 2020 | Duration: 4h:03m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 225520214 | Bytes Rx: 542056002 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147949 | Audit Session ID: 0a95072a241ed0005ee2fd5e | Security Group Tag: none | EasyVPN: 0 |Session ID: 147949 | Audit Session ID: 0a95072a241ed0005ee2fd5e | Security Group Tag: none | EasyVPN: 0 ||
Username: ganekuma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.159 | Public IP: 49.207.140.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:54 IST Fri Jun 12 2020 | Duration: 4h:03m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 955873295 | Bytes Rx: 802392436 | IP Addr: 10.149.233.159 | Public IP: 49.207.140.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:54 IST Fri Jun 12 2020 | Duration: 4h:03m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 955873295 | Bytes Rx: 802392436 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147951 | Audit Session ID: 0a95072a241ef0005ee2fd7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 147951 | Audit Session ID: 0a95072a241ef0005ee2fd7e | Security Group Tag: none | EasyVPN: 0 ||
Username: kgugulot | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.161 | Public IP: 183.83.144.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:27 IST Fri Jun 12 2020 | Duration: 4h:02m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 118911787 | Bytes Rx: 67124395 | IP Addr: 10.149.233.161 | Public IP: 183.83.144.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:27 IST Fri Jun 12 2020 | Duration: 4h:02m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 118911787 | Bytes Rx: 67124395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147954 | Audit Session ID: 0a95072a241f20005ee2fd9f | Security Group Tag: none | EasyVPN: 0 |Session ID: 147954 | Audit Session ID: 0a95072a241f20005ee2fd9f | Security Group Tag: none | EasyVPN: 0 ||
Username: raghulne | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.135 | Public IP: 1.23.74.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:44 IST Fri Jun 12 2020 | Duration: 4h:02m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 502763611 | Bytes Rx: 145010806 | IP Addr: 10.149.232.135 | Public IP: 1.23.74.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:44 IST Fri Jun 12 2020 | Duration: 4h:02m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 502763611 | Bytes Rx: 145010806 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147955 | Audit Session ID: 0a95072a241f30005ee2fdb0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147955 | Audit Session ID: 0a95072a241f30005ee2fdb0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudkrish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.145 | Public IP: 49.207.142.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:52 IST Fri Jun 12 2020 | Duration: 4h:02m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 650936822 | Bytes Rx: 560689955 | IP Addr: 10.149.232.145 | Public IP: 49.207.142.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:52 IST Fri Jun 12 2020 | Duration: 4h:02m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 650936822 | Bytes Rx: 560689955 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147957 | Audit Session ID: 0a95072a241f50005ee2fdb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147957 | Audit Session ID: 0a95072a241f50005ee2fdb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmuralee | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.144 | Public IP: 137.97.165.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:17 IST Fri Jun 12 2020 | Duration: 4h:01m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 234410692 | Bytes Rx: 34466932 | IP Addr: 10.149.233.144 | Public IP: 137.97.165.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:17 IST Fri Jun 12 2020 | Duration: 4h:01m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 234410692 | Bytes Rx: 34466932 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147958 | Audit Session ID: 0a95072a241f60005ee2fdd1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147958 | Audit Session ID: 0a95072a241f60005ee2fdd1 | Security Group Tag: none | EasyVPN: 0 ||
Username: suresh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.158 | Public IP: 103.216.89.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:04 IST Fri Jun 12 2020 | Duration: 4h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 539080894 | Bytes Rx: 43478167 | IP Addr: 10.149.233.158 | Public IP: 103.216.89.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:04 IST Fri Jun 12 2020 | Duration: 4h:01m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 539080894 | Bytes Rx: 43478167 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147959 | Audit Session ID: 0a95072a241f70005ee2fe00 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147959 | Audit Session ID: 0a95072a241f70005ee2fe00 | Security Group Tag: none | EasyVPN: 0 ||
Username: erajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.163 | Public IP: 115.97.79.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:34 IST Fri Jun 12 2020 | Duration: 4h:00m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 247950833 | Bytes Rx: 34844412 | IP Addr: 10.149.233.163 | Public IP: 115.97.79.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:34 IST Fri Jun 12 2020 | Duration: 4h:00m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 247950833 | Bytes Rx: 34844412 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147961 | Audit Session ID: 0a95072a241f90005ee2fe1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 147961 | Audit Session ID: 0a95072a241f90005ee2fe1e | Security Group Tag: none | EasyVPN: 0 ||
Username: rdevi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.164 | Public IP: 157.51.194.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:38 IST Fri Jun 12 2020 | Duration: 4h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 242449633 | Bytes Rx: 41016564 | IP Addr: 10.149.233.164 | Public IP: 157.51.194.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:38 IST Fri Jun 12 2020 | Duration: 4h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 242449633 | Bytes Rx: 41016564 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147962 | Audit Session ID: 0a95072a241fa0005ee2fe22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147962 | Audit Session ID: 0a95072a241fa0005ee2fe22 | Security Group Tag: none | EasyVPN: 0 ||
Username: sharpati | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.165 | Public IP: 106.193.222.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:44 IST Fri Jun 12 2020 | Duration: 4h:00m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 905942162 | Bytes Rx: 214026611 | IP Addr: 10.149.233.165 | Public IP: 106.193.222.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:44 IST Fri Jun 12 2020 | Duration: 4h:00m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 905942162 | Bytes Rx: 214026611 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147963 | Audit Session ID: 0a95072a241fb0005ee2fe28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147963 | Audit Session ID: 0a95072a241fb0005ee2fe28 | Security Group Tag: none | EasyVPN: 0 ||
Username: pourkank | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.172 | Public IP: 106.193.234.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:30 IST Fri Jun 12 2020 | Duration: 3h:59m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 72804130 | Bytes Rx: 25184710 | IP Addr: 10.149.233.172 | Public IP: 106.193.234.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:30 IST Fri Jun 12 2020 | Duration: 3h:59m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 72804130 | Bytes Rx: 25184710 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147968 | Audit Session ID: 0a95072a242000005ee2fe56 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147968 | Audit Session ID: 0a95072a242000005ee2fe56 | Security Group Tag: none | EasyVPN: 0 ||
Username: vaijayanthi.a | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.173 | Public IP: 49.207.129.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:38 IST Fri Jun 12 2020 | Duration: 3h:59m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 837861543 | Bytes Rx: 100966947 | IP Addr: 10.149.233.173 | Public IP: 49.207.129.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:38 IST Fri Jun 12 2020 | Duration: 3h:59m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 837861543 | Bytes Rx: 100966947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147969 | Audit Session ID: 0a95072a242010005ee2fe5e | Security Group Tag: none | EasyVPN: 0 |Session ID: 147969 | Audit Session ID: 0a95072a242010005ee2fe5e | Security Group Tag: none | EasyVPN: 0 ||
Username: anandhiv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.178 | Public IP: 27.5.90.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:41 IST Fri Jun 12 2020 | Duration: 3h:59m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 186744932 | Bytes Rx: 35838013 | IP Addr: 10.149.233.178 | Public IP: 27.5.90.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:41 IST Fri Jun 12 2020 | Duration: 3h:59m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 186744932 | Bytes Rx: 35838013 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147970 | Audit Session ID: 0a95072a242020005ee2fe61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147970 | Audit Session ID: 0a95072a242020005ee2fe61 | Security Group Tag: none | EasyVPN: 0 ||
