sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.14 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:21 IST Sun Jun 7 2020 | Duration: 3h:24m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 83853649 | Bytes Rx: 130297727 | IP Addr: 10.150.238.14 | Public IP: 49.204.178.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:21 IST Sun Jun 7 2020 | Duration: 3h:24m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 83853649 | Bytes Rx: 130297727 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265322 | Audit Session ID: 0a96cf6a40c6a0005edc6079 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265322 | Audit Session ID: 0a96cf6a40c6a0005edc6079 | Security Group Tag: none | EasyVPN: 0 ||
Username: AshLambe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.39 | Public IP: 49.35.114.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:37 IST Sun Jun 7 2020 | Duration: 3h:13m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 42919453 | Bytes Rx: 14748563 | IP Addr: 10.150.238.39 | Public IP: 49.35.114.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:37 IST Sun Jun 7 2020 | Duration: 3h:13m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 42919453 | Bytes Rx: 14748563 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265352 | Audit Session ID: 0a96cf6a40c880005edc631d | Security Group Tag: none | EasyVPN: 0 |Session ID: 265352 | Audit Session ID: 0a96cf6a40c880005edc631d | Security Group Tag: none | EasyVPN: 0 ||
Username: VBokhare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.40 | Public IP: 45.250.227.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:40 IST Sun Jun 7 2020 | Duration: 3h:13m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 523541322 | Bytes Rx: 55828752 | IP Addr: 10.150.238.40 | Public IP: 45.250.227.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:40 IST Sun Jun 7 2020 | Duration: 3h:13m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 523541322 | Bytes Rx: 55828752 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265353 | Audit Session ID: 0a96cf6a40c890005edc6320 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265353 | Audit Session ID: 0a96cf6a40c890005edc6320 | Security Group Tag: none | EasyVPN: 0 ||
Username: UmesAhir | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.43 | Public IP: 106.213.154.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:20 IST Sun Jun 7 2020 | Duration: 3h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 126900474 | Bytes Rx: 19820346 | IP Addr: 10.150.238.43 | Public IP: 106.213.154.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:20 IST Sun Jun 7 2020 | Duration: 3h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 126900474 | Bytes Rx: 19820346 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265356 | Audit Session ID: 0a96cf6a40c8c0005edc6348 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265356 | Audit Session ID: 0a96cf6a40c8c0005edc6348 | Security Group Tag: none | EasyVPN: 0 ||
Username: prkudeka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.44 | Public IP: 103.135.200.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:48 IST Sun Jun 7 2020 | Duration: 3h:12m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 869818541 | Bytes Rx: 76533173 | IP Addr: 10.150.238.44 | Public IP: 103.135.200.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:48 IST Sun Jun 7 2020 | Duration: 3h:12m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 869818541 | Bytes Rx: 76533173 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265357 | Audit Session ID: 0a96cf6a40c8d0005edc6364 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265357 | Audit Session ID: 0a96cf6a40c8d0005edc6364 | Security Group Tag: none | EasyVPN: 0 ||
Username: AzizK | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.45 | Public IP: 49.36.50.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:51 IST Sun Jun 7 2020 | Duration: 3h:12m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 225546961 | Bytes Rx: 36711750 | IP Addr: 10.150.238.45 | Public IP: 49.36.50.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:51 IST Sun Jun 7 2020 | Duration: 3h:12m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 225546961 | Bytes Rx: 36711750 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265358 | Audit Session ID: 0a96cf6a40c8e0005edc6367 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265358 | Audit Session ID: 0a96cf6a40c8e0005edc6367 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.46 | Public IP: 49.35.208.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:55 IST Sun Jun 7 2020 | Duration: 3h:12m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 92088832 | Bytes Rx: 69402749 | IP Addr: 10.150.238.46 | Public IP: 49.35.208.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:55 IST Sun Jun 7 2020 | Duration: 3h:12m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 92088832 | Bytes Rx: 69402749 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265359 | Audit Session ID: 0a96cf6a40c8f0005edc636b | Security Group Tag: none | EasyVPN: 0 |Session ID: 265359 | Audit Session ID: 0a96cf6a40c8f0005edc636b | Security Group Tag: none | EasyVPN: 0 ||
Username: gljose | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.48 | Public IP: 43.229.88.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:19 IST Sun Jun 7 2020 | Duration: 3h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 91195280 | Bytes Rx: 37042022 | IP Addr: 10.150.238.48 | Public IP: 43.229.88.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:19 IST Sun Jun 7 2020 | Duration: 3h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 91195280 | Bytes Rx: 37042022 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265361 | Audit Session ID: 0a96cf6a40c910005edc63bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 265361 | Audit Session ID: 0a96cf6a40c910005edc63bf | Security Group Tag: none | EasyVPN: 0 ||
Username: prgholap | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.49 | Public IP: 103.132.244.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:29 IST Sun Jun 7 2020 | Duration: 3h:02m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 58275161 | Bytes Rx: 30424240 | IP Addr: 10.150.238.49 | Public IP: 103.132.244.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:29 IST Sun Jun 7 2020 | Duration: 3h:02m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 58275161 | Bytes Rx: 30424240 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265365 | Audit Session ID: 0a96cf6a40c950005edc65a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265365 | Audit Session ID: 0a96cf6a40c950005edc65a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: vaswami | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.52 | Public IP: 106.220.154.77 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:28:27 IST Sun Jun 7 2020 | Duration: 3h:01m:49s | Inactivity:  0h:11m:00s | Bytes Tx: 132672707 | Bytes Rx: 39874214 | IP Addr: 10.150.238.52 | Public IP: 106.220.154.77 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:28:27 IST Sun Jun 7 2020 | Duration: 3h:01m:49s | Inactivity:  0h:11m:00s | Bytes Tx: 132672707 | Bytes Rx: 39874214 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265368 | Audit Session ID: 0a96cf6a40c980005edc65e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265368 | Audit Session ID: 0a96cf6a40c980005edc65e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: chandani.borkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.53 | Public IP: 103.93.197.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:39 IST Sun Jun 7 2020 | Duration: 3h:01m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 755706506 | Bytes Rx: 57344771 | IP Addr: 10.150.238.53 | Public IP: 103.93.197.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:39 IST Sun Jun 7 2020 | Duration: 3h:01m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 755706506 | Bytes Rx: 57344771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265369 | Audit Session ID: 0a96cf6a40c990005edc65ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 265369 | Audit Session ID: 0a96cf6a40c990005edc65ef | Security Group Tag: none | EasyVPN: 0 ||
Username: ratan.patole | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.54 | Public IP: 49.35.194.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:07 IST Sun Jun 7 2020 | Duration: 3h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 954960046 | Bytes Rx: 46777698 | IP Addr: 10.150.238.54 | Public IP: 49.35.194.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:07 IST Sun Jun 7 2020 | Duration: 3h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 954960046 | Bytes Rx: 46777698 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265371 | Audit Session ID: 0a96cf6a40c9b0005edc660b | Security Group Tag: none | EasyVPN: 0 |Session ID: 265371 | Audit Session ID: 0a96cf6a40c9b0005edc660b | Security Group Tag: none | EasyVPN: 0 ||
Username: DTalekar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.57 | Public IP: 45.119.59.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:17 IST Sun Jun 7 2020 | Duration: 3h:00m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 132130194 | Bytes Rx: 42909145 | IP Addr: 10.150.238.57 | Public IP: 45.119.59.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:17 IST Sun Jun 7 2020 | Duration: 3h:00m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 132130194 | Bytes Rx: 42909145 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265372 | Audit Session ID: 0a96cf6a40c9c0005edc6615 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265372 | Audit Session ID: 0a96cf6a40c9c0005edc6615 | Security Group Tag: none | EasyVPN: 0 ||
Username: Bhughule | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.58 | Public IP: 103.83.213.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:30 IST Sun Jun 7 2020 | Duration: 3h:00m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 99284769 | Bytes Rx: 34601145 | IP Addr: 10.150.238.58 | Public IP: 103.83.213.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:30 IST Sun Jun 7 2020 | Duration: 3h:00m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 99284769 | Bytes Rx: 34601145 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265373 | Audit Session ID: 0a96cf6a40c9d0005edc6622 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265373 | Audit Session ID: 0a96cf6a40c9d0005edc6622 | Security Group Tag: none | EasyVPN: 0 ||
Username: sachinbh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.59 | Public IP: 157.33.234.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:58 IST Sun Jun 7 2020 | Duration: 3h:00m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 168095670 | Bytes Rx: 36015139 | IP Addr: 10.150.238.59 | Public IP: 157.33.234.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:58 IST Sun Jun 7 2020 | Duration: 3h:00m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 168095670 | Bytes Rx: 36015139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265374 | Audit Session ID: 0a96cf6a40c9e0005edc663e | Security Group Tag: none | EasyVPN: 0 |Session ID: 265374 | Audit Session ID: 0a96cf6a40c9e0005edc663e | Security Group Tag: none | EasyVPN: 0 ||
Username: vkhavale | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.62 | Public IP: 103.203.62.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:32 IST Sun Jun 7 2020 | Duration: 2h:59m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 128291879 | Bytes Rx: 43798265 | IP Addr: 10.150.238.62 | Public IP: 103.203.62.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:32 IST Sun Jun 7 2020 | Duration: 2h:59m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 128291879 | Bytes Rx: 43798265 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265377 | Audit Session ID: 0a96cf6a40ca10005edc6660 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265377 | Audit Session ID: 0a96cf6a40ca10005edc6660 | Security Group Tag: none | EasyVPN: 0 ||
Username: KomalPat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.66 | Public IP: 117.195.69.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:22 IST Sun Jun 7 2020 | Duration: 2h:56m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1060129564 | Bytes Rx: 110849881 | IP Addr: 10.150.238.66 | Public IP: 117.195.69.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:22 IST Sun Jun 7 2020 | Duration: 2h:56m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1060129564 | Bytes Rx: 110849881 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265382 | Audit Session ID: 0a96cf6a40ca60005edc670a | Security Group Tag: none | EasyVPN: 0 |Session ID: 265382 | Audit Session ID: 0a96cf6a40ca60005edc670a | Security Group Tag: none | EasyVPN: 0 ||
Username: rahulmar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.51 | Public IP: 103.48.100.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:03 IST Sun Jun 7 2020 | Duration: 2h:51m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 22078583 | Bytes Rx: 8340657 | IP Addr: 10.150.238.51 | Public IP: 103.48.100.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:03 IST Sun Jun 7 2020 | Duration: 2h:51m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 22078583 | Bytes Rx: 8340657 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265392 | Audit Session ID: 0a96cf6a40cb00005edc685f | Security Group Tag: none | EasyVPN: 0 |Session ID: 265392 | Audit Session ID: 0a96cf6a40cb00005edc685f | Security Group Tag: none | EasyVPN: 0 ||
Username: abhisinh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.47 | Public IP: 103.97.240.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:40 IST Sun Jun 7 2020 | Duration: 2h:44m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 156106509 | Bytes Rx: 43167403 | IP Addr: 10.150.238.47 | Public IP: 103.97.240.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:45:40 IST Sun Jun 7 2020 | Duration: 2h:44m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 156106509 | Bytes Rx: 43167403 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265395 | Audit Session ID: 0a96cf6a40cb30005edc69ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 265395 | Audit Session ID: 0a96cf6a40cb30005edc69ec | Security Group Tag: none | EasyVPN: 0 ||
Username: samirsaw | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.76 | Public IP: 1.38.140.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:14 IST Sun Jun 7 2020 | Duration: 2h:43m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 186078290 | Bytes Rx: 57500424 | IP Addr: 10.150.238.76 | Public IP: 1.38.140.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:14 IST Sun Jun 7 2020 | Duration: 2h:43m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 186078290 | Bytes Rx: 57500424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265398 | Audit Session ID: 0a96cf6a40cb60005edc6a4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 265398 | Audit Session ID: 0a96cf6a40cb60005edc6a4a | Security Group Tag: none | EasyVPN: 0 ||
Username: PChokakk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.30 | Public IP: 157.33.177.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:39 IST Sun Jun 7 2020 | Duration: 2h:42m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 28643722 | Bytes Rx: 16605065 | IP Addr: 10.150.238.30 | Public IP: 157.33.177.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:47:39 IST Sun Jun 7 2020 | Duration: 2h:42m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 28643722 | Bytes Rx: 16605065 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 265399 | Audit Session ID: 0a96cf6a40cb70005edc6a63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 265399 | Audit Session ID: 0a96cf6a40cb70005edc6a63 | Security Group Tag: none | EasyVPN: 0 ||
