sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 157.51.202.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 12h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2014756710 | Bytes Rx: 147794780 | IP Addr: 10.149.233.202 | Public IP: 157.51.202.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 12h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2014756710 | Bytes Rx: 147794780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 ||
Username: SRaktate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.85 | Public IP: 157.33.201.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:34 IST Thu Jun 11 2020 | Duration: 1h:42m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 478056296 | Bytes Rx: 95790961 | IP Addr: 10.149.232.85 | Public IP: 157.33.201.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:34 IST Thu Jun 11 2020 | Duration: 1h:42m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 478056296 | Bytes Rx: 95790961 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145611 | Audit Session ID: 0a95072a238cb0005ee1862e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145611 | Audit Session ID: 0a95072a238cb0005ee1862e | Security Group Tag: none | EasyVPN: 0 ||
Username: pritkada | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.89 | Public IP: 103.243.112.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:41 IST Thu Jun 11 2020 | Duration: 1h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 203709084 | Bytes Rx: 42758597 | IP Addr: 10.149.232.89 | Public IP: 103.243.112.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:41 IST Thu Jun 11 2020 | Duration: 1h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 203709084 | Bytes Rx: 42758597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145615 | Audit Session ID: 0a95072a238cf0005ee186ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 145615 | Audit Session ID: 0a95072a238cf0005ee186ad | Security Group Tag: none | EasyVPN: 0 ||
Username: mpandura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.90 | Public IP: 223.182.208.152 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:50:32 IST Thu Jun 11 2020 | Duration: 1h:39m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 208260453 | Bytes Rx: 23091496 | IP Addr: 10.149.232.90 | Public IP: 223.182.208.152 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:50:32 IST Thu Jun 11 2020 | Duration: 1h:39m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 208260453 | Bytes Rx: 23091496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145616 | Audit Session ID: 0a95072a238d00005ee186e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145616 | Audit Session ID: 0a95072a238d00005ee186e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: MMunikri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.91 | Public IP: 223.186.43.162 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:50:59 IST Thu Jun 11 2020 | Duration: 1h:39m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 118915572 | Bytes Rx: 34066607 | IP Addr: 10.149.232.91 | Public IP: 223.186.43.162 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:50:59 IST Thu Jun 11 2020 | Duration: 1h:39m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 118915572 | Bytes Rx: 34066607 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145617 | Audit Session ID: 0a95072a238d10005ee186fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 145617 | Audit Session ID: 0a95072a238d10005ee186fb | Security Group Tag: none | EasyVPN: 0 ||
Username: poojjaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.92 | Public IP: 137.97.59.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:04 IST Thu Jun 11 2020 | Duration: 1h:38m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 202681229 | Bytes Rx: 60485059 | IP Addr: 10.149.232.92 | Public IP: 137.97.59.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:04 IST Thu Jun 11 2020 | Duration: 1h:38m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 202681229 | Bytes Rx: 60485059 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145618 | Audit Session ID: 0a95072a238d20005ee1873c | Security Group Tag: none | EasyVPN: 0 |Session ID: 145618 | Audit Session ID: 0a95072a238d20005ee1873c | Security Group Tag: none | EasyVPN: 0 ||
Username: Atapkire | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.93 | Public IP: 49.35.221.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:14 IST Thu Jun 11 2020 | Duration: 1h:38m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 413550224 | Bytes Rx: 49937064 | IP Addr: 10.149.232.93 | Public IP: 49.35.221.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:14 IST Thu Jun 11 2020 | Duration: 1h:38m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 413550224 | Bytes Rx: 49937064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145619 | Audit Session ID: 0a95072a238d30005ee18746 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145619 | Audit Session ID: 0a95072a238d30005ee18746 | Security Group Tag: none | EasyVPN: 0 ||
Username: cpugazhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.233 | Public IP: 183.83.153.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:25 IST Thu Jun 11 2020 | Duration: 1h:36m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 280126122 | Bytes Rx: 29472539 | IP Addr: 10.149.232.233 | Public IP: 183.83.153.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:25 IST Thu Jun 11 2020 | Duration: 1h:36m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 280126122 | Bytes Rx: 29472539 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145621 | Audit Session ID: 0a95072a238d50005ee1878d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145621 | Audit Session ID: 0a95072a238d50005ee1878d | Security Group Tag: none | EasyVPN: 0 ||
Username: mansoomo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.234 | Public IP: 115.97.250.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:36 IST Thu Jun 11 2020 | Duration: 1h:35m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 359555136 | Bytes Rx: 65509528 | IP Addr: 10.149.232.234 | Public IP: 115.97.250.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:36 IST Thu Jun 11 2020 | Duration: 1h:35m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 359555136 | Bytes Rx: 65509528 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145622 | Audit Session ID: 0a95072a238d60005ee187d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145622 | Audit Session ID: 0a95072a238d60005ee187d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: ksanap | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.235 | Public IP: 106.193.234.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:45 IST Thu Jun 11 2020 | Duration: 1h:34m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 60617548 | Bytes Rx: 24802759 | IP Addr: 10.149.232.235 | Public IP: 106.193.234.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:45 IST Thu Jun 11 2020 | Duration: 1h:34m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 60617548 | Bytes Rx: 24802759 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145623 | Audit Session ID: 0a95072a238d70005ee18819 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145623 | Audit Session ID: 0a95072a238d70005ee18819 | Security Group Tag: none | EasyVPN: 0 ||
Username: svaithiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC8 | IP Addr: 10.149.248.104 | Public IP: 157.50.61.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:48 IST Thu Jun 11 2020 | Duration: 1h:33m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 166331332 | Bytes Rx: 45146813 | IP Addr: 10.149.248.104 | Public IP: 157.50.61.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:48 IST Thu Jun 11 2020 | Duration: 1h:33m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 166331332 | Bytes Rx: 45146813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145625 | Audit Session ID: 0a95072a238d90005ee18858 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145625 | Audit Session ID: 0a95072a238d90005ee18858 | Security Group Tag: none | EasyVPN: 0 ||
Username: dchinnik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.237 | Public IP: 223.238.81.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:53 IST Thu Jun 11 2020 | Duration: 1h:33m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 56244284 | Bytes Rx: 27748924 | IP Addr: 10.149.232.237 | Public IP: 223.238.81.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:53 IST Thu Jun 11 2020 | Duration: 1h:33m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 56244284 | Bytes Rx: 27748924 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145626 | Audit Session ID: 0a95072a238da0005ee1885d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145626 | Audit Session ID: 0a95072a238da0005ee1885d | Security Group Tag: none | EasyVPN: 0 ||
Username: swati.agarwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.253 | Public IP: 139.167.128.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:59 IST Thu Jun 11 2020 | Duration: 1h:25m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 131357977 | Bytes Rx: 23512651 | IP Addr: 10.149.232.253 | Public IP: 139.167.128.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:59 IST Thu Jun 11 2020 | Duration: 1h:25m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 131357977 | Bytes Rx: 23512651 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145627 | Audit Session ID: 0a95072a238db0005ee18a43 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145627 | Audit Session ID: 0a95072a238db0005ee18a43 | Security Group Tag: none | EasyVPN: 0 ||
Username: AMuttepa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.254 | Public IP: 106.193.140.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:13 IST Thu Jun 11 2020 | Duration: 1h:25m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 211565307 | Bytes Rx: 35767342 | IP Addr: 10.149.232.254 | Public IP: 106.193.140.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:05:13 IST Thu Jun 11 2020 | Duration: 1h:25m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 211565307 | Bytes Rx: 35767342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145628 | Audit Session ID: 0a95072a238dc0005ee18a51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145628 | Audit Session ID: 0a95072a238dc0005ee18a51 | Security Group Tag: none | EasyVPN: 0 ||
Username: Barajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.129 | Public IP: 157.51.82.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:58 IST Thu Jun 11 2020 | Duration: 1h:23m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 693338745 | Bytes Rx: 41028231 | IP Addr: 10.149.232.129 | Public IP: 157.51.82.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:58 IST Thu Jun 11 2020 | Duration: 1h:23m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 693338745 | Bytes Rx: 41028231 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145630 | Audit Session ID: 0a95072a238de0005ee18aba | Security Group Tag: none | EasyVPN: 0 |Session ID: 145630 | Audit Session ID: 0a95072a238de0005ee18aba | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 49.206.210.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:01 IST Thu Jun 11 2020 | Duration: 1h:21m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 96733274 | Bytes Rx: 18463098 | IP Addr: 10.149.232.131 | Public IP: 49.206.210.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:09:01 IST Thu Jun 11 2020 | Duration: 1h:21m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 96733274 | Bytes Rx: 18463098 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145632 | Audit Session ID: 0a95072a238e00005ee18b35 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145632 | Audit Session ID: 0a95072a238e00005ee18b35 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC6 | IP Addr: 10.149.248.102 | Public IP: 106.203.46.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:25 IST Thu Jun 11 2020 | Duration: 1h:12m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 85153368 | Bytes Rx: 30697981 | IP Addr: 10.149.248.102 | Public IP: 106.203.46.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:25 IST Thu Jun 11 2020 | Duration: 1h:12m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 85153368 | Bytes Rx: 30697981 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145633 | Audit Session ID: 0a95072a238e10005ee18d2d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145633 | Audit Session ID: 0a95072a238e10005ee18d2d | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.biswas | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.128 | Public IP: 103.18.171.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:15 IST Thu Jun 11 2020 | Duration: 1h:10m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 9845928 | Bytes Rx: 5941392 | IP Addr: 10.149.232.128 | Public IP: 103.18.171.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:15 IST Thu Jun 11 2020 | Duration: 1h:10m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 9845928 | Bytes Rx: 5941392 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145634 | Audit Session ID: 0a95072a238e20005ee18dd7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145634 | Audit Session ID: 0a95072a238e20005ee18dd7 | Security Group Tag: none | EasyVPN: 0 ||
Username: DhaiMane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.132 | Public IP: 106.193.153.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:22:13 IST Thu Jun 11 2020 | Duration: 1h:08m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 155510376 | Bytes Rx: 24845030 | IP Addr: 10.149.232.132 | Public IP: 106.193.153.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:22:13 IST Thu Jun 11 2020 | Duration: 1h:08m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 155510376 | Bytes Rx: 24845030 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145635 | Audit Session ID: 0a95072a238e30005ee18e4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145635 | Audit Session ID: 0a95072a238e30005ee18e4d | Security Group Tag: none | EasyVPN: 0 ||
Username: TeMamidi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.133 | Public IP: 183.83.238.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:23:41 IST Thu Jun 11 2020 | Duration: 1h:06m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 101395312 | Bytes Rx: 37590730 | IP Addr: 10.149.232.133 | Public IP: 183.83.238.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:23:41 IST Thu Jun 11 2020 | Duration: 1h:06m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 101395312 | Bytes Rx: 37590730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145636 | Audit Session ID: 0a95072a238e40005ee18ea5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145636 | Audit Session ID: 0a95072a238e40005ee18ea5 | Security Group Tag: none | EasyVPN: 0 ||
Username: UAtholi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 43.229.89.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:23 IST Thu Jun 11 2020 | Duration: 1h:05m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 16738454 | Bytes Rx: 4194327 | IP Addr: 10.149.232.134 | Public IP: 43.229.89.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:23 IST Thu Jun 11 2020 | Duration: 1h:05m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 16738454 | Bytes Rx: 4194327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145637 | Audit Session ID: 0a95072a238e50005ee18ecf | Security Group Tag: none | EasyVPN: 0 |Session ID: 145637 | Audit Session ID: 0a95072a238e50005ee18ecf | Security Group Tag: none | EasyVPN: 0 ||
