sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rupameht | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.159 | Public IP: 223.225.65.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:01 IST Mon Jun 15 2020 | Duration: 1d 7h:20m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2241754264 | Bytes Rx: 703810387 | IP Addr: 10.150.244.159 | Public IP: 223.225.65.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:01 IST Mon Jun 15 2020 | Duration: 1d 7h:20m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2241754264 | Bytes Rx: 703810387 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 23817 | Audit Session ID: 0a96cf6905d090005ee702a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 23817 | Audit Session ID: 0a96cf6905d090005ee702a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: rpborhad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.64 | Public IP: 223.189.9.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:44 IST Tue Jun 16 2020 | Duration: 8h:36m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1013045258 | Bytes Rx: 56080342 | IP Addr: 10.150.236.64 | Public IP: 223.189.9.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:44 IST Tue Jun 16 2020 | Duration: 8h:36m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1013045258 | Bytes Rx: 56080342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26905 | Audit Session ID: 0a96cf69069190005ee84248 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26905 | Audit Session ID: 0a96cf69069190005ee84248 | Security Group Tag: none | EasyVPN: 0 ||
Username: samathew | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.66 | Public IP: 103.124.141.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:10 IST Tue Jun 16 2020 | Duration: 8h:36m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 831964621 | Bytes Rx: 187558702 | IP Addr: 10.150.236.66 | Public IP: 103.124.141.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:10 IST Tue Jun 16 2020 | Duration: 8h:36m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 831964621 | Bytes Rx: 187558702 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26906 | Audit Session ID: 0a96cf690691a0005ee84262 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26906 | Audit Session ID: 0a96cf690691a0005ee84262 | Security Group Tag: none | EasyVPN: 0 ||
Username: trsharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.67 | Public IP: 122.177.116.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:23 IST Tue Jun 16 2020 | Duration: 8h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1025116529 | Bytes Rx: 890958240 | IP Addr: 10.150.236.67 | Public IP: 122.177.116.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:23 IST Tue Jun 16 2020 | Duration: 8h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1025116529 | Bytes Rx: 890958240 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26907 | Audit Session ID: 0a96cf690691b0005ee8426f | Security Group Tag: none | EasyVPN: 0 |Session ID: 26907 | Audit Session ID: 0a96cf690691b0005ee8426f | Security Group Tag: none | EasyVPN: 0 ||
Username: jgothe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.200 | Public IP: 157.33.204.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:24 IST Tue Jun 16 2020 | Duration: 8h:36m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 310226714 | Bytes Rx: 125802482 | IP Addr: 10.150.236.200 | Public IP: 157.33.204.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:24 IST Tue Jun 16 2020 | Duration: 8h:36m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 310226714 | Bytes Rx: 125802482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26908 | Audit Session ID: 0a96cf690691c0005ee84270 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26908 | Audit Session ID: 0a96cf690691c0005ee84270 | Security Group Tag: none | EasyVPN: 0 ||
Username: amroy | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.214 | Public IP: 223.233.91.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:01 IST Tue Jun 16 2020 | Duration: 8h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 886465015 | Bytes Rx: 553155090 | IP Addr: 10.150.236.214 | Public IP: 223.233.91.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:01 IST Tue Jun 16 2020 | Duration: 8h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 886465015 | Bytes Rx: 553155090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26915 | Audit Session ID: 0a96cf69069230005ee84295 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26915 | Audit Session ID: 0a96cf69069230005ee84295 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vnikte | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.194 | Public IP: 103.229.247.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:07 IST Tue Jun 16 2020 | Duration: 8h:35m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 296532745 | Bytes Rx: 106860124 | IP Addr: 10.150.236.194 | Public IP: 103.229.247.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:07 IST Tue Jun 16 2020 | Duration: 8h:35m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 296532745 | Bytes Rx: 106860124 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26916 | Audit Session ID: 0a96cf69069240005ee8429b | Security Group Tag: none | EasyVPN: 0 |Session ID: 26916 | Audit Session ID: 0a96cf69069240005ee8429b | Security Group Tag: none | EasyVPN: 0 ||
Username: SMURADE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.213 | Public IP: 106.210.182.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:16 IST Tue Jun 16 2020 | Duration: 8h:35m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 627416466 | Bytes Rx: 223745547 | IP Addr: 10.150.236.213 | Public IP: 106.210.182.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:16 IST Tue Jun 16 2020 | Duration: 8h:35m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 627416466 | Bytes Rx: 223745547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26918 | Audit Session ID: 0a96cf69069260005ee842a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26918 | Audit Session ID: 0a96cf69069260005ee842a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vijay.srinivas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.218 | Public IP: 103.110.254.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:34 IST Tue Jun 16 2020 | Duration: 8h:34m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1325451675 | Bytes Rx: 1558882626 | IP Addr: 10.150.236.218 | Public IP: 103.110.254.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:34 IST Tue Jun 16 2020 | Duration: 8h:34m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1325451675 | Bytes Rx: 1558882626 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26924 | Audit Session ID: 0a96cf690692c0005ee842b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26924 | Audit Session ID: 0a96cf690692c0005ee842b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: shtiwari | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.219 | Public IP: 27.97.128.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:36 IST Tue Jun 16 2020 | Duration: 8h:34m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1081647852 | Bytes Rx: 461028756 | IP Addr: 10.150.236.219 | Public IP: 27.97.128.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:36 IST Tue Jun 16 2020 | Duration: 8h:34m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1081647852 | Bytes Rx: 461028756 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26925 | Audit Session ID: 0a96cf690692d0005ee842b8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26925 | Audit Session ID: 0a96cf690692d0005ee842b8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShasBhos | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.161 | Public IP: 103.86.180.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:35 IST Tue Jun 16 2020 | Duration: 8h:33m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 623458282 | Bytes Rx: 195442987 | IP Addr: 10.150.236.161 | Public IP: 103.86.180.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:35 IST Tue Jun 16 2020 | Duration: 8h:33m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 623458282 | Bytes Rx: 195442987 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26929 | Audit Session ID: 0a96cf69069310005ee842f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26929 | Audit Session ID: 0a96cf69069310005ee842f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: ANIMIRAJ | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.13 | Public IP: 157.33.161.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:39 IST Tue Jun 16 2020 | Duration: 8h:30m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 235896904 | Bytes Rx: 129739087 | IP Addr: 10.150.236.13 | Public IP: 157.33.161.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:39 IST Tue Jun 16 2020 | Duration: 8h:30m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 235896904 | Bytes Rx: 129739087 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26944 | Audit Session ID: 0a96cf69069400005ee843ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 26944 | Audit Session ID: 0a96cf69069400005ee843ab | Security Group Tag: none | EasyVPN: 0 ||
Username: avnavale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.16 | Public IP: 1.39.25.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:43 IST Tue Jun 16 2020 | Duration: 8h:30m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 2333212701 | Bytes Rx: 446762409 | IP Addr: 10.150.236.16 | Public IP: 1.39.25.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:43 IST Tue Jun 16 2020 | Duration: 8h:30m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 2333212701 | Bytes Rx: 446762409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26946 | Audit Session ID: 0a96cf69069420005ee843af | Security Group Tag: none | EasyVPN: 0 |Session ID: 26946 | Audit Session ID: 0a96cf69069420005ee843af | Security Group Tag: none | EasyVPN: 0 ||
Username: swdesai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.137 | Public IP: 43.243.212.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:20 IST Tue Jun 16 2020 | Duration: 8h:30m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 989634107 | Bytes Rx: 292265208 | IP Addr: 10.150.236.137 | Public IP: 43.243.212.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:20 IST Tue Jun 16 2020 | Duration: 8h:30m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 989634107 | Bytes Rx: 292265208 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26951 | Audit Session ID: 0a96cf69069470005ee843d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26951 | Audit Session ID: 0a96cf69069470005ee843d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: pprakash | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.153 | Public IP: 43.242.225.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:29 IST Tue Jun 16 2020 | Duration: 8h:29m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 59338355 | Bytes Rx: 32236975 | IP Addr: 10.150.236.153 | Public IP: 43.242.225.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:29 IST Tue Jun 16 2020 | Duration: 8h:29m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 59338355 | Bytes Rx: 32236975 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26952 | Audit Session ID: 0a96cf69069480005ee843dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 26952 | Audit Session ID: 0a96cf69069480005ee843dd | Security Group Tag: none | EasyVPN: 0 ||
Username: AGharge | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.225 | Public IP: 123.201.52.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:35 IST Tue Jun 16 2020 | Duration: 8h:29m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 639321176 | Bytes Rx: 56706852 | IP Addr: 10.150.236.225 | Public IP: 123.201.52.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:35 IST Tue Jun 16 2020 | Duration: 8h:29m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 639321176 | Bytes Rx: 56706852 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26954 | Audit Session ID: 0a96cf690694a0005ee843e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26954 | Audit Session ID: 0a96cf690694a0005ee843e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sn.kulkarni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.222 | Public IP: 219.91.250.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:35 IST Tue Jun 16 2020 | Duration: 8h:29m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1145476798 | Bytes Rx: 143571998 | IP Addr: 10.150.236.222 | Public IP: 219.91.250.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:35 IST Tue Jun 16 2020 | Duration: 8h:29m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1145476798 | Bytes Rx: 143571998 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26955 | Audit Session ID: 0a96cf690694b0005ee843e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26955 | Audit Session ID: 0a96cf690694b0005ee843e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: poojbhag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.50 | Public IP: 157.46.36.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:10 IST Tue Jun 16 2020 | Duration: 8h:29m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1590444910 | Bytes Rx: 412069793 | IP Addr: 10.150.237.50 | Public IP: 157.46.36.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:31:10 IST Tue Jun 16 2020 | Duration: 8h:29m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1590444910 | Bytes Rx: 412069793 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26960 | Audit Session ID: 0a96cf69069500005ee84406 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26960 | Audit Session ID: 0a96cf69069500005ee84406 | Security Group Tag: none | EasyVPN: 0 ||
Username: rchinnad | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.158 | Public IP: 157.46.46.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:15 IST Tue Jun 16 2020 | Duration: 8h:27m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 379451426 | Bytes Rx: 57758385 | IP Addr: 10.150.236.158 | Public IP: 157.46.46.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:15 IST Tue Jun 16 2020 | Duration: 8h:27m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 379451426 | Bytes Rx: 57758385 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26963 | Audit Session ID: 0a96cf69069530005ee84483 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26963 | Audit Session ID: 0a96cf69069530005ee84483 | Security Group Tag: none | EasyVPN: 0 ||
Username: AdityaB | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.76 | Public IP: 106.198.240.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:30 IST Tue Jun 16 2020 | Duration: 8h:26m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 689375681 | Bytes Rx: 156274418 | IP Addr: 10.150.237.76 | Public IP: 106.198.240.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:30 IST Tue Jun 16 2020 | Duration: 8h:26m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 689375681 | Bytes Rx: 156274418 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26965 | Audit Session ID: 0a96cf69069550005ee84492 | Security Group Tag: none | EasyVPN: 0 |Session ID: 26965 | Audit Session ID: 0a96cf69069550005ee84492 | Security Group Tag: none | EasyVPN: 0 ||
Username: PBandich | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.79 | Public IP: 49.35.7.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:10 IST Tue Jun 16 2020 | Duration: 8h:26m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 534734202 | Bytes Rx: 175706092 | IP Addr: 10.150.237.79 | Public IP: 49.35.7.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:10 IST Tue Jun 16 2020 | Duration: 8h:26m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 534734202 | Bytes Rx: 175706092 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 26972 | Audit Session ID: 0a96cf690695c0005ee844ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 26972 | Audit Session ID: 0a96cf690695c0005ee844ba | Security Group Tag: none | EasyVPN: 0 ||
