sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdzialow | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.104 | Public IP: 90.248.242.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:28:14 UTC Thu Jun 25 2020 | Duration: 1d 1h:32m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2055784440 | Bytes Rx: 565451159 | IP Addr: 10.145.232.104 | Public IP: 90.248.242.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:28:14 UTC Thu Jun 25 2020 | Duration: 1d 1h:32m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2055784440 | Bytes Rx: 565451159 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 161 | Audit Session ID: 0a910728000a10005ef4601e | Security Group Tag: none | EasyVPN: 0 |Session ID: 161 | Audit Session ID: 0a910728000a10005ef4601e | Security Group Tag: none | EasyVPN: 0 ||
Username: svemuri | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.185 | Public IP: 203.191.56.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:18:10 UTC Fri Jun 26 2020 | Duration: 5h:42m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 809126587 | Bytes Rx: 113593100 | IP Addr: 10.145.232.185 | Public IP: 203.191.56.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:18:10 UTC Fri Jun 26 2020 | Duration: 5h:42m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 809126587 | Bytes Rx: 113593100 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 399 | Audit Session ID: 0a9107280018f0005ef57702 | Security Group Tag: none | EasyVPN: 0 |Session ID: 399 | Audit Session ID: 0a9107280018f0005ef57702 | Security Group Tag: none | EasyVPN: 0 ||
Username: aritaban | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.186 | Public IP: 1.38.236.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:22:58 UTC Fri Jun 26 2020 | Duration: 5h:38m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 802253537 | Bytes Rx: 46963081 | IP Addr: 10.145.232.186 | Public IP: 1.38.236.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:22:58 UTC Fri Jun 26 2020 | Duration: 5h:38m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 802253537 | Bytes Rx: 46963081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 400 | Audit Session ID: 0a910728001900005ef57822 | Security Group Tag: none | EasyVPN: 0 |Session ID: 400 | Audit Session ID: 0a910728001900005ef57822 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.nieto | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.189 | Public IP: 92.153.250.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:25:26 UTC Fri Jun 26 2020 | Duration: 5h:35m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 166881778 | Bytes Rx: 77759488 | IP Addr: 10.145.232.189 | Public IP: 92.153.250.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:25:26 UTC Fri Jun 26 2020 | Duration: 5h:35m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 166881778 | Bytes Rx: 77759488 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 401 | Audit Session ID: 0a910728001910005ef578b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 401 | Audit Session ID: 0a910728001910005ef578b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmaran | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.78 | Public IP: 88.104.121.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:47:42 UTC Fri Jun 26 2020 | Duration: 5h:13m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 754064111 | Bytes Rx: 134885554 | IP Addr: 10.145.232.78 | Public IP: 88.104.121.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:47:42 UTC Fri Jun 26 2020 | Duration: 5h:13m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 754064111 | Bytes Rx: 134885554 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 405 | Audit Session ID: 0a910728001950005ef57dee | Security Group Tag: none | EasyVPN: 0 |Session ID: 405 | Audit Session ID: 0a910728001950005ef57dee | Security Group Tag: none | EasyVPN: 0 ||
Username: JJayaman | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.82 | Public IP: 42.109.146.117 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 04:48:59 UTC Fri Jun 26 2020 | Duration: 5h:11m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 76191861 | Bytes Rx: 32929067 | IP Addr: 10.145.232.82 | Public IP: 42.109.146.117 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 04:48:59 UTC Fri Jun 26 2020 | Duration: 5h:11m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 76191861 | Bytes Rx: 32929067 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 406 | Audit Session ID: 0a910728001960005ef57e3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 406 | Audit Session ID: 0a910728001960005ef57e3b | Security Group Tag: none | EasyVPN: 0 ||
Username: Joostjan.vandijk | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.87 | Public IP: 80.56.109.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:57:13 UTC Fri Jun 26 2020 | Duration: 5h:03m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1244627774 | Bytes Rx: 240371146 | IP Addr: 10.145.232.87 | Public IP: 80.56.109.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:57:13 UTC Fri Jun 26 2020 | Duration: 5h:03m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1244627774 | Bytes Rx: 240371146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 411 | Audit Session ID: 0a9107280019b0005ef58029 | Security Group Tag: none | EasyVPN: 0 |Session ID: 411 | Audit Session ID: 0a9107280019b0005ef58029 | Security Group Tag: none | EasyVPN: 0 ||
Username: raagarwa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.89 | Public IP: 106.210.182.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:00:54 UTC Fri Jun 26 2020 | Duration: 5h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1109818716 | Bytes Rx: 212157662 | IP Addr: 10.145.232.89 | Public IP: 106.210.182.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:00:54 UTC Fri Jun 26 2020 | Duration: 5h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1109818716 | Bytes Rx: 212157662 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 414 | Audit Session ID: 0a9107280019e0005ef58106 | Security Group Tag: none | EasyVPN: 0 |Session ID: 414 | Audit Session ID: 0a9107280019e0005ef58106 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashenoy | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.84 | Public IP: 42.106.217.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:05:58 UTC Fri Jun 26 2020 | Duration: 4h:55m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1335373493 | Bytes Rx: 150742478 | IP Addr: 10.145.232.84 | Public IP: 42.106.217.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:05:58 UTC Fri Jun 26 2020 | Duration: 4h:55m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1335373493 | Bytes Rx: 150742478 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 418 | Audit Session ID: 0a910728001a20005ef58236 | Security Group Tag: none | EasyVPN: 0 |Session ID: 418 | Audit Session ID: 0a910728001a20005ef58236 | Security Group Tag: none | EasyVPN: 0 ||
Username: bsubbiah | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.81 | Public IP: 42.111.167.239 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:12:03 UTC Fri Jun 26 2020 | Duration: 4h:48m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 3260453296 | Bytes Rx: 267329740 | IP Addr: 10.145.232.81 | Public IP: 42.111.167.239 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 05:12:03 UTC Fri Jun 26 2020 | Duration: 4h:48m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 3260453296 | Bytes Rx: 267329740 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 421 | Audit Session ID: 0a910728001a50005ef583a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 421 | Audit Session ID: 0a910728001a50005ef583a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sukeshbS | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.94 | Public IP: 1.39.131.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:15:04 UTC Fri Jun 26 2020 | Duration: 4h:45m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 149493175 | Bytes Rx: 54072209 | IP Addr: 10.145.232.94 | Public IP: 1.39.131.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:15:04 UTC Fri Jun 26 2020 | Duration: 4h:45m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 149493175 | Bytes Rx: 54072209 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 424 | Audit Session ID: 0a910728001a80005ef58458 | Security Group Tag: none | EasyVPN: 0 |Session ID: 424 | Audit Session ID: 0a910728001a80005ef58458 | Security Group Tag: none | EasyVPN: 0 ||
Username: ctoon | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.97 | Public IP: 86.178.68.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:34:06 UTC Fri Jun 26 2020 | Duration: 4h:26m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 549098822 | Bytes Rx: 53765886 | IP Addr: 10.145.232.97 | Public IP: 86.178.68.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:34:06 UTC Fri Jun 26 2020 | Duration: 4h:26m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 549098822 | Bytes Rx: 53765886 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 433 | Audit Session ID: 0a910728001b10005ef588ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 433 | Audit Session ID: 0a910728001b10005ef588ce | Security Group Tag: none | EasyVPN: 0 ||
Username: wschutt | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.103 | Public IP: 80.134.246.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:45:52 UTC Fri Jun 26 2020 | Duration: 4h:15m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 163322169 | Bytes Rx: 58531542 | IP Addr: 10.145.232.103 | Public IP: 80.134.246.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:45:52 UTC Fri Jun 26 2020 | Duration: 4h:15m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 163322169 | Bytes Rx: 58531542 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 437 | Audit Session ID: 0a910728001b50005ef58b90 | Security Group Tag: none | EasyVPN: 0 |Session ID: 437 | Audit Session ID: 0a910728001b50005ef58b90 | Security Group Tag: none | EasyVPN: 0 ||
Username: stmacmah | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.98 | Public IP: 86.85.153.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:51:30 UTC Fri Jun 26 2020 | Duration: 4h:09m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 602313215 | Bytes Rx: 738910611 | IP Addr: 10.145.232.98 | Public IP: 86.85.153.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:51:30 UTC Fri Jun 26 2020 | Duration: 4h:09m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 602313215 | Bytes Rx: 738910611 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 438 | Audit Session ID: 0a910728001b60005ef58ce2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 438 | Audit Session ID: 0a910728001b60005ef58ce2 | Security Group Tag: none | EasyVPN: 0 ||
Username: yvomaspa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.79 | Public IP: 84.28.197.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:58 UTC Fri Jun 26 2020 | Duration: 4h:02m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1380090148 | Bytes Rx: 867039305 | IP Addr: 10.145.232.79 | Public IP: 84.28.197.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:58 UTC Fri Jun 26 2020 | Duration: 4h:02m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1380090148 | Bytes Rx: 867039305 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 440 | Audit Session ID: 0a910728001b80005ef58ea2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 440 | Audit Session ID: 0a910728001b80005ef58ea2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sankshin | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.108 | Public IP: 103.210.200.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:34 UTC Fri Jun 26 2020 | Duration: 3h:52m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1211053752 | Bytes Rx: 94650402 | IP Addr: 10.145.232.108 | Public IP: 103.210.200.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:34 UTC Fri Jun 26 2020 | Duration: 3h:52m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1211053752 | Bytes Rx: 94650402 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 444 | Audit Session ID: 0a910728001bc0005ef590e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 444 | Audit Session ID: 0a910728001bc0005ef590e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ngorboto | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.213 | Public IP: 62.105.140.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:22:48 UTC Fri Jun 26 2020 | Duration: 3h:38m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 798443898 | Bytes Rx: 113455779 | IP Addr: 10.145.232.213 | Public IP: 62.105.140.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:22:48 UTC Fri Jun 26 2020 | Duration: 3h:38m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 798443898 | Bytes Rx: 113455779 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 454 | Audit Session ID: 0a910728001c60005ef59438 | Security Group Tag: none | EasyVPN: 0 |Session ID: 454 | Audit Session ID: 0a910728001c60005ef59438 | Security Group Tag: none | EasyVPN: 0 ||
Username: farhaan.maqba | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.214 | Public IP: 94.211.0.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:37 UTC Fri Jun 26 2020 | Duration: 3h:36m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 63460873 | Bytes Rx: 41644159 | IP Addr: 10.145.232.214 | Public IP: 94.211.0.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:37 UTC Fri Jun 26 2020 | Duration: 3h:36m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 63460873 | Bytes Rx: 41644159 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 455 | Audit Session ID: 0a910728001c70005ef594a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 455 | Audit Session ID: 0a910728001c70005ef594a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: SarikaS | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.183 | Public IP: 42.111.10.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:02 UTC Fri Jun 26 2020 | Duration: 3h:23m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 516507315 | Bytes Rx: 96696293 | IP Addr: 10.145.232.183 | Public IP: 42.111.10.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:02 UTC Fri Jun 26 2020 | Duration: 3h:23m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 516507315 | Bytes Rx: 96696293 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 457 | Audit Session ID: 0a910728001c90005ef5978e | Security Group Tag: none | EasyVPN: 0 |Session ID: 457 | Audit Session ID: 0a910728001c90005ef5978e | Security Group Tag: none | EasyVPN: 0 ||
Username: leelvelu | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.194 | Public IP: 106.208.56.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:23 UTC Fri Jun 26 2020 | Duration: 3h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 104357886 | Bytes Rx: 47362318 | IP Addr: 10.145.232.194 | Public IP: 106.208.56.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:23 UTC Fri Jun 26 2020 | Duration: 3h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 104357886 | Bytes Rx: 47362318 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 462 | Audit Session ID: 0a910728001ce0005ef599bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 462 | Audit Session ID: 0a910728001ce0005ef599bf | Security Group Tag: none | EasyVPN: 0 ||
Username: sulverma | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.195 | Public IP: 1.38.44.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:16 UTC Fri Jun 26 2020 | Duration: 3h:12m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 152499585 | Bytes Rx: 58965616 | IP Addr: 10.145.232.195 | Public IP: 1.38.44.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:16 UTC Fri Jun 26 2020 | Duration: 3h:12m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 152499585 | Bytes Rx: 58965616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 464 | Audit Session ID: 0a910728001d00005ef59a30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 464 | Audit Session ID: 0a910728001d00005ef59a30 | Security Group Tag: none | EasyVPN: 0 ||
