sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rupameht | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.159 | Public IP: 223.225.65.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:01 IST Mon Jun 15 2020 | Duration: 1d 5h:50m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 2065329786 | Bytes Rx: 635464827 | IP Addr: 10.150.244.159 | Public IP: 223.225.65.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:01 IST Mon Jun 15 2020 | Duration: 1d 5h:50m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 2065329786 | Bytes Rx: 635464827 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 23817 | Audit Session ID: 0a96cf6905d090005ee702a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 23817 | Audit Session ID: 0a96cf6905d090005ee702a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: nilam.masurkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.39 | Public IP: 106.220.154.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:04 IST Tue Jun 16 2020 | Duration: 6h:38m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 210688608 | Bytes Rx: 77978548 | IP Addr: 10.150.237.39 | Public IP: 106.220.154.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:04 IST Tue Jun 16 2020 | Duration: 6h:38m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 210688608 | Bytes Rx: 77978548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27116 | Audit Session ID: 0a96cf69069ec0005ee848ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 27116 | Audit Session ID: 0a96cf69069ec0005ee848ec | Security Group Tag: none | EasyVPN: 0 ||
Username: SatyaJha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.106 | Public IP: 157.40.69.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:28 IST Tue Jun 16 2020 | Duration: 6h:38m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 515127620 | Bytes Rx: 62642082 | IP Addr: 10.150.237.106 | Public IP: 157.40.69.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:28 IST Tue Jun 16 2020 | Duration: 6h:38m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 515127620 | Bytes Rx: 62642082 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27121 | Audit Session ID: 0a96cf69069f10005ee84904 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27121 | Audit Session ID: 0a96cf69069f10005ee84904 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABahekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.44 | Public IP: 103.110.253.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:41 IST Tue Jun 16 2020 | Duration: 6h:37m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 448107715 | Bytes Rx: 209368050 | IP Addr: 10.150.237.44 | Public IP: 103.110.253.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:41 IST Tue Jun 16 2020 | Duration: 6h:37m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 448107715 | Bytes Rx: 209368050 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27122 | Audit Session ID: 0a96cf69069f20005ee84911 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27122 | Audit Session ID: 0a96cf69069f20005ee84911 | Security Group Tag: none | EasyVPN: 0 ||
Username: AmMaurya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.97 | Public IP: 47.8.177.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:20 IST Tue Jun 16 2020 | Duration: 6h:35m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 268273150 | Bytes Rx: 70485367 | IP Addr: 10.150.237.97 | Public IP: 47.8.177.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:20 IST Tue Jun 16 2020 | Duration: 6h:35m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 268273150 | Bytes Rx: 70485367 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27134 | Audit Session ID: 0a96cf69069fe0005ee849b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27134 | Audit Session ID: 0a96cf69069fe0005ee849b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: swchavan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.47 | Public IP: 43.243.82.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:21 IST Tue Jun 16 2020 | Duration: 6h:35m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 660081664 | Bytes Rx: 137644268 | IP Addr: 10.150.237.47 | Public IP: 43.243.82.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:21 IST Tue Jun 16 2020 | Duration: 6h:35m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 660081664 | Bytes Rx: 137644268 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27135 | Audit Session ID: 0a96cf69069ff0005ee849b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27135 | Audit Session ID: 0a96cf69069ff0005ee849b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: RBhangar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.58 | Public IP: 49.35.1.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:26 IST Tue Jun 16 2020 | Duration: 6h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 149851194 | Bytes Rx: 67481550 | IP Addr: 10.150.237.58 | Public IP: 49.35.1.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:26 IST Tue Jun 16 2020 | Duration: 6h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 149851194 | Bytes Rx: 67481550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27136 | Audit Session ID: 0a96cf6906a000005ee849b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27136 | Audit Session ID: 0a96cf6906a000005ee849b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: skdesai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.254 | Public IP: 123.201.10.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:13 IST Tue Jun 16 2020 | Duration: 6h:34m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 875933883 | Bytes Rx: 166029219 | IP Addr: 10.150.236.254 | Public IP: 123.201.10.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:13 IST Tue Jun 16 2020 | Duration: 6h:34m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 875933883 | Bytes Rx: 166029219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27146 | Audit Session ID: 0a96cf6906a0a0005ee849e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27146 | Audit Session ID: 0a96cf6906a0a0005ee849e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: SeshaST | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.141 | Public IP: 112.133.245.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:42 IST Tue Jun 16 2020 | Duration: 6h:33m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 343537582 | Bytes Rx: 769589163 | IP Addr: 10.150.236.141 | Public IP: 112.133.245.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:42 IST Tue Jun 16 2020 | Duration: 6h:33m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 343537582 | Bytes Rx: 769589163 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27151 | Audit Session ID: 0a96cf6906a0f0005ee84a02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27151 | Audit Session ID: 0a96cf6906a0f0005ee84a02 | Security Group Tag: none | EasyVPN: 0 ||
Username: prmishra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.115 | Public IP: 103.67.16.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:12 IST Tue Jun 16 2020 | Duration: 6h:33m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 314384463 | Bytes Rx: 124432494 | IP Addr: 10.150.237.115 | Public IP: 103.67.16.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:12 IST Tue Jun 16 2020 | Duration: 6h:33m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 314384463 | Bytes Rx: 124432494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27157 | Audit Session ID: 0a96cf6906a150005ee84a20 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27157 | Audit Session ID: 0a96cf6906a150005ee84a20 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.117 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:16 IST Tue Jun 16 2020 | Duration: 6h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 54974725 | Bytes Rx: 18038186 | IP Addr: 10.150.237.117 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:16 IST Tue Jun 16 2020 | Duration: 6h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 54974725 | Bytes Rx: 18038186 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27160 | Audit Session ID: 0a96cf6906a180005ee84a24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27160 | Audit Session ID: 0a96cf6906a180005ee84a24 | Security Group Tag: none | EasyVPN: 0 ||
Username: vishal.saxena | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.121 | Public IP: 49.37.204.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:21 IST Tue Jun 16 2020 | Duration: 6h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1127646104 | Bytes Rx: 375856598 | IP Addr: 10.150.237.121 | Public IP: 49.37.204.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:21 IST Tue Jun 16 2020 | Duration: 6h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1127646104 | Bytes Rx: 375856598 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27162 | Audit Session ID: 0a96cf6906a1a0005ee84a29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27162 | Audit Session ID: 0a96cf6906a1a0005ee84a29 | Security Group Tag: none | EasyVPN: 0 ||
Username: jarputha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.65 | Public IP: 27.5.92.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:29 IST Tue Jun 16 2020 | Duration: 6h:32m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 852959640 | Bytes Rx: 226525949 | IP Addr: 10.150.237.65 | Public IP: 27.5.92.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:29 IST Tue Jun 16 2020 | Duration: 6h:32m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 852959640 | Bytes Rx: 226525949 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27163 | Audit Session ID: 0a96cf6906a1b0005ee84a31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27163 | Audit Session ID: 0a96cf6906a1b0005ee84a31 | Security Group Tag: none | EasyVPN: 0 ||
Username: nimore | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.122 | Public IP: 49.35.108.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:32 IST Tue Jun 16 2020 | Duration: 6h:32m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 253852290 | Bytes Rx: 240292939 | IP Addr: 10.150.237.122 | Public IP: 49.35.108.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:32 IST Tue Jun 16 2020 | Duration: 6h:32m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 253852290 | Bytes Rx: 240292939 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27164 | Audit Session ID: 0a96cf6906a1c0005ee84a34 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27164 | Audit Session ID: 0a96cf6906a1c0005ee84a34 | Security Group Tag: none | EasyVPN: 0 ||
Username: sparuchu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.126 | Public IP: 106.77.20.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:23 IST Tue Jun 16 2020 | Duration: 6h:31m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 246326708 | Bytes Rx: 119471572 | IP Addr: 10.150.237.126 | Public IP: 106.77.20.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:23 IST Tue Jun 16 2020 | Duration: 6h:31m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 246326708 | Bytes Rx: 119471572 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27173 | Audit Session ID: 0a96cf6906a250005ee84aa3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27173 | Audit Session ID: 0a96cf6906a250005ee84aa3 | Security Group Tag: none | EasyVPN: 0 ||
Username: agite | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.128 | Public IP: 106.193.224.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:27 IST Tue Jun 16 2020 | Duration: 6h:31m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 371080782 | Bytes Rx: 88521461 | IP Addr: 10.150.237.128 | Public IP: 106.193.224.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:27 IST Tue Jun 16 2020 | Duration: 6h:31m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 371080782 | Bytes Rx: 88521461 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27174 | Audit Session ID: 0a96cf6906a260005ee84aa7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27174 | Audit Session ID: 0a96cf6906a260005ee84aa7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjks | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.127 | Public IP: 1.23.77.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:28 IST Tue Jun 16 2020 | Duration: 6h:31m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 860740759 | Bytes Rx: 244513615 | IP Addr: 10.150.237.127 | Public IP: 1.23.77.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:28 IST Tue Jun 16 2020 | Duration: 6h:31m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 860740759 | Bytes Rx: 244513615 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27175 | Audit Session ID: 0a96cf6906a270005ee84aa8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27175 | Audit Session ID: 0a96cf6906a270005ee84aa8 | Security Group Tag: none | EasyVPN: 0 ||
Username: yarafat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.130 | Public IP: 106.210.34.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:33 IST Tue Jun 16 2020 | Duration: 6h:30m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 147785140 | Bytes Rx: 80135660 | IP Addr: 10.150.236.130 | Public IP: 106.210.34.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:33 IST Tue Jun 16 2020 | Duration: 6h:30m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 147785140 | Bytes Rx: 80135660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27177 | Audit Session ID: 0a96cf6906a290005ee84aad | Security Group Tag: none | EasyVPN: 0 |Session ID: 27177 | Audit Session ID: 0a96cf6906a290005ee84aad | Security Group Tag: none | EasyVPN: 0 ||
Username: ASP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.130 | Public IP: 103.252.52.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:40 IST Tue Jun 16 2020 | Duration: 6h:30m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 199347333 | Bytes Rx: 64154523 | IP Addr: 10.150.237.130 | Public IP: 103.252.52.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:40 IST Tue Jun 16 2020 | Duration: 6h:30m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 199347333 | Bytes Rx: 64154523 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27179 | Audit Session ID: 0a96cf6906a2b0005ee84ab4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27179 | Audit Session ID: 0a96cf6906a2b0005ee84ab4 | Security Group Tag: none | EasyVPN: 0 ||
Username: gunjang | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.131 | Public IP: 42.108.171.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:48 IST Tue Jun 16 2020 | Duration: 6h:30m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1785315177 | Bytes Rx: 253006228 | IP Addr: 10.150.237.131 | Public IP: 42.108.171.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:48 IST Tue Jun 16 2020 | Duration: 6h:30m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1785315177 | Bytes Rx: 253006228 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27180 | Audit Session ID: 0a96cf6906a2c0005ee84abc | Security Group Tag: none | EasyVPN: 0 |Session ID: 27180 | Audit Session ID: 0a96cf6906a2c0005ee84abc | Security Group Tag: none | EasyVPN: 0 ||
